analysis	dataset_path	disease_name	compartment	donor_id	disease	group	gene	n_cells	mean_log_norm	mean_z_vs_controls	detection_fraction	cell_types	hif_nampt_metabolic	ifn_apc	inflammatory_nfkb	lipid_loader_repair	lysosomal_apc
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	ACSL1	38	0.3942334958856039	1.3698734972918196	0.2894736842105263	myeloid cell	0.5008719256697737	0.6912462662631276	0.6772239762204292	0.1248403892322411	0.23690647053723
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	CD74	38	2.6236303403290115	0.2172584425812812	0.7105263157894737	myeloid cell	0.5008719256697737	0.6912462662631276	0.6772239762204292	0.1248403892322411	0.23690647053723
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	CTSB	38	1.2656510769800071	0.0521225102843893	0.6052631578947368	myeloid cell	0.5008719256697737	0.6912462662631276	0.6772239762204292	0.1248403892322411	0.23690647053723
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	CTSD	38	1.359564359480974	-0.133940432627597	0.6842105263157895	myeloid cell	0.5008719256697737	0.6912462662631276	0.6772239762204292	0.1248403892322411	0.23690647053723
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	CTSS	38	1.786639263497223	0.5303489849831865	0.6842105263157895	myeloid cell	0.5008719256697737	0.6912462662631276	0.6772239762204292	0.1248403892322411	0.23690647053723
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	FABP5	38	0.5124892646862937	0.4227164426102497	0.4473684210526316	myeloid cell	0.5008719256697737	0.6912462662631276	0.6772239762204292	0.1248403892322411	0.23690647053723
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	IFI30	38	0.4050952778874458	0.4132494214813922	0.3157894736842105	myeloid cell	0.5008719256697737	0.6912462662631276	0.6772239762204292	0.1248403892322411	0.23690647053723
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	LIPA	38	0.49821275984383	-0.1687605250624995	0.3684210526315789	myeloid cell	0.5008719256697737	0.6912462662631276	0.6772239762204292	0.1248403892322411	0.23690647053723
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	MSR1	38	0.2449155340467477	0.1149695757543404	0.2368421052631578	myeloid cell	0.5008719256697737	0.6912462662631276	0.6772239762204292	0.1248403892322411	0.23690647053723
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_2	Crohn disease	case	NAMPT	38	2.261106617124986	1.0155428411438143	0.8157894736842105	myeloid cell	0.5008719256697737	0.6912462662631276	0.6772239762204292	0.1248403892322411	0.23690647053723
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	ACSL1	406	0.4256503205427878	1.495868014715238	0.2266009852216748	myeloid cell	0.4613086542756409	0.8460982323714901	0.7135594821495264	0.0718242216712836	0.1992188117233549
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	CD74	406	2.7186825517995667	0.2609055732839593	0.7463054187192119	myeloid cell	0.4613086542756409	0.8460982323714901	0.7135594821495264	0.0718242216712836	0.1992188117233549
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	CTSB	406	1.2041241655711086	0.0091500793153927	0.4778325123152709	myeloid cell	0.4613086542756409	0.8460982323714901	0.7135594821495264	0.0718242216712836	0.1992188117233549
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	CTSD	406	1.1222687594879992	-0.3001390525065563	0.4729064039408867	myeloid cell	0.4613086542756409	0.8460982323714901	0.7135594821495264	0.0718242216712836	0.1992188117233549
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	CTSS	406	1.8748713890551263	0.5966974433417197	0.6650246305418719	myeloid cell	0.4613086542756409	0.8460982323714901	0.7135594821495264	0.0718242216712836	0.1992188117233549
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	FABP5	406	0.3228749171091583	0.1279540732171149	0.1847290640394088	myeloid cell	0.4613086542756409	0.8460982323714901	0.7135594821495264	0.0718242216712836	0.1992188117233549
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	IFI30	406	0.2515846955529403	0.1152298412054484	0.1699507389162561	myeloid cell	0.4613086542756409	0.8460982323714901	0.7135594821495264	0.0718242216712836	0.1992188117233549
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	LIPA	406	0.2714470007341564	-0.3819322657836905	0.1625615763546798	myeloid cell	0.4613086542756409	0.8460982323714901	0.7135594821495264	0.0718242216712836	0.1992188117233549
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	MSR1	406	0.0492874442533609	-0.263478976055877	0.0394088669950738	myeloid cell	0.4613086542756409	0.8460982323714901	0.7135594821495264	0.0718242216712836	0.1992188117233549
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_3	Crohn disease	case	NAMPT	406	1.8683458272006237	0.6865890249465649	0.5738916256157636	myeloid cell	0.4613086542756409	0.8460982323714901	0.7135594821495264	0.0718242216712836	0.1992188117233549
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	ACSL1	323	0.4537240371996448	1.6084552803303729	0.1733746130030959	myeloid cell	0.1575243138099639	0.7000482186614274	0.2835701319331141	0.128984265493892	0.0735907960403765
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	CD74	323	2.533479120271946	0.175861803576669	0.6965944272445821	myeloid cell	0.1575243138099639	0.7000482186614274	0.2835701319331141	0.128984265493892	0.0735907960403765
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	CTSB	323	1.09696915338183	-0.0656905271581478	0.3869969040247678	myeloid cell	0.1575243138099639	0.7000482186614274	0.2835701319331141	0.128984265493892	0.0735907960403765
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	CTSD	323	1.149529687128304	-0.2810458685175868	0.4179566563467492	myeloid cell	0.1575243138099639	0.7000482186614274	0.2835701319331141	0.128984265493892	0.0735907960403765
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	CTSS	323	1.6397431985043267	0.4198866404620019	0.56656346749226	myeloid cell	0.1575243138099639	0.7000482186614274	0.2835701319331141	0.128984265493892	0.0735907960403765
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	FABP5	323	0.3218183116806589	0.126311541818	0.1517027863777089	myeloid cell	0.1575243138099639	0.7000482186614274	0.2835701319331141	0.128984265493892	0.0735907960403765
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	IFI30	323	0.1181838513298746	-0.1437494617144285	0.0712074303405572	myeloid cell	0.1575243138099639	0.7000482186614274	0.2835701319331141	0.128984265493892	0.0735907960403765
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	LIPA	323	0.370520258474326	-0.288798192569503	0.1609907120743034	myeloid cell	0.1575243138099639	0.7000482186614274	0.2835701319331141	0.128984265493892	0.0735907960403765
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	MSR1	323	0.0468402023317931	-0.2682132407625699	0.0402476780185758	myeloid cell	0.1575243138099639	0.7000482186614274	0.2835701319331141	0.128984265493892	0.0735907960403765
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_4	Crohn disease	case	NAMPT	323	1.5069533640839163	0.3839075125938206	0.4086687306501548	myeloid cell	0.1575243138099639	0.7000482186614274	0.2835701319331141	0.128984265493892	0.0735907960403765
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	ACSL1	647	0.9900094062949494	3.759182383330331	0.3554868624420402	myeloid cell	1.117969908782916	-0.0075316559199458	2.2165234764749924	0.1626875060537997	0.0548891811721267
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	CD74	647	0.9953827358488178	-0.5304183858645749	0.2859350850077279	myeloid cell	1.117969908782916	-0.0075316559199458	2.2165234764749924	0.1626875060537997	0.0548891811721267
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	CTSB	647	0.6290754164401181	-0.3924829965205155	0.250386398763524	myeloid cell	1.117969908782916	-0.0075316559199458	2.2165234764749924	0.1626875060537997	0.0548891811721267
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	CTSD	647	0.6644937219663747	-0.6207584801461137	0.2812982998454404	myeloid cell	1.117969908782916	-0.0075316559199458	2.2165234764749924	0.1626875060537997	0.0548891811721267
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	CTSS	647	1.3135653340584077	0.174608649936172	0.5131375579598145	myeloid cell	1.117969908782916	-0.0075316559199458	2.2165234764749924	0.1626875060537997	0.0548891811721267
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	FABP5	647	0.2784509534152566	0.0588954130283219	0.1437403400309119	myeloid cell	1.117969908782916	-0.0075316559199458	2.2165234764749924	0.1626875060537997	0.0548891811721267
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	IFI30	647	0.4801315768928965	0.5589220259037787	0.2395672333848531	myeloid cell	1.117969908782916	-0.0075316559199458	2.2165234764749924	0.1626875060537997	0.0548891811721267
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	LIPA	647	0.1733348096565258	-0.4741628857860399	0.1174652241112828	myeloid cell	1.117969908782916	-0.0075316559199458	2.2165234764749924	0.1626875060537997	0.0548891811721267
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	MSR1	647	0.037704371290575	-0.2858867866770826	0.0247295208655332	myeloid cell	1.117969908782916	-0.0075316559199458	2.2165234764749924	0.1626875060537997	0.0548891811721267
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_5	Crohn disease	case	NAMPT	647	3.900531717132065	2.388630880611152	0.9258114374034004	myeloid cell	1.117969908782916	-0.0075316559199458	2.2165234764749924	0.1626875060537997	0.0548891811721267
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	ACSL1	438	0.1078692788575341	0.2214340313212671	0.0981735159817351	myeloid cell	0.0627993589889254	0.6551480009808427	0.0019745678838465	0.0283201339077602	0.1485837902942899
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	CD74	438	3.0047771584337273	0.3922776739000581	0.7397260273972602	myeloid cell	0.0627993589889254	0.6551480009808427	0.0019745678838465	0.0283201339077602	0.1485837902942899
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	CTSB	438	1.3567879085673322	0.1157754893538537	0.5342465753424658	myeloid cell	0.0627993589889254	0.6551480009808427	0.0019745678838465	0.0283201339077602	0.1485837902942899
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	CTSD	438	1.206563453704543	-0.2411001919363507	0.5365296803652968	myeloid cell	0.0627993589889254	0.6551480009808427	0.0019745678838465	0.0283201339077602	0.1485837902942899
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	CTSS	438	1.6622500175361083	0.4368112326768096	0.5730593607305936	myeloid cell	0.0627993589889254	0.6551480009808427	0.0019745678838465	0.0283201339077602	0.1485837902942899
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	FABP5	438	0.3964862413270048	0.2423855422376327	0.2260273972602739	myeloid cell	0.0627993589889254	0.6551480009808427	0.0019745678838465	0.0283201339077602	0.1485837902942899
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	IFI30	438	0.3611915336106446	0.3280163695123511	0.2374429223744292	myeloid cell	0.0627993589889254	0.6551480009808427	0.0019745678838465	0.0283201339077602	0.1485837902942899
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	LIPA	438	0.4857466971509827	-0.1804792796690471	0.2853881278538813	myeloid cell	0.0627993589889254	0.6551480009808427	0.0019745678838465	0.0283201339077602	0.1485837902942899
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	MSR1	438	0.2172657474906948	0.0614802139195884	0.1484018264840182	myeloid cell	0.0627993589889254	0.6551480009808427	0.0019745678838465	0.0283201339077602	0.1485837902942899
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	CD_6	Crohn disease	case	NAMPT	438	1.2273408494982398	0.1497201749342219	0.45662100456621	myeloid cell	0.0627993589889254	0.6551480009808427	0.0019745678838465	0.0283201339077602	0.1485837902942899
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	ACSL1	60	0.0	-0.2111665857929586	0.0	myeloid cell	-0.1904694234505065	0.3235846269802657	-0.0129618280289796	0.0087210134191882	0.0268962491351928
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	CD74	60	2.956166441155913	0.3699560645681916	0.65	myeloid cell	-0.1904694234505065	0.3235846269802657	-0.0129618280289796	0.0087210134191882	0.0268962491351928
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	CTSB	60	1.050357650191004	-0.0982455434487794	0.4833333333333333	myeloid cell	-0.1904694234505065	0.3235846269802657	-0.0129618280289796	0.0087210134191882	0.0268962491351928
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	CTSD	60	1.5087824380621842	-0.0294301141812309	0.65	myeloid cell	-0.1904694234505065	0.3235846269802657	-0.0129618280289796	0.0087210134191882	0.0268962491351928
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	CTSS	60	1.1239552631618608	0.032026389634826	0.4666666666666667	myeloid cell	-0.1904694234505065	0.3235846269802657	-0.0129618280289796	0.0087210134191882	0.0268962491351928
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	FABP5	60	0.1223325720328503	-0.1837962639998575	0.1	myeloid cell	-0.1904694234505065	0.3235846269802657	-0.0129618280289796	0.0087210134191882	0.0268962491351928
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	IFI30	60	0.3745749903241582	0.3539985011136203	0.25	myeloid cell	-0.1904694234505065	0.3235846269802657	-0.0129618280289796	0.0087210134191882	0.0268962491351928
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	LIPA	60	0.6741985510418402	-0.0033246250431676	0.3833333333333333	myeloid cell	-0.1904694234505065	0.3235846269802657	-0.0129618280289796	0.0087210134191882	0.0268962491351928
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	MSR1	60	0.1501427661471603	-0.0683712563343711	0.0833333333333333	myeloid cell	-0.1904694234505065	0.3235846269802657	-0.0129618280289796	0.0087210134191882	0.0268962491351928
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_1	normal	control	NAMPT	60	0.4079710290525031	-0.5365367942616767	0.2666666666666666	myeloid cell	-0.1904694234505065	0.3235846269802657	-0.0129618280289796	0.0087210134191882	0.0268962491351928
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	ACSL1	112	0.0419025331723258	-0.0431200214607878	0.0267857142857142	myeloid cell	0.126563363227644	-0.2011994320633938	0.0403542018000068	-0.1622379648272402	-0.2723389697570198
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	CD74	112	1.0361556099133784	-0.5116958444750883	0.3482142857142857	myeloid cell	0.126563363227644	-0.2011994320633938	0.0403542018000068	-0.1622379648272402	-0.2723389697570198
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	CTSB	112	0.5436027033758194	-0.4521799677771813	0.3303571428571428	myeloid cell	0.126563363227644	-0.2011994320633938	0.0403542018000068	-0.1622379648272402	-0.2723389697570198
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	CTSD	112	1.078987388514553	-0.3304527377264636	0.6071428571428571	myeloid cell	0.126563363227644	-0.2011994320633938	0.0403542018000068	-0.1622379648272402	-0.2723389697570198
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	CTSS	112	0.4327855015975941	-0.4877168201525094	0.2589285714285714	myeloid cell	0.126563363227644	-0.2011994320633938	0.0403542018000068	-0.1622379648272402	-0.2723389697570198
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	FABP5	112	0.1078967701330684	-0.2062372407847953	0.0803571428571428	myeloid cell	0.126563363227644	-0.2011994320633938	0.0403542018000068	-0.1622379648272402	-0.2723389697570198
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	IFI30	112	0.1358268882300146	-0.1094979438593571	0.0982142857142857	myeloid cell	0.126563363227644	-0.2011994320633938	0.0403542018000068	-0.1622379648272402	-0.2723389697570198
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	LIPA	112	0.1253558629217311	-0.5192656192568321	0.1160714285714285	myeloid cell	0.126563363227644	-0.2011994320633938	0.0403542018000068	-0.1622379648272402	-0.2723389697570198
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	MSR1	112	0.0195199967256644	-0.3210650181209068	0.0357142857142857	myeloid cell	0.126563363227644	-0.2011994320633938	0.0403542018000068	-0.1622379648272402	-0.2723389697570198
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_2	normal	control	NAMPT	112	0.9272133550406524	-0.101649328285677	0.5803571428571429	myeloid cell	0.126563363227644	-0.2011994320633938	0.0403542018000068	-0.1622379648272402	-0.2723389697570198
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	ACSL1	135	0.0285076830057102	-0.0968389348493124	0.0296296296296296	myeloid cell	-0.1602892326776436	0.1301319850705997	-0.2368520421645794	-0.0847353577402597	0.0749514911667824
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	CD74	135	2.426385266512124	0.1266852577584117	0.6592592592592592	myeloid cell	-0.1602892326776436	0.1301319850705997	-0.2368520421645794	-0.0847353577402597	0.0749514911667824
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	CTSB	135	1.4335865955868237	0.1694142337810179	0.5185185185185185	myeloid cell	-0.1602892326776436	0.1301319850705997	-0.2368520421645794	-0.0847353577402597	0.0749514911667824
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	CTSD	135	2.0499270436934847	0.349580228250439	0.7555555555555555	myeloid cell	-0.1602892326776436	0.1301319850705997	-0.2368520421645794	-0.0847353577402597	0.0749514911667824
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	CTSS	135	1.2244901736756868	0.1076262494549085	0.4666666666666667	myeloid cell	-0.1602892326776436	0.1301319850705997	-0.2368520421645794	-0.0847353577402597	0.0749514911667824
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	FABP5	135	0.3138554614765935	0.1139330028347192	0.1925925925925926	myeloid cell	-0.1602892326776436	0.1301319850705997	-0.2368520421645794	-0.0847353577402597	0.0749514911667824
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	IFI30	135	0.0730299139716816	-0.2314095907729721	0.0518518518518518	myeloid cell	-0.1602892326776436	0.1301319850705997	-0.2368520421645794	-0.0847353577402597	0.0749514911667824
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	LIPA	135	0.6828208175015814	0.0047807589327968	0.3037037037037037	myeloid cell	-0.1602892326776436	0.1301319850705997	-0.2368520421645794	-0.0847353577402597	0.0749514911667824
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	HC_3	normal	control	MSR1	135	0.0621449455087963	-0.2386057447364038	0.037037037037037	myeloid cell	-0.1602892326776436	0.1301319850705997	-0.2368520421645794	-0.0847353577402597	0.0749514911667824
