module	observed_supported_edge_degree	null_mean_degree	null_sd_degree	empirical_p_degree_ge_observed	bh_q
ifn_apc	11	7.6057	1.9000072394598921	0.0654934506549345	0.27117288271172885
hla_ii_apc	10	7.6172	1.9105141088199271	0.15778422157784222	0.355014498550145
mixscale_validated_ifng_readout	9	4.4901	1.6060205447004716	0.006999300069993001	0.062993700629937
lysosomal_apc	9	6.1223	1.7790847956182414	0.0903909609039096	0.27117288271172885
mif_cd74_receptor_state	9	7.6013	1.8913852886178426	0.31056894310568944	0.559024097590241
lipid_loader_repair	2	6.0856	1.797295924437598	0.9965003499650035	1.0
complement_phagocytosis	0	4.4802	1.6011270905209245	1.0	1.0
gilt_lysosomal_apc	0	1.507	0.6771639387917818	1.0	1.0
hif_nampt_metabolic	0	4.4906	1.5967816506961745	1.0	1.0
