dataset	arm	time_h	gene	log2_cpm_plus_0_5	delta_vs_arm_0h
GSE294918	PBS_LPS	12	HLA-DQA1	9.691969826603778	-0.04381500007385242
GSE294918	PBS_LPS	0	HLA-DQB1	7.739140586174133	0.0
GSE294918	PBS_LPS	1	HLA-DQB1	7.968095750767496	0.22895516459336296
GSE294918	PBS_LPS	3	HLA-DQB1	7.525028903653082	-0.21411168252105117
GSE294918	PBS_LPS	6	HLA-DQB1	7.341572142934353	-0.3975684432397806
GSE294918	PBS_LPS	12	HLA-DQB1	6.741549967294081	-0.9975906188800518
GSE294918	PBS_LPS	0	HLA-DRA	12.091656212180748	0.0
GSE294918	PBS_LPS	1	HLA-DRA	12.169042923320363	0.07738671113961537
GSE294918	PBS_LPS	3	HLA-DRA	12.034020402059005	-0.05763581012174335
GSE294918	PBS_LPS	6	HLA-DRA	12.051919257976374	-0.03973695420437373
GSE294918	PBS_LPS	12	HLA-DRA	12.113264048268107	0.021607836087358834
GSE294918	PBS_LPS	0	IFI30	1.463212277173063	0.0
GSE294918	PBS_LPS	1	IFI30	1.4823898322106948	0.019177555037631855
GSE294918	PBS_LPS	3	IFI30	1.4910005494909195	0.027788272317856633
GSE294918	PBS_LPS	6	IFI30	1.810159480992391	0.3469472038193282
GSE294918	PBS_LPS	12	IFI30	2.204322493043407	0.741110215870344
GSE294918	PBS_LPS	0	IFIT1	4.590062234120113	0.0
GSE294918	PBS_LPS	1	IFIT1	4.675866531853902	0.08580429773378917
GSE294918	PBS_LPS	3	IFIT1	10.473318853578856	5.883256619458743
GSE294918	PBS_LPS	6	IFIT1	10.831581249863897	6.241519015743783
GSE294918	PBS_LPS	12	IFIT1	11.370645371357037	6.780583137236924
GSE294918	PBS_LPS	0	IL18	5.612205105120787	0.0
GSE294918	PBS_LPS	1	IL18	5.710222547846422	0.09801744272563528
GSE294918	PBS_LPS	3	IL18	7.268368771056598	1.6561636659358108
GSE294918	PBS_LPS	6	IL18	6.927015262708051	1.3148101575872637
GSE294918	PBS_LPS	12	IL18	7.52411945231287	1.9119143471920825
GSE294918	PBS_LPS	0	IL1B	4.008333182087601	0.0
GSE294918	PBS_LPS	1	IL1B	10.389146959802234	6.380813777714633
GSE294918	PBS_LPS	3	IL1B	10.846547522570079	6.838214340482478
GSE294918	PBS_LPS	6	IL1B	10.472372689401265	6.464039507313664
GSE294918	PBS_LPS	12	IL1B	8.317170177212583	4.308836995124982
GSE294918	PBS_LPS	0	IRF1	4.818433363177794	0.0
GSE294918	PBS_LPS	1	IRF1	6.837027283739674	2.01859392056188
GSE294918	PBS_LPS	3	IRF1	9.073990957452294	4.255557594274499
GSE294918	PBS_LPS	6	IRF1	8.197902649718063	3.379469286540269
GSE294918	PBS_LPS	12	IRF1	8.35997141834146	3.5415380551636666
GSE294918	PBS_LPS	0	ISG15	3.7196377904816025	0.0
GSE294918	PBS_LPS	1	ISG15	4.265596437356367	0.5459586468747641
GSE294918	PBS_LPS	3	ISG15	10.171539703045296	6.451901912563693
GSE294918	PBS_LPS	6	ISG15	10.482488894290949	6.762851103809346
GSE294918	PBS_LPS	12	ISG15	10.841277068719759	7.121639278238156
GSE294918	PBS_LPS	0	LITAF	9.477110900101634	0.0
GSE294918	PBS_LPS	1	LITAF	9.461123102421823	-0.015987797679811067
GSE294918	PBS_LPS	3	LITAF	10.989328061250305	1.512217161148671
GSE294918	PBS_LPS	6	LITAF	10.771199029386953	1.2940881292853188
GSE294918	PBS_LPS	12	LITAF	9.965321336836569	0.4882104367349349
GSE294918	PBS_LPS	0	NDUFA4	6.778146471876896	0.0
GSE294918	PBS_LPS	1	NDUFA4	6.666444046998994	-0.11170242487790194
GSE294918	PBS_LPS	3	NDUFA4	6.362668788283263	-0.41547768359363335
GSE294918	PBS_LPS	6	NDUFA4	6.224691438859683	-0.5534550330172134
GSE294918	PBS_LPS	12	NDUFA4	5.964983027128736	-0.8131634447481604
GSE294918	PBS_LPS	0	NFKBIA	6.529489189234928	0.0
GSE294918	PBS_LPS	1	NFKBIA	10.587284011478404	4.057794822243476
GSE294918	PBS_LPS	3	NFKBIA	9.740716722569177	3.211227533334249
GSE294918	PBS_LPS	6	NFKBIA	9.275274368896481	2.745785179661553
GSE294918	PBS_LPS	12	NFKBIA	9.29769696516366	2.7682077759287314
GSE294918	PBS_LPS	0	NLRP3	2.560777526224814	0.0
GSE294918	PBS_LPS	1	NLRP3	4.221797137630015	1.6610196114052016
GSE294918	PBS_LPS	3	NLRP3	1.8469311444242205	-0.7138463818005933
GSE294918	PBS_LPS	6	NLRP3	1.3023144308074541	-1.2584630954173597
GSE294918	PBS_LPS	12	NLRP3	1.385994983994122	-1.174782542230692
GSE294918	PBS_LPS	0	RFX5	6.193009009089138	0.0
GSE294918	PBS_LPS	1	RFX5	6.239397322242967	0.04638831315382852
GSE294918	PBS_LPS	3	RFX5	5.832691616034737	-0.3603173930544017
GSE294918	PBS_LPS	6	RFX5	5.844679797110988	-0.34832921197815025
GSE294918	PBS_LPS	12	RFX5	6.539071058917943	0.34606204982880495
GSE294918	PBS_LPS	0	STAT1	8.318999779948603	0.0
GSE294918	PBS_LPS	1	STAT1	8.308882913748771	-0.010116866199831875
GSE294918	PBS_LPS	3	STAT1	9.661433761964268	1.342433982015665
GSE294918	PBS_LPS	6	STAT1	10.754350605337633	2.4353508253890297
GSE294918	PBS_LPS	12	STAT1	11.564107576894294	3.2451077969456907
GSE294918	PBS_LPS	0	TNF	3.3199369278772646	0.0
GSE294918	PBS_LPS	1	TNF	10.498250839599548	7.178313911722283
GSE294918	PBS_LPS	3	TNF	9.939332962719298	6.619396034842033
GSE294918	PBS_LPS	6	TNF	9.199967835440367	5.880030907563102
GSE294918	PBS_LPS	12	TNF	8.284912433708763	4.964975505831498
GSE294918	IFNy_memory_LPS	0	C15ORF48	5.806913313537132	0.0
GSE294918	IFNy_memory_LPS	1	C15ORF48	5.338649338580182	-0.46826397495695016
GSE294918	IFNy_memory_LPS	3	C15ORF48	7.662404437685461	1.8554911241483287
GSE294918	IFNy_memory_LPS	6	C15ORF48	8.65946987945839	2.852556565921258
GSE294918	IFNy_memory_LPS	12	C15ORF48	9.350219991387497	3.5433066778503655
GSE294918	IFNy_memory_LPS	0	CASP1	7.337094184931322	0.0
GSE294918	IFNy_memory_LPS	1	CASP1	7.445681102853697	0.1085869179223744
GSE294918	IFNy_memory_LPS	3	CASP1	7.581051552493882	0.24395736756255992
GSE294918	IFNy_memory_LPS	6	CASP1	7.562677833337095	0.22558364840577294
GSE294918	IFNy_memory_LPS	12	CASP1	7.930355831460586	0.5932616465292639
GSE294918	IFNy_memory_LPS	0	CASP4	7.576659326495935	0.0
GSE294918	IFNy_memory_LPS	1	CASP4	7.789638416363455	0.21297908986751946
GSE294918	IFNy_memory_LPS	3	CASP4	8.04002435143615	0.4633650249402148
GSE294918	IFNy_memory_LPS	6	CASP4	7.889119169288879	0.3124598427929435
GSE294918	IFNy_memory_LPS	12	CASP4	7.675873797971706	0.09921447147577034
GSE294918	IFNy_memory_LPS	0	CASP5	2.499890381981563	0.0
GSE294918	IFNy_memory_LPS	1	CASP5	2.686615711839153	0.18672532985759016
GSE294918	IFNy_memory_LPS	3	CASP5	5.012819160018419	2.5129287780368563
GSE294918	IFNy_memory_LPS	6	CASP5	4.489613860625206	1.989723478643643
GSE294918	IFNy_memory_LPS	12	CASP5	2.33130179500426	-0.16858858697730295
GSE294918	IFNy_memory_LPS	0	CCL2	7.540554669072905	0.0
GSE294918	IFNy_memory_LPS	1	CCL2	9.164947833035015	1.62439316396211
GSE294918	IFNy_memory_LPS	3	CCL2	6.722941691131153	-0.817612977941752
GSE294918	IFNy_memory_LPS	6	CCL2	7.250144189590253	-0.2904104794826514
GSE294918	IFNy_memory_LPS	12	CCL2	9.136529519588409	1.5959748505155043
GSE294918	IFNy_memory_LPS	0	CCL20	1.2280604231127887	0.0
GSE294918	IFNy_memory_LPS	1	CCL20	5.4314667129954355	4.203406289882647
GSE294918	IFNy_memory_LPS	3	CCL20	7.352895701468439	6.124835278355651
GSE294918	IFNy_memory_LPS	6	CCL20	5.323497544848919	4.09543712173613
GSE294918	IFNy_memory_LPS	12	CCL20	3.075415589966718	1.8473551668539294
GSE294918	IFNy_memory_LPS	0	CD74	13.868282934141792	0.0
GSE294918	IFNy_memory_LPS	1	CD74	13.824018010858103	-0.04426492328368958
GSE294918	IFNy_memory_LPS	3	CD74	13.56668182957939	-0.30160110456240297
GSE294918	IFNy_memory_LPS	6	CD74	13.512586205424697	-0.35569672871709557
GSE294918	IFNy_memory_LPS	12	CD74	13.58784606263447	-0.28043687150732133
GSE294918	IFNy_memory_LPS	0	CIITA	8.825619482229513	0.0
GSE294918	IFNy_memory_LPS	1	CIITA	8.81684624271697	-0.00877323951254283
GSE294918	IFNy_memory_LPS	3	CIITA	7.496749101622602	-1.3288703806069107
GSE294918	IFNy_memory_LPS	6	CIITA	5.939812828783729	-2.8858066534457842
GSE294918	IFNy_memory_LPS	12	CIITA	6.301125182509241	-2.5244942997202715
GSE294918	IFNy_memory_LPS	0	CTSS	12.621753279541048	0.0
GSE294918	IFNy_memory_LPS	1	CTSS	12.440397771736539	-0.18135550780450949
GSE294918	IFNy_memory_LPS	3	CTSS	12.484456159979747	-0.13729711956130153
GSE294918	IFNy_memory_LPS	6	CTSS	12.380406179942785	-0.24134709959826317
GSE294918	IFNy_memory_LPS	12	CTSS	12.271689012000914	-0.35006426754013376
GSE294918	IFNy_memory_LPS	0	CXCL10	6.695846396876945	0.0
GSE294918	IFNy_memory_LPS	1	CXCL10	9.560355000334889	2.864508603457944
GSE294918	IFNy_memory_LPS	3	CXCL10	12.254472818298684	5.558626421421739
GSE294918	IFNy_memory_LPS	6	CXCL10	10.689990357951798	3.994143961074853
GSE294918	IFNy_memory_LPS	12	CXCL10	10.660380152740998	3.9645337558640534
GSE294918	IFNy_memory_LPS	0	CXCL8	6.655421150733756	0.0
GSE294918	IFNy_memory_LPS	1	CXCL8	10.13133999871205	3.4759188479782948
GSE294918	IFNy_memory_LPS	3	CXCL8	10.266018412627286	3.6105972618935303
GSE294918	IFNy_memory_LPS	6	CXCL8	11.1497944647787	4.494373314044945
GSE294918	IFNy_memory_LPS	12	CXCL8	11.473988603240304	4.8185674525065485
GSE294918	IFNy_memory_LPS	0	GBP1	10.262271910047433	0.0
GSE294918	IFNy_memory_LPS	1	GBP1	10.739371397524017	0.47709948747658437
GSE294918	IFNy_memory_LPS	3	GBP1	12.646643045274624	2.384371135227191
GSE294918	IFNy_memory_LPS	6	GBP1	12.899083080025669	2.6368111699782357
GSE294918	IFNy_memory_LPS	12	GBP1	12.268474485329316	2.0062025752818826
GSE294918	IFNy_memory_LPS	0	GBP2	9.653718017258997	0.0
GSE294918	IFNy_memory_LPS	1	GBP2	9.74807906460951	0.0943610473505121
GSE294918	IFNy_memory_LPS	3	GBP2	10.428404836930058	0.7746868196710608
GSE294918	IFNy_memory_LPS	6	GBP2	10.642942672851284	0.9892246555922863
GSE294918	IFNy_memory_LPS	12	GBP2	10.13907433365725	0.48535631639825283
GSE294918	IFNy_memory_LPS	0	GBP5	12.133740956887992	0.0
GSE294918	IFNy_memory_LPS	1	GBP5	12.295728889321666	0.16198793243367327
GSE294918	IFNy_memory_LPS	3	GBP5	12.634886214213171	0.5011452573251791
GSE294918	IFNy_memory_LPS	6	GBP5	12.539299213261843	0.4055582563738511
GSE294918	IFNy_memory_LPS	12	GBP5	12.091174236539537	-0.042566720348455434
GSE294918	IFNy_memory_LPS	0	GSDMD	6.165229418325955	0.0
GSE294918	IFNy_memory_LPS	1	GSDMD	6.227560571740031	0.06233115341407558
GSE294918	IFNy_memory_LPS	3	GSDMD	6.051522618604691	-0.11370679972126396
GSE294918	IFNy_memory_LPS	6	GSDMD	6.234729670254575	0.06950025192861986
GSE294918	IFNy_memory_LPS	12	GSDMD	6.6327780160186265	0.4675485976926712
GSE294918	IFNy_memory_LPS	0	HLA-DPA1	11.85634573308825	0.0
GSE294918	IFNy_memory_LPS	1	HLA-DPA1	11.828456742021878	-0.02788899106637288
GSE294918	IFNy_memory_LPS	3	HLA-DPA1	11.631758713850148	-0.22458701923810231
GSE294918	IFNy_memory_LPS	6	HLA-DPA1	11.510000524066294	-0.34634520902195653
GSE294918	IFNy_memory_LPS	12	HLA-DPA1	11.476283764801758	-0.3800619682864923
GSE294918	IFNy_memory_LPS	0	HLA-DPB1	10.454069677064938	0.0
GSE294918	IFNy_memory_LPS	1	HLA-DPB1	10.375110781064185	-0.07895889600075279
GSE294918	IFNy_memory_LPS	3	HLA-DPB1	10.113942577365211	-0.34012709969972654
GSE294918	IFNy_memory_LPS	6	HLA-DPB1	10.037387864383774	-0.4166818126811638
GSE294918	IFNy_memory_LPS	12	HLA-DPB1	9.990081954433412	-0.46398772263152566
GSE294918	IFNy_memory_LPS	0	HLA-DQA1	10.972057890809586	0.0
GSE294918	IFNy_memory_LPS	1	HLA-DQA1	10.983957212581204	0.011899321771618787
GSE294918	IFNy_memory_LPS	3	HLA-DQA1	10.827904003488065	-0.14415388732152046
GSE294918	IFNy_memory_LPS	6	HLA-DQA1	10.736825167456862	-0.23523272335272338
GSE294918	IFNy_memory_LPS	12	HLA-DQA1	10.72291382741443	-0.24914406339515516
GSE294918	IFNy_memory_LPS	0	HLA-DQB1	8.677336545912082	0.0
GSE294918	IFNy_memory_LPS	1	HLA-DQB1	8.846415838916505	0.16907929300442248
GSE294918	IFNy_memory_LPS	3	HLA-DQB1	8.392626620161213	-0.2847099257508692
GSE294918	IFNy_memory_LPS	6	HLA-DQB1	8.245576552595479	-0.43175999331660364
GSE294918	IFNy_memory_LPS	12	HLA-DQB1	7.883256529508043	-0.7940800164040391
GSE294918	IFNy_memory_LPS	0	HLA-DRA	12.717971742026947	0.0
GSE294918	IFNy_memory_LPS	1	HLA-DRA	12.671190827008228	-0.046780915018718616
GSE294918	IFNy_memory_LPS	3	HLA-DRA	12.78418443726319	0.06621269523624385
GSE294918	IFNy_memory_LPS	6	HLA-DRA	12.711926006333789	-0.0060457356931582495
GSE294918	IFNy_memory_LPS	12	HLA-DRA	12.704634793624383	-0.013336948402564275
GSE294918	IFNy_memory_LPS	0	IFI30	2.049592854664369	0.0
GSE294918	IFNy_memory_LPS	1	IFI30	2.2408702393276805	0.19127738466331135
GSE294918	IFNy_memory_LPS	3	IFI30	1.7099473929138427	-0.33964546175052646
GSE294918	IFNy_memory_LPS	6	IFI30	2.350977335991016	0.3013844813266471
GSE294918	IFNy_memory_LPS	12	IFI30	2.43159881743376	0.3820059627693908
GSE294918	IFNy_memory_LPS	0	IFIT1	7.7511659189997895	0.0
GSE294918	IFNy_memory_LPS	1	IFIT1	8.182374719209498	0.431208800209709
GSE294918	IFNy_memory_LPS	3	IFIT1	10.557167914965566	2.8060019959657767
GSE294918	IFNy_memory_LPS	6	IFIT1	10.186392304905102	2.4352263859053123
GSE294918	IFNy_memory_LPS	12	IFIT1	10.582880228621859	2.831714309622069
GSE294918	IFNy_memory_LPS	0	IL18	4.754899560906288	0.0
GSE294918	IFNy_memory_LPS	1	IL18	4.91409850892174	0.15919894801545276
GSE294918	IFNy_memory_LPS	3	IL18	7.742964905056152	2.988065344149865
GSE294918	IFNy_memory_LPS	6	IL18	7.803187053024311	3.048287492118023
GSE294918	IFNy_memory_LPS	12	IL18	7.150090251143109	2.395190690236821
GSE294918	IFNy_memory_LPS	0	IL1B	2.9617723263589437	0.0
GSE294918	IFNy_memory_LPS	1	IL1B	8.731138844135494	5.76936651777655
GSE294918	IFNy_memory_LPS	3	IL1B	9.98696787101054	7.025195544651597
GSE294918	IFNy_memory_LPS	6	IL1B	9.24584438518981	6.284072058830867
GSE294918	IFNy_memory_LPS	12	IL1B	7.250909739956264	4.28913741359732
GSE294918	IFNy_memory_LPS	0	IRF1	8.837890689758154	0.0
GSE294918	IFNy_memory_LPS	1	IRF1	9.42386643938053	0.5859757496223761
GSE294918	IFNy_memory_LPS	3	IRF1	9.796997563653582	0.9591068738954274
GSE294918	IFNy_memory_LPS	6	IRF1	9.136961645181533	0.29907095542337814
GSE294918	IFNy_memory_LPS	12	IRF1	8.773747809901481	-0.06414287985667322
GSE294918	IFNy_memory_LPS	0	ISG15	6.606364787057537	0.0
GSE294918	IFNy_memory_LPS	1	ISG15	7.587750163545859	0.9813853764883227
GSE294918	IFNy_memory_LPS	3	ISG15	10.864857006703948	4.258492219646412
GSE294918	IFNy_memory_LPS	6	ISG15	11.067805890248138	4.461441103190602
GSE294918	IFNy_memory_LPS	12	ISG15	10.873821980683061	4.267457193625525
GSE294918	IFNy_memory_LPS	0	LITAF	9.347441430135003	0.0
GSE294918	IFNy_memory_LPS	1	LITAF	9.183020404804925	-0.1644210253300784
GSE294918	IFNy_memory_LPS	3	LITAF	10.739522519762605	1.3920810896276024
GSE294918	IFNy_memory_LPS	6	LITAF	10.88824686652793	1.5408054363929278
GSE294918	IFNy_memory_LPS	12	LITAF	10.008975091280679	0.6615336611456755
GSE294918	IFNy_memory_LPS	0	NDUFA4	6.09820692889943	0.0
GSE294918	IFNy_memory_LPS	1	NDUFA4	6.107894847104061	0.009687918204630996
GSE294918	IFNy_memory_LPS	3	NDUFA4	5.845925376321079	-0.25228155257835105
GSE294918	IFNy_memory_LPS	6	NDUFA4	5.8309432127926515	-0.2672637161067781
GSE294918	IFNy_memory_LPS	12	NDUFA4	5.769088775123672	-0.3291181537757577
GSE294918	IFNy_memory_LPS	0	NFKBIA	5.814132538416412	0.0
GSE294918	IFNy_memory_LPS	1	NFKBIA	9.970580686407638	4.1564481479912265
GSE294918	IFNy_memory_LPS	3	NFKBIA	10.14007098202208	4.325938443605668
GSE294918	IFNy_memory_LPS	6	NFKBIA	9.3798144077352	3.565681869318788
GSE294918	IFNy_memory_LPS	12	NFKBIA	9.099727138825182	3.2855946004087704
GSE294918	IFNy_memory_LPS	0	NLRP3	2.4264217545933056	0.0
GSE294918	IFNy_memory_LPS	1	NLRP3	2.9916156352335883	0.5651938806402828
GSE294918	IFNy_memory_LPS	3	NLRP3	2.2496605614786502	-0.17676119311465532
GSE294918	IFNy_memory_LPS	6	NLRP3	1.1367405383394824	-1.2896812162538231
GSE294918	IFNy_memory_LPS	12	NLRP3	0.8970988083267336	-1.5293229462665718
GSE294918	IFNy_memory_LPS	0	RFX5	6.845682252791949	0.0
GSE294918	IFNy_memory_LPS	1	RFX5	6.89819586312787	0.052513610335920724
GSE294918	IFNy_memory_LPS	3	RFX5	6.404496183929076	-0.4411860688628728
GSE294918	IFNy_memory_LPS	6	RFX5	6.281340795183154	-0.5643414576087951
GSE294918	IFNy_memory_LPS	12	RFX5	6.533295022943031	-0.31238722984891787
GSE294918	IFNy_memory_LPS	0	STAT1	11.670219573511618	0.0
GSE294918	IFNy_memory_LPS	1	STAT1	11.60451410390063	-0.06570546961098778
GSE294918	IFNy_memory_LPS	3	STAT1	11.11224834679901	-0.557971226712608
GSE294918	IFNy_memory_LPS	6	STAT1	10.590491246918344	-1.0797283265932744
GSE294918	IFNy_memory_LPS	12	STAT1	10.962085210613436	-0.708134362898182
GSE294918	IFNy_memory_LPS	0	TNF	4.8534934205817875	0.0
GSE294918	IFNy_memory_LPS	1	TNF	10.62963402348235	5.776140602900562
GSE294918	IFNy_memory_LPS	3	TNF	10.171675602364353	5.318182181782565
GSE294918	IFNy_memory_LPS	6	TNF	9.213289073550081	4.359795652968294
GSE294918	IFNy_memory_LPS	12	TNF	7.359536147763477	2.50604272718169
GSE294918	IFNy_memory_rux_LPS	0	C15ORF48	5.979888315418367	0.0
GSE294918	IFNy_memory_rux_LPS	1	C15ORF48	6.213175005493777	0.2332866900754098
GSE294918	IFNy_memory_rux_LPS	3	C15ORF48	7.549431457587407	1.5695431421690405
GSE294918	IFNy_memory_rux_LPS	6	C15ORF48	8.335551075815008	2.3556627603966414
GSE294918	IFNy_memory_rux_LPS	0	CASP1	5.657470652364631	0.0
GSE294918	IFNy_memory_rux_LPS	1	CASP1	5.664604062899349	0.007133410534717832
GSE294918	IFNy_memory_rux_LPS	3	CASP1	5.5565823149339995	-0.1008883374306313
GSE294918	IFNy_memory_rux_LPS	6	CASP1	6.176453738549374	0.5189830861847433
GSE294918	IFNy_memory_rux_LPS	0	CASP4	6.020728506042864	0.0
GSE294918	IFNy_memory_rux_LPS	1	CASP4	6.09044587800414	0.0697173719612767
GSE294918	IFNy_memory_rux_LPS	3	CASP4	6.576786766561299	0.5560582605184354
GSE294918	IFNy_memory_rux_LPS	6	CASP4	7.182662549568633	1.1619340435257692
GSE294918	IFNy_memory_rux_LPS	0	CASP5	0.7495065230360524	0.0
GSE294918	IFNy_memory_rux_LPS	1	CASP5	0.6657876606731578	-0.08371886236289461
GSE294918	IFNy_memory_rux_LPS	3	CASP5	2.9118619181530807	2.1623553951170282
GSE294918	IFNy_memory_rux_LPS	6	CASP5	2.843793580414358	2.0942870573783057
