donor_id	disease	n_cells	analysis	dataset_path	disease_name	compartment	role	group	target_CD58	log2cpm_CD58	target_SPNS1	log2cpm_SPNS1	target_P4HB	log2cpm_P4HB	target_SEL1L3	log2cpm_SEL1L3	target_IFI30	log2cpm_IFI30	module_ifn_apc	module_ifn_apc_n_genes	module_hla_ii_apc	module_hla_ii_apc_n_genes	module_lysosomal_apc	module_lysosomal_apc_n_genes	module_inflammatory_nfkb	module_inflammatory_nfkb_n_genes	module_lipid_loader_repair	module_lipid_loader_repair_n_genes	module_er_upr_stress	module_er_upr_stress_n_genes	module_stromal_injury	module_stromal_injury_n_genes	module_t_cell_admixture	module_t_cell_admixture_n_genes	generic_inflammation_mean	injury_stress_mean
HC_2	normal	112	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	control	0.03673589639299128	5.309826880693475	1.454207353566126	5.54522853475488	-0.42043860199085975	7.0722458370489685	-0.6704864105644052	3.5292264740938335	-0.2710216123848952	6.583566852623343	-0.3147427878102344	8	-0.29589132878983176	7	-1.1956160057887721	7	-0.15525138568184138	9	-0.6739686906516741	12	0.4878108005188635	9	0.39011300705494556	8	0.34261006340094663	6	-0.4903753770176699	0.43896190378690453
HC_3	normal	135	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	control	-1.702316168810438	4.49827458411522	-0.9097929140294785	4.66108931357019	-1.7568412000806832	6.493479740085217	-1.1476411423175827	3.185888633024701	-1.4761808695150576	5.850523798268025	-0.06515911547252609	8	-0.6783327148714254	7	-0.16458399048678693	7	-0.6820151628289923	9	-0.4437820575978571	12	0.04240830168247754	9	-0.48356203177260915	8	0.26117285357647035	6	-0.3975227459149327	-0.2205768650450658
HC_4	normal	75	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	control	0.438087337810584	5.497122989035889	-0.3073310505585743	4.8864108459168865	0.7399172025313011	7.5747700023210465	1.3844642774719917	5.00787121086846	1.1207899451031051	7.430141933179558	-0.1777754244272769	8	0.6113993744064975	7	0.650601287495846	7	0.22158355234216057	9	0.5134404271187093	12	0.36758004507296815	9	-0.013307565293197765	8	0.12468885065614534	6	0.3264521974543068	0.1771362398898852
HC_5	normal	192	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	control	-0.14140297499677787	5.226695953748332	1.0453989308502984	5.392333644924206	0.49529385510257523	7.468829097821237	0.5041116255923291	4.374411331375531	-0.6138240778211627	6.3750558489387945	-0.0732266140171583	8	-0.1127371274445245	7	0.21298227053872226	7	0.8153958758995168	9	0.25661444769680225	12	0.09499384180596636	9	0.17559519944567836	8	-0.0641186881540684	6	0.21060360124413907	0.13529452062582237
HC_6	normal	103	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	control	-0.005449433499531583	5.290140522797006	-0.4865380946255781	4.819387174835257	0.9711344374696474	7.674905019124585	0.6927924559116448	4.510177079092092	0.20455014417493422	6.872835321442887	-0.42563046367815405	8	-0.364339292216072	7	0.9803406529318133	7	0.4132549392807057	9	0.68004639553631	12	-0.3256178254442708	9	-0.3131660801864562	8	-0.18975557985665345	6	0.15090645907957323	-0.3193919528153635
UC_1	ulcerative colitis	49	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	case	3.562954158418083	6.9553845877008795	-3.0100633268151276	3.8755854062773984	0.39653092964043685	7.426057082130646	1.1311302605839122	4.825584106414643	3.7729201652514224	9.043311002431947	1.4639162029245876	8	0.916535196855967	7	0.15386565559801135	7	1.3063513011912091	9	-0.28425067296846707	12	-0.7402497093101358	9	1.335839786049425	8	0.3238467516135998	6	0.9601670891424436	0.29779503836964466
UC_2	ulcerative colitis	138	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	case	2.200403225190008	6.319531664610427	1.52098382140574	5.570203021889448	0.3353501065696965	7.399561035035037	1.0542317129677659	4.77025157052451	2.093035969414216	8.021514559684519	0.6668450584977907	8	0.0940510753225662	7	1.0241742238276377	7	0.612838599638022	9	0.20635257671436644	12	0.29534717206175065	9	0.77108269270872	8	1.8587663574362503	6	0.5994772393215041	0.5332149323852353
UC_3	ulcerative colitis	275	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	case	2.2060174190237167	6.322151604513519	-2.6844588046313143	3.9973619274580026	-0.3310722920252268	7.110948388580065	-1.9860385017301039	2.5826177856810824	1.7486622806751155	7.812047852990457	0.628076865329783	8	-0.9579142865847633	7	0.457770573304702	7	0.8691999044214445	9	-0.32095683345801757	12	-0.19330006975401398	9	1.1818888819458364	8	0.7645284823231434	6	0.24928326411779156	0.49429440609591124
UC_4	ulcerative colitis	189	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	case	2.3681843488	6.397829007693275	-1.2219631155803723	4.544337246043145	-0.10617697177112112	7.208345525427095	1.5736795353655377	5.1440215072383895	0.5699252026400063	7.095076197292179	0.7718033234349412	8	-0.512793426964118	7	0.24946861287499075	7	2.023612066717177	9	0.18108064268219937	12	0.001982694525796469	9	1.2476211055572235	8	1.5417994423160677	6	0.6330226440157478	0.6248019000415099
UC_5	ulcerative colitis	329	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	case	1.7570808061977652	6.112649228795777	0.08944327387747361	5.034804967102739	1.2591880192289606	7.799654587457931	-1.182039260266347	3.1611373840745403	1.4440803488643503	7.6267846454309165	0.914271298432605	8	-0.042886255776638516	7	0.7676389970545511	7	1.5312385920097034	9	0.7237824691336113	12	1.7829702031153103	9	1.8279356126755921	8	1.0561823495260818	6	0.7925656579300553	1.805452907895451
UC_6	ulcerative colitis	181	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	case	0.8804504805567064	5.703557765544547	-4.597386187845168	3.2819245605672793	-1.1085576638256975	6.774236850659869	2.201980823193861	5.596117218227837	1.7026233427571094	7.784044480431169	1.130280169410342	8	0.34077480125860543	7	0.8860506618407744	7	0.5505778385338883	9	0.7736462636447673	12	-0.7241313430581511	9	0.39460285419429253	8	1.103947805682257	6	0.7269208677609025	-0.16476424443192927
CD_1	Crohn disease	307	ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	case	-0.24403842290230515	3.721121375790608	2.572006374407281	4.776456164010642	1.607696188904542	7.829647547498217	1.806445685133234	5.191699497007266	-1.2871602547346093	2.0168263629038266	1.045319207734901	8	1.3613698097778888	7	-0.8316501272372655	7	3.3475594257140315	9	3.4935791825466147	12	2.215121873032624	9	-0.07451793821707459	8	1.0974836463050093	6	1.2306495789973888	1.0703019674077747
CD_2	Crohn disease	598	ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	case	-1.9009835119468697	3.278338984495257	2.4358104557417604	4.697486299558009	1.6515894460034701	7.85014235395173	-0.5456212174448772	4.451917733252569	1.7100241041114936	3.954565781639983	1.477114171222227	8	1.675880776630135	7	0.35503387507751283	7	0.37799765689804116	9	2.2183257659878106	12	1.804761968246432	9	0.7549746850783534	8	0.19408430053979517	6	0.971506619956979	1.2798683266623927
CD_3	Crohn disease	846	ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	case	0.47954965134604083	3.9144844871857036	1.8210031923635546	4.34100538053204	2.8945450952269325	8.43050793046206	2.8816225741701422	5.52986855778023	1.4473706032364277	3.7847550589153354	1.7132916812079968	8	2.1869453216460544	7	0.47560222914976785	7	1.5268288970890633	9	3.5793460093999756	12	2.2713462164314504	9	0.5513628249554584	8	0.07637941176076908	6	1.4756670322732206	1.4113545206934544
CD_4	Crohn disease	573	ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	case	0.6604560185280806	3.9628277632490083	0.660664338446673	3.6682113430104377	2.4344142250041867	8.21566187546898	3.788358352259319	5.815058827002184	-0.07963767262557529	2.797513776896463	1.4491876130062502	8	1.715048799024826	7	0.7263259889690383	7	-0.042194610821666284	9	0.4222964293979092	12	0.8444101158589175	9	0.04455051522206116	8	0.020024003469771994	6	0.962091947544612	0.4444803155404893
CD_5	Crohn disease	288	ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	case	2.7965776860693974	4.533659631067362	1.252424117900032	4.011328743515788	2.484304634858061	8.23895689528346	1.2905066171262858	5.029424217634145	-0.5731338713100761	2.478458649585054	-0.03493075260073942	8	0.17362654082042933	7	0.16410776493748477	7	1.7044896878087301	9	4.025833490296613	12	1.9838423172998871	9	1.664502162857008	8	-0.4878908797841471	6	0.5018233102414762	1.8241722400784477
CD_6	Crohn disease	2089	ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	case	-0.19932771887144987	3.733069335067096	2.101877572595952	4.503863503980234	1.9522640199015722	7.990534468932976	1.318792930605925	5.038320945381621	0.01711308839007492	2.8600650720343186	1.266804366436266	8	1.4131793630358362	7	0.3032379056542518	7	0.5122975690489981	9	3.266807153302004	12	1.860689153266885	9	0.22931931211660486	8	-0.17464065640787604	6	0.873879801043838	1.045004232691745
HC_1	normal	256	ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	control	-1.317951360591365	3.4341415949053116	0.2569743410539796	3.4341415949053116	0.5880681946098985	7.353558968549658	-0.5177776962430722	4.460675192150203	-0.7260985327764861	2.3795639475216785	0.13390914551684246	8	0.23089996937802315	7	0.3812738669888695	7	0.23183857251680864	9	0.26321911610402915	12	-0.17737366386197695	9	0.7890720653554129	8	0.8073131000887938	6	0.24448038860013593	0.30584920074671795
HC_2	normal	976	ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	control	1.4141744836622374	4.164242563632045	1.3760827979435057	4.083029197516961	1.7121553190475152	7.878422001618981	1.6535340105232024	5.143605087695311	-0.7402176522746159	2.370435655386888	-0.19270241210097755	8	-0.19206350624791263	7	0.14922136896534677	7	0.07782503251028167	9	-0.1837682971996796	12	1.5195773074825274	9	-0.16904293570383064	8	0.6010406874628273	6	-0.039429879218315436	0.6752671858893484
HC_3	normal	1671	ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	control	-0.4356049540121444	3.669929403710302	-0.5327776693850552	2.9762232532497954	-0.4131688341098259	6.886057569155846	0.26764466508755275	4.707709466184103	1.7912631596989543	4.007088450086487	1.7544742392107098	8	1.6413048139413868	7	-0.4910712375823364	7	0.49636189737315217	9	0.09229047457101947	12	-0.20007617623061677	9	0.6051974807840501	8	0.1839749609114356	6	0.8502674282357281	0.20256065227671666
HC_4	normal	1439	ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	control	0.895665324606069	4.0256823138848326	-1.4907352666984213	2.420775025781304	-0.910571434120012	6.653808456411559	-0.5344521960127201	4.455430659847233	-0.3062323952364815	2.651015772933243	-0.5837982318829256	8	-0.5823297161642047	7	-0.3801612348803287	7	-0.6186058291663916	9	0.006513884972616124	12	-0.6733411874042065	9	-0.41566544054460614	8	-0.5038941679241511	6	-0.5412237530234627	-0.5445033139744063
HC_5	normal	1302	ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	control	-0.5194102990210772	3.647534255366681	0.673761479460277	3.6758053991370487	-0.8390203104430487	6.687217379061925	-1.2291198228908586	4.236940938457119	-0.5671572731373219	2.4823226394110756	-0.6364842224060913	8	-0.5508134362267108	7	0.0375925190699148	7	-0.06352466081508666	9	-0.02916522416297816	12	-0.2154998324045497	9	-0.6520549419752331	8	-0.49402200370517235	6	-0.30330745009449345	-0.4337773871898914
HC_6	normal	1069	ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	control	-0.03687319464371468	3.77648175904536	-0.28330568237428416	3.1208734688509843	-0.1374629349845213	7.014791215600209	0.3601710395358958	4.736811242331795	0.5484426937259462	3.2035802507259703	-0.4753985183375584	8	-0.5469981246805815	7	0.30314471743853316	7	-0.12389501241876413	9	-0.14908995428500824	12	-0.2532864475811773	9	-0.15750622791579244	8	-0.5944125768337336	6	-0.21078673449959273	-0.20539633774848487
HC_1	normal	256	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	control	-1.317951360591365	3.4341415949053116	0.2569743410539796	3.4341415949053116	0.5880681946098985	7.353558968549658	-0.5177776962430722	4.460675192150203	-0.7260985327764861	2.3795639475216785	0.13390914551684246	8	0.23089996937802315	7	0.3812738669888695	7	0.23183857251680864	9	0.26321911610402915	12	-0.17737366386197695	9	0.7890720653554129	8	0.8073131000887938	6	0.24448038860013593	0.30584920074671795
HC_2	normal	976	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	control	1.4141744836622374	4.164242563632045	1.3760827979435057	4.083029197516961	1.7121553190475152	7.878422001618981	1.6535340105232024	5.143605087695311	-0.7402176522746159	2.370435655386888	-0.19270241210097755	8	-0.19206350624791263	7	0.14922136896534677	7	0.07782503251028167	9	-0.1837682971996796	12	1.5195773074825274	9	-0.16904293570383064	8	0.6010406874628273	6	-0.039429879218315436	0.6752671858893484
HC_3	normal	1671	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	control	-0.4356049540121444	3.669929403710302	-0.5327776693850552	2.9762232532497954	-0.4131688341098259	6.886057569155846	0.26764466508755275	4.707709466184103	1.7912631596989543	4.007088450086487	1.7544742392107098	8	1.6413048139413868	7	-0.4910712375823364	7	0.49636189737315217	9	0.09229047457101947	12	-0.20007617623061677	9	0.6051974807840501	8	0.1839749609114356	6	0.8502674282357281	0.20256065227671666
HC_4	normal	1439	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	control	0.895665324606069	4.0256823138848326	-1.4907352666984213	2.420775025781304	-0.910571434120012	6.653808456411559	-0.5344521960127201	4.455430659847233	-0.3062323952364815	2.651015772933243	-0.5837982318829256	8	-0.5823297161642047	7	-0.3801612348803287	7	-0.6186058291663916	9	0.006513884972616124	12	-0.6733411874042065	9	-0.41566544054460614	8	-0.5038941679241511	6	-0.5412237530234627	-0.5445033139744063
HC_5	normal	1302	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	control	-0.5194102990210772	3.647534255366681	0.673761479460277	3.6758053991370487	-0.8390203104430487	6.687217379061925	-1.2291198228908586	4.236940938457119	-0.5671572731373219	2.4823226394110756	-0.6364842224060913	8	-0.5508134362267108	7	0.0375925190699148	7	-0.06352466081508666	9	-0.02916522416297816	12	-0.2154998324045497	9	-0.6520549419752331	8	-0.49402200370517235	6	-0.30330745009449345	-0.4337773871898914
HC_6	normal	1069	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	control	-0.03687319464371468	3.77648175904536	-0.28330568237428416	3.1208734688509843	-0.1374629349845213	7.014791215600209	0.3601710395358958	4.736811242331795	0.5484426937259462	3.2035802507259703	-0.4753985183375584	8	-0.5469981246805815	7	0.30314471743853316	7	-0.12389501241876413	9	-0.14908995428500824	12	-0.2532864475811773	9	-0.15750622791579244	8	-0.5944125768337336	6	-0.21078673449959273	-0.20539633774848487
UC_1	ulcerative colitis	36	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	case	5.078575463679264	5.143473703713192	4.190269180221281	5.714766178554573	3.1832561343528827	8.565313986311205	-1.398320066287621	4.183723381443507	2.0644719556651365	4.183723381443507	0.4471295340131015	8	0.5357558225459306	7	0.3935910327337776	7	0.6821495726467761	9	-1.235089526004622	12	1.253553970706208	9	-0.6578385703230396	8	1.7800288172327245	6	0.5146564904848965	0.2978577001915842
UC_2	ulcerative colitis	304	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	case	3.5038378324694315	4.722659460308224	2.3889435853905874	4.670311693775287	3.0132953988856914	8.48595527364502	2.877681833364671	5.528629099761252	-0.9233790335397423	2.2520181721846737	1.1625082390248582	8	1.0300710115998586	7	0.6251396039246812	7	3.1338275896648677	9	-0.49340364692433153	12	1.3514676318871037	9	0.679361053791564	8	-0.8264170366272684	6	1.4878866110535665	1.0154143428393338
UC_3	ulcerative colitis	96	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	case	0.933289441756926	4.0357365375718945	-0.2828778168662654	3.121121556176238	3.4978129240887843	8.712188038281095	2.451938929853417	5.394722689309927	0.42090030739387696	3.121121556176238	1.909227600353599	8	2.2879664754919795	7	-0.7466114345282145	7	0.9097350414466866	9	2.938405029891013	12	2.4283305670845823	9	1.1735185140450146	8	-0.4399930590740981	6	1.0900794206910127	1.8009245405647984
UC_4	ulcerative colitis	65	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	case	-1.6925901322689594	3.3340275643969073	1.0095357589212677	3.870495883224423	2.125407211034601	8.071379145895937	1.9044666050716765	5.222529440219101	-4.406671769521462	0.0	0.9792123627502836	8	2.5565272718679326	7	0.15649187286421404	7	1.104998749538154	9	3.5809219354819053	12	1.5139977863143845	9	-0.0098517470893058	8	0.26842095148758754	6	1.199307564255146	0.7520730196125394
UC_5	ulcerative colitis	62	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	case	-2.4586111120384597	3.1293251856353232	1.8344004075587028	4.348773427316186	1.127702100831874	7.605526883321758	3.702166171139361	5.787949307412883	-4.406671769521462	0.0	0.6998971349410487	8	1.7772263752654205	7	-0.7068857871919325	7	-0.10890673394212357	9	-0.7028280350419919	12	0.7207195177677108	9	1.5341012900526083	8	-0.3450485336938652	6	0.4153327472681033	1.1274104039101596
UC_6	ulcerative colitis	370	ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	case	0.5913153886928137	3.944351439792943	-2.1909861074544965	2.0147517431515523	2.253572343288694	8.13122249663467	2.4392234618586075	5.390723367976909	-0.23873055893397177	2.694657055343647	0.9435642153615139	8	1.3820942706276436	7	0.16188406031095331	7	1.3601607336363744	9	-0.1108136924282261	12	1.9313080345673004	9	1.164190820830825	8	-0.15032798032374492	6	0.9619258199841213	1.5477494276990627
