path	check	status	detail
analysis/received_package_intake/20260710_synthetic_monitoring_manifest/manifest.tsv	size	PASS	bytes=590; max=1000000
analysis/received_package_intake/20260710_synthetic_monitoring_manifest/manifest.tsv	raw_extension	PASS	forbidden_suffixes=
analysis/received_package_intake/20260710_synthetic_monitoring_manifest/manifest.tsv	allowed_suffix	PASS	suffix=.tsv
analysis/received_package_intake/20260710_synthetic_monitoring_manifest/manifest.tsv	non_placeholder_email	PASS	emails=
analysis/received_package_intake/20260710_synthetic_monitoring_manifest/manifest.tsv	raw_like_tsv_headers	PASS	headers=
analysis/received_package_intake/20260710_synthetic_monitoring_manifest/route_classification.tsv	size	PASS	bytes=281; max=1000000
analysis/received_package_intake/20260710_synthetic_monitoring_manifest/route_classification.tsv	raw_extension	PASS	forbidden_suffixes=
analysis/received_package_intake/20260710_synthetic_monitoring_manifest/route_classification.tsv	allowed_suffix	PASS	suffix=.tsv
analysis/received_package_intake/20260710_synthetic_monitoring_manifest/route_classification.tsv	non_placeholder_email	PASS	emails=
analysis/received_package_intake/20260710_synthetic_monitoring_manifest/route_classification.tsv	raw_like_tsv_headers	PASS	headers=
analysis/received_package_intake/README.md	size	PASS	bytes=2086; max=1000000
analysis/received_package_intake/README.md	raw_extension	PASS	forbidden_suffixes=
analysis/received_package_intake/README.md	allowed_suffix	PASS	suffix=.md
analysis/received_package_intake/README.md	non_placeholder_email	PASS	emails=
