gene	response_tests	response_nominal_tests	response_nonresponse_high_nominal	response_responder_high_nominal	response_direction_conflict_from_rows	response_best_p	response_best_system	response_best_cohort	response_best_g	response_best_nonresponse_high
SEL1L3	11	0	0	0	False	0.073090974245208	RA_GSE198520_baseline_synovium	GSE198520_pre	-0.6035523789654254	True
FXYD5	11	4	3	1	True	0.0016642397229106	IBD_external_antitnf	GSE16879_all_IBD_Leuven_baseline	-0.8463954338507137	True
APOC1	11	0	0	0	False	0.0717806967648246	RA_GSE198520_baseline_synovium	GSE198520_pre	-0.5203117713905946	True
CD82	11	4	4	0	False	5.867470218637578e-05	IBD_external_antitnf	GSE12251_UC_ACT1_baseline	-2.05862148509141	True
LAPTM5	11	7	6	1	True	0.0002688102122094	IBD_external_antitnf	GSE16879_all_IBD_Leuven_baseline	-0.9683569725834336	True
