candidate	gene	evidence_tier	gate	passed	wave61_call
ETS2	ETS2	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
ETS2	ETS2	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
ETS2	ETS2	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
ETS2	ETS2	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
ETS2	ETS2	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
ETS2	ETS2	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
ETS2	ETS2	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
ETS2	ETS2	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
TNFRSF1B	TNFRSF1B	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
HLA-DQB1	HLADQB1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
DNM1L	DNM1L	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
HERC6	HERC6	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
CREB1	CREB1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
BRD9	BRD9	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
IRF9	IRF9	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
RELB	RELB	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
GUK1	GUK1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
PIK3CA	PIK3CA	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
ZC3H3	ZC3H3	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
ZNF22	ZNF22	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
HERC5	HERC5	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
NKX3-1	NKX31	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
RAP1GAP	RAP1GAP	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
AKT1	AKT1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
ID2	ID2	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
DTX3L	DTX3L	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
H1F0	H1F0	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
JUNB	JUNB	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
JUNB	JUNB	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
JUNB	JUNB	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
JUNB	JUNB	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
JUNB	JUNB	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
JUNB	JUNB	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
