evidence_tier	candidate	gene	source	dataset	system	perturbation_type	target_suppression	generic_ifn_suppression	target_vs_ifn_margin	selectivity_score	stress_induction	manual_blocker	gate_count	direct_priority_score	wave61_call	gate_real_perturbation	gate_selective_over_ifn	gate_not_generic_collapse	gate_stress_guardrail	gate_primary_or_relevant_system	gate_repair_or_efferocytosis_guardrail	gate_cross_disease_recurrence	gate_ms_nominal_anchor	gate_residual_support	gate_genetic_support	gate_druggable_or_modality	gate_no_manual_blocker	positive_disease_count	negative_disease_count	positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	opentargets_max_genetic_association	opentargets_disease_count	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	top_retained_tests	wave34_call	gwas_catalog_trait_count	chembl_target_id	chembl_best_nM	druggable_activity_count	efferocytosis_screen_call	efferocytosis_median_efficient_minus_noneater_lfc	efferocytosis_contrast_fdr	geneformer_model_support_pass	wave57_call	l1000_wave24_call	l1000_promotion_gate	l1000_opposite_queries	l1000_best_rank	l1000_min_qval	l1000_contradicted_by_similar_hit	gate_lipid_apc_reduced	gate_ifn_not_collapsed	gate_stress_not_increased	gate_resolution_gain	gate_profibrosis_not_increased	gate_replicated_or_statistical
real_direct_perturbation	JAK1	JAK1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	1.0321591183170895	0.8728855107246258	0.1592736075924636	0.1522168759847912	0.0	generic_JAK_collapse	4	3.1082675563094853	NO_GO_WAVE61_GUARDRAIL	True	False	False	True	False	False	False	False	True	False	True	False	2.0	2.0	Crohn disease;ulcerative colitis	0.2576120813511604	0.060997046211002	0.8989378106274888	0.0	0.0	2.0	0.0	ibd_uc_myeloid|c1q_phagocytic_myeloid:0.491,p=0.0032;ibd_uc_myeloid|hla_ii_apc:0.435,p=0.0036;ibd_uc_myeloid|lipid_loader_repair:0.391,p=0.0083;ibd_uc_epithelial|lipid_loader_repair:0.352,p=0.0086;ibd_uc_epithelial|complement_phagocytosis:0.319,p=0.016;ibd_uc_epithelial|lysosomal_apc:0.315,p=0.017;ibd_uc_myeloid|complement_phagocytosis:0.4,p=0.017;ibd_uc_epithelial|core_lysosomal_lipid:0.31,p=0.019	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	0.0294760225567655	1.0	False													
real_direct_perturbation	CEBPB	CEBPB	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.211461795291348	0.1081984513282029	0.1032633439631451	0.095687931997956	0.0		4	2.7593057612903262	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	0.0	0.0		-0.0039576040128572	0.989829783430383	0.9992380443970746	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	-1.3624283542748117	0.920009505703422	False													
real_direct_perturbation	IRF2	IRF2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.1606164539157387	0.0601355339769117	0.1004809199388269	0.0705716855827597	0.066464965235705		4	2.6959022967071187	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	1.0	0.0	type 1 diabetes mellitus	0.07568179378862	0.4841691588321387	0.926038761164836	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	0.0555816663513061	1.0	False													
real_direct_perturbation	MMP9	MMP9	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0711909058990569	0.0	0.0711909058990569	0.0624567452637861	0.0194092458561573		4	2.6024192785309497	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	1.0	type 1 diabetes mellitus;ulcerative colitis	-0.0073013922988645	0.988990838871722	0.9992380443970746	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.20377966074271	0.9971256078463696	False													
real_direct_perturbation	MYC	MYC	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0734323538208265	0.0	0.0734323538208265	0.0528308602834423	0.0457810967497426		4	2.5998477839625473	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	2.0	Crohn disease;type 1 diabetes mellitus	0.1796494504019694	0.5466328849061214	0.9390010612097776	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.3484427643430246	0.9965506589785832	False													
real_direct_perturbation	ATF5	ATF5	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0382742918023563	0.0	0.0382742918023563	0.0176213200591352	0.0458954927627135		4	2.547084951831924	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	True	False	False	False	True	2.0	1.0	Crohn disease;ulcerative colitis	0.5161155260346195	0.0307494520500533	0.8506970233122761	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.3848082523414436	0.920009505703422	False													
real_direct_perturbation	FOS	FOS	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0015802912537948	0.0		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	0.0	3.0		-0.1403858882257296	0.7006579212252295	0.9646161727383372	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0			0.0	UNRESOLVED	0.1003958082974394	1.0	False													
real_direct_perturbation	PARP12	PARP12	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0025643066609787	0.0		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	0.0	psoriasis;type 1 diabetes mellitus	-0.1738259847184995	0.5197943180640867	0.9352591033176444	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	0.0540387552675558	0.9971256078463696	False													
real_direct_perturbation	MAFB	MAFB	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0026762210753615	0.0		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	0.0	2.0		0.6176798736915998	0.1189294357530188	0.8989378106274888	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	-0.2545607147674635	0.9971256078463696	False													
real_direct_perturbation	FOS	FOS	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0049676602893432	0.0		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	0.0	3.0		-0.1403858882257296	0.7006579212252295	0.9646161727383372	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0			0.0	UNRESOLVED	0.1003958082974394	1.0	False													
real_direct_perturbation	MAP3K7	MAP3K7	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.2001608278741221	0.2030841047152688	-0.0029232768411466	-0.0056941980235292	0.0	broad_NFKB_MAPK_host_defense	4	0.700160827874122	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	True	True	False	1.0	0.0	type 1 diabetes mellitus	0.0860286578201066	0.6114001490483829	0.9476308467322015	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0			0.0	UNRESOLVED	-0.0752895638259569	1.0	False													
real_direct_perturbation	IRF7	IRF7	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0236417539263354	0.0237882218252238	-0.0001464678988883	-0.0057997430859567	0.0		4	2.5236417539263356	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	1.0	Crohn disease;type 1 diabetes mellitus	-0.4757977783497438	0.0302975458870109	0.8506970233122761	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	0.0593802930542981	0.920009505703422	False													
real_direct_perturbation	IKBKE	IKBKE	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0075652445667897	-0.0075652445667897	-0.009157281735846	0.0035378603756806		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	1.0	0.0	psoriasis	-1.214474904672203	0.2063434541677045	0.8993702893651148	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	-0.1918742529382572	1.0	False													
real_direct_perturbation	SP100	SP100	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0108910007860069	0.0242022239689044		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	1.0	0.0	psoriasis	-0.2399941379112178	0.0329241176299774	0.8506970233122761	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.0961651497047267	1.0	False													
real_direct_perturbation	NFKBIE	NFKBIE	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0125363290965485	0.0278585091034412		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	0.0	Sjogren syndrome;type 1 diabetes mellitus	0.1190368197553954	0.6235730195875038	0.9490245393797272	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0				False													
real_direct_perturbation	SRC	SRC	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0190552421200393	0.0423449824889762		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	1.0	0.0	Crohn disease	0.2090289331356878	0.4292206800209179	0.9195199515584406	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	-0.0320921288834976	1.0	False													
real_direct_perturbation	KLF4	KLF4	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0238003516853358	0.0528896704118574		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	0.0	2.0		0.0064919282525277	0.9845161376406896	0.998541739884114	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	-0.4661640478782949	0.920009505703422	False													
real_direct_perturbation	BATF2	BATF2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0265913761840295	0.0590919470756212		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	True	False	False	False	False	True	4.0	1.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	-1.4663532045609768	0.0465999150990571	0.8744776374054363	0.0	0.0	1.0	0.0	psoriasis_skin_stromal|inflammatory_nfkb:0.269,p=0.0014;psoriasis_skin_stromal|hif_nampt_metabolic:0.261,p=0.0026;psoriasis_skin_stromal|c1q_phagocytic_myeloid:0.244,p=0.013;psoriasis_skin_stromal|lipid_loader_repair:0.259,p=0.022		0.0			0.0	UNRESOLVED	-0.1275444565150156	0.9971256078463696	False													
real_direct_perturbation	FOXN3	FOXN3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0290688812953411	0.0645975139896469		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	0.0	2.0		0.1976575634868602	0.1563323099282382	0.8989378106274888	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.0235080624869885	1.0	False													
real_direct_perturbation	CASP7	CASP7	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0124732062933116	-0.0124732062933116	-0.0292945079781478	0.0373806704107471		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	0.0	Crohn disease;psoriasis	0.2517310584340659	0.4828328535282834	0.926038761164836	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	0.1609482102081521	1.0	False													
real_direct_perturbation	EHF	EHF	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0295418918640439	0.0656486485867643		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	1.0	1.0	ulcerative colitis	-0.0634038831453152	0.9639811724889108	0.9960658822944214	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	0.4916982134204058	0.9965506589785832	False													
real_direct_perturbation	ZBP1	ZBP1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0307357226705824	0.0683016059346277		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	0.0	Crohn disease;ulcerative colitis	0.5953817021609851	0.62886778425775	0.950018606810264	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	0.0737940228732978	1.0	False													
real_direct_perturbation	IRF3	IRF3	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0324823044281631	0.0721828987292513		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	1.0	1.0	psoriasis	-0.1799899224413259	0.3091358435064631	0.9087633411366308	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0			0.0	UNRESOLVED	-0.0760964053433927	0.9971256078463696	False													
real_direct_perturbation	ITCH	ITCH	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0290806791405934	-0.0290806791405934	-0.0338443834878404	0.0		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	1.0	1.0	psoriasis	0.1786526939610997	0.2084134345717873	0.8993702893651148	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	0.026859529257555	1.0	False													
real_direct_perturbation	NFAT5	NFAT5	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0262910259900399	-0.0262910259900399	-0.0354100056751497	0.020264399300244		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	0.0	1.0		0.1768764404136344	0.5803188468011657	0.9459142300413704	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.4951390449736022	0.9965506589785832	False													
real_direct_perturbation	MAPK14	MAPK14	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0355935028077412	0.0790966729060916		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	0.0	psoriasis;ulcerative colitis	0.024228322440198	0.831669682060653	0.9761732664217524	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.2271063170261813	0.9971256078463696	False													
real_direct_perturbation	SMARCA5	SMARCA5	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0360917533818703	0.0802038964041563		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	True	False	False	False	False	True	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis	0.1749981782044916	0.1676372840680429	0.8989378106274888	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	-0.5830697214202434	0.9965506589785832	False													
real_direct_perturbation	PARP12	PARP12	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0380963603362483	0.0846585785249963		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	0.0	psoriasis;type 1 diabetes mellitus	-0.1738259847184995	0.5197943180640867	0.9352591033176444	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	0.0540387552675558	0.9971256078463696	False													
real_direct_perturbation	CEBPB	CEBPB	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.032586388022842	-0.032586388022842	-0.040718252864995	0.0		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	0.0	0.0		-0.0039576040128572	0.989829783430383	0.9992380443970746	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	-1.3624283542748117	0.920009505703422	False													
real_direct_perturbation	MYC	MYC	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0427349176472712	0.0949664836606028		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	2.0	Crohn disease;type 1 diabetes mellitus	0.1796494504019694	0.5466328849061214	0.9390010612097776	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.3484427643430246	0.9965506589785832	False													
real_direct_perturbation	BATF2	BATF2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0431428893368742	0.0958730874152761		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	True	False	False	False	False	True	4.0	1.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	-1.4663532045609768	0.0465999150990571	0.8744776374054363	0.0	0.0	1.0	0.0	psoriasis_skin_stromal|inflammatory_nfkb:0.269,p=0.0014;psoriasis_skin_stromal|hif_nampt_metabolic:0.261,p=0.0026;psoriasis_skin_stromal|c1q_phagocytic_myeloid:0.244,p=0.013;psoriasis_skin_stromal|lipid_loader_repair:0.259,p=0.022		0.0			0.0	UNRESOLVED	-0.1275444565150156	0.9971256078463696	False													
real_direct_perturbation	MAPK14	MAPK14	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0405376324682345	-0.0405376324682345	-0.0433284380984267	0.0		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	0.0	psoriasis;ulcerative colitis	0.024228322440198	0.831669682060653	0.9761732664217524	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.2271063170261813	0.9971256078463696	False													
real_direct_perturbation	IRF7	IRF7	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0441109989328427	0.0980244420729839		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	1.0	Crohn disease;type 1 diabetes mellitus	-0.4757977783497438	0.0302975458870109	0.8506970233122761	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	0.0593802930542981	0.920009505703422	False													
real_direct_perturbation	CEBPG	CEBPG	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0444880605722926	0.0988623568273168		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	0.0	0.0		0.1842016137411679	0.3254382424780541	0.9123553860771748	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	-0.6643263193420781	0.920009505703422	False													
real_direct_perturbation	JAK2	JAK2	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	1.079602966179328	1.1299977569177326	-0.0503947907384045	-0.0523161574949977	0.0	generic_JAK_collapse	4	3.079602966179328	NO_GO_WAVE61_GUARDRAIL	True	False	False	True	False	False	False	False	False	True	True	False	1.0	0.0	Crohn disease	0.1310389086976435	0.5843508835841206	0.9464449594593544	0.0	0.0	1.0	0.0	ibd_crohn_myeloid|hla_ii_apc:0.483,p=0.028;ibd_crohn_myeloid|lipid_loader_repair:0.535,p=0.038;ibd_crohn_myeloid|complement_effector:0.422,p=0.04;ibd_crohn_myeloid|c1q_phagocytic_myeloid:0.518,p=0.043	PARK_GENETIC_DRUGGABLE_NEEDS_CELL_STATE	13.0	CHEMBL2971	0.2	24473.0	UNRESOLVED	-0.3296702475797999	0.920009505703422	False													
real_direct_perturbation	MYC	MYC	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0337910688657185	-0.0337910688657185	-0.0524705252156846	0.0415099029999246		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	2.0	Crohn disease;type 1 diabetes mellitus	0.1796494504019694	0.5466328849061214	0.9390010612097776	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.3484427643430246	0.9965506589785832	False													
real_direct_perturbation	SP100	SP100	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0571294853073218	0.1269544117940484		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	1.0	0.0	psoriasis	-0.2399941379112178	0.0329241176299774	0.8506970233122761	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	-0.0961651497047267	1.0	False													
real_direct_perturbation	UBE2L6	UBE2L6	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0572028883712258	0.1271175297138352		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	True	False	False	False	False	True	3.0	0.0	Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0.1624605975989101	0.3408726481033565	0.9141270983319502	0.0	0.0	0.0	0.0			0.0			0.0	UNRESOLVED	0.1079975687833193	0.9971256078463696	False													
real_direct_perturbation	KLF6	KLF6	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0386786267593802	-0.0386786267593802	-0.0577695044400971	0.0		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	2.0	0.0	Crohn disease;ulcerative colitis	-0.0050212243937561	0.9855942800041836	0.9986975177820756	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	-0.0609235421986645	0.9965506589785832	False													
real_direct_perturbation	UBA7	UBA7	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0641718731281527	0.142604162507006		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	1.0	1.0	type 1 diabetes mellitus	-0.4979730084789668	0.2007142515955354	0.8993702893651148	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0			0.0	UNRESOLVED	-0.289085315072216	0.920009505703422	False													
real_direct_perturbation	HLX	HLX	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0670338069658336	0.1489640154796303		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	0.0	1.0		0.0795751606627312	0.6943908387541936	0.9646161727383372	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	0.1342283678369731	1.0	False													
real_direct_perturbation	DRAP1	DRAP1	Mixscale_CRISPRi	GSE281048_Zenodo14035992	stimulated human cancer-cell pathway Perturb-seq	CRISPRi_gene	0.0	0.0	0.0	-0.0759712756249784	0.1688250569443965		4	2.5	NO_GO_WAVE61_GUARDRAIL	False	False	True	True	False	False	False	False	False	False	True	True	0.0	2.0		-0.0416199923790152	0.8781226527483211	0.9824139730000536	0.0	0.0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0			0.0	UNRESOLVED	0.3305502782254012	0.9965506589785832	False													
