seed	endpoint	n_wild_replicates	donor_wild_p	max_endpoint_fwer_p
54401	oxphos	100000	0.01031989680103199	0.011039889601103988
54401	lysosomal_unique	100000	0.010799892001079989	0.05157948420515795
54402	oxphos	100000	0.01065989340106599	0.011469885301146988
54402	lysosomal_unique	100000	0.01086989130108699	0.052219477805221945
54403	oxphos	100000	0.01102988970110299	0.011659883401165989
54403	lysosomal_unique	100000	0.010669893301066989	0.051699483005169945
