predictor	predictor_type	n_contexts	n_diseases	diseases	positive_context_fraction	nominal_positive_contexts	combined_fisher_z	combined_p	leave_one_disease_min_z	best_context	best_abs_rho	top_positive_contexts	combined_fdr	predictor_up_nominal_contexts	predictor_up_nominal_diseases	predictor_up_nominal_disease_list	max_case_control_delta_z	gene	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	in_lipid_lysosomal_myeloid_neighborhood	existing_prior_flag	retained_positive_disease_count	strict_core_covariate_surviving_disease_count	strict_core_covariate_surviving_analyses	ms_microglia_gene_delta_log2	ms_microglia_gene_hedges_g	ms_microglia_gene_p	ms_microglia_gene_fdr	median_efficient_minus_noneater_lfc	contrast_fdr	screen_call	support_contexts	strong_support_contexts	best_context_geneformer	best_n_disease_cells_with_token	best_cosine_shift_z_vs_random	best_projection_minus_random	wave57_call	ms_microglia_module_delta_log2	ms_microglia_module_p	ms_microglia_module_fdr	highlight	passes_circuit_coupling	passes_disease_up	passes_ms_anchor	passes_perturbation_hint	wave60_call
gene:LDLRAD3	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.6470588235294118	2	0.8113758814803894	0.41714984538496735	0.6114880809980392	ibd_uc_stromal	0.8285714285714287	ibd_uc_stromal:0.829,p=0.042;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.618,p=0.043;psoriasis_keratinocyte:0.5,p=0.67;psoriasis_skin_apc:0.5,p=0.67;t1d_endothelial_cell:0.5,p=0.39	0.5535257563762067	6	3	Crohn disease;psoriasis;ulcerative colitis	1.703048967340534	LDLRAD3	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		0.174502585370285	0.8376004526982199	0.9761732664217524			False		3.0	2.0	ibd_crohn_stromal:Crohn disease;ibd_uc_stromal:ulcerative colitis	0.174502585370285	0.0850562727257233	0.8376004526982199	0.9761732664217524	-0.2181133430222502	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:CD82	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	2	0.7942514722690762	0.42704904878047867	-0.2460433512948224	psoriasis_skin_stromal	1.0	t1d_beta_cell:1,p=0;sjogren_gland_epithelial:0.8,p=0.0031;t1d_stellate_cell:0.8,p=0.2;t1d_endothelial_cell:0.7,p=0.19;psoriasis_keratinocyte:0.5,p=0.67;psoriasis_skin_apc:0.5,p=0.67	0.5639499400163259	4	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1.275767700024349	CD82	5.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.5036946542270737	0.1728910748647989	0.8993702893651148			False		1.0	0.0		0.5036946542270737	0.6132148315417044	0.1728910748647989	0.8993702893651148	-0.7753564927591152	0.9971256078463696	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:GBP1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	1	-0.7818662838998925	0.4342931614969546	-2.277058248755017	psoriasis_skin_apc	1.0	t1d_beta_cell:1,p=0;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_apc:0.4,p=0.29;sjogren_gland_stromal:0.333,p=0.35;t1d_acinar_cell:0.3,p=0.62;t1d_ductal_cell:0.3,p=0.62	0.570785297967426	6	3	Crohn disease;psoriasis;ulcerative colitis	2.212261310592389	GBP1	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		0.491428502182563	0.0681848307220474	0.8989378106274888			False		2.0	0.0		0.491428502182563	0.8000728439177743	0.0681848307220474	0.8989378106274888														False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:PTPRE	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	3	0.7741806790973703	0.4388239522348024	-0.003946188327277224	psoriasis_skin_apc	1.0	sjogren_gland_apc:0.867,p=0.0025;ibd_crohn_stromal:0.771,p=0.072;ibd_crohn_epithelial:0.657,p=0.16;ibd_uc_stromal:0.657,p=0.16;sjogren_gland_epithelial:0.655,p=0.029;t1d_stellate_cell:0.6,p=0.4	0.574006686335571	5	3	Crohn disease;psoriasis;ulcerative colitis	1.6648925076590229	PTPRE	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.2158191727655953	0.5499680359747707	0.9390010612097776			False		2.0	1.0	ibd_uc_stromal:ulcerative colitis	-0.2158191727655953	-0.2693364660712024	0.5499680359747707	0.9390010612097776	-0.0061118130207342	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:CXCL1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.6470588235294118	1	0.7705622730286914	0.440966430431992	0.4513060927445653	sjogren_gland_epithelial	0.7363636363636363	sjogren_gland_epithelial:0.736,p=0.0098;t1d_ductal_cell:0.6,p=0.28;t1d_endothelial_cell:0.6,p=0.28;ibd_crohn_myeloid:0.543,p=0.27;psoriasis_skin_apc:0.5,p=0.67;psoriasis_skin_stromal:0.5,p=0.67	0.5740883716944802	7	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	2.112912187316885	CXCL1	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		1.2680322005771751	0.1506253392240219	0.8989378106274888			False		3.0	0.0		1.2680322005771751	0.6200259322607544	0.1506253392240219	0.8989378106274888	-0.0259986356622782	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:NR1H3	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	2	0.7637814389809001	0.4449974995921383	0.3989961170969127	psoriasis_keratinocyte	1.0	psoriasis_skin_apc:1,p=0;sjogren_gland_apc:0.636,p=0.066;sjogren_gland_epithelial:0.509,p=0.11;psoriasis_skin_stromal:0.5,p=0.67;t1d_beta_cell:0.5,p=0.67;t1d_ductal_cell:0.5,p=0.39	0.5766164783447426	1	1	type 1 diabetes mellitus	1.0205021516550281	NR1H3	1.0	2.0	type 1 diabetes mellitus	psoriasis;ulcerative colitis	0.9212173629129756	0.2094063049703438	0.8993702893651148			False		0.0	0.0		0.9212173629129756	0.5340748443118246	0.2094063049703438	0.8993702893651148	0.0550678802643411	0.9965506589785832	UNRESOLVED											False	False	False	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:CCL19	gene	16	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.3125	1	-0.7602630712728292	0.4470973511073355	-0.9821166832141639	ibd_crohn_myeloid	0.942857142857143	ibd_crohn_epithelial:0.928,p=0.0077;ibd_crohn_stromal:0.543,p=0.27;ibd_uc_stromal:0.2,p=0.7;sjogren_gland_stromal:0.0909,p=0.8;sjogren_gland_apc:0.0848,p=0.83	0.576630228530956	5	3	Crohn disease;Sjogren syndrome;psoriasis	1.7061605360699026	CCL19	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		-1.29003978913952	0.3974902111744002	0.9157809859344704			False		2.0	0.0		-1.29003978913952	-0.3609374656928356	0.3974902111744002	0.9157809859344704	0.1106875838994703	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:IL2RG	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5294117647058824	2	-0.7553568370575494	0.45003490416746206	-1.989725663286835	psoriasis_keratinocyte	1.0	t1d_beta_cell:1,p=0;t1d_stellate_cell:0.949,p=0.051;ibd_uc_epithelial:0.486,p=0.33;sjogren_gland_apc:0.467,p=0.21;t1d_acinar_cell:0.354,p=0.56;ibd_uc_stromal:0.314,p=0.54	0.5777192258149746	4	3	Crohn disease;Sjogren syndrome;ulcerative colitis	2.1366724814446223	IL2RG	2.0	0.0	Crohn disease;ulcerative colitis		0.7679981961613978	0.0170189770238671	0.8372898579012464			False		2.0	0.0		0.7679981961613978	1.1291047957647844	0.0170189770238671	0.8372898579012464	0.2900605060102008	0.9971256078463696	UNRESOLVED											False	False	True	True	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:CTSC	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	3	0.725174603022326	0.4683449213402311	-0.6428403695161811	psoriasis_skin_stromal	1.0	t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.9,p=0.037;sjogren_gland_apc:0.617,p=0.077;ibd_crohn_epithelial:0.6,p=0.21;t1d_ductal_cell:0.6,p=0.28;psoriasis_keratinocyte:0.5,p=0.67	0.5984407328236286	4	3	Crohn disease;psoriasis;ulcerative colitis	1.7686912207354952	CTSC	4.0	1.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Crohn disease	0.0104805143281527	0.9460810317140338	0.9944057947422876			False		1.0	0.0		0.0104805143281527	0.0292000491021733	0.9460810317140338	0.9944057947422876	0.0571069648381546	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:NLRC5	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.47058823529411764	2	-0.7093321395895762	0.4781183883348178	-1.577050979763615	psoriasis_skin_apc	1.0	t1d_beta_cell:1,p=0;sjogren_gland_apc:0.6,p=0.088;ibd_crohn_stromal:0.543,p=0.27;sjogren_gland_stromal:0.418,p=0.23;ibd_uc_stromal:0.371,p=0.47;ibd_uc_epithelial:0.314,p=0.54	0.6081137105088005	7	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	1.58840857128608	NLRC5	5.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.1754720644354748	0.4867392295596717	0.926038761164836			False		3.0	0.0		-0.1754720644354748	-0.2938979363454603	0.4867392295596717	0.926038761164836	-0.0148865961957985	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:PIK3R2	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	2	0.6951775683660992	0.48694402817107596	0.27887749290659974	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_stellate_cell:0.8,p=0.2;t1d_acinar_cell:0.7,p=0.19;sjogren_gland_epithelial:0.655,p=0.029;psoriasis_skin_stromal:0.5,p=0.67;ibd_crohn_epithelial:0.486,p=0.33	0.6164979439230136	3	3	Crohn disease;psoriasis;ulcerative colitis	1.576881954113722	PIK3R2	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.039543595896534	0.8467976277585396	0.976211196296546			False		0.0	0.0		-0.039543595896534	-0.0837531178797261	0.8467976277585396	0.976211196296546	-0.3540761515864711	0.9965506589785832	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:LCN2	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5294117647058824	0	-0.6697626051723995	0.5030091353210208	-1.3305459452357578	psoriasis_keratinocyte	1.0	t1d_acinar_cell:0.7,p=0.19;t1d_stellate_cell:0.6,p=0.4;t1d_endothelial_cell:0.6,p=0.28;t1d_beta_cell:0.5,p=0.67;ibd_crohn_stromal:0.486,p=0.33;sjogren_gland_epithelial:0.336,p=0.31	0.6339293212264919	5	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1.9332619080077489	LCN2	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		-0.5023389988968477	0.6231471760280782	0.9490245393797272			False		3.0	0.0		-0.5023389988968477	-0.210276118821332	0.6231471760280782	0.9490245393797272	0.2632604789147466	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:IFI30	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.29411764705882354	2	0.6493553582579948	0.5161087117641587	-0.10390577282825818	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;sjogren_gland_epithelial:0.655,p=0.029;sjogren_gland_apc:0.567,p=0.11;ibd_crohn_epithelial:0.371,p=0.47;t1d_acinar_cell:0.3,p=0.62	0.6474818383950355	2	2	psoriasis;ulcerative colitis	1.5860408574138338	IFI30	3.0	0.0	psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.21016237009791	0.379946954952182	0.9141270983319502	1.0	MS	True		1.0	0.0		0.21016237009791	0.3729738390500611	0.379946954952182	0.9141270983319502	-0.2446589434714685	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:HLA-DRB1	gene	14	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0.5714285714285714	2	0.6306278716854188	0.5282838704272317	0.02143416765701073	ibd_crohn_epithelial	0.7714285714285715	ibd_crohn_epithelial:0.771,p=0.072;ibd_uc_stromal:0.771,p=0.072;ibd_crohn_stromal:0.657,p=0.16;t1d_acinar_cell:0.6,p=0.28;ibd_crohn_myeloid:0.543,p=0.27;t1d_beta_cell:0.5,p=0.67	0.6597572318457735	4	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	1.5522353506289401	HLA-DRB1	4.0	0.0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.5468677387854282	0.057765674762618	0.8989378106274888			False		4.0	0.0		0.5468677387854282	0.8375223417578668	0.057765674762618	0.8989378106274888														False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:PDE4B	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.6470588235294118	1	0.5972934074481593	0.5503115051955798	0.09339336320332794	sjogren_gland_epithelial	0.7000000000000001	sjogren_gland_epithelial:0.7,p=0.016;ibd_uc_stromal:0.543,p=0.27;psoriasis_skin_apc:0.5,p=0.67;t1d_beta_cell:0.5,p=0.67;t1d_endothelial_cell:0.5,p=0.39;sjogren_gland_apc:0.45,p=0.22	0.6841710605134236	5	3	Crohn disease;psoriasis;ulcerative colitis	1.7494974118413733	PDE4B	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		-0.429544411286491	0.2820953249716317	0.9055783835864206			False		3.0	0.0		-0.429544411286491	-0.4773180184687256	0.2820953249716317	0.9055783835864206	-0.6283371965963962	0.9971256078463696	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:GBP4	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	1	-0.5896545301257607	0.5554222852320944	-1.2853461156184804	psoriasis_keratinocyte	1.0	t1d_endothelial_cell:0.9,p=0.037;ibd_uc_stromal:0.657,p=0.16;ibd_crohn_epithelial:0.6,p=0.21;ibd_crohn_stromal:0.543,p=0.27;sjogren_gland_apc:0.533,p=0.14;psoriasis_skin_stromal:0.5,p=0.67	0.6874284785832199	6	3	Crohn disease;psoriasis;ulcerative colitis	1.7715915314678279	GBP4	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		0.405019017634137	0.0775354784129323	0.8989378106274888			False		3.0	0.0		0.405019017634137	0.8082687606978536	0.0775354784129323	0.8989378106274888	-0.1907462135089619	0.9971256078463696	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:DNAJB11	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.47058823529411764	3	0.5844387822778504	0.5589251407482543	-0.27490169807883097	psoriasis_keratinocyte	1.0	t1d_beta_cell:1,p=0;ibd_uc_stromal:0.886,p=0.019;sjogren_gland_epithelial:0.564,p=0.071;psoriasis_skin_apc:0.5,p=0.67;ibd_uc_epithelial:0.429,p=0.4;ibd_crohn_stromal:0.257,p=0.62	0.6886756198505275	5	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.6452057303357404	DNAJB11	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.527981077152857	0.1109266021735256	0.8989378106274888			False		2.0	0.0		-0.527981077152857	-0.7324418539917725	0.1109266021735256	0.8989378106274888	0.0686352055331085	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:S100A8	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.35294117647058826	1	0.5776374802878886	0.5635088968822949	-0.6226140847112276	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;psoriasis_skin_apc:0.5,p=0.67;psoriasis_skin_stromal:0.5,p=0.67;ibd_uc_stromal:0.348,p=0.5;ibd_uc_myeloid:0.314,p=0.54;t1d_ductal_cell:0.154,p=0.8	0.6912375801756151	5	3	Crohn disease;psoriasis;ulcerative colitis	1.7685194419058337	S100A8	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		-2.8735647302284484	0.0618526869677346	0.8989378106274888			False		3.0	0.0		-2.8735647302284484	-0.8347954684970469	0.0618526869677346	0.8989378106274888	-0.1151192183699966	1.0	UNRESOLVED											True	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:SEC14L2	gene	16	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5625	0	0.5639358267965237	0.5727978066452982	0.2368903054630765	psoriasis_skin_apc	0.8660254037844387	psoriasis_skin_apc:0.866,p=0.33;t1d_endothelial_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;ibd_uc_stromal:0.435,p=0.39;ibd_uc_epithelial:0.314,p=0.54;sjogren_gland_epithelial:0.282,p=0.4	0.6953255450555345	2	2	Crohn disease;psoriasis	1.780972430578561	SEC14L2	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.1570822775962059	0.8824681840301971	0.9840278968329756			False		1.0	0.0		0.1570822775962059	0.0634368291005828	0.8824681840301971	0.9840278968329756	0.4813221366089051	0.9965506589785832	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:MSR1	gene	14	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.35714285714285715	2	0.5615841773132045	0.5743993633067459	0.25387101157092634	sjogren_gland_apc	0.8833333333333333	sjogren_gland_apc:0.883,p=0.0016;ibd_crohn_myeloid:0.829,p=0.042;t1d_ductal_cell:0.783,p=0.12;t1d_acinar_cell:0.354,p=0.56;t1d_stellate_cell:0.105,p=0.89	0.6953255450555345	0	0		1.4164834094553087	MSR1	0.0	0.0			0.5659305923555848	0.0313140694878595	0.8506970233122761			True		0.0	0.0		0.5659305923555848	1.0246413650870072	0.0313140694878595	0.8506970233122761	0.0126550346538754	1.0	UNRESOLVED											False	False	False	True	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:C1QTNF1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.35294117647058826	1	0.5681973026074195	0.5699010028487304	-0.3118527402472086	psoriasis_skin_apc	1.0	psoriasis_skin_apc:1,p=0;ibd_crohn_epithelial:0.6,p=0.21;sjogren_gland_epithelial:0.427,p=0.19;ibd_uc_stromal:0.257,p=0.62;sjogren_gland_stromal:0.248,p=0.49;ibd_uc_epithelial:0.0857,p=0.87	0.6953255450555345	4	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.589259442914494	C1QTNF1	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.2172605175146804	0.8642634636230562	0.9801638168834976			False		2.0	2.0	ibd_crohn_stromal:Crohn disease;ibd_uc_stromal:ulcerative colitis	-0.2172605175146804	-0.0739427772686202	0.8642634636230562	0.9801638168834976	-0.2734082293669041	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:MOB3B	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5294117647058824	1	-0.5298077166720914	0.5962452544286068	-1.6058068371338967	t1d_stellate_cell	1.0	sjogren_gland_epithelial:0.745,p=0.0085;sjogren_gland_stromal:0.539,p=0.11;psoriasis_keratinocyte:0.5,p=0.67;psoriasis_skin_apc:0.5,p=0.67;t1d_beta_cell:0.5,p=0.67;ibd_crohn_epithelial:0.429,p=0.4	0.7186187345951767	6	3	Crohn disease;psoriasis;ulcerative colitis	1.5944621596762947	MOB3B	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0276495030161427	0.9558863220247624	0.995447887770418			False		2.0	0.0		0.0276495030161427	0.0245204508031555	0.9558863220247624	0.995447887770418	0.3452451169408096	0.9971256078463696	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:LRG1	gene	16	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5625	1	-0.5153295534724146	0.606322750611904	-1.29144924287012	psoriasis_keratinocyte	1.0	sjogren_gland_apc:0.678,p=0.045;t1d_ductal_cell:0.6,p=0.28;psoriasis_skin_stromal:0.5,p=0.67;t1d_beta_cell:0.5,p=0.67;sjogren_gland_stromal:0.48,p=0.16;ibd_crohn_epithelial:0.429,p=0.4	0.7275873007342848	7	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1.8171944435988354	LRG1	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.2380702563143817	0.6702536111918803	0.9586149392782212			False		3.0	0.0		0.2380702563143817	0.1823833163257539	0.6702536111918803	0.9586149392782212	-0.1060671052122927	0.9971256078463696	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:LTF	gene	15	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5333333333333333	1	0.5103981177857914	0.6097725752617655	0.14712703655479692	t1d_stellate_cell	0.9486832980505139	t1d_stellate_cell:0.949,p=0.051;ibd_crohn_stromal:0.638,p=0.17;psoriasis_skin_apc:0.5,p=0.67;psoriasis_skin_stromal:0.5,p=0.67;t1d_acinar_cell:0.3,p=0.62;ibd_crohn_epithelial:0.257,p=0.62	0.728559440572499	5	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	1.6518706451086467	LTF	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus		-3.3124210879584215	0.0043608765942223	0.8344760564031432			False		2.0	0.0		-3.3124210879584215	-1.3439247455419585	0.0043608765942223	0.8344760564031432	-0.0871464102867347	0.9971256078463696	UNRESOLVED											False	False	True	True	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:SEL1L3	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	2	0.5002067536148254	0.6169295034197035	-0.15940133747082388	psoriasis_skin_apc	1.0	t1d_endothelial_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;ibd_uc_stromal:0.771,p=0.072;t1d_ductal_cell:0.7,p=0.19;sjogren_gland_epithelial:0.645,p=0.032;ibd_crohn_myeloid:0.6,p=0.21	0.7339333747579232	4	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1.5473579963448947	SEL1L3	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.922501683138024	0.0181382735511015	0.8372898579012464			False		1.0	0.0		0.922501683138024	1.11834180243498	0.0181382735511015	0.8372898579012464	-0.1018527985910833	1.0	UNRESOLVED											False	False	True	True	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:HLA-B	gene	14	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0.7142857142857143	1	0.47853648276990707	0.6322684142333206	0.14509097207595595	ibd_uc_stromal	0.7714285714285715	ibd_uc_stromal:0.771,p=0.072;t1d_beta_cell:0.5,p=0.67;t1d_acinar_cell:0.5,p=0.39;t1d_stellate_cell:0.4,p=0.6;ibd_crohn_myeloid:0.371,p=0.47;sjogren_gland_apc:0.367,p=0.33	0.7489531430403282	7	3	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus	1.4751148877350386	HLA-B	2.0	0.0	Sjogren syndrome;type 1 diabetes mellitus		0.2749063406543381	0.0266817350521595	0.8472374898464006			False		3.0	0.0		0.2749063406543381	1.0465005511853445	0.0266817350521595	0.8472374898464006														False	False	True	True	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:LAMP3	gene	14	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.42857142857142855	3	0.4615184763680049	0.6444266686380093	-0.672898790939865	psoriasis_skin_apc	1.0	t1d_beta_cell:1,p=0;ibd_uc_stromal:0.759,p=0.08;sjogren_gland_apc:0.733,p=0.025;sjogren_gland_epithelial:0.519,p=0.1;ibd_crohn_stromal:0.203,p=0.7;t1d_endothelial_cell:0.112,p=0.86	0.7600929937781649	3	2	Crohn disease;ulcerative colitis	1.4530257624336789	LAMP3	2.0	1.0	Crohn disease;ulcerative colitis	ulcerative colitis	1.112744457164954	0.1588852707263668	0.8989378106274888			True		1.0	0.0		1.112744457164954	0.6035372974366917	0.1588852707263668	0.8989378106274888	-0.801997805315049	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:CDC42EP1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	1	-0.45435240398281684	0.6495752038157696	-1.3750317191939787	psoriasis_skin_apc	1.0	sjogren_gland_epithelial:0.664,p=0.026;ibd_crohn_myeloid:0.657,p=0.16;ibd_uc_epithelial:0.657,p=0.16;ibd_uc_stromal:0.6,p=0.21;t1d_endothelial_cell:0.6,p=0.28;t1d_beta_cell:0.5,p=0.67	0.7629053457580953	4	3	Crohn disease;psoriasis;ulcerative colitis	1.7202219598078736	CDC42EP1	4.0	1.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	-0.6598454097801811	0.3996904789448396	0.9157809859344704			False		1.0	0.0		-0.6598454097801811	-0.381974766006425	0.3996904789448396	0.9157809859344704	-0.2995336946366191	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
