n_requested	event_probability	allocation	effect_pattern	n_simulated_cohorts	n_valid_fits	global_positive_count	global_positive_probability	global_positive_ci_low	global_positive_ci_high	minimum_seed_global_positive_probability	all_site_sign_count	all_site_sign_probability	all_site_sign_ci_low	all_site_sign_ci_high	minimum_seed_all_site_sign_probability	all_site_ci_positive_count	all_site_ci_positive_probability	all_site_ci_positive_ci_low	all_site_ci_positive_ci_high	minimum_seed_all_site_ci_positive_probability	all_leave_site_out_ci_positive_count	all_leave_site_out_ci_positive_probability	all_leave_site_out_ci_positive_ci_low	all_leave_site_out_ci_positive_ci_high	minimum_seed_all_leave_site_out_ci_positive_probability	sign_transport_count	sign_transport_probability	sign_transport_ci_low	sign_transport_ci_high	minimum_seed_sign_transport_probability	strict_precision_count	strict_precision_probability	strict_precision_ci_low	strict_precision_ci_high	minimum_seed_strict_precision_probability	median_minimum_site_events_across_seeds	median_widest_site_ci_half_width_across_seeds	median_minimum_site_z_across_seeds	one_site_only_hr15	one_site_reversed_hr15	precision_ready
2100	0.15	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1131	0.9425	0.9278620197697118	0.9543139446968676	0.94	1090	0.9083333333333333	0.8906781884260577	0.9233824944150419	0.9025	129	0.1075	0.09121036867432306	0.12629456679882384	0.0925	701	0.5841666666666666	0.5560553691702939	0.6117408123949124	0.5525	677	0.5641666666666667	0.5359502422641397	0.591973579325176	0.5375	129	0.1075	0.09121036867432306	0.12629456679882384	0.0925	54.0	0.2682487541870502	1.0562952104113807	0.0008333333333333334	0.0	False
2100	0.15	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1181	0.9841666666666666	0.9754028844550463	0.9898404966279718	0.9675	599	0.49916666666666665	0.4709248937846288	0.5274137578830425	0.475	1151	0.9591666666666666	0.9464264730838164	0.9689764580293384	0.945	1091	0.9091666666666667	0.8915752556961698	0.9241467754772588	0.8975	584	0.4866666666666667	0.4584747543965411	0.5149436722861985	0.465	54.0	0.2695749868103701	1.9710945215639875	0.0008333333333333334	0.0	False
2100	0.3	balanced	homogeneous_hr13	1200	1200	1196	0.9966666666666667	0.9914606145760569	0.998702991491893	0.9925	1182	0.985	0.9764137420509698	0.9904909873643772	0.9825	498	0.415	0.3874365671031144	0.44310590299935043	0.385	1094	0.9116666666666666	0.8942689256954489	0.9264371504749659	0.9075	1049	0.8741666666666666	0.8541994908322308	0.8917459103833891	0.87	493	0.41083333333333333	0.3833246917180665	0.43891103672275444	0.38	119.0	0.18075130171454917	1.7911351248647098	0.0	0.0	False
2100	0.3	balanced	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1199	0.9991666666666666	0.9952947700098665	0.9998528810550694	0.9975	1106	0.9216666666666666	0.9050832852621238	0.9355589708962364	0.91	1200	1.0	0.9968089993972651	1.0	1.0	1148	0.9566666666666667	0.9436159878608664	0.9668028982553022	0.9375	1068	0.89	0.8710369399876369	0.9064740795422298	0.8725	119.0	0.18083078638187539	3.098988527907288	0.0	0.0	True
2100	0.3	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937	0.995	1163	0.9691666666666666	0.957790443222018	0.9775486678790822	0.9525	385	0.32083333333333336	0.29502999635627386	0.34778011219303945	0.2975	1048	0.8733333333333333	0.8533161190293275	0.8909679338539636	0.87	992	0.8266666666666667	0.8042158281886741	0.8470327180842058	0.815	379	0.31583333333333335	0.2901557243191828	0.3426862942361578	0.2925	97.0	0.2011077634068962	1.532066992565495	0.0	0.0	False
2100	0.3	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1200	1.0	0.9968089993972651	1.0	1.0	955	0.7958333333333333	0.7720995649959038	0.8176790929808112	0.7775	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937	0.9975	1142	0.9516666666666667	0.9380248071316127	0.9624259889905834	0.945	926	0.7716666666666666	0.7470722216586957	0.7945273346804848	0.7575	96.0	0.2033468264283121	2.683910035144982	0.0	0.0	False
3000	0.15	balanced	homogeneous_hr13	1200	1200	1191	0.9925	0.9858076084338075	0.9960492559724986	0.9825	1158	0.965	0.9530291568689337	0.9740032125705227	0.9575	315	0.2625	0.2383915776628475	0.2881241476234516	0.245	971	0.8091666666666667	0.785960422954526	0.8303998083394496	0.7875	930	0.775	0.7505173741032951	0.7977275755652007	0.7525	312	0.26	0.23597602314062494	0.2855556571486878	0.2375	78.0	0.2226077811437855	1.475144908223692	0.0008333333333333334	0.0	False
3000	0.15	balanced	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937	0.9975	910	0.7583333333333333	0.7333124066415182	0.781705576380402	0.7375	1195	0.9958333333333333	0.9902832821596539	0.9982189755759672	0.9925	1138	0.9483333333333334	0.9343171194320534	0.9594882833608276	0.9475	889	0.7408333333333333	0.7153007372088895	0.7648289308341265	0.7125	77.0	0.22323236476794628	2.584457765437748	0.0008333333333333334	0.0	False
3000	0.15	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1185	0.9875	0.9794784112663455	0.992410363145988	0.98	1153	0.9608333333333333	0.9483062230574887	0.970419404720324	0.955	302	0.25166666666666665	0.22793174916689724	0.2769864477991277	0.24	948	0.79	0.7660475964068469	0.8121016232435667	0.7775	916	0.7633333333333333	0.7384685055984792	0.7865175674174136	0.7475	300	0.25	0.22632431519937957	0.2752711851019878	0.24	77.0	0.22452132626593035	1.4159455140192594	0.0	0.0	False
3000	0.15	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937	0.995	869	0.7241666666666666	0.6981944341928672	0.7487082672035732	0.7	1194	0.995	0.9891344085810173	0.9977065008222751	0.9925	1134	0.945	0.9306235915364225	0.9565364179271432	0.9325	854	0.7116666666666667	0.6853935691049075	0.7365889073066013	0.6825	77.0	0.22583018188938664	2.481102079702125	0.0	0.0	False
3000	0.3	balanced	homogeneous_hr13	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1197	0.9975	0.9926755362996676	0.9991494181006112	0.995	811	0.6758333333333333	0.6488259327140901	0.7017185654072814	0.6725	1185	0.9875	0.9794784112663455	0.992410363145988	0.9825	1127	0.9391666666666667	0.924190523909133	0.9513400472281315	0.93	790	0.6583333333333333	0.6310324052096296	0.6846237779328376	0.6525	168.5	0.15149183505738595	2.3273456967617148	0.0	0.0	False
3000	0.3	balanced	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1200	1.0	0.9968089993972651	1.0	1.0	1185	0.9875	0.9794784112663455	0.992410363145988	0.985	1200	1.0	0.9968089993972651	1.0	1.0	1127	0.9391666666666667	0.924190523909133	0.9513400472281315	0.935	1116	0.93	0.9141497179013733	0.9431060215802747	0.9225	170.0	0.15117703981015485	3.8837986086696397	0.0	0.0	True
3000	0.3	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1184	0.9866666666666667	0.9784510521095886	0.991776373970416	0.985	655	0.5458333333333333	0.5175611440659686	0.5738130142121138	0.5375	1171	0.9758333333333333	0.9655082635637513	0.9831216341959792	0.97	1120	0.9333333333333333	0.9177920639072871	0.9461090689036759	0.9275	645	0.5375	0.5092151617242542	0.5655455132305407	0.5275	138.0	0.1683335138823863	2.05008847468934	0.0	0.0	False
3000	0.3	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1199	0.9991666666666666	0.9952947700098665	0.9998528810550694	0.9975	1101	0.9175	0.9005692421708718	0.9317662723258444	0.905	1200	1.0	0.9968089993972651	1.0	1.0	1131	0.9425	0.9278620197697118	0.9543139446968676	0.9375	1064	0.8866666666666667	0.8674833702221277	0.903382255978424	0.88	137.0	0.17010528046629356	3.2613932973560633	0.0	0.0	True
