n_requested	event_probability	allocation	effect_pattern	n_simulated_cohorts	n_valid_fits	global_positive_count	global_positive_probability	global_positive_ci_low	global_positive_ci_high	minimum_seed_global_positive_probability	all_site_sign_count	all_site_sign_probability	all_site_sign_ci_low	all_site_sign_ci_high	minimum_seed_all_site_sign_probability	all_site_ci_positive_count	all_site_ci_positive_probability	all_site_ci_positive_ci_low	all_site_ci_positive_ci_high	minimum_seed_all_site_ci_positive_probability	all_leave_site_out_ci_positive_count	all_leave_site_out_ci_positive_probability	all_leave_site_out_ci_positive_ci_low	all_leave_site_out_ci_positive_ci_high	minimum_seed_all_leave_site_out_ci_positive_probability	sign_transport_count	sign_transport_probability	sign_transport_ci_low	sign_transport_ci_high	minimum_seed_sign_transport_probability	strict_precision_count	strict_precision_probability	strict_precision_ci_low	strict_precision_ci_high	minimum_seed_strict_precision_probability	median_minimum_site_events_across_seeds	median_widest_site_ci_half_width_across_seeds	median_minimum_site_z_across_seeds	one_site_only_hr15	one_site_reversed_hr15	precision_ready
1800	0.15	balanced	homogeneous_hr13	1200	1200	1080	0.9	0.8817289167132706	0.9157182828045415	0.8825	1063	0.8858333333333334	0.8665957469773842	0.9026085308908387	0.88	101	0.08416666666666667	0.0697541033043737	0.1012330788635675	0.075	608	0.5066666666666667	0.47840342489597815	0.5348873617626521	0.5	586	0.48833333333333334	0.46013375579917615	0.5166073675482209	0.48	99	0.0825	0.06823372767415548	0.09943075782912816	0.0725	46.0	0.28933605985852057	1.0230221167967222	0.0	0.0	False
1800	0.15	balanced	homogeneous_hr15	1200	1200	1199	0.9991666666666666	0.9952947700098665	0.9998528810550694	0.9975	1183	0.9858333333333333	0.9774296573223678	0.9911364204253081	0.9825	521	0.43416666666666665	0.4063773766551468	0.46237610509087984	0.425	1103	0.9191666666666667	0.9023734205920075	0.9332847905693664	0.8975	1054	0.8783333333333333	0.8586203908205773	0.8956317520566864	0.855	509	0.4241666666666667	0.3964898715789996	0.45232743017908184	0.42	47.0	0.2866620172647698	1.791769693210393	0.0	0.0	False
1800	0.15	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1091	0.9091666666666667	0.8915752556961698	0.9241467754772588	0.895	1044	0.87	0.8497852511193585	0.8878534084346176	0.845	90	0.075	0.061415797813133576	0.09129655269919108	0.07	588	0.49	0.4617930702835468	0.5182707497285078	0.48	570	0.475	0.44687051874411976	0.5032890312860169	0.46	89	0.07416666666666667	0.06066079154899041	0.0903902106310055	0.07	46.0	0.2911886880665711	0.9264298352759801	0.0008333333333333334	0.0	False
1800	0.15	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937	0.995	1171	0.9758333333333333	0.9655082635637513	0.9831216341959792	0.965	492	0.41	0.3825025625791685	0.43807181752932367	0.405	1123	0.9358333333333333	0.9205303087066316	0.9483548691013176	0.93	1074	0.895	0.8763768647675607	0.9111022447562787	0.885	485	0.4041666666666667	0.37674996327123916	0.4321949785109516	0.3975	46.0	0.2927915603579584	1.7562162514341306	0.0008333333333333334	0.0	False
1800	0.3	balanced	homogeneous_hr13	1200	1200	1183	0.9858333333333333	0.9774296573223678	0.9911364204253081	0.975	1161	0.9675	0.9558808941043687	0.9761355203320742	0.9625	380	0.31666666666666665	0.2909678610525014	0.343535505835168	0.295	1015	0.8458333333333333	0.8243013160967418	0.8651582418196997	0.835	969	0.8075	0.7842256312067858	0.8288119034225322	0.7975	374	0.31166666666666665	0.2860965036001626	0.3384387732935341	0.2925	102.0	0.19479278924457533	1.611351579292471	0.0	0.0	False
1800	0.3	balanced	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1199	0.9991666666666666	0.9952947700098665	0.9998528810550694	0.9975	1035	0.8625	0.8418555541073806	0.8808309704556366	0.8575	1196	0.9966666666666667	0.9914606145760569	0.998702991491893	0.9925	1137	0.9475	0.9333924593171582	0.9587515951433939	0.94	998	0.8316666666666667	0.8094458201213733	0.851770816145479	0.83	102.0	0.1948204694394792	2.8814375969839245	0.0	0.0	True
1800	0.3	imbalanced_60_30_10	homogeneous_hr13	1200	1200	1192	0.9933333333333333	0.9869001244145462	0.9966180883240884	0.9875	1129	0.9408333333333333	0.9260248073759692	0.9528284604259527	0.935	310	0.25833333333333336	0.23436623122284447	0.28384275240181067	0.2375	995	0.8291666666666667	0.8068300019531043	0.849402589316762	0.8275	946	0.7883333333333333	0.7643197710202203	0.8105067519655358	0.785	308	0.25666666666666665	0.23275690489083312	0.2821293820691645	0.235	83.0	0.21708662555550057	1.4724337620209573	0.0	0.0	False
1800	0.3	imbalanced_60_30_10	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1194	0.995	0.9891344085810173	0.9977065008222751	0.9875	848	0.7066666666666667	0.6802798949707803	0.731734491446756	0.6875	1195	0.9958333333333333	0.9902832821596539	0.9982189755759672	0.995	1129	0.9408333333333333	0.9260248073759692	0.9528284604259527	0.9325	822	0.685	0.6581630146146209	0.7106563151623673	0.675	83.0	0.21934171464361296	2.4288632271214494	0.0	0.0	False
2100	0.15	balanced	homogeneous_hr13	1200	1200	1119	0.9325	0.9168805719739571	0.9453592125046771	0.9175	1099	0.9158333333333334	0.8987669211364325	0.9302458966956263	0.9	121	0.10083333333333333	0.08505018171450617	0.11916396710001052	0.0825	716	0.5966666666666667	0.5686449001068568	0.6240715064432811	0.585	695	0.5791666666666667	0.5510247142247824	0.6068033773464514	0.565	119	0.09916666666666667	0.08351361169106683	0.11737784045879232	0.08	54.5	0.26591959569172596	1.0524347433123675	0.0	0.0	False
2100	0.15	balanced	homogeneous_hr15	1200	1200	1200	1.0	0.9968089993972651	1.0	1.0	1189	0.9908333333333333	0.9836603162148858	0.9948738515267628	0.985	656	0.5466666666666666	0.5183961773239162	0.5746393292864952	0.515	1149	0.9575	0.9445516430654894	0.9675285913830081	0.945	1100	0.9166666666666666	0.8996678526290159	0.9310063135353716	0.9075	644	0.5366666666666666	0.5083809977866408	0.5647183288358252	0.5075	55.0	0.2646875155581309	2.056999377916778	0.0	0.0	False
