metric	n_null_cells	maximum_probability	maximum_ci_low	maximum_ci_high	family_tail_probability	strict_cell_flag	invalid_null_family
global_positive	12	0.035	0.025996787429477218	0.04697084313106626	1.0	False	False
strict_precision	12	0.0	2.168404344971009e-19	0.003191000602734924	1.0	False	False
