path	record_id	check	status	detail
knowledge_external/catalogs/resources/arrayexpress_biostudies_functional_genomics.json	resource.arrayexpress_biostudies.functional_genomics.2026-06-13	source_label_present	PASS	ArrayExpress in BioStudies page
knowledge_external/catalogs/resources/arrayexpress_biostudies_functional_genomics.json	resource.arrayexpress_biostudies.functional_genomics.2026-06-13	at_least_one_locator_present	PASS	locators=1
knowledge_external/catalogs/resources/arrayexpress_biostudies_functional_genomics.json	resource.arrayexpress_biostudies.functional_genomics.2026-06-13	url_has_http_scheme	PASS	https://www.ebi.ac.uk/arrayexpress/
knowledge_external/catalogs/resources/arrayexpress_biostudies_functional_genomics.json	resource.arrayexpress_biostudies.functional_genomics.2026-06-13	url_has_no_whitespace	PASS	https://www.ebi.ac.uk/arrayexpress/
knowledge_external/catalogs/resources/arrayexpress_biostudies_functional_genomics.json	resource.arrayexpress_biostudies.functional_genomics.2026-06-13	url_is_trimmed	PASS	https://www.ebi.ac.uk/arrayexpress/
knowledge_external/catalogs/resources/arrayexpress_biostudies_functional_genomics.json	resource.arrayexpress_biostudies.functional_genomics.2026-06-13	not_grounded_marker_present	PASS	NOT_PROJECT_GROUNDED
knowledge_external/catalogs/resources/biostudies_database.json	resource.biostudies.database.2026-06-13	source_label_present	PASS	EMBL-EBI BioStudies team page
knowledge_external/catalogs/resources/biostudies_database.json	resource.biostudies.database.2026-06-13	at_least_one_locator_present	PASS	locators=1
knowledge_external/catalogs/resources/biostudies_database.json	resource.biostudies.database.2026-06-13	url_has_http_scheme	PASS	https://www.ebi.ac.uk/about/teams/biostudies/
knowledge_external/catalogs/resources/biostudies_database.json	resource.biostudies.database.2026-06-13	url_has_no_whitespace	PASS	https://www.ebi.ac.uk/about/teams/biostudies/
knowledge_external/catalogs/resources/biostudies_database.json	resource.biostudies.database.2026-06-13	url_is_trimmed	PASS	https://www.ebi.ac.uk/about/teams/biostudies/
knowledge_external/catalogs/resources/biostudies_database.json	resource.biostudies.database.2026-06-13	not_grounded_marker_present	PASS	NOT_PROJECT_GROUNDED
knowledge_external/catalogs/resources/clinicaltrials_gov.json	resource.clinicaltrials_gov.2026-06-13	source_label_present	PASS	ClinicalTrials.gov home page
knowledge_external/catalogs/resources/clinicaltrials_gov.json	resource.clinicaltrials_gov.2026-06-13	at_least_one_locator_present	PASS	locators=1
knowledge_external/catalogs/resources/clinicaltrials_gov.json	resource.clinicaltrials_gov.2026-06-13	url_has_http_scheme	PASS	https://clinicaltrials.gov/
knowledge_external/catalogs/resources/clinicaltrials_gov.json	resource.clinicaltrials_gov.2026-06-13	url_has_no_whitespace	PASS	https://clinicaltrials.gov/
knowledge_external/catalogs/resources/clinicaltrials_gov.json	resource.clinicaltrials_gov.2026-06-13	url_is_trimmed	PASS	https://clinicaltrials.gov/
knowledge_external/catalogs/resources/clinicaltrials_gov.json	resource.clinicaltrials_gov.2026-06-13	not_grounded_marker_present	PASS	NOT_PROJECT_GROUNDED
knowledge_external/catalogs/resources/dailymed_drug_labels.json	resource.dailymed.drug_labels.2026-06-13	source_label_present	PASS	DailyMed home page
knowledge_external/catalogs/resources/dailymed_drug_labels.json	resource.dailymed.drug_labels.2026-06-13	at_least_one_locator_present	PASS	locators=1
knowledge_external/catalogs/resources/dailymed_drug_labels.json	resource.dailymed.drug_labels.2026-06-13	url_has_http_scheme	PASS	https://dailymed.nlm.nih.gov/
knowledge_external/catalogs/resources/dailymed_drug_labels.json	resource.dailymed.drug_labels.2026-06-13	url_has_no_whitespace	PASS	https://dailymed.nlm.nih.gov/
knowledge_external/catalogs/resources/dailymed_drug_labels.json	resource.dailymed.drug_labels.2026-06-13	url_is_trimmed	PASS	https://dailymed.nlm.nih.gov/
