cohort_id	role	request_packet	exists	nonempty	send_guard_language	recipient_and_subject	size_bytes	sha256
any_author_run_fallback	frozen_harness_local_author_run	docs/validation/outbound_requests/author_run_fallback_ready_to_send_V45.md	true	true	true	true	3699	e753942f50d1e06ade6107b940a4e42b7ad6a9b0ec9eca2731908419aa6c0fc4
gafson_dmf_2018	primary_V22_V42_validation	docs/validation/outbound_requests/gafson_dmf_ready_to_send_V45.md	true	true	true	true	3145	6e9865c24fb0f84bb9083c715a68ed9e10d58baefba139043686b5a3fb29145d
gse228330_ocrelizumab_pbmc	open_anti_cd20_pharmacodynamic_context_optional_label_request	docs/validation/outbound_requests/gse228330_ocrelizumab_ready_to_send_V45.md	true	true	true	true	2178	5d3127d829cd140744ac07993513a955adf1359108a764984c682fd6965e27d8
karolinska_dmf_ros_2019	secondary_MS_DMF_label_path	docs/validation/outbound_requests/karolinska_dmf_ready_to_send_V45.md	true	true	true	true	3195	20f298ba31b70e01dbe17bf5e78eb2a3c3c340d3689e72c46d311e43da85f835
