donor	lesion_stratum	endpoint	n_foamy	n_nonfoamy	foamy_minus_nonfoamy	matches_pooled_direction
MS18	NAWM	oxphos	1	1	-0.3810002938764564	True
MS18	NAWM	lysosomal_unique	1	1	1.424641661635168	True
MS19	2	oxphos	1	1	0.5804146150993235	False
MS19	2	lysosomal_unique	1	1	-0.23365461477429672	False
MS19	3	oxphos	1	1	0.709256227443537	False
MS19	3	lysosomal_unique	1	1	1.467578257983705	True
