endpoint	left_out_donor	full_interaction_beta	lodo_interaction_beta	standardized_deletion_change	interaction_sign_changed	absolute_change_exceeds_one_se
oxphos	MS01	0.1154886556843077	0.0746028838087652	-0.08243371676179144	False	False
oxphos	MS02	0.1154886556843077	0.1303740665332786	0.030011901097089972	False	False
oxphos	MS03	0.1154886556843077	0.1435268107962611	0.05653040730299952	False	False
oxphos	MS05	0.1154886556843077	0.1273801050750777	0.02397548892925	False	False
oxphos	MS06	0.1154886556843077	0.2532234403834488	0.2777002783437036	False	False
oxphos	MS08	0.1154886556843077	0.1086764371247725	-0.013734765653086813	False	False
oxphos	MS09	0.1154886556843077	0.0789085820684226	-0.07375258651729542	False	False
oxphos	MS10	0.1154886556843077	0.1362147922932868	0.04178794716146252	False	False
oxphos	MS13	0.1154886556843077	0.1020917179447403	-0.027010848039277734	False	False
oxphos	MS15	0.1154886556843077	0.0849193331794992	-0.06163373607405582	False	False
oxphos	MS16	0.1154886556843077	0.1096337689659415	-0.011804597327484604	False	False
oxphos	MS17	0.1154886556843077	0.4320559575511816	0.6382616274819235	False	False
oxphos	MS18	0.1154886556843077	-0.2785365649630095	-0.7944319489605415	True	False
oxphos	MS19	0.1154886556843077	0.2665442138429386	0.30455756429027103	False	False
oxphos	MS20	0.1154886556843077	0.1184783489479437	0.006027806652382935	False	False
oxphos	MS21	0.1154886556843077	0.0883855259632111	-0.054645213146225426	False	False
oxphos	MS23	0.1154886556843077	0.0617548540482388	-0.10833785890322552	False	False
oxphos	MS25	0.1154886556843077	0.1150081713771334	-0.0009687503859939431	False	False
oxphos	MS26	0.1154886556843077	0.0796138224831798	-0.0723306838374089	False	False
oxphos	MS27	0.1154886556843077	0.2219504542818476	0.21464781876333458	False	False
oxphos	MS28	0.1154886556843077	0.0642737125981878	-0.10325934716810231	False	False
lysosomal_unique	MS01	0.0042978800086517	0.1331824667662245	0.3706671844634379	False	False
lysosomal_unique	MS02	0.0042978800086517	-0.0707461306308085	-0.2158237290770426	True	False
lysosomal_unique	MS03	0.0042978800086517	-0.0223459998862756	-0.07662678829401935	True	False
lysosomal_unique	MS05	0.0042978800086517	0.0026727740922497	-0.004673742994735644	False	False
lysosomal_unique	MS06	0.0042978800086517	0.0414715270323376	0.10690999928816315	False	False
lysosomal_unique	MS08	0.0042978800086517	0.1679660029263739	0.47070331553639727	False	False
lysosomal_unique	MS09	0.0042978800086517	-0.0106011471277818	-0.04284903710242665	True	False
lysosomal_unique	MS10	0.0042978800086517	-0.1612406698959445	-0.47608259262771535	True	False
lysosomal_unique	MS13	0.0042978800086517	0.0195643203524721	0.043905703555281464	False	False
lysosomal_unique	MS15	0.0042978800086517	-0.0042659550261563	-0.024629264836240134	True	False
lysosomal_unique	MS16	0.0042978800086517	0.0095741361919381	0.015174312717821261	False	False
lysosomal_unique	MS17	0.0042978800086517	0.0118354082815129	0.021677645504425382	False	False
lysosomal_unique	MS18	0.0042978800086517	-0.0147614420443201	-0.054813887532148	True	False
lysosomal_unique	MS19	0.0042978800086517	-0.1712359824130074	-0.5048287324240954	True	False
lysosomal_unique	MS20	0.0042978800086517	0.0076770256834024	0.009718294829991	False	False
lysosomal_unique	MS21	0.0042978800086517	-0.0442686256203687	-0.13967542864219926	True	False
lysosomal_unique	MS23	0.0042978800086517	0.088637621016131	0.24255789713955897	False	False
lysosomal_unique	MS25	0.0042978800086517	0.0050130547795573	0.002056815523096576	False	False
lysosomal_unique	MS26	0.0042978800086517	-0.0330622793384363	-0.10744640165808524	True	False
lysosomal_unique	MS27	0.0042978800086517	0.0917611768453035	0.2515411252651339	False	False
lysosomal_unique	MS28	0.0042978800086517	-0.0084127266274712	-0.03655522272415665	True	False
