seed	endpoint	n_replicates	donor_wild_p	max_endpoint_p
54801	oxphos	100000	0.5626343736562635	0.7174028259717403
54801	lysosomal_unique	100000	0.8130018699813002	0.937730622693773
54802	oxphos	100000	0.5634143658563414	0.7192428075719243
54802	lysosomal_unique	100000	0.8140618593814062	0.937630623693763
54803	oxphos	100000	0.5631543684563154	0.7199528004719953
54803	lysosomal_unique	100000	0.8155018449815502	0.9400205997940021
