path	check	status	detail
knowledge_external/catalogs/resources/disgenet_platform.json	claim_present	PASS	resource.disgenet.platform.2026-06-13
knowledge_external/catalogs/resources/disgenet_platform.json	epistemic_class_valid	PASS	resource.disgenet.platform.2026-06-13
knowledge_external/catalogs/resources/disgenet_platform.json	source_present	PASS	resource.disgenet.platform.2026-06-13
knowledge_external/catalogs/resources/disgenet_platform.json	date_accessed_present	PASS	resource.disgenet.platform.2026-06-13
knowledge_external/catalogs/resources/disgenet_platform.json	relationship_valid	PASS	resource.disgenet.platform.2026-06-13
knowledge_external/catalogs/resources/disgenet_platform.json	not_project_grounded_marker	PASS	resource.disgenet.platform.2026-06-13
knowledge_external/catalogs/resources/disgenet_platform.json	why_unverifiable_present	PASS	resource.disgenet.platform.2026-06-13
knowledge_external/catalogs/resources/disgenet_platform.json	not_cited_as_project_evidence	PASS	resource.disgenet.platform.2026-06-13
knowledge_external/catalogs/resources/dryad_repository.json	record_id_present	PASS	resource.dryad.repository.2026-06-13
knowledge_external/catalogs/resources/dryad_repository.json	claim_present	PASS	resource.dryad.repository.2026-06-13
knowledge_external/catalogs/resources/dryad_repository.json	epistemic_class_valid	PASS	resource.dryad.repository.2026-06-13
knowledge_external/catalogs/resources/dryad_repository.json	source_present	PASS	resource.dryad.repository.2026-06-13
knowledge_external/catalogs/resources/dryad_repository.json	date_accessed_present	PASS	resource.dryad.repository.2026-06-13
knowledge_external/catalogs/resources/dryad_repository.json	relationship_valid	PASS	resource.dryad.repository.2026-06-13
knowledge_external/catalogs/resources/dryad_repository.json	not_project_grounded_marker	PASS	resource.dryad.repository.2026-06-13
knowledge_external/catalogs/resources/dryad_repository.json	why_unverifiable_present	PASS	resource.dryad.repository.2026-06-13
knowledge_external/catalogs/resources/dryad_repository.json	not_cited_as_project_evidence	PASS	resource.dryad.repository.2026-06-13
knowledge_external/catalogs/resources/ega_controlled_genomics.json	record_id_present	PASS	resource.ega.controlled_genomics.2026-06-13
knowledge_external/catalogs/resources/ega_controlled_genomics.json	claim_present	PASS	resource.ega.controlled_genomics.2026-06-13
