dataset	test	comparison	n_case	n_control	mean_case	mean_control	hedges_g_case_minus_control	t	p	n	mean_delta	median_delta	fdr
GSE198520_RA_synovium_antiTNF	baseline_pre	good_vs_moderate_none	19.0	27.0	0.4757246663056854	-0.4695493941555556	0.9576527267632853	3.5120390216925945	0.001048143488868044				0.00524071744434022
GSE198520_RA_synovium_antiTNF	delta_post_minus_pre	good_vs_moderate_none	19.0	27.0	-0.08794920603226082	0.3314505510887792	-0.37116041995025445	-1.2509325883322027	0.2186535663017197				0.42775576076370486
GSE198520_RA_synovium_antiTNF	baseline_pre	moderate_good_vs_none	32.0	14.0	0.04714306120089261	-0.3676887814871816	0.38362204399625455	1.1416136317350285	0.2661108105399146				0.42775576076370486
GSE198520_RA_synovium_antiTNF	paired_post_minus_pre_all	all						0.9599610366759762	0.3422046086109639	46.0	0.15822021662574096	0.2749297690366501	0.42775576076370486
GSE198520_RA_synovium_antiTNF	delta_post_minus_pre	moderate_good_vs_none	32.0	14.0	0.1032773363392072	0.2838039429949609	-0.1573959472037768	-0.5508887189462551	0.5855887463333999				0.5855887463333999
