gene_symbol	n_sgrna	median_efficient_lfc	median_noneater_lfc	median_efficient_minus_noneater_lfc	s1_median_efficient_lfc	s3_median_efficient_lfc	s1_median_noneater_lfc	s3_median_noneater_lfc	efficient_consistent_positive	noneater_consistent_positive	efficient_p_wilcoxon	noneater_p_wilcoxon	contrast_p_wilcoxon	modules	tracked_candidate	efficient_fdr	noneater_fdr	contrast_fdr	screen_call
GGA1	4	0.5274549893576685	-0.03104054729750061	0.600222617398225	0.39803210737706407	0.5882821185385954	-0.18076334264053462	-0.08451021677688075	True	False	0.125	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
PPID	4	0.561657198166764	0.13698336432145708	0.5979604012705857	0.6889025478421356	0.39017588733877906	0.1585577945969363	-0.01723955058945781	True	False	0.875	0.875	0.625		False	1.0	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SENP6	4	0.598762635573482	-0.15275720034483276	0.5932302432320785	0.5474904486178727	0.6031319428712056	-0.25430495428531996	0.06732869798634278	True	False	0.375	0.875	0.375		False	0.9052095024317247	1.0	0.9965506589785832	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
PBXIP1	4	0.657457297667534	0.0616067670765329	0.58356295785237	0.7892198721242456	0.29959317378208805	0.2236189004013962	-0.12874090879110267	True	False	0.25	0.625	0.375		False	0.8221627590893646	0.9889744952178533	0.9965506589785832	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
ANXA8	3	0.8899391377385066	0.06458745412479483	0.5741927722498432	0.6344409871544454	1.111612942674264	0.19613021669051678	-0.012580759625965499	True	False	0.5	0.5	0.5		False	0.9600924529799222	0.9889744952178533	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
OLFR148	4	0.5761085745101412	0.11620480656594978	0.5713050327433113	0.47558838373914214	0.6766287652811402	0.4686555827122343	-0.2670924835014834	True	False	0.875	0.25	0.875		False	1.0	0.8757238508867174	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SDPR	3	0.5265980675576392	-0.22358718723965376	0.57026300702813	0.5381904278534417	0.3291454548505217	-0.3569912862885616	-0.03038411768234317	True	False	0.5	0.25	0.5		False	0.9600924529799222	0.8757238508867174	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SEC24A	4	0.559641714753763	-0.1504922632926533	0.5695177486902621	0.6716831807100827	0.37417147676554485	-0.07800088883486866	-0.00022740151620626037	True	False	0.25	0.375	0.25		False	0.8221627590893646	0.9645063778899814	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
AGPS	4	0.6614639500142301	0.13803753367388283	0.5653249603772575	0.7844596596266356	0.49858541041900106	0.22711862775906733	0.037267051546285845	True	False	0.25	0.875	0.375		False	0.8221627590893646	1.0	0.9965506589785832	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
OLFR1277	4	0.6027038688224631	0.229205199313548	0.5645912312649698	0.405599723093814	0.732577555000866	0.19074998951924282	0.2011802110753924	True	False	0.125	0.625	0.25		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
TCERG1L	3	0.5682212583534914	-0.19704088344211312	0.5591105830809453	0.7888491328296854	0.3475933838772973	-0.4887155877428526	0.09463382085862637	True	False	0.5	0.75	0.5		False	0.9600924529799222	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
TSPO	3	0.5104841403339484	-0.23788871613667073	0.559017145897855	0.5331367821723898	0.3866844263906968	0.26990324839185753	-0.24145433043997144	True	False	0.25	0.5	0.25		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
OLFR520	4	0.6245925724109102	0.009446528035361279	0.558768838238757	0.7815290526310268	0.4676560921907935	0.027152664164304063	-0.018463866215600033	True	False	0.875	1.0	0.875		False	1.0	1.0	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
PARD3	4	0.5488746978608395	-0.0156978978910296	0.552224561771612	0.25290150090258967	0.6039139365886246	0.15323575401818879	-0.07967362498949382	True	False	0.375	0.875	0.25		False	0.9052095024317247	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SLCO4C1	4	0.5080987249018375	-0.04335816011754612	0.5514568850193836	0.5641479125072357	0.8063854563357935	0.14959463360140712	-0.09754785874849992	True	False	0.375	1.0	0.25		False	0.9052095024317247	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
YBX1	3	0.7510404442350234	0.4478365354091416	0.5510678120071477	0.8363130673900425	0.6657678210800042	0.23592250063715792	0.5191184582625143	True	False	0.25	0.25	0.5		False	0.8221627590893646	0.8757238508867174	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
LMOD1	4	0.9064522934126563	-0.008491985094227994	0.5498606988728605	0.2657882118988413	0.8216714561536695	0.14120168280065193	0.09875818720093954	True	False	0.125	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
NDUFV3	3	0.689020036210962	-0.012787967077204643	0.5493777324277445	0.340150969023429	0.8291133808377213	0.0472966580338996	-0.27413688417561044	True	False	0.5	0.75	0.25		False	0.9600924529799222	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
OLFR788	3	0.7180227086996995	0.06925837690907999	0.5473926778508036	0.6270925191976722	1.1701867568112858	0.6686073872761984	0.13841539807294412	True	False	0.25	0.5	0.25		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
IGFALS	3	0.5007432872550905	-0.16422287902221822	0.5468550156161243	0.5609995441924536	0.4404870303177275	-0.1765116617933069	-0.15193409625112952	True	False	1.0	0.5	0.5		False	1.0	0.9889744952178533	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
CAMK1	3	0.7702391382975105	0.1369994851816967	0.5414778255305832	0.4146878914304981	0.8286037938748461	0.0635408933739976	0.15294810801106618	True	False	0.25	1.0	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
MIS18BP1	4	0.5560773755149794	-0.11420351099731174	0.5376484922984652	0.6042236315182556	0.3876823472679689	0.005749288349526482	-0.23415631034414996	True	False	0.875	0.625	0.625		False	1.0	0.9889744952178533	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
PRPS1	4	0.5914712776881451	0.17573573443654744	0.5357108950095439	0.4605756647095529	0.727399550974682	0.2011548254718578	0.27333475037851995	True	False	0.125	0.375	0.25		False	0.8221627590893646	0.9645063778899814	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
LY6G6D	4	0.6152498164406333	-0.35319290678457316	0.53496709143551	0.6479786258600233	0.36735374328652015	-0.558276345017334	-0.14810946855181228	True	False	0.625	0.375	0.125		False	0.9600924529799222	0.9645063778899814	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
CRLF3	4	0.5279076736745696	-0.10339071232981834	0.5330711391952984	0.5220748341510424	0.5337405131980968	0.024308343565567547	-0.08175561678698862	True	False	0.25	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
TAOK1	4	0.5305408862379432	0.034891102112100114	0.5302187728266258	0.4561090945551993	0.604972677920687	0.2388000566737607	-0.24069446964995422	True	False	0.375	0.625	0.875		False	0.9052095024317247	0.9889744952178533	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
ASB8	4	0.508687524356073	-0.09165342538611798	0.5292250202234023	0.5121166543253242	0.34368811330458415	0.25593530071207815	-0.1958262267094839	True	False	0.25	0.375	0.25		False	0.8221627590893646	0.9645063778899814	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
OLFR694	4	0.6513427555938051	0.03706654143050703	0.5290727735235623	0.381823888261444	0.9208616229261661	0.2448979730963723	-0.1544069764417899	True	False	0.25	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
PHF11B	4	0.765292255074798	-0.03758568611325375	0.521062203804875	0.8219385338709	0.8048936046207533	0.0670739297766314	-0.001406513393121367	True	False	0.125	1.0	0.125		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
ILDR1	4	0.7032547173784096	-0.08639803342452235	0.5186894387470492	0.8919399547650335	0.38496387040105384	0.3906737518780079	-0.37962670685782895	True	False	0.875	0.875	0.375		False	1.0	1.0	0.9965506589785832	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
PPM1A	4	0.6429232295785752	-0.05970088010244867	0.5166231399037364	0.6870636970518473	0.2813946315184437	0.014483252568045613	-0.13388501277294296	True	False	0.375	0.875	0.125		False	0.9052095024317247	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SLC47A2	3	0.6201522026912341	0.03381724310819112	0.5110417107189944	0.4386994801347006	0.8752431771516331	-0.2713523390964374	0.2493235405311247	True	False	0.5	1.0	0.25		False	0.9600924529799222	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
LAX1	3	0.561141243666204	0.1451207382994253	0.510019369820705	0.8637082796951385	0.25857420763726946	0.4255813386163032	-0.3238376799687921	True	False	0.5	1.0	0.75		False	0.9600924529799222	1.0	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
MS4A4B	4	0.6287841624050517	0.11278514618485802	0.5083350979631166	0.7504490160429766	0.3261257177719814	0.19938875580025406	-0.12402350400155826	True	False	0.25	0.625	0.375		False	0.8221627590893646	0.9889744952178533	0.9965506589785832	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
GCNT2	3	0.6801054169479841	0.09077138235716431	0.5053405361720977	0.5770509604844136	0.6947898681541118	0.13498141891235393	-0.4380827517562418	True	False	0.5	1.0	0.25		False	0.9600924529799222	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
RASA3	4	0.5099661114973558	0.06387221122486608	0.5037412986215364	0.605115353893346	0.3584689061920221	0.1513458817719806	-0.04046081342262298	True	False	0.25	0.375	0.25		False	0.8221627590893646	0.9645063778899814	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
CRYGD	3	0.6761003252428823	-0.04623448176584599	0.5020662558035907	0.43044509536138564	0.3769304599672063	-0.06676916101645247	0.23363701360999034	True	False	0.5	1.0	0.5		False	0.9600924529799222	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
LRRC63	3	0.7755692231352151	0.33371949582121974	0.5001544054904983	0.4690095528792648	1.0821288933911655	0.09483918366280442	0.2667583609358086	True	False	0.5	0.25	1.0		False	0.9600924529799222	0.8757238508867174	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
ZFP592	4	0.5010854291993893	0.0030855466526447106	0.49799988254674454	0.5615859859343422	0.5834931682101574	0.025259201409084886	-0.019088108103795465	True	False	0.125	1.0	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
GRINA	3	0.561414999206723	0.08506785125634186	0.4971087362314561	0.25882656944582916	0.9438810984638115	-0.6075338307610547	0.8010561865428811	True	False	0.5	1.0	0.5		False	0.9600924529799222	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
NXPE5	4	0.5257628537723301	0.07452681634643932	0.49180917449410266	0.28490173871394453	0.6589788484663219	-0.1051412673619343	0.25419490005481293	True	False	0.125	0.625	0.25		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
FAM13B	4	0.5427330048058636	-0.014340649189620303	0.48971305946847554	0.7591108955098518	0.27778632657536906	-0.03775400219641911	0.0567261221232338	True	False	0.625	1.0	0.125		False	0.9600924529799222	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
TLR4	4	0.5132530388024463	0.05347646111746285	0.4803911127178999	0.39653460247851857	0.4442603436092083	0.20045242872393731	-0.09609378969682236	True	False	0.125	0.625	0.25		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
VMN1R196	3	0.5793170574784074	0.247650965173853	0.4800972558055625	0.575707166785417	0.5829269481713979	0.22942632629678616	0.2658756040509198	True	False	0.25	0.5	0.25		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
OSGIN2	3	0.6628064019788775	0.21560722659390374	0.4769513517229522	0.4391725211978401	0.8864402827599149	0.6422906742530992	0.43754898057772085	True	True	0.75	0.25	1.0		False	1.0	0.8757238508867174	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
VWC2L	4	0.6245970184548089	0.14900775159483204	0.4765807868261477	0.43433675831359864	0.8148572785960191	0.06848236543244024	0.2275500978248821	True	False	0.375	0.125	0.625		False	0.9052095024317247	0.8757238508867174	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
STARD5	4	0.5864108309886538	-0.00959399945977979	0.47492594018807177	0.7488357117982747	0.42398595017903284	0.0038542752890506904	0.030086099505883812	True	False	0.25	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
LAMP2	4	0.6495546112476435	-0.04736400338522162	0.4700885021584478	0.539932175570565	0.6241407118154787	-0.01211146108087835	-0.06564903785010245	True	False	0.25	0.875	0.125	lipid_lysosomal_apc	False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
GSTM3	4	0.5234184064131451	-0.007193429605302226	0.46654829990985214	0.43163256678780626	0.6152042460384839	-0.06799838219591159	-0.32187587627490144	True	False	0.625	0.875	0.25		False	0.9600924529799222	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
GBA	3	0.5017063419412149	0.04003432584689115	0.46167201609432373	0.7295957780373601	0.9777291820726575	0.29198330726736454	-0.04843340907125526	True	False	0.25	0.75	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
MCCC2	4	0.5095199366919614	0.055270084675767994	0.4584034519915443	0.41151793796275604	0.5211479810349557	-0.41635206156431526	0.5706765450077227	True	False	0.125	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SERTAD4	4	0.5436526515315212	0.044177463565411745	0.45754875925795724	0.5186460445670866	0.3777731857810309	-0.15272080477047956	0.06263277360531205	True	False	0.375	0.875	0.625		False	0.9052095024317247	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
HAS2	3	0.5258324823535072	0.0686508024244652	0.457181679929042	0.7055258602383927	0.35001117248886704	0.3320440647463574	-0.4232607878222505	True	False	0.25	0.75	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
FAM196A	2	0.5291976271845954	0.07233419495533178	0.4568634322292636	0.5252720571020035	0.5331231972671873	0.47305785434066494	-0.3283894644300014	True	False					False				KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
LEMD3	4	0.6024701763407664	-0.23649374130446832	0.45562238706631797	0.2933860411035649	0.6617201972052376	0.2598753568318699	-0.5914794707721489	True	False	0.25	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
FAM126B	4	0.5896740382393278	0.10390881784957362	0.45557968868024357	0.6107525119450679	0.7026854915592513	-0.043577081969445874	0.2754579926866514	True	False	0.125	0.25	0.125		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
E130308A19RIK	4	0.6110249587239921	0.14554184688992455	0.4542341640448626	0.3684016874607663	0.6146810640535256	-0.050102135329532116	0.1844563484475854	True	False	0.25	0.25	0.25		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
OLFR1107	4	0.570866540707108	0.03859124405247527	0.45135927625127836	0.5295207673180065	0.3686624035561967	0.08393338118023519	-0.06472297821161255	True	False	0.125	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
GSX2	4	0.5032470458700936	-0.08138605786444497	0.4512077698966469	0.4950101160410285	0.47107432166809726	-0.03220498098466784	-0.1305671347442221	True	False	0.25	0.875	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
EPHB2	3	0.5595061023474748	-0.08159124586467925	0.44759569599572036	0.7170729666309583	0.6708923421825039	0.14538057262479676	0.3059054875230416	True	False	0.5	1.0	0.5		False	0.9600924529799222	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
CYTH2	4	0.6043452846327857	0.024248362967601578	0.44694379112929594	0.8143412703500834	0.4730735106832604	0.11263453600915851	-0.07417219443111178	True	False	0.25	1.0	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
ZFP462	4	0.5742771774148189	0.06533393343113791	0.4467200542667513	0.7067812343103095	0.29286376659499624	0.3074133772475287	-0.20159571030239087	True	False	0.125	0.25	0.125		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
NMRAL1	3	0.6099771616348004	0.17480904950773168	0.4435446939149168	1.0496326951958905	0.9104474656782529	0.42829967332679963	0.26256314131852854	True	True	0.5	0.25	0.75		False	0.9600924529799222	0.8757238508867174	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
1810065E05RIK	4	0.6007483697110578	0.15568226124605988	0.4388075333652547	0.5800252264314458	0.5545220212721904	0.17258490904530444	0.14262835459208367	True	False	0.125	0.125	0.125		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
GARNL3	4	0.537822801064789	0.13520406391824513	0.43847621345230536	0.5495568675132678	0.5260887346163101	-0.1885706750152496	0.5147931607274934	True	False	0.25	0.375	0.25		False	0.8221627590893646	0.9645063778899814	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
LCT	4	0.5402932213022491	0.11290754442375639	0.4273856768784927	0.337295629750364	0.454893787901421	-0.15865437643889568	0.42891787148925364	True	False	0.625	0.375	0.875		False	0.9600924529799222	0.9645063778899814	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SLC11A1	4	0.5300795714310801	0.10283394833850978	0.4272456230925703	0.44848868687985477	0.4239961246450268	0.12303832855818908	0.12620433010246823	True	False	0.375	0.625	0.875		False	0.9052095024317247	0.9889744952178533	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
NSUN5	4	0.5421548166335278	0.12097969547954213	0.42251391017688944	0.7302143928188685	0.37935097274121676	0.1774540783570453	0.0975050846373946	True	False	0.375	0.625	0.625		False	0.9052095024317247	0.9889744952178533	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
NUBPL	4	0.6110211897106805	0.31425476816374076	0.41913019429960696	0.6424836848264941	0.5497620453230407	0.3228285716802668	0.3056809646472147	True	True	0.25	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SARAF	4	0.564951955394628	0.01528359201130125	0.41690478842865764	0.27353226428192623	0.7201011201187388	0.07885225301144239	-0.0407322769135241	True	False	0.375	0.625	0.625		False	0.9052095024317247	0.9889744952178533	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
FOXR2	4	0.5382317334503814	0.16472770679806836	0.412903042981121	0.44414292121706334	0.5238982143387045	0.4179784727927298	-0.05500182781381735	True	False	0.25	0.25	0.875		False	0.8221627590893646	0.8757238508867174	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
APOA5	4	0.5041348456865947	-0.17884099376260854	0.411978883115214	0.3773046467660677	0.5215674019897749	-0.292439293379942	-0.10189612434736883	True	False	0.875	0.625	0.25		False	1.0	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
E230025N22RIK	4	0.5807717926284779	0.22865496484017678	0.4055999373476642	0.6071329437559445	0.7672388263475951	0.21044777522073144	0.27298644306070097	True	False	0.125	0.125	0.25		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
BICC1	4	0.5625122663356081	-0.13150954503285273	0.4042508213954289	0.5218360151997417	0.41327435671264	0.3063766664819758	-0.5542535037342575	True	False	0.875	0.875	0.625		False	1.0	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
EVI5	4	0.5143794662552321	-0.00019381544886132307	0.39264313875982915	0.28407944055212164	0.33381252402437744	0.08797099011626996	-0.08879012432548072	True	False	0.375	1.0	0.25		False	0.9052095024317247	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
RGS9	3	0.5943633764922047	-0.06533296212915074	0.3916737569236979	0.3634125239968147	0.8253142289875948	0.336634659780521	-0.46730058403882246	True	False	0.25	1.0	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
DNAJC1	4	0.5719939398748746	0.12250977700752852	0.3902360158197633	0.8145678380368462	0.2542604579317569	0.3046514291310327	-0.059631875115975674	True	False	0.125	0.375	0.125		False	0.8221627590893646	0.9645063778899814	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
GORASP1	4	0.5168823433961347	-0.00318251766808908	0.38928021658819634	0.5974657789657127	0.3548147264994128	-0.08188794114051623	0.07552290580433807	True	False	0.125	1.0	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SAA1	4	0.5739516753446716	-0.032845163422011714	0.3879955833673697	0.764979713875753	0.351466721474057	0.1004821498989874	-0.16617247674301083	True	False	0.125	1.0	0.125		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
OLFR558	4	0.705063184805508	0.2365824347276494	0.38244749135152367	0.583002022356981	0.4856186627089454	-0.041873971587454095	0.30554718231539857	True	False	0.25	0.875	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
UBE2U	4	0.5791359439757635	0.08176172717733232	0.3793343415725289	0.45086278768476684	0.7912815144870389	0.0006711779080343927	0.17023264031879926	True	False	0.125	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
GUCY2E	4	0.6110628748438983	0.12353641433824969	0.377644752991001	0.6753711158032096	0.4701809695101751	0.1581210765124601	0.08895175216403928	True	False	0.25	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
BLK	4	0.7918055298306178	0.26812383203440837	0.37630392385179323	0.9081152221260893	0.6321800317697983	0.2714624394224372	-0.007449095641756331	True	False	0.25	0.875	0.625		False	0.8221627590893646	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
ZFYVE16	4	0.5411391824275238	0.16815027709952501	0.3729889053279988	0.4839595035852384	0.5983188612698092	-0.018425944492544533	0.686722968153233	True	False	0.125	0.625	0.625		False	0.8221627590893646	0.9889744952178533	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
GM973	4	0.6156876026369561	-0.000140113498590555	0.3709561475060108	0.6539726429309027	0.3533451566328283	-0.14520380579238013	0.15731524189102952	True	False	0.875	1.0	0.875		False	1.0	1.0	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
QPRT	4	0.5288697926674565	-0.019690208116154073	0.37004402027722183	0.4088788144611535	0.5432384809027859	0.28250562631278253	-0.4205080640001535	True	False	0.25	0.875	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
TAS2R103	3	0.5990772762140373	0.06369892552723	0.3662250630539572	0.6949613090719926	0.31621669489011683	0.571221916518887	-0.20671431095503534	True	False	1.0	1.0	1.0		False	1.0	1.0	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
AKT2	3	0.6005480995971684	0.2113982254461746	0.36469153974906776	0.33547696773900615	0.8167025626514786	-0.09435034197206349	0.5171467928644127	True	False	0.25	0.25	0.25		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
AW146154	3	0.5991944801267695	-0.15866482713162577	0.3637717849164588	0.3109123638321427	0.7795681614211651	0.2912631810240387	-0.16818466848567315	True	False	0.5	0.75	0.5		False	0.9600924529799222	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
MC2R	4	0.5898506261884081	0.09252059566929616	0.36370371841915483	0.6796021244530259	0.48972504937361916	0.14418391211067494	0.28519811923750704	True	False	0.625	0.375	0.625		False	0.9600924529799222	0.9645063778899814	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
OLFM3	4	0.5397371833187382	0.03471981164787752	0.36098106382849804	0.3568035692576552	0.6183567541028716	-0.15385814364807704	0.30987472110687	True	False	0.125	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
