seed	design	n_per_outcome_group_per_compartment	n_unique_subjects	n_samples	interaction_effect_sd	paired_residual_correlation	composition_imbalance	composition_reliability	alpha	analysis_route	n_simulated_cohorts	n_valid_fits	valid_fit_rate	conclusive_count	conclusive_probability	conclusive_probability_ci_low	conclusive_probability_ci_high	median_interaction_estimate	median_interaction_se	maximum_design_condition
54911	paired	30	60	120	0.4	0.8	0.5	1.0	0.05	unadjusted	250	250	1.0	220	0.88	0.8338618921256289	0.9146368002578331	0.6954250098728274	0.22496358663218924	6.854101966249684
54911	paired	30	60	120	0.4	0.8	0.5	1.0	0.05	composition_adjusted	250	250	1.0	156	0.624	0.5625067230275577	0.681740218697572	0.40251623619351684	0.16952824593499793	12.320319077180889
54911	unpaired	30	120	120	0.4	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	106	0.424	0.3643452153621208	0.4859550461611866	0.774551957504371	0.42429098130934406	46.97871376374783
54911	unpaired	30	120	120	0.4	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	51	0.204	0.15870525412410838	0.2582536591771948	0.41998965198443283	0.38168230768735045	65.11606999583046
54911	paired	30	60	120	0.4	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	105	0.42	0.3604822730348509	0.4819390548844201	0.717012121335757	0.3964077631300208	6.854101966249684
54911	paired	30	60	120	0.4	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	71	0.284	0.2316994606970238	0.3428381246850081	0.5732857842463424	0.3869845082780482	12.87009466432261
54911	paired	30	60	120	0.4	0.5	0.5	0.7	0.05	unadjusted	250	250	1.0	152	0.608	0.5462866446092448	0.6664445626997392	0.677523156025577	0.298070921847044	6.854101966249684
54911	paired	30	60	120	0.4	0.5	0.5	0.7	0.05	composition_adjusted	250	250	1.0	112	0.448	0.38760667582628155	0.5099671873212446	0.5325416221714514	0.28362856727598884	11.440988343363454
54911	paired	30	60	120	0.4	0.8	0.5	0.7	0.05	unadjusted	250	250	1.0	211	0.844	0.793854055172539	0.8837342347745949	0.6802574143684113	0.2222951227645638	6.854101966249684
54911	paired	30	60	120	0.4	0.8	0.5	0.7	0.05	composition_adjusted	250	250	1.0	192	0.768	0.711859348258913	0.8160292032115287	0.5397403407468395	0.1976458654620306	12.718890172397016
54911	unpaired	30	120	120	0.4	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	94	0.376	0.31825978130242794	0.4374932769724422	0.6716034850245561	0.42310829705705044	46.97871376374783
54911	unpaired	30	120	120	0.4	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	57	0.228	0.18034129807610466	0.2838912168494172	0.5021226515419717	0.3943023567510472	66.25425710788086
54911	paired	30	60	120	0.7	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	100	0.4	0.34122832313654916	0.4617983367625397	0.6666604686028619	0.3885108283651052	6.854101966249684
54911	paired	30	60	120	0.7	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	111	0.444	0.383719851999915	0.5059750775435747	0.6762733252035297	0.36202488643528036	9.377604234675454
54911	paired	30	60	120	0.7	0.5	0.0	1.0	0.05	unadjusted	250	250	1.0	158	0.632	0.5706422103010869	0.6893625986321157	0.7022039018926758	0.2989709921723569	6.854101966249684
54911	paired	30	60	120	0.7	0.5	0.0	1.0	0.05	composition_adjusted	250	250	1.0	193	0.772	0.7161087831505828	0.8196587019238954	0.6815420258951967	0.26319454531173303	9.05688674330617
54911	paired	30	60	120	0.7	0.8	0.0	1.0	0.05	unadjusted	250	250	1.0	214	0.856	0.8070876594372886	0.8941374313219549	0.6999950562497408	0.2233740202871774	6.854101966249684
54911	paired	30	60	120	0.7	0.8	0.0	1.0	0.05	composition_adjusted	250	250	1.0	245	0.98	0.9540443568684314	0.9914276756159417	0.7036137626767286	0.16502210702587405	8.827078390672327
54911	unpaired	30	120	120	0.7	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	92	0.368	0.3106374013678842	0.42935778969891303	0.7226911346522779	0.42160809593110005	46.97871376374783
54911	unpaired	30	120	120	0.7	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	123	0.492	0.4306200826658989	0.553622050126028	0.7085362281992644	0.3689859657500988	58.71903093299548
54911	paired	30	60	120	0.7	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	102	0.408	0.34891768191191647	0.4698668451952452	0.6875296365217537	0.39246522455797295	6.854101966249684
54911	paired	30	60	120	0.7	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	112	0.448	0.38760667582628155	0.5099671873212446	0.6836722265048327	0.3810246310757779	11.145529734886995
54911	paired	30	60	120	0.7	0.5	0.0	0.7	0.05	unadjusted	250	250	1.0	146	0.584	0.5220809648361122	0.643376640848653	0.6597545012478184	0.3004249917454669	6.854101966249684
54911	paired	30	60	120	0.7	0.5	0.0	0.7	0.05	composition_adjusted	250	250	1.0	168	0.672	0.6115836088885267	0.7272105360850405	0.6873049824471159	0.27865167283922004	11.379159557831041
54911	paired	30	60	120	0.7	0.8	0.0	0.7	0.05	unadjusted	250	250	1.0	207	0.828	0.7763472799248405	0.8697252756061478	0.7053414221357865	0.2224958678041091	6.854101966249684
54911	paired	30	60	120	0.7	0.8	0.0	0.7	0.05	composition_adjusted	250	250	1.0	232	0.928	0.8890714648901645	0.953974430741735	0.7233768539243755	0.1948789451756891	10.190091172465305
54911	unpaired	30	120	120	0.7	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	94	0.376	0.31825978130242794	0.4374932769724422	0.7074882361612818	0.42401914135591834	46.97871376374783
54911	unpaired	30	120	120	0.7	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	106	0.424	0.3643452153621208	0.4859550461611866	0.7186177900819783	0.3867775099159488	58.97203971284094
54911	paired	30	60	120	0.7	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	173	0.692	0.6322270749710638	0.7459617380226854	0.9770905819387031	0.39555019355168414	6.854101966249684
54911	paired	30	60	120	0.7	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	118	0.472	0.4110100538102362	0.5338374109615085	0.7261897981727545	0.3753998432558575	11.842284926243185
54911	paired	30	60	120	0.7	0.5	0.5	1.0	0.05	unadjusted	250	250	1.0	227	0.908	0.8657382427250239	0.9379129848866933	1.0254112809602112	0.2983086781092551	6.854101966249684
54911	paired	30	60	120	0.7	0.5	0.5	1.0	0.05	composition_adjusted	250	250	1.0	184	0.736	0.6780850417789055	0.7867720408592447	0.7290748171866144	0.26740908324162127	11.4155811149751
54911	paired	30	60	120	0.7	0.8	0.5	1.0	0.05	unadjusted	250	250	1.0	246	0.984	0.9595901906588808	0.9937607754295288	1.0421766899937697	0.22514593920755732	6.854101966249684
54911	paired	30	60	120	0.7	0.8	0.5	1.0	0.05	composition_adjusted	250	250	1.0	246	0.984	0.9595901906588808	0.9937607754295288	0.7219798095650192	0.16939625831934407	11.195255192549345
54911	unpaired	30	120	120	0.7	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	153	0.612	0.5503353651783642	0.6702747757346561	0.9952344333596672	0.4271283470326395	46.97871376374783
54911	unpaired	30	120	120	0.7	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	103	0.412	0.35276848978585706	0.47389497092534105	0.6519563869891837	0.3789497042401182	64.92599773011511
54911	paired	30	60	120	0.7	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	164	0.656	0.5951531877270251	0.7121252228303963	0.9587234968591819	0.3941793988190928	6.854101966249684
54911	paired	30	60	120	0.7	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	139	0.556	0.49402492245642526	0.616280148000085	0.8142410334791	0.38668639969485374	11.576569605284167
54911	paired	30	60	120	0.7	0.5	0.5	0.7	0.05	unadjusted	250	250	1.0	224	0.896	0.8519796592920389	0.928034767507569	0.9865323362449783	0.3006833437730587	6.854101966249684
54911	paired	30	60	120	0.7	0.5	0.5	0.7	0.05	composition_adjusted	250	250	1.0	207	0.828	0.7763472799248405	0.8697252756061478	0.8156359125517288	0.2842489041113532	12.20804500288216
54911	paired	30	60	120	0.7	0.8	0.5	0.7	0.05	unadjusted	250	250	1.0	246	0.984	0.9595901906588808	0.9937607754295288	0.9750344457031704	0.2254606235723567	6.854101966249684
54911	paired	30	60	120	0.7	0.8	0.5	0.7	0.05	composition_adjusted	250	250	1.0	246	0.984	0.9595901906588808	0.9937607754295288	0.8302725638288526	0.19981046661695462	11.662306295166264
54911	unpaired	30	120	120	0.7	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	165	0.66	0.5992539325984954	0.7159034115629623	1.0467183620874598	0.4255220664523739	46.97871376374783
54911	unpaired	30	120	120	0.7	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	139	0.556	0.49402492245642526	0.616280148000085	0.8246788623816287	0.39980300107293876	62.53026855955041
54911	paired	30	60	120	1.0	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	177	0.708	0.6488299033041979	0.7608746441056972	0.984352503344061	0.394153715912134	6.854101966249684
54911	paired	30	60	120	1.0	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	188	0.752	0.6949243835691702	0.8014484334851256	0.9898530070403125	0.3651370828879821	8.930039233169738
54911	paired	30	60	120	1.0	0.5	0.0	1.0	0.05	unadjusted	250	250	1.0	222	0.888	0.8428908673839414	0.9213656922075936	1.0214683396641364	0.29945454224486157	6.854101966249684
54911	paired	30	60	120	1.0	0.5	0.0	1.0	0.05	composition_adjusted	250	250	1.0	245	0.98	0.9540443568684314	0.9914276756159417	1.0096550205929788	0.2588186526123698	8.363725991132766
54911	paired	30	60	120	1.0	0.8	0.0	1.0	0.05	unadjusted	250	250	1.0	247	0.988	0.9653192195729803	0.9959106801194657	1.0316627783893964	0.22444800406322504	6.854101966249684
54911	paired	30	60	120	1.0	0.8	0.0	1.0	0.05	composition_adjusted	250	250	1.0	250	1.0	0.9848667005045553	0.9999999999999998	0.9978642604990333	0.1653819239549807	9.011409353806604
54911	unpaired	30	120	120	1.0	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	151	0.604	0.5422420845485156	0.6626101891564318	0.9775524081843785	0.42192037020565804	46.97871376374783
54911	unpaired	30	120	120	1.0	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	183	0.732	0.6738894704931712	0.7830886785409424	0.9553360231743511	0.36722794605776565	59.19725011872174
54911	paired	30	60	120	1.0	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	173	0.692	0.6322270749710638	0.7459617380226854	1.0043045713733751	0.39902253104515706	6.854101966249684
54911	paired	30	60	120	1.0	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	190	0.76	0.7033795246798652	0.8087511595825035	1.0009371092940285	0.3842980103108946	12.109176554110956
54911	paired	30	60	120	1.0	0.5	0.0	0.7	0.05	unadjusted	250	250	1.0	228	0.912	0.8703615171695354	0.9411686440462184	0.9653201672294598	0.30310158950031996	6.854101966249684
54911	paired	30	60	120	1.0	0.5	0.0	0.7	0.05	composition_adjusted	250	250	1.0	233	0.932	0.8938107478142963	0.9571140814216397	0.9733788950771335	0.2834820290297746	11.020850248631065
54911	paired	30	60	120	1.0	0.8	0.0	0.7	0.05	unadjusted	250	250	1.0	249	0.996	0.9776942144345839	0.9992935524659348	0.9833357433326194	0.22392521070206978	6.854101966249684
54911	paired	30	60	120	1.0	0.8	0.0	0.7	0.05	composition_adjusted	250	250	1.0	250	1.0	0.9848667005045553	0.9999999999999998	0.9959668600536237	0.1957307507094413	11.54685632074937
54911	unpaired	30	120	120	1.0	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	160	0.64	0.5787949527342393	0.6969677234070362	1.058734436946223	0.42591896792622397	46.97871376374783
54911	unpaired	30	120	120	1.0	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	183	0.732	0.6738894704931712	0.7830886785409424	1.0024358239093718	0.3880742435656169	59.22189029282929
54911	paired	30	60	120	1.0	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	218	0.872	0.824887758249811	0.9078530669255781	1.3482941912766568	0.3958615841255705	6.854101966249684
54911	paired	30	60	120	1.0	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	186	0.744	0.6864931320715649	0.7941218177746582	1.0532256270831972	0.38146139384269573	10.643194826281904
54911	paired	30	60	120	1.0	0.5	0.5	1.0	0.05	unadjusted	250	250	1.0	247	0.988	0.9653192195729803	0.9959106801194657	1.278329812607843	0.3023279357655677	6.854101966249684
54911	paired	30	60	120	1.0	0.5	0.5	1.0	0.05	composition_adjusted	250	250	1.0	238	0.952	0.9179876987868126	0.9723317984693053	0.98466093725791	0.27027488257178983	10.378531016202917
54911	paired	30	60	120	1.0	0.8	0.5	1.0	0.05	unadjusted	250	250	1.0	250	1.0	0.9848667005045553	0.9999999999999998	1.3089701365450757	0.22547189390680678	6.854101966249684
54911	paired	30	60	120	1.0	0.8	0.5	1.0	0.05	composition_adjusted	250	250	1.0	250	1.0	0.9848667005045553	0.9999999999999998	1.0070949786175734	0.16924100333386247	10.07036226135714
54911	unpaired	30	120	120	1.0	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	212	0.848	0.7982548908329247	0.8872123327182458	1.2744733963214383	0.4223090010004762	46.97871376374783
54911	unpaired	30	120	120	1.0	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	183	0.732	0.6738894704931712	0.7830886785409424	0.9869709477004287	0.37937791429463824	68.50031594191395
54911	paired	30	60	120	1.0	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	225	0.9	0.8565482893919354	0.9313450710117088	1.2562932578714776	0.3944361832823903	6.854101966249684
54911	paired	30	60	120	1.0	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	214	0.856	0.8070876594372886	0.8941374313219549	1.1337359459867946	0.3885517371221847	11.731373519217378
54911	paired	30	60	120	1.0	0.5	0.5	0.7	0.05	unadjusted	250	250	1.0	248	0.992	0.9713054704167919	0.9978033628796906	1.2861299650985085	0.299884389056367	6.854101966249684
54911	paired	30	60	120	1.0	0.5	0.5	0.7	0.05	composition_adjusted	250	250	1.0	241	0.964	0.9330095775982306	0.9809467204699966	1.1488754210682717	0.2845910337875469	12.091468286825906
54911	paired	30	60	120	1.0	0.8	0.5	0.7	0.05	unadjusted	250	250	1.0	250	1.0	0.9848667005045553	0.9999999999999998	1.2932347747360358	0.222685905537558	6.854101966249684
54911	paired	30	60	120	1.0	0.8	0.5	0.7	0.05	composition_adjusted	250	250	1.0	250	1.0	0.9848667005045553	0.9999999999999998	1.1780334098539356	0.19759203550447335	12.05840618259744
54911	unpaired	30	120	120	1.0	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	213	0.852	0.8026659811384634	0.8906801760167434	1.227385305890228	0.4249966487390474	46.97871376374783
54911	unpaired	30	120	120	1.0	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	195	0.78	0.7246272763980252	0.8268980758845258	1.028856285860883	0.397178937520713	61.07251786885974
54911	paired	50	100	200	0.0	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	10	0.04	0.021869911954542545	0.07205272358126646	0.0025741537842408763	0.30662853554395303	6.8541019662496865
54911	paired	50	100	200	0.0	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	11	0.044	0.02474379816749356	0.07705777097235189	0.017566685406370464	0.28541289429510847	7.983703938381892
54911	paired	50	100	200	0.0	0.5	0.0	1.0	0.05	unadjusted	250	250	1.0	14	0.056	0.03364764921901088	0.0917907207329439	0.023551490778469866	0.23234244872265053	6.8541019662496865
54911	paired	50	100	200	0.0	0.5	0.0	1.0	0.05	composition_adjusted	250	250	1.0	14	0.056	0.03364764921901088	0.0917907207329439	-0.007899283647893135	0.20164811753590212	7.836204724552559
54911	paired	50	100	200	0.0	0.8	0.0	1.0	0.05	unadjusted	250	250	1.0	17	0.068	0.04288591857836033	0.10618925218570377	0.0023558874072055064	0.17210584483977193	6.8541019662496865
54911	paired	50	100	200	0.0	0.8	0.0	1.0	0.05	composition_adjusted	250	250	1.0	19	0.076	0.04919164066173632	0.11564139731040066	-0.011384392861822419	0.1260325244367269	8.133870819749452
54911	unpaired	50	200	200	0.0	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	6	0.024	0.01104477730613677	0.051362123813526464	-0.025283501873401518	0.32987996852390405	46.978713763747784
54911	unpaired	50	200	200	0.0	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	12	0.048	0.02766820153069461	0.08201230121318728	-0.047720347811181126	0.28612008161405705	54.01416344297302
54911	paired	50	100	200	0.0	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	14	0.056	0.03364764921901088	0.0917907207329439	0.034454537328736476	0.30451204667680265	6.8541019662496865
54911	paired	50	100	200	0.0	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	16	0.064	0.039774745277095874	0.10142149188293179	0.04118943679821613	0.2937112676488518	9.515447394646616
54911	paired	50	100	200	0.0	0.5	0.0	0.7	0.05	unadjusted	250	250	1.0	10	0.04	0.021869911954542545	0.07205272358126646	-0.00274231701362683	0.2325404829263773	6.8541019662496865
54911	paired	50	100	200	0.0	0.5	0.0	0.7	0.05	composition_adjusted	250	250	1.0	12	0.048	0.02766820153069461	0.08201230121318728	0.006423275056629121	0.21599799454922303	10.169006615331172
54911	paired	50	100	200	0.0	0.8	0.0	0.7	0.05	unadjusted	250	250	1.0	10	0.04	0.021869911954542545	0.07205272358126646	-1.2749381945762611e-05	0.17469506754264402	6.8541019662496865
54911	paired	50	100	200	0.0	0.8	0.0	0.7	0.05	composition_adjusted	250	250	1.0	10	0.04	0.021869911954542545	0.07205272358126646	-0.014304147698424134	0.15232169773715815	9.520770094150718
54911	unpaired	50	200	200	0.0	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	8	0.032	0.01630236549364963	0.06186240283408649	0.036878558726075567	0.3305611241136751	46.978713763747784
54911	unpaired	50	200	200	0.0	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	12	0.048	0.02766820153069461	0.08201230121318728	0.011060066977651974	0.301254143845741	54.26306964661127
54911	paired	50	100	200	0.0	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	46	0.184	0.14087551749687086	0.23668872778425012	0.31273166621735093	0.30266339510155205	6.8541019662496865
54911	paired	50	100	200	0.0	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	14	0.056	0.03364764921901088	0.0917907207329439	0.021135125566052224	0.2880514976253448	9.30947434252227
54911	paired	50	100	200	0.0	0.5	0.5	1.0	0.05	unadjusted	250	250	1.0	55	0.22	0.17310192411547415	0.2753727236019748	0.30123918218321405	0.23336014316356724	6.8541019662496865
54911	paired	50	100	200	0.0	0.5	0.5	1.0	0.05	composition_adjusted	250	250	1.0	7	0.028	0.013628058600839217	0.05665777612286046	0.022478546793310766	0.2048539256732928	9.92462800780482
54911	paired	50	100	200	0.0	0.8	0.5	1.0	0.05	unadjusted	250	250	1.0	87	0.348	0.29165747573175427	0.40894304731486075	0.2843838666004849	0.17440673654280128	6.8541019662496865
54911	paired	50	100	200	0.0	0.8	0.5	1.0	0.05	composition_adjusted	250	250	1.0	21	0.084	0.05559603876664466	0.12499486641356522	0.014749737593335893	0.13187208279550355	9.64057371183199
54911	unpaired	50	200	200	0.0	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	44	0.176	0.13379976146744743	0.22800661660560062	0.3300444151602125	0.32943129573032237	46.978713763747784
54911	unpaired	50	200	200	0.0	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	6	0.024	0.01104477730613677	0.051362123813526464	0.023747360812789498	0.29212901192118035	60.01242881061024
54911	paired	50	100	200	0.0	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	36	0.144	0.10586256867804505	0.19291234056271145	0.2821492738783971	0.30492070030000784	6.8541019662496865
54911	paired	50	100	200	0.0	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	19	0.076	0.04919164066173632	0.11564139731040066	0.14846047428272752	0.29956077102906553	11.538924115377142
54911	paired	50	100	200	0.0	0.5	0.5	0.7	0.05	unadjusted	250	250	1.0	61	0.244	0.19489716930255266	0.3008510800391149	0.2726796174864953	0.2324474178923332	6.8541019662496865
54911	paired	50	100	200	0.0	0.5	0.5	0.7	0.05	composition_adjusted	250	250	1.0	28	0.112	0.07863430779240635	0.1571091326160586	0.12898203297208305	0.21902623768354978	11.15996296602315
54911	paired	50	100	200	0.0	0.8	0.5	0.7	0.05	unadjusted	250	250	1.0	105	0.42	0.3604822730348509	0.4819390548844201	0.3047558521104562	0.17327093602016774	6.8541019662496865
54911	paired	50	100	200	0.0	0.8	0.5	0.7	0.05	composition_adjusted	250	250	1.0	50	0.2	0.1551240063301722	0.2539559733670946	0.15767596666133982	0.15509595735334702	11.19945460582021
54911	unpaired	50	200	200	0.0	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	39	0.156	0.11626576522540502	0.20614594482746082	0.3128235095309344	0.32817660885412875	46.978713763747784
54911	unpaired	50	200	200	0.0	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	14	0.056	0.03364764921901088	0.0917907207329439	0.06786463260838607	0.3048521595066881	61.61771942390695
54911	paired	50	100	200	0.4	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	62	0.248	0.19855156651487427	0.3050756164308297	0.4319047873458548	0.30703471526541076	6.8541019662496865
54911	paired	50	100	200	0.4	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	78	0.312	0.25777888902447976	0.3719112315858073	0.4202487725701348	0.2843624963800523	7.8805481027785005
54911	paired	50	100	200	0.4	0.5	0.0	1.0	0.05	unadjusted	250	250	1.0	106	0.424	0.3643452153621208	0.4859550461611866	0.41445694054861126	0.2311678732726292	6.8541019662496865
54911	paired	50	100	200	0.4	0.5	0.0	1.0	0.05	composition_adjusted	250	250	1.0	129	0.516	0.45428015272974154	0.5772355816864043	0.40910945028919765	0.20024384599537848	7.887215654093797
54911	paired	50	100	200	0.4	0.8	0.0	1.0	0.05	unadjusted	250	250	1.0	145	0.58	0.5180609451155799	0.639517726965149	0.4006390841757892	0.17447559821272762	6.8541019662496865
54911	paired	50	100	200	0.4	0.8	0.0	1.0	0.05	composition_adjusted	250	250	1.0	218	0.872	0.824887758249811	0.9078530669255781	0.40118414899153243	0.12841761035945876	8.319345262359768
54911	unpaired	50	200	200	0.4	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	64	0.256	0.20587818222534185	0.3135068679284351	0.4543291776715648	0.3291158073298771	46.978713763747784
54911	unpaired	50	200	200	0.4	0.0	0.0	1.0	0.05	composition_adjusted	250	250	1.0	87	0.348	0.29165747573175427	0.40894304731486075	0.4191962354943827	0.28671238986813113	54.72900829123983
54911	paired	50	100	200	0.4	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	66	0.264	0.2132279591407553	0.32191495822109456	0.44979489531791816	0.30405669132373436	6.8541019662496865
54911	paired	50	100	200	0.4	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	74	0.296	0.24284603162900242	0.3553283545651389	0.41780299549365574	0.2935255884739262	10.869763638821334
54911	paired	50	100	200	0.4	0.5	0.0	0.7	0.05	unadjusted	250	250	1.0	89	0.356	0.29923625944437476	0.4171221308103132	0.40057303314951653	0.23250436407671077	6.8541019662496865
54911	paired	50	100	200	0.4	0.5	0.0	0.7	0.05	composition_adjusted	250	250	1.0	104	0.416	0.35662335915134685	0.47791903516388773	0.38558897660159164	0.21567342096708614	9.982646039138803
54911	paired	50	100	200	0.4	0.8	0.0	0.7	0.05	unadjusted	250	250	1.0	159	0.636	0.574716410018678	0.6931673325185611	0.3937931499420704	0.17237004906710407	6.8541019662496865
54911	paired	50	100	200	0.4	0.8	0.0	0.7	0.05	composition_adjusted	250	250	1.0	190	0.76	0.7033795246798652	0.8087511595825035	0.39993918089748004	0.15144528947828895	9.464686698256132
54911	unpaired	50	200	200	0.4	0.0	0.0	0.7	0.05	unadjusted	250	250	1.0	50	0.2	0.1551240063301722	0.2539559733670946	0.3782895830167637	0.3296921913218855	46.978713763747784
54911	unpaired	50	200	200	0.4	0.0	0.0	0.7	0.05	composition_adjusted	250	250	1.0	52	0.208	0.16229381886263317	0.26254402804270643	0.3490791776771801	0.2981416950495826	53.4672217308341
54911	paired	50	100	200	0.4	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	149	0.596	0.5341653599169152	0.6549290465799593	0.6981994026939745	0.3109986959983086	6.8541019662496865
54911	paired	50	100	200	0.4	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	67	0.268	0.21691132145905745	0.32611052950682884	0.4345801267613564	0.29519586146065696	9.93930211293757
54911	paired	50	100	200	0.4	0.5	0.5	1.0	0.05	unadjusted	250	250	1.0	210	0.84	0.7894631614651632	0.8802461948779344	0.7057448866567997	0.2337965581763347	6.8541019662496865
54911	paired	50	100	200	0.4	0.5	0.5	1.0	0.05	composition_adjusted	250	250	1.0	121	0.484	0.4227644183135957	0.5457198472702585	0.40631852291753134	0.20771764622163358	11.062786269347779
54911	paired	50	100	200	0.4	0.8	0.5	1.0	0.05	unadjusted	250	250	1.0	250	1.0	0.9848667005045553	0.9999999999999998	0.7175643438413286	0.17330471583079626	6.8541019662496865
54911	paired	50	100	200	0.4	0.8	0.5	1.0	0.05	composition_adjusted	250	250	1.0	230	0.92	0.8796703567961583	0.9476176716276683	0.42859078401528294	0.13170344971122835	10.336597184701073
54911	unpaired	50	200	200	0.4	0.0	0.5	1.0	0.05	unadjusted	250	250	1.0	145	0.58	0.5180609451155799	0.639517726965149	0.7063198925710434	0.3294926346065885	46.978713763747784
54911	unpaired	50	200	200	0.4	0.0	0.5	1.0	0.05	composition_adjusted	250	250	1.0	75	0.3	0.2465717791163956	0.3594815406817822	0.39049452653099376	0.2933497342899982	59.4652739734693
54911	paired	50	100	200	0.4	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	153	0.612	0.5503353651783642	0.6702747757346561	0.6978682035444583	0.30747880048918785	6.8541019662496865
54911	paired	50	100	200	0.4	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	108	0.432	0.3720831254487866	0.49397500328259375	0.5602183240187464	0.30248786644665193	10.697058496854142
54911	paired	50	100	200	0.4	0.5	0.5	0.7	0.05	unadjusted	250	250	1.0	216	0.864	0.8159642285705384	0.901018729396778	0.6967554755579208	0.23197697840957654	6.8541019662496865
54911	paired	50	100	200	0.4	0.5	0.5	0.7	0.05	composition_adjusted	250	250	1.0	180	0.72	0.6613357159999059	0.7720056322220984	0.5388179962557245	0.22130538107684905	11.60294652616019
54911	paired	50	100	200	0.4	0.8	0.5	0.7	0.05	unadjusted	250	250	1.0	246	0.984	0.9595901906588808	0.9937607754295288	0.6730182961031134	0.17494135083006354	6.8541019662496865
54911	paired	50	100	200	0.4	0.8	0.5	0.7	0.05	composition_adjusted	250	250	1.0	235	0.94	0.9033771072831172	0.9633055891608915	0.546447985840347	0.15478695205229534	10.702990952858848
54911	unpaired	50	200	200	0.4	0.0	0.5	0.7	0.05	unadjusted	250	250	1.0	143	0.572	0.5100329758142415	0.6317878290584145	0.7273114984999892	0.3278860317763401	46.978713763747784
54911	unpaired	50	200	200	0.4	0.0	0.5	0.7	0.05	composition_adjusted	250	250	1.0	85	0.34	0.2840965884370376	0.4007460674015046	0.47935690441876044	0.3054964917061883	61.456464921570046
54911	paired	50	100	200	0.7	0.0	0.0	1.0	0.05	unadjusted	250	250	1.0	150	0.6	0.5382016632374602	0.6587716768634508	0.667333481909009	0.3041627761122792	6.8541019662496865
