design	analysis_route	n_per_outcome_group_per_compartment	n_unique_subjects	n_samples	interaction_effect_sd	paired_residual_correlation	composition_imbalance	composition_reliability	alpha	n_simulated_cohorts	n_valid_fits	valid_fit_rate	conclusive_probability	conclusive_probability_ci_low	conclusive_probability_ci_high	minimum_seed_probability	maximum_seed_probability	median_interaction_estimate_across_seeds	median_interaction_se_across_seeds	maximum_design_condition
paired	composition_adjusted	15	30	60	0.4	0.8	0.5	0.7	0.05	750	750	1.0	0.43333333333333335	0.3982975233856314	0.4690485892088663	0.412	0.46	0.531261108649037	0.28412378956258444	20.113005992288773
paired	composition_adjusted	15	30	60	0.4	0.8	0.5	1.0	0.05	750	750	1.0	0.4026666666666667	0.36814937574078027	0.4381759486471863	0.376	0.436	0.4212692042753866	0.2396135981291933	13.992438935189323
paired	composition_adjusted	15	30	60	0.7	0.0	0.0	0.7	0.05	750	750	1.0	0.248	0.21842959630705144	0.2801387093001496	0.22	0.272	0.6803427129708451	0.5402365256388426	14.007929128559944
paired	composition_adjusted	15	30	60	0.7	0.0	0.0	1.0	0.05	750	750	1.0	0.24266666666666667	0.21334743058302255	0.2746085640317384	0.208	0.276	0.6772957755173228	0.5220275174168924	14.635727087745462
paired	composition_adjusted	15	30	60	0.7	0.0	0.5	0.7	0.05	750	750	1.0	0.336	0.3031073668042966	0.3705640701781676	0.332	0.34	0.8977076105436788	0.5504835778933165	18.263641810724806
paired	composition_adjusted	15	30	60	0.7	0.0	0.5	1.0	0.05	750	750	1.0	0.29333333333333333	0.26186846347892173	0.3269044855640209	0.284	0.304	0.7652565344094473	0.5372321807564537	15.172454091214297
paired	composition_adjusted	15	30	60	0.7	0.5	0.0	0.7	0.05	750	750	1.0	0.38	0.34595670529813405	0.41526629737196175	0.368	0.396	0.678953982386054	0.40230318608923743	19.281161167537014
paired	composition_adjusted	15	30	60	0.7	0.5	0.0	1.0	0.05	750	750	1.0	0.44133333333333336	0.40618498040138534	0.4770795986817726	0.416	0.472	0.660208188230064	0.36557393048562425	12.190844505283202
paired	composition_adjusted	15	30	60	0.7	0.5	0.5	0.7	0.05	750	750	1.0	0.5346666666666666	0.4988828731070381	0.570097148343823	0.496	0.556	0.8958815813787232	0.400669151794795	17.0059009509726
paired	composition_adjusted	15	30	60	0.7	0.5	0.5	1.0	0.05	750	750	1.0	0.4053333333333333	0.37076540463428237	0.44086607524990423	0.364	0.452	0.697055390449326	0.3738915217888846	15.277757930711267
