design	analysis_route	n_per_outcome_group_per_compartment	n_unique_subjects	n_samples	interaction_effect_sd	paired_residual_correlation	composition_imbalance	composition_reliability	alpha	n_simulated_cohorts	n_valid_fits	valid_fit_rate	conclusive_probability	conclusive_probability_ci_low	conclusive_probability_ci_high	minimum_seed_probability	maximum_seed_probability	median_interaction_estimate_across_seeds	median_interaction_se_across_seeds	maximum_design_condition
paired	unadjusted	50	100	200	0.0	0.8	0.5	1.0	0.05	750	750	1.0	0.3893333333333333	0.3550853535142641	0.4247091933926019	0.348	0.424	0.29467596449432426	0.17440673654280128	6.8541019662496865
paired	unadjusted	80	160	320	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.044	0.03149969729595624	0.06114771285040764	0.036	0.056	0.002020605249948501	0.2421360239777934	6.854101966249687
paired	unadjusted	80	160	320	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.06	0.045141500207031705	0.07934284291665275	0.032	0.076	-0.03156949242712526	0.2425443599413067	6.854101966249687
paired	unadjusted	80	160	320	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.23733333333333334	0.2082716582680895	0.26907202535423125	0.208	0.268	0.29724757691474707	0.24251226962617978	6.854101966249687
paired	unadjusted	80	160	320	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.24266666666666667	0.21334743058302255	0.2746085640317384	0.228	0.256	0.3033526294638127	0.2411491190453144	6.854101966249687
paired	unadjusted	80	160	320	0.0	0.5	0.0	0.7	0.05	750	750	1.0	0.04	0.02816046487022794	0.0565277120318058	0.036	0.044	-0.0021764665811345174	0.1839596736323107	6.854101966249687
paired	unadjusted	80	160	320	0.0	0.5	0.0	1.0	0.05	750	750	1.0	0.052	0.03826992623985369	0.07029595039517048	0.048	0.056	-0.002291820638587856	0.18487231615094776	6.854101966249687
paired	unadjusted	80	160	320	0.0	0.5	0.5	0.7	0.05	750	750	1.0	0.39066666666666666	0.3563905389567489	0.4260570856982272	0.356	0.432	0.3175861015861803	0.18470460771884079	6.854101966249687
paired	unadjusted	80	160	320	0.0	0.5	0.5	1.0	0.05	750	750	1.0	0.364	0.3303391606416829	0.3990469090510923	0.336	0.388	0.301101720597214	0.18531653877473325	6.854101966249687
paired	unadjusted	80	160	320	0.0	0.8	0.0	0.7	0.05	750	750	1.0	0.04	0.02816046487022794	0.0565277120318058	0.02	0.052	-0.003238415320103258	0.137254248571818	6.854101966249687
paired	unadjusted	80	160	320	0.0	0.8	0.0	1.0	0.05	750	750	1.0	0.04	0.02816046487022794	0.0565277120318058	0.024	0.052	0.0029189182086354765	0.13777236613019261	6.854101966249687
paired	unadjusted	80	160	320	0.0	0.8	0.5	0.7	0.05	750	750	1.0	0.56	0.5242582569221832	0.5951302417427691	0.52	0.596	0.28976857903550357	0.13854337849788864	6.854101966249687
paired	unadjusted	80	160	320	0.0	0.8	0.5	1.0	0.05	750	750	1.0	0.5826666666666667	0.5470415083752785	0.6174493120075445	0.58	0.588	0.297059079499703	0.1376870693955346	6.854101966249687
unpaired	composition_adjusted	10	40	40	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.048	0.03487072634594164	0.06573591704475239	0.044	0.052	-0.03074071808518042	0.6856682441849729	89.4415087194901
unpaired	composition_adjusted	10	40	40	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.04133333333333333	0.02926975187681717	0.05807150277332662	0.028	0.064	-0.026942364619210152	0.6536175801070816	97.95981573899681
unpaired	composition_adjusted	10	40	40	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.06933333333333333	0.05326235016321469	0.08979353719724008	0.048	0.084	0.16757831476213167	0.6941644986229973	128.74584435020097
unpaired	composition_adjusted	10	40	40	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.04933333333333333	0.036000821007074746	0.06725890013172933	0.032	0.076	-0.05017236275733139	0.6564766880594435	125.0084734451655
unpaired	composition_adjusted	15	60	60	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.04533333333333334	0.03262003557583651	0.06268045231863743	0.032	0.052	-0.01073601257488984	0.5530891997407839	75.19884853734797
unpaired	composition_adjusted	15	60	60	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.06266666666666666	0.04745121825964366	0.08233928036026089	0.052	0.084	-0.009690622602668897	0.5261689323988554	71.49665101155195
unpaired	composition_adjusted	15	60	60	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.05333333333333334	0.039408725494952175	0.07181022888818206	0.048	0.06	0.12243769169438885	0.5612864266812199	78.78423343688
unpaired	composition_adjusted	15	60	60	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.034666666666666665	0.02376560187032787	0.05031026403926569	0.024	0.044	0.005166675107101282	0.5421373608763707	94.13342930414993
unpaired	composition_adjusted	20	80	80	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.04533333333333334	0.03262003557583651	0.06268045231863743	0.028	0.064	0.006048494987497634	0.47578551993273865	69.59300169159974
unpaired	composition_adjusted	20	80	80	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.04133333333333333	0.02926975187681717	0.05807150277332662	0.036	0.052	-0.02347763755273949	0.45679081551699285	68.32435299361842
unpaired	composition_adjusted	20	80	80	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.04533333333333334	0.03262003557583651	0.06268045231863743	0.036	0.052	0.08061213306605788	0.4871102026367502	83.76242937172957
unpaired	composition_adjusted	20	80	80	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.05733333333333333	0.04284097160939368	0.07633721601807068	0.036	0.08	-0.046064069030478105	0.4653957420432891	74.52643031641352
unpaired	composition_adjusted	30	120	120	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.052	0.03826992623985369	0.07029595039517048	0.036	0.068	-0.004947132212102107	0.38821975821027066	59.14613132543014
unpaired	composition_adjusted	30	120	120	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.05466666666666667	0.040550225604286796	0.07332180652695748	0.044	0.064	-0.01758768829095682	0.3680533500111569	57.8639144219768
unpaired	composition_adjusted	30	120	120	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.06666666666666667	0.05093187536986549	0.08681785649436921	0.052	0.088	0.09336518850628533	0.39571821282273234	69.5405061421791
unpaired	composition_adjusted	30	120	120	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.04666666666666667	0.03374375637979117	0.06420980926279282	0.028	0.06	0.0045460678980164156	0.3787609300655206	69.73842085453344
unpaired	composition_adjusted	50	200	200	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.056	0.04169433607579553	0.07483077380355879	0.048	0.06	0.011060066977651974	0.30039766863579725	56.03363997142623
unpaired	composition_adjusted	50	200	200	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.048	0.03487072634594164	0.06573591704475239	0.044	0.052	-0.033547841560965734	0.286442012179079	61.60569938622754
unpaired	composition_adjusted	50	200	200	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.06266666666666666	0.04745121825964366	0.08233928036026089	0.044	0.088	0.07533984493062912	0.3048521595066881	61.61771942390695
unpaired	composition_adjusted	50	200	200	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.032	0.021596719599392245	0.04717299081398123	0.024	0.044	0.014072326646887331	0.2935622108775776	62.074133951924054
unpaired	composition_adjusted	80	320	320	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.042666666666666665	0.030382884716889838	0.059611447681364005	0.032	0.052	-0.0073096252804286665	0.23733326554531062	53.0856528743278
unpaired	composition_adjusted	80	320	320	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.04	0.02816046487022794	0.0565277120318058	0.036	0.044	0.002541746422048269	0.22603962283308368	54.44336186613501
unpaired	composition_adjusted	80	320	320	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.07333333333333333	0.05677208048118589	0.09424304012359902	0.048	0.092	0.08138371224638227	0.24288621263164323	61.92917145956711
unpaired	composition_adjusted	80	320	320	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.036	0.024857550894557396	0.0518713927631462	0.032	0.04	-0.01581254579848132	0.23226460165604135	57.857003416162115
unpaired	unadjusted	10	40	40	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.04666666666666667	0.03374375637979117	0.06420980926279282	0.036	0.06	-0.034104064615787605	0.730405346894395	46.97871376374782
unpaired	unadjusted	10	40	40	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.04133333333333333	0.02926975187681717	0.05807150277332662	0.036	0.048	-0.009433813901344734	0.7354151929878163	46.97871376374782
unpaired	unadjusted	10	40	40	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.08533333333333333	0.06739139382418796	0.10750142651358738	0.064	0.1	0.32742724893474673	0.7321700049383555	46.97871376374782
unpaired	unadjusted	10	40	40	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.07866666666666666	0.061475991861580294	0.10015143973564483	0.064	0.092	0.2501740925990444	0.7269105513432814	46.97871376374782
unpaired	unadjusted	15	60	60	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.05733333333333333	0.04284097160939368	0.07633721601807068	0.04	0.068	0.0013596874072719645	0.599336976389498	46.97871376374783
unpaired	unadjusted	15	60	60	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.06133333333333333	0.046295245145196444	0.08084217572659802	0.04	0.1	0.006553123227177882	0.5977658967127611	46.97871376374783
unpaired	unadjusted	15	60	60	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.07866666666666666	0.061475991861580294	0.10015143973564483	0.072	0.088	0.31653896121090663	0.6000604888724169	46.97871376374783
unpaired	unadjusted	15	60	60	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.08666666666666667	0.06857887009379854	0.10896702799208688	0.072	0.096	0.3201517084839478	0.5966084616668599	46.97871376374783
unpaired	unadjusted	20	80	80	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.052	0.03826992623985369	0.07029595039517048	0.028	0.08	0.02537159858238125	0.5166522507591614	46.97871376374782
unpaired	unadjusted	20	80	80	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.05466666666666667	0.040550225604286796	0.07332180652695748	0.04	0.064	-0.013639822837082184	0.5219357306223087	46.97871376374782
unpaired	unadjusted	20	80	80	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.06133333333333333	0.046295245145196444	0.08084217572659802	0.048	0.072	0.27776122293911176	0.5209117783061741	46.97871376374782
unpaired	unadjusted	20	80	80	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.09066666666666667	0.07214955376669296	0.1133555775635226	0.08	0.1	0.2599578441694127	0.5189896938051581	46.97871376374782
unpaired	unadjusted	30	120	120	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.06	0.045141500207031705	0.07934284291665275	0.04	0.076	-0.003511902118437372	0.42471136539280485	46.97871376374783
unpaired	unadjusted	30	120	120	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.05733333333333333	0.04284097160939368	0.07633721601807068	0.052	0.06	-0.019233638057761154	0.42367569128289606	46.97871376374783
unpaired	unadjusted	30	120	120	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.09733333333333333	0.07812663749028259	0.12064388258048317	0.08	0.112	0.3163219566666538	0.4249884340480732	46.97871376374783
unpaired	unadjusted	30	120	120	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.12	0.09865830025020086	0.14521454153843572	0.084	0.164	0.29269234015030454	0.42443583194967394	46.97871376374783
unpaired	unadjusted	50	200	200	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.04	0.02816046487022794	0.0565277120318058	0.032	0.048	0.025092200358591152	0.3283965502388432	46.978713763747784
unpaired	unadjusted	50	200	200	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.042666666666666665	0.030382884716889838	0.059611447681364005	0.024	0.06	-0.013911446870827196	0.33012433945617214	46.978713763747784
unpaired	unadjusted	50	200	200	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.164	0.1392246160731368	0.19219979140313137	0.156	0.18	0.29940717905728625	0.32817660885412875	46.978713763747784
unpaired	unadjusted	50	200	200	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.156	0.1317912261308633	0.18371471485674457	0.124	0.176	0.2969374778801702	0.32943129573032237	46.978713763747784
unpaired	unadjusted	80	320	320	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.04666666666666667	0.03374375637979117	0.06420980926279282	0.044	0.048	-0.01647207932896151	0.2605384941621772	46.97871376374782
unpaired	unadjusted	80	320	320	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.04666666666666667	0.03374375637979117	0.06420980926279282	0.04	0.06	-0.019637792075066215	0.261497719369689	46.97871376374782
unpaired	unadjusted	80	320	320	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.20933333333333334	0.18173494726447179	0.23989410364753797	0.2	0.22	0.28769500106587936	0.25958065966330757	46.97871376374782
unpaired	unadjusted	80	320	320	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.21333333333333335	0.18551394564180282	0.2440743385145371	0.204	0.224	0.2913411039921903	0.2605036532718393	46.97871376374782
