design	analysis_route	n_per_outcome_group_per_compartment	n_unique_subjects	n_samples	interaction_effect_sd	paired_residual_correlation	composition_imbalance	composition_reliability	alpha	n_simulated_cohorts	n_valid_fits	valid_fit_rate	conclusive_probability	conclusive_probability_ci_low	conclusive_probability_ci_high	minimum_seed_probability	maximum_seed_probability	median_interaction_estimate_across_seeds	median_interaction_se_across_seeds	maximum_design_condition
paired	composition_adjusted	20	40	80	0.0	0.5	0.5	1.0	0.05	750	750	1.0	0.03866666666666667	0.027055203217622517	0.05497989593630119	0.032	0.044	0.022824900835033773	0.32487159481350614	12.106424867750432
paired	composition_adjusted	20	40	80	0.0	0.8	0.0	0.7	0.05	750	750	1.0	0.06	0.045141500207031705	0.07934284291665275	0.048	0.08	-0.0010746691125191436	0.23943734081354406	12.161264068570928
paired	composition_adjusted	20	40	80	0.0	0.8	0.0	1.0	0.05	750	750	1.0	0.06	0.045141500207031705	0.07934284291665275	0.048	0.076	0.013360148814061834	0.2011708496207622	9.990420995622113
paired	composition_adjusted	20	40	80	0.0	0.8	0.5	0.7	0.05	750	750	1.0	0.08133333333333333	0.06383762924562317	0.10309595784782202	0.072	0.096	0.1447710481215228	0.24244625572593015	16.252684109645777
paired	composition_adjusted	20	40	80	0.0	0.8	0.5	1.0	0.05	750	750	1.0	0.056	0.04169433607579553	0.07483077380355879	0.036	0.088	0.02405071992443586	0.20688742102713714	15.385696483448836
paired	composition_adjusted	30	60	120	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.04533333333333334	0.03262003557583651	0.06268045231863743	0.028	0.056	-0.011875988858078682	0.37765339232006667	11.365115070309752
paired	composition_adjusted	30	60	120	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.04533333333333334	0.03262003557583651	0.06268045231863743	0.036	0.056	-0.016007601293837187	0.36500145781052873	8.562346247321104
paired	composition_adjusted	30	60	120	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.06266666666666666	0.04745121825964366	0.08233928036026089	0.056	0.068	0.170053224567094	0.3852481447871324	13.047546301976025
paired	composition_adjusted	30	60	120	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.052	0.03826992623985369	0.07029595039517048	0.044	0.06	-0.003825381978887113	0.3769577556494763	11.69623563973483
paired	composition_adjusted	30	60	120	0.0	0.5	0.0	0.7	0.05	750	750	1.0	0.050666666666666665	0.03713392397865151	0.06877887490826262	0.036	0.068	-0.003946906549011572	0.27927326507347155	11.261272241415876
paired	composition_adjusted	30	60	120	0.0	0.5	0.0	1.0	0.05	750	750	1.0	0.048	0.03487072634594164	0.06573591704475239	0.04	0.052	0.032723431426651836	0.2585130252119537	10.413346194720495
paired	composition_adjusted	30	60	120	0.0	0.5	0.5	0.7	0.05	750	750	1.0	0.092	0.07334244284087031	0.11481576623745528	0.048	0.124	0.1640666952581863	0.2856284874147196	12.537218537922879
paired	composition_adjusted	30	60	120	0.0	0.5	0.5	1.0	0.05	750	750	1.0	0.050666666666666665	0.03713392397865151	0.06877887490826262	0.036	0.076	-0.013880794344142078	0.2669931075298487	12.17079328870609
paired	composition_adjusted	30	60	120	0.0	0.8	0.0	0.7	0.05	750	750	1.0	0.04666666666666667	0.03374375637979117	0.06420980926279282	0.04	0.06	-0.02602784127518465	0.1946854825472896	12.662083828785313
paired	composition_adjusted	30	60	120	0.0	0.8	0.0	1.0	0.05	750	750	1.0	0.05733333333333333	0.04284097160939368	0.07633721601807068	0.048	0.068	-0.007187841111738577	0.1650827682200463	9.57558907448813
paired	composition_adjusted	30	60	120	0.0	0.8	0.5	0.7	0.05	750	750	1.0	0.12133333333333333	0.09987494226381735	0.14665097727292928	0.104	0.132	0.15302823862133028	0.1984123634161704	14.49841044973211
paired	composition_adjusted	30	60	120	0.0	0.8	0.5	1.0	0.05	750	750	1.0	0.064	0.048609354814637365	0.08383422155337723	0.048	0.076	0.009321843246191924	0.16790116115061265	13.271939354143944
paired	composition_adjusted	50	100	200	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.04533333333333334	0.03262003557583651	0.06268045231863743	0.024	0.064	-0.0021326854405493423	0.2941905406450316	10.087001130061031
paired	composition_adjusted	50	100	200	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.04933333333333333	0.036000821007074746	0.06725890013172933	0.044	0.06	0.017566685406370464	0.2833610766610819	7.983703938381892
paired	composition_adjusted	50	100	200	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.08666666666666667	0.06857887009379854	0.10896702799208688	0.076	0.096	0.14495607452316198	0.29956077102906553	11.538924115377142
paired	composition_adjusted	50	100	200	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.06266666666666666	0.04745121825964366	0.08233928036026089	0.044	0.088	0.03385351751362613	0.2907713227248988	9.884547761678077
paired	composition_adjusted	50	100	200	0.0	0.5	0.0	0.7	0.05	750	750	1.0	0.04933333333333333	0.036000821007074746	0.06725890013172933	0.024	0.076	0.006423275056629121	0.21628596165620556	10.38882845966112
paired	composition_adjusted	50	100	200	0.0	0.5	0.0	1.0	0.05	750	750	1.0	0.050666666666666665	0.03713392397865151	0.06877887490826262	0.036	0.06	-0.007989637248314457	0.20164811753590212	7.941815348833901
paired	composition_adjusted	50	100	200	0.0	0.5	0.5	0.7	0.05	750	750	1.0	0.10666666666666667	0.08654424211478845	0.1307978221927477	0.1	0.112	0.13068186805784993	0.21902623768354978	11.15996296602315
paired	composition_adjusted	50	100	200	0.0	0.5	0.5	1.0	0.05	750	750	1.0	0.036	0.024857550894557396	0.0518713927631462	0.028	0.044	0.022478546793310766	0.20547980297750207	9.92462800780482
paired	composition_adjusted	50	100	200	0.0	0.8	0.0	0.7	0.05	750	750	1.0	0.052	0.03826992623985369	0.07029595039517048	0.028	0.088	-0.0013741110016457017	0.1507305483982476	10.839370005515763
paired	composition_adjusted	50	100	200	0.0	0.8	0.0	1.0	0.05	750	750	1.0	0.05466666666666667	0.040550225604286796	0.07332180652695748	0.036	0.076	0.01691137919210514	0.1273646464313365	8.322043059559462
paired	composition_adjusted	50	100	200	0.0	0.8	0.5	0.7	0.05	750	750	1.0	0.17866666666666667	0.15290941617827786	0.20769884652720083	0.16	0.2	0.15767596666133982	0.1543152054990521	11.75659509782695
paired	composition_adjusted	50	100	200	0.0	0.8	0.5	1.0	0.05	750	750	1.0	0.06533333333333333	0.04976959333295865	0.08532706078316597	0.048	0.084	0.014749737593335893	0.13176752064339908	10.646234076588827
paired	composition_adjusted	80	160	320	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.050666666666666665	0.03713392397865151	0.06877887490826262	0.04	0.06	-0.008936647059995473	0.23284114814518253	9.159496404802027
paired	composition_adjusted	80	160	320	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.05733333333333333	0.04284097160939368	0.07633721601807068	0.036	0.072	-0.01607794640936687	0.22395623041773638	7.819893438441399
paired	composition_adjusted	80	160	320	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.104	0.0841336378747305	0.12790227093658552	0.076	0.12	0.14262092028368167	0.2353586160355723	11.193283987122355
paired	composition_adjusted	80	160	320	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.05333333333333334	0.039408725494952175	0.07181022888818206	0.032	0.068	0.032478900792157456	0.2291063697936273	9.690365062191058
paired	composition_adjusted	80	160	320	0.0	0.5	0.0	0.7	0.05	750	750	1.0	0.044	0.03149969729595624	0.06114771285040764	0.04	0.048	-0.0012115584564182658	0.17138683117067294	9.714084469644336
paired	composition_adjusted	80	160	320	0.0	0.5	0.0	1.0	0.05	750	750	1.0	0.036	0.024857550894557396	0.0518713927631462	0.028	0.04	-0.0013450956130468678	0.15889894350744166	7.614877526443236
paired	composition_adjusted	80	160	320	0.0	0.5	0.5	0.7	0.05	750	750	1.0	0.14666666666666667	0.12314892120868476	0.1737854755421528	0.132	0.156	0.14439537768259073	0.17522682179166066	10.594442135019072
paired	composition_adjusted	80	160	320	0.0	0.5	0.5	1.0	0.05	750	750	1.0	0.04666666666666667	0.03374375637979117	0.06420980926279282	0.032	0.068	0.01045500989019249	0.1634085339250132	9.416989656676384
paired	composition_adjusted	80	160	320	0.0	0.8	0.0	0.7	0.05	750	750	1.0	0.050666666666666665	0.03713392397865151	0.06877887490826262	0.044	0.056	0.00010751156113143756	0.11921949306364933	10.10354957173287
paired	composition_adjusted	80	160	320	0.0	0.8	0.0	1.0	0.05	750	750	1.0	0.04666666666666667	0.03374375637979117	0.06420980926279282	0.04	0.052	0.003677445254393459	0.10063183785743474	8.392430731246844
paired	composition_adjusted	80	160	320	0.0	0.8	0.5	0.7	0.05	750	750	1.0	0.22266666666666668	0.19434747845753841	0.25381234993557183	0.196	0.248	0.15121422146002914	0.12151128265853864	10.386103753293634
paired	composition_adjusted	80	160	320	0.0	0.8	0.5	1.0	0.05	750	750	1.0	0.04933333333333333	0.036000821007074746	0.06725890013172933	0.036	0.06	0.015573416752102942	0.10310582851608796	9.394120871153477
paired	unadjusted	10	20	40	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.05466666666666667	0.040550225604286796	0.07332180652695748	0.04	0.076	-0.025607298632486813	0.6728166899322434	6.854101966249687
paired	unadjusted	10	20	40	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.04533333333333334	0.03262003557583651	0.06268045231863743	0.028	0.056	0.00022015221812285782	0.6749207287862178	6.854101966249687
paired	unadjusted	10	20	40	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.07866666666666666	0.061475991861580294	0.10015143973564483	0.068	0.092	0.3557972226486593	0.6738319814046483	6.854101966249687
paired	unadjusted	10	20	40	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.064	0.048609354814637365	0.08383422155337723	0.06	0.068	0.278262613137973	0.6649218627048896	6.854101966249687
paired	unadjusted	10	20	40	0.0	0.5	0.0	0.7	0.05	750	750	1.0	0.048	0.03487072634594164	0.06573591704475239	0.028	0.064	0.03651298479572802	0.5124732315591884	6.854101966249687
paired	unadjusted	10	20	40	0.0	0.5	0.0	1.0	0.05	750	750	1.0	0.050666666666666665	0.03713392397865151	0.06877887490826262	0.048	0.056	0.03664197661086477	0.5066110410878576	6.854101966249687
paired	unadjusted	10	20	40	0.0	0.5	0.5	0.7	0.05	750	750	1.0	0.08266666666666667	0.0650207424573	0.10456592238425527	0.068	0.1	0.33362672004674215	0.5188033022190583	6.854101966249687
paired	unadjusted	10	20	40	0.0	0.5	0.5	1.0	0.05	750	750	1.0	0.08133333333333333	0.06383762924562317	0.10309595784782202	0.072	0.088	0.3100921226234743	0.5107161300751678	6.854101966249687
paired	unadjusted	10	20	40	0.0	0.8	0.0	0.7	0.05	750	750	1.0	0.042666666666666665	0.030382884716889838	0.059611447681364005	0.028	0.072	-0.004230448783452375	0.3799576501078258	6.854101966249687
paired	unadjusted	10	20	40	0.0	0.8	0.0	1.0	0.05	750	750	1.0	0.03866666666666667	0.027055203217622517	0.05497989593630119	0.028	0.052	0.047317455910668854	0.38593999014440183	6.854101966249687
paired	unadjusted	10	20	40	0.0	0.8	0.5	0.7	0.05	750	750	1.0	0.1	0.08052599662299802	0.12355067894398787	0.092	0.108	0.29571902092544233	0.38207054909841115	6.854101966249687
paired	unadjusted	10	20	40	0.0	0.8	0.5	1.0	0.05	750	750	1.0	0.124	0.10231090654353786	0.14952116848942887	0.116	0.128	0.312735131611899	0.3854491524325536	6.854101966249687
paired	unadjusted	15	30	60	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.05333333333333334	0.039408725494952175	0.07181022888818206	0.048	0.056	0.051804014777122084	0.5484565124279086	6.854101966249684
paired	unadjusted	15	30	60	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.058666666666666666	0.04399005168763517	0.07784121368793924	0.052	0.068	0.017366834753914887	0.5510474229643599	6.854101966249684
paired	unadjusted	15	30	60	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.06133333333333333	0.046295245145196444	0.08084217572659802	0.048	0.08	0.24322696084592588	0.5555707349881871	6.854101966249684
paired	unadjusted	15	30	60	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.08266666666666667	0.0650207424573	0.10456592238425527	0.064	0.1	0.2842929723175583	0.5550153639197801	6.854101966249684
paired	unadjusted	15	30	60	0.0	0.5	0.0	0.7	0.05	750	750	1.0	0.042666666666666665	0.030382884716889838	0.059611447681364005	0.04	0.048	-0.00827275633584303	0.41914521088192347	6.854101966249684
paired	unadjusted	15	30	60	0.0	0.5	0.0	1.0	0.05	750	750	1.0	0.056	0.04169433607579553	0.07483077380355879	0.036	0.072	0.010800028683607105	0.4180168533245925	6.854101966249684
paired	unadjusted	15	30	60	0.0	0.5	0.5	0.7	0.05	750	750	1.0	0.10133333333333333	0.08172741660079268	0.12500233671430325	0.096	0.108	0.265254001304817	0.42539336712448916	6.854101966249684
paired	unadjusted	15	30	60	0.0	0.5	0.5	1.0	0.05	750	750	1.0	0.10533333333333333	0.0853384012404204	0.12935058531900567	0.092	0.12	0.29033936000976457	0.41847253067083945	6.854101966249684
paired	unadjusted	15	30	60	0.0	0.8	0.0	0.7	0.05	750	750	1.0	0.05733333333333333	0.04284097160939368	0.07633721601807068	0.04	0.068	0.005006330967908756	0.31189191751865775	6.854101966249684
paired	unadjusted	15	30	60	0.0	0.8	0.0	1.0	0.05	750	750	1.0	0.050666666666666665	0.03713392397865151	0.06877887490826262	0.04	0.06	0.015125782016416539	0.31435809096394657	6.854101966249684
paired	unadjusted	15	30	60	0.0	0.8	0.5	0.7	0.05	750	750	1.0	0.152	0.12808330226976739	0.1794634054735103	0.148	0.156	0.30473948699587583	0.3147503617243322	6.854101966249684
paired	unadjusted	15	30	60	0.0	0.8	0.5	1.0	0.05	750	750	1.0	0.136	0.1133146609275765	0.16239511383838065	0.112	0.16	0.32158754324613203	0.31355236272944176	6.854101966249684
paired	unadjusted	20	40	80	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.044	0.03149969729595624	0.06114771285040764	0.036	0.056	0.008701542242693844	0.48127627564321596	6.854101966249687
paired	unadjusted	20	40	80	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.05333333333333334	0.039408725494952175	0.07181022888818206	0.048	0.06	-0.017636761858177807	0.48222136844093555	6.854101966249687
paired	unadjusted	20	40	80	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.1	0.08052599662299802	0.12355067894398787	0.092	0.116	0.31361479775018936	0.4782336682436673	6.854101966249687
paired	unadjusted	20	40	80	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.08533333333333333	0.06739139382418796	0.10750142651358738	0.072	0.1	0.31615503584676474	0.48201535799632217	6.854101966249687
paired	unadjusted	20	40	80	0.0	0.5	0.0	0.7	0.05	750	750	1.0	0.052	0.03826992623985369	0.07029595039517048	0.044	0.064	0.016963495033790035	0.36509328552823345	6.854101966249687
paired	unadjusted	20	40	80	0.0	0.5	0.0	1.0	0.05	750	750	1.0	0.052	0.03826992623985369	0.07029595039517048	0.032	0.064	-0.012263578186185111	0.36241376305906875	6.854101966249687
paired	unadjusted	20	40	80	0.0	0.5	0.5	0.7	0.05	750	750	1.0	0.13466666666666666	0.1120887793448195	0.16096791767302757	0.104	0.152	0.2918810391213247	0.3655722734605324	6.854101966249687
paired	unadjusted	20	40	80	0.0	0.5	0.5	1.0	0.05	750	750	1.0	0.12533333333333332	0.1035302042688995	0.15095494851217725	0.112	0.152	0.29654304674608734	0.36936652587411734	6.854101966249687
paired	unadjusted	20	40	80	0.0	0.8	0.0	0.7	0.05	750	750	1.0	0.052	0.03826992623985369	0.07029595039517048	0.04	0.068	0.010389834551598476	0.27393844213797125	6.854101966249687
paired	unadjusted	20	40	80	0.0	0.8	0.0	1.0	0.05	750	750	1.0	0.04133333333333333	0.02926975187681717	0.05807150277332662	0.012	0.072	0.020762064272284456	0.273409078355906	6.854101966249687
paired	unadjusted	20	40	80	0.0	0.8	0.5	0.7	0.05	750	750	1.0	0.18666666666666668	0.160402785383699	0.21612394381043998	0.156	0.212	0.28511602557532867	0.2737727257934107	6.854101966249687
paired	unadjusted	20	40	80	0.0	0.8	0.5	1.0	0.05	750	750	1.0	0.188	0.16165356468559758	0.21752624225665143	0.172	0.196	0.288258733900832	0.27403236539903214	6.854101966249687
paired	unadjusted	30	60	120	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.052	0.03826992623985369	0.07029595039517048	0.028	0.068	-0.04717397366430663	0.39479896612362453	6.854101966249684
paired	unadjusted	30	60	120	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.04666666666666667	0.03374375637979117	0.06420980926279282	0.04	0.052	-0.014340352933556108	0.3939976023425217	6.854101966249684
paired	unadjusted	30	60	120	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.108	0.08775114295975707	0.13224399909588908	0.096	0.116	0.2862680097772277	0.3939253201784112	6.854101966249684
paired	unadjusted	30	60	120	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.11333333333333333	0.09258901329814906	0.13801843974993727	0.1	0.128	0.30283171812000254	0.3997316292873858	6.854101966249684
paired	unadjusted	30	60	120	0.0	0.5	0.0	0.7	0.05	750	750	1.0	0.044	0.03149969729595624	0.06114771285040764	0.032	0.052	-0.00041719375108204004	0.29851274827345253	6.854101966249684
paired	unadjusted	30	60	120	0.0	0.5	0.0	1.0	0.05	750	750	1.0	0.05333333333333334	0.039408725494952175	0.07181022888818206	0.036	0.076	0.03189564124366198	0.2990710846287702	6.854101966249684
paired	unadjusted	30	60	120	0.0	0.5	0.5	0.7	0.05	750	750	1.0	0.16	0.13550505666859278	0.1879601175633452	0.124	0.188	0.342839419849614	0.3004475855251919	6.854101966249684
paired	unadjusted	30	60	120	0.0	0.5	0.5	1.0	0.05	750	750	1.0	0.17066666666666666	0.14543616308349086	0.19925363313332753	0.152	0.196	0.27855935425250333	0.2995991194987966	6.854101966249684
paired	unadjusted	30	60	120	0.0	0.8	0.0	0.7	0.05	750	750	1.0	0.037333333333333336	0.025954161442393	0.05342785996342066	0.036	0.04	-0.011704000853405436	0.22322274293225064	6.854101966249684
paired	unadjusted	30	60	120	0.0	0.8	0.0	1.0	0.05	750	750	1.0	0.044	0.03149969729595624	0.06114771285040764	0.036	0.056	-0.00945726207538276	0.22474992977079605	6.854101966249684
paired	unadjusted	30	60	120	0.0	0.8	0.5	0.7	0.05	750	750	1.0	0.2733333333333333	0.24265315763336429	0.30632362518792766	0.256	0.3	0.2990271686384558	0.22496952510204887	6.854101966249684
paired	unadjusted	30	60	120	0.0	0.8	0.5	1.0	0.05	750	750	1.0	0.26266666666666666	0.2324374163360038	0.29531474450040773	0.232	0.312	0.29215535025521394	0.22334412623085032	6.854101966249684
paired	unadjusted	50	100	200	0.0	0.0	0.0	0.7	0.05	750	750	1.0	0.042666666666666665	0.030382884716889838	0.059611447681364005	0.032	0.056	0.0019311088499640305	0.30576607259827515	6.8541019662496865
paired	unadjusted	50	100	200	0.0	0.0	0.0	1.0	0.05	750	750	1.0	0.04533333333333334	0.03262003557583651	0.06268045231863743	0.04	0.052	-0.0028161732907089204	0.3050240979665515	6.8541019662496865
paired	unadjusted	50	100	200	0.0	0.0	0.5	0.7	0.05	750	750	1.0	0.14666666666666667	0.12314892120868476	0.1737854755421528	0.132	0.164	0.2821492738783971	0.30667108568193446	6.8541019662496865
paired	unadjusted	50	100	200	0.0	0.0	0.5	1.0	0.05	750	750	1.0	0.18133333333333335	0.15540502208645257	0.21050939611524622	0.152	0.208	0.3145879960170056	0.3054088730273054	6.8541019662496865
paired	unadjusted	50	100	200	0.0	0.5	0.0	0.7	0.05	750	750	1.0	0.042666666666666665	0.030382884716889838	0.059611447681364005	0.024	0.064	-0.00274231701362683	0.2325404829263773	6.8541019662496865
paired	unadjusted	50	100	200	0.0	0.5	0.0	1.0	0.05	750	750	1.0	0.052	0.03826992623985369	0.07029595039517048	0.032	0.068	0.009947539016055058	0.2334697253490955	6.8541019662496865
paired	unadjusted	50	100	200	0.0	0.5	0.5	0.7	0.05	750	750	1.0	0.22666666666666666	0.1981398887141116	0.2579791729233287	0.204	0.244	0.28201737270086996	0.2324474178923332	6.8541019662496865
paired	unadjusted	50	100	200	0.0	0.5	0.5	1.0	0.05	750	750	1.0	0.21866666666666668	0.19055900020573757	0.24964159494304256	0.164	0.272	0.30123918218321405	0.23336014316356724	6.8541019662496865
paired	unadjusted	50	100	200	0.0	0.8	0.0	0.7	0.05	750	750	1.0	0.04533333333333334	0.03262003557583651	0.06268045231863743	0.04	0.052	-0.001179870891637222	0.17343955575060901	6.8541019662496865
paired	unadjusted	50	100	200	0.0	0.8	0.0	1.0	0.05	750	750	1.0	0.052	0.03826992623985369	0.07029595039517048	0.04	0.068	0.010601653343670456	0.17269987214494126	6.8541019662496865
paired	unadjusted	50	100	200	0.0	0.8	0.5	0.7	0.05	750	750	1.0	0.4226666666666667	0.3877954507792678	0.4583260398303495	0.388	0.46	0.3047558521104562	0.17330720526909493	6.8541019662496865
