diagnostic	standardized_difference_rapid_minus_slow	exact_permutation_p	max_t_fwer_p	n_exact_assignments
raw_median_intensity	-0.5879069343496008	0.2130052609928771	0.6375002706272056	184756
raw_intensity_iqr	-0.5772395884485102	0.2185910065167031	0.6512481326722813	184756
normalized_median	0.5206413651170516	0.2636991491480656	0.7277923315075018	184756
normalized_iqr	-0.17776836934065443	0.7201281690445777	0.9958648162982529	184756
pca1	-0.4366562496997971	0.3529844768234861	0.8415531836584468	184756
pca2	0.34268403460680813	0.47068566108813786	0.9396717833250341	184756
deposited_file_r_number	0.34985571427065976	0.5116910952824265	0.9355907250644093	184756
