symbol	GSM7884833	GSM7884834	GSM7884835	GSM7884836	GSM7884837	GSM7884838	GSM7884839	GSM7884840	GSM7884841	GSM7884842	GSM7884843	GSM7884844	GSM7884845	GSM7884846	GSM7884847	GSM7884848	GSM7884849	GSM7884850	GSM7884851	GSM7884852
CD44	10.2218951915306	10.9986832133339	10.7355825985911	10.2288140312205	10.3422660582943	10.2683083202882	10.4326676285794	10.2802553754134	10.5371965079792	10.3067620587674	10.5059780581975	10.1684240082832	9.84508512422483	10.1053988373663	10.171725354989	10.2671090575579	10.4431644366919	10.3754255991707	10.2834620258845	10.2888989437299
CXCR4	12.366167604463	12.8629386370325	12.271680124096	12.6220559924769	12.3913434175799	11.6615616957226	13.2189979686367	12.644469692709	12.6761929659544	12.0320617056358	12.8357592334916	12.9123423676226	12.7455484270522	11.3987849051618	11.5005887477249	11.5649190563919	12.5777235778496	12.813610819111	12.0286653105881	12.3880370820228
CIITA	9.29090857589222	7.54887386886524	7.28540710244205	9.44693794843891	9.24431404417552	8.77406606805481	8.69660840429046	6.690778060079	7.00345569649534	8.50871850985587	9.02636468909918	8.23063045306428	6.85884727966904	8.98665211362631	8.91800206853341	8.54251866643576	9.11651030819087	9.00901685973014	9.80245276717195	8.29364277478896
RFX5	7.75268245442562	7.63920311324466	6.62060742335791	7.80623120609464	7.73361977100597	7.7666187026164	7.84288332326605	6.6554608820825	6.81596595677943	7.58013750901941	7.97538940998237	7.02251552119866	5.51759821263732	7.81083384170883	7.71047779734703	7.46673684177256	7.87468923679952	7.97521236276074	7.49720176500005	7.38500423659129
STAT1	11.2060093328492	10.3263834676222	9.33997980233422	10.0861621655312	10.7245805472309	11.5238492634435	10.4882456362102	10.8280948082177	9.29944237292015	10.8130641712521	10.6302499633287	9.7437573290464	9.73263312508466	10.8718576075787	11.2531445174698	10.6030408261971	11.3124840591528	10.8533455817008	10.7962790709054	11.3594164800101
IRF1	9.3422780823206	9.58845937006569	8.66472940169922	8.77188796676294	8.78640870228627	9.09146584944023	9.78184562887632	9.99093441116631	8.90546440529079	9.05690114606309	9.31349083295044	8.85339300658246	9.79702935764979	9.16856804069846	9.31983905138186	8.73025009694775	9.34944816279523	9.36555979108426	8.76674112443356	9.34648605470394
CXCL10	5.86365911556482	7.48765653987339	3.18926933313917	4.42838809479974	5.19670097514329	5.17163370712928	4.02782566726675	5.38546096793425	3.02100326879919	4.92256551872475	4.1227514480842	4.85478785706481	6.01962983842511	5.63951952093179	4.31859870003982	5.16476030638155	5.65467128005514	5.71986882122383	3.95457174063673	3.72660397790507
GBP1	8.57469089285923	7.98905712390356	5.11590138732811	7.07038313163848	7.7836398043549	8.56925891862683	7.45512741741001	6.88602535138845	5.78781736958322	7.96894820274987	7.83476903149893	7.17121422594284	5.93858631847686	8.49033251435024	8.80173903410254	7.81872305228236	8.09541650217611	7.76897930148021	7.88830955353786	8.32219064561473
MIF	8.14948146051004	7.99457388544242	8.69814825297012	9.02538557397354	8.43103163496034	8.34399146707394	8.04573428031126	8.36232377681072	7.98317941155385	8.4689495147892	8.16338185428857	9.01250694927128	8.10972461742566	8.08563361978768	8.56888219093513	8.74847379184198	8.4112440406052	8.72903256341884	7.83127142832049	8.29942907665905
CTSS	12.5725549874228	11.902860312233	11.6865279232753	12.4737344528591	12.410929356336	12.7301206474503	11.6645022601287	12.0832857445249	12.5199579033928	12.2643467274218	12.1219761805119	12.416270983512	11.7067432444421	12.277251076175	12.1413018460251	11.9898498434702	12.616429818081	12.3049239958646	12.6380783009794	12.2939856689988
CTSB	10.331610809446	10.6036146770197	10.4151653539677	10.5325842011662	10.5362383989605	11.0405548049505	9.45835796349492	10.596530127936	10.6949948049274	10.5243047626581	10.2577427382305	9.85771233118521	10.5885628229796	10.501370311095	10.6433963536672	9.55069324706056	10.7118308929289	10.3767263598534	10.7674781238877	9.98283843403857
CTSD	10.0858635923257	11.1510427500062	10.5828343307073	10.0751222540814	9.97502824792071	10.5896879682936	9.59841686929219	10.0512976910067	10.799400328513	10.1012485691051	9.70053524281354	9.92257421112999	9.77250951868887	10.3385958254286	10.1619786487607	9.69595517493354	10.3031036782511	9.76131457432255	10.5470404902814	9.91103419518079
LAMP1	8.99874724803444	9.44781394610552	8.93281245901692	8.62266215352872	9.14808851486135	9.16886128398483	8.72206476521691	9.01229972195055	9.15745179979247	9.13684582587122	8.80151496650498	8.46446918798666	8.50266113051821	9.14338901209113	8.95956261726498	8.77354907857643	9.20180564285753	9.04734137124217	8.85529864236519	8.6488579876279
LAMP2	9.02071050606505	8.9735910792168	8.68486311298348	8.92167206789084	8.92766238866602	9.21190278506261	8.71614030475199	9.23980968047738	9.44476731816131	8.97578849391653	8.4530005324174	8.98503611345608	8.57354259093772	8.75015654260991	8.90375140784556	8.68745105686031	9.15052367102579	8.84301973745745	8.9426769696916	8.44828176627489
LAMP3	5.84668623391799	6.54417054511164	5.58333599128064	5.54646424101157	5.40148582785634	5.55487785743746	5.81949503903294	5.22532779164729	5.45679026546486	5.36197746786011	5.64497813693555	5.7555177858417	5.20689385317258	5.03150779273633	5.44189747451476	5.10591736303818	5.91479005102642	5.56467713608893	5.31972329252	5.2078455029218
NDUFA1	8.19639059077002	8.21511116996387	8.30406892102901	8.64111576038536	8.09984793624597	8.52867865272742	8.33890140811997	8.16704567207973	8.17330363773404	8.47657842916102	8.20409367091076	8.94915247075852	8.44312750694795	8.30048472049338	8.39305688185864	8.62825565659545	8.44927716996122	8.42702241806604	7.77257579970814	8.24081403562067
NDUFA2	8.05272477552592	7.80654096059064	7.90774069313215	8.80036068737564	8.275880046378	8.48698368662454	7.77192656995058	8.0025796129894	7.81540585801328	8.52373643286871	7.98960049145766	8.65823302229799	7.46650569956155	8.23040879121654	8.35629968152428	8.60733732436218	8.26466567373992	8.09278540279865	8.08739265829221	7.6219689948313
NDUFA9	8.3419269839042	8.69736766987226	8.35930167124686	8.5947540347147	8.46810636154274	8.86820539700578	8.53624656334573	8.6546296572636	8.6872388983666	8.450060180133	8.1023677978193	8.66313564771926	8.40391666259604	8.37166122410045	8.65978777966268	8.71358837956022	8.63253025006417	8.73876090003314	8.20877975420434	8.34220293971218
NDUFB8	8.91459737866142	8.54073628257785	9.14142057028437	9.36946609731852	8.82276630254172	9.006189758437	8.75624602154805	8.7846337855472	8.89180015145605	8.92445545496077	9.15578217961762	9.22237649041995	8.34752234404953	8.63652457791972	8.83679206023552	9.05730914003207	8.96799523431386	9.02574807812218	9.08000478591791	9.05003743634307
SDHA	8.23375444467083	7.81109570527914	8.08755571758763	8.38607390588588	8.16357428926387	8.32355321941231	7.99362740884104	8.04344160297715	8.45505597993845	8.43673961623596	8.27235334137872	8.07156258669174	7.72938882667605	8.40514566788804	7.97627820850474	8.30408768396259	8.39404001109789	8.56313381501256	8.12834930701531	8.26848624659087
SDHB	8.70633702673083	8.87325051922173	8.63872549270069	9.10026455003035	8.81017837259425	8.88777678279892	8.99478231177315	9.05397271072417	9.13428259851669	8.80443997799276	8.50114851243172	9.18110329003591	8.53517824183029	8.57587549022604	8.66502473792005	8.77636477156928	8.81333809796715	8.64841684974688	8.56760314566857	8.58861885139905
UQCRC1	8.59951203414444	7.32948887890016	7.79444954006386	8.67576443917555	8.88625486861123	8.69645839857253	7.99225424376263	7.9323116312691	7.92560890175143	8.83820581449498	8.20385338889531	8.60936730567149	7.40914964995909	8.8631835408759	8.59432548407998	8.8392262467292	8.60489427304161	8.59123890632619	8.26746387831562	8.04050947460157
UQCRC2	10.3733908910837	10.4928533204753	10.1246135063821	10.8916161143713	10.6079540260511	10.7408892817552	10.4636690214145	10.3992014364345	10.5536435895917	10.7236396839235	10.5276315208019	10.8638974134275	9.89293950596637	10.6044558516786	10.6883875214045	10.5428474786131	10.7081468437857	10.6409003374992	10.5678440509954	10.5447696483648
