symbol	GSM7884833	GSM7884834	GSM7884835	GSM7884836	GSM7884837	GSM7884838	GSM7884839	GSM7884840	GSM7884841	GSM7884842	GSM7884843	GSM7884844	GSM7884845	GSM7884846	GSM7884847	GSM7884848	GSM7884849	GSM7884850	GSM7884851	GSM7884852
COX4I1	8.78676352606306	9.53032215292922	9.37246507164033	9.38327690971508	9.47744384037766	9.29965520529025	9.119718060784	9.71664334534939	9.522380993481	9.54918578988728	9.18158321361929	9.36753601367288	9.6565091551009	9.06708176747753	9.3936927143393	9.52554115309455	9.34110769529724	9.46606121062282	8.75722778925278	9.01700350122782
COX5A	9.0340630238852	8.93479725087654	8.91624624318539	9.37771971393829	9.35626434356879	9.38508556941454	8.99411161804265	9.14578388271308	9.28720372179832	9.37705940412597	8.875753213989	9.3443644795998	8.9155609831102	9.44302206017087	9.39067412569671	9.42805312572808	9.3169349934652	9.25463512164768	8.81907348305291	9.01053288042079
ATP5F1A	9.01784429125854	9.27274341357596	9.25680365611002	9.68415285065273	9.67637664937839	9.59678827810809	9.16765917871446	9.64817719513234	9.5809098467761	9.41681829215257	8.97823621934637	9.28868114538379	9.39165511111616	9.39153515077533	9.59789131104502	9.45415784865694	9.52118225328607	9.59332547749502	9.03851735588849	9.22925035983729
ATP5F1B	10.8291406558689	11.3199658441177	10.625603956797	10.8092533346011	10.7398817294145	10.959578025524	10.5217140064881	10.5030253684092	10.899422732414	10.7074147376542	10.8603497225262	10.8172741619842	10.5957238178437	10.8556044794133	10.8188946064125	10.5640854078879	10.90102912994	10.775739281937	10.8370916237686	10.7036464536054
ATP5MC1	10.0056571267529	8.9144704285701	9.19530323836654	10.7632928644778	10.3998567880474	10.2389357520698	9.71940014837006	9.23209372711862	9.36253862420179	10.30522734291	9.66719820400748	10.6684469310325	8.32932652014557	10.1654384796394	10.260943071073	10.2225284978786	10.2485672150716	9.8092308251087	10.0392735844772	9.79612070513584
APOE	5.81878738862777	6.03700962489861	6.1942684855518	6.10968921432527	5.86329177849225	5.96895226208722	6.03787614838707	5.99375370085531	6.29903306849644	6.13244978404491	5.8994314458671	6.17888285048532	6.34029924600711	5.92531417154703	5.99970162089362	6.32675260471076	5.92019780221018	6.30214515341473	5.77946295302895	6.18679123925695
LPL	5.10726139570773	5.79687413903535	5.35850982758489	5.25356432299168	5.07189183571296	5.11726063325528	4.9095285189033	5.30188462434017	5.18925345939244	5.30462630313086	5.10405796552854	5.47065223386827	5.48073742941563	5.21922176977366	5.25698037533524	6.30022566931456	6.05522779176211	5.94342975421929	5.13652134743876	5.62288793805157
TREM2	5.62508423973718	5.81340595452535	4.91400246339589	5.62596531969143	5.78282963189939	5.35611768883502	5.62556411410544	5.42049259820577	5.84168541298572	6.01414647573311	5.63964555266049	5.54941463443866	5.39687607810132	5.49784605473232	5.68706817461497	5.32072677397424	5.39449482011593	5.43357216393327	5.05564831228626	5.34484219573842
ABCA1	6.73356367169608	10.7918584518932	7.71614824447369	6.83436793947409	7.04134325959354	6.15168348267901	7.65620609561298	8.32522497121193	8.04689119911554	5.77033064349187	8.38377992978414	6.95639792114874	8.71947762722177	5.71616679890574	6.31704182884517	6.47220428191986	6.56745587547071	6.24852549967244	6.57162124359102	7.07071034154172
ABCG1	6.496209157493	9.37929257922376	7.3962698279349	7.00787229465461	6.85751012580995	6.64868637995709	7.3100998645242	8.06796344087074	7.30179914780609	6.60320295606058	9.18716428534287	7.03337612722494	7.64680541679868	6.14515540917136	7.12448135990608	6.88898568574934	7.22120363379541	6.19513024606089	6.3657258605802	7.40090875066263
SPP1	4.60204417187183	6.02161949830329	5.54842939355854	4.20256046205202	3.89814869204342	4.64743964068526	4.59330020302755	5.28939977631719	5.16352895684062	4.82595493570314	4.42867789824912	4.9181727047951	4.91352422834382	4.85526067210149	4.76852335147733	4.88442880634282	4.81879625936806	3.80997378619192	5.13144575418345	4.33242725671525
LGALS3	9.03331722264124	11.5859689875528	10.9295209634844	9.95927972546233	9.12385858248014	9.73021236984066	9.16582861114387	9.88625208545125	10.1000946198335	9.29804167379551	9.19121587730281	10.1223919832903	10.6245924521185	8.94512105997897	9.02296486116614	8.94026877998138	9.63148789458811	8.90808185138839	9.58061113563373	9.16991338844523
GPNMB	5.4803657819389	7.21572994975488	6.52163667162837	5.99840933408955	6.2793182082252	5.33421492673828	5.85737783892334	6.40346024881693	6.31245792731109	5.98192578458119	5.43401269369036	6.16266853658838	6.7537089609334	5.83584321901905	6.01021560888301	6.16296719276177	5.66572818666821	6.13838317833076	5.75532035716501	5.68018848808804
MERTK	6.67064320449453	8.32124095896437	7.3064966838374	4.65617173729569	6.01910480623971	5.76039188036734	4.28208554419715	5.5779193855387	6.17750583215176	5.45973751593634	6.20697035650735	5.06469181101282	5.51705331601383	5.57451535372466	5.47020064450543	5.41087597098378	6.10267921618062	6.43023838522318	6.21246205227792	5.60488462758554
AXL	5.54332936721286	6.20873405615254	6.07886757565649	6.0818719697133	6.21007780042824	6.01367583609144	5.45968146972522	6.17899968742741	6.0274593559511	6.06816532924712	5.93577986287259	6.3840788167065	6.07791396258371	6.14939634099123	6.23371143813412	5.74775598750007	6.04009528534739	6.01832093713166	5.69944397083804	6.08172119051091
TYRO3	4.04852318690442	4.2881589420094	5.17141760710389	4.28507830428187	4.74182403578226	4.34384521923001	4.61150687208964	4.17220027106242	4.10035028962003	4.47800210488127	4.26497977195608	4.69684050202613	4.52126722952648	4.59260518288599	4.89449302674149	4.44247847683225	4.79154752761894	4.63564735696609	4.49565638868412	4.62224874126117
GAS6	6.34419780405097	6.42668660898738	7.12943980535558	6.77999241732047	6.69149228549378	6.83671756003522	6.50739450294741	6.30072847950677	6.78031566313612	6.89016127378361	6.39379976493099	7.08152097370361	7.08633823757277	6.6213142789677	6.53690284590175	6.88242273429757	7.10653854623306	6.73158721633431	6.21164588027394	6.77522720678509
PROS1	4.364112549895	4.66753428903625	5.02225835795675	5.62311518273893	7.2915194512357	4.34273792763325	5.89431955117345	5.18557532138535	5.8446090607114	4.18704002766665	3.4329931607166	5.59886869887976	6.03452544148174	4.94262086656518	3.82019465413005	3.65672834086084	4.17349507470063	6.41242516763261	5.46148721556071	3.89073206850961
NR1H3	7.11545852301448	7.02615806232081	6.98239450231306	7.16326040347548	7.06998199591018	7.01604036365399	6.9619374738063	6.64339747618377	7.07135181956157	7.16655030338771	7.2145594062795	7.29512071724962	7.01980682960017	7.35770118895999	7.19493014583943	6.90826646370102	6.974590630049	7.09084880575458	7.05913531688499	7.39022638966642
NR1H2	8.52016704685736	9.78207175801489	9.10790500340187	8.41197993711511	8.38502123652874	8.29743199446659	8.87183826370572	9.2342671806641	9.06724261941308	8.50524285992886	9.17855239555053	8.93260424869533	9.15527244423984	8.26707405503253	8.54300606356758	8.34755999420044	8.31686512070173	8.3838730620761	8.23887100984594	8.21578030831903
PPARD	7.55853275993206	7.93781085005218	7.64370840445227	7.50226917783848	7.15802779645601	7.62866962020095	7.4536724133381	7.07363927196005	7.62774491146641	7.56904147061219	7.56244004397479	7.34013806027085	6.0644298651521	7.37366119200695	7.52128875245603	7.42835460603912	7.55362632149193	7.48184481573087	7.80348468882398	7.75445554687098
PPARG	3.2974511254562	5.37714721705213	5.0871754668231	2.97084860202848	3.65719553424046	3.54424312756703	4.73548361973272	4.0978808806863	4.53379038296181	3.94076341534191	3.4660629866259	4.11024762989613	4.92790377023536	3.64479259273263	3.73923131309296	3.96280826388002	4.24154545840037	4.08808420355738	3.52703537109146	3.42618883719064
MRC1	3.26708565157849	3.54582078401295	3.74354285806443	3.02540948990633	2.94493027655753	3.75737409070831	3.30811256321872	3.04646084381021	4.00521786601229	3.3306942093791	3.52413800045998	3.28153945895154	3.97220104861161	3.19488351304053	3.68614389995325	3.30254080899273	3.98136319367319	3.73967249657239	3.66512684983045	3.06687186421824
CD163	7.44436583563521	7.31253054209287	6.21366235014311	7.16810087161861	7.59096025937062	8.07973862950381	6.99587719425743	6.17637011974301	7.450395441259	7.86582869259212	7.15072771260175	6.68389657124764	6.63709622021545	7.15670521897349	7.15553578529432	7.06170642348807	7.86753123299116	7.43048065945257	7.59812535946407	6.78959939538862
IL10	3.85403983465208	7.1937155876064	4.76927670056769	4.39538274514085	4.85022514794241	4.01823967273743	5.31915431903514	4.91904879030485	5.00861436425257	4.79546490537507	5.86597650175925	7.2532179780836	6.0702074678724	3.52250083267491	4.31570987807962	4.21361744134493	5.6117334522805	4.29196231777977	3.36252108564311	4.23986518662179
TGFB1	10.2175785054436	11.0918697781738	10.6493757943322	9.91340342586541	10.4419665871789	10.1438597863436	10.3196733683006	10.2008603809403	10.6782755817333	10.2659429674272	10.3997624899329	10.0346130100945	10.2783136867409	10.4127541150438	10.2782671582731	10.0248718383419	10.410546410112	10.311616702549	9.82063961604557	10.1278674214766
VSIG4	5.18023709208374	6.21594470449508	5.35298518125844	6.23704708058852	6.42524879571982	6.50606432544304	5.0277576180051	5.8966315351545	6.17573892880317	5.85368962022235	4.82811177031394	5.94579287358848	5.2228365768805	5.96754530038999	5.86987213620936	5.99958209993771	6.92078340475756	5.0540990233819	4.9805345352217	5.90818725159188
C1QA	6.64033166042728	6.71463895762222	6.5659153154528	6.6067037790799	6.43158613449868	6.6675395437604	6.40326650050256	6.9932008551148	6.79643720162619	6.65572125309691	6.34297506846226	7.14770402062341	7.19631488322763	6.81138743233057	6.99066947595142	6.89206837305984	7.07144478397597	6.84801990388549	6.25920969097052	6.76854012191612
C1QB	6.48054350309276	6.09788084802616	5.79616533263677	6.04276191956831	5.63858700370175	6.0489321501468	5.50621695057707	5.55856093361022	6.09126635943079	6.22327579344991	5.28757953573234	6.10287598741426	6.25235344651897	6.33531774924892	6.13511162437071	5.88152933482642	6.41461134788054	6.13623253839164	5.4190210916474	5.68680845783658
C1QC	5.9863096620664	6.22585508143945	6.14531929954944	6.1199440611657	5.9947832127228	6.33234473085503	6.30862588280185	6.09069273107723	6.88885930011549	6.40422928288089	5.87309718293878	6.38999955178207	6.367371316936	6.15637400927694	6.651531234563	5.90891542371369	6.50612470458563	5.89966530353026	5.56060527799671	6.0824282074859
F13A1	8.67107208516288	8.60427737564838	8.99943735250778	9.50772467566561	11.0398320108505	8.81565034277613	9.28409038923494	9.25661305849739	10.0126506394909	9.03667200629532	7.49329647513148	9.29809809689992	9.92735403943158	8.64899128845369	8.36573960662472	7.61915771878662	8.79431663718211	10.276083127921	9.36797704884595	8.00368534671461
LYVE1	4.32145028672347	4.32169669832064	4.74156260844939	4.46739688790174	4.93209481883464	4.40263972316071	4.65556371961056	4.85214744048691	4.40158092870156	4.49893143648908	4.33135413085359	5.26167261023988	5.25406004721826	4.72475825226262	4.93260436895135	5.0185961125422	4.68855259828186	4.47861889183107	4.55276785338767	4.51007307485747
ANXA1	11.6060730661946	11.9001366840354	11.0689285102316	11.8041780832567	11.6257573034709	11.5517707269118	11.5852010770024	10.7884732229348	11.2297697933753	11.4600965210708	11.6479081488684	11.9309458072577	10.6917518326771	11.3826711225767	11.3466053217383	11.3437820917973	11.8897286413412	11.6889804827738	11.7703975565704	11.448438239399
FPR2	8.90467363586744	9.17804253893005	8.01987102241391	7.62759295963475	8.58517804477773	8.04360053617295	8.48579543468537	8.85645543080927	8.48239196837544	8.88794061041026	8.2221586096953	8.67863301302175	8.2579117987309	8.36027137133279	9.03012863840762	8.28124259087866	8.43231966481789	8.39435225092452	9.06654583281659	8.40501381091043
CD36	10.2668688888174	8.43819154160071	8.63115146401958	10.5650332680949	10.2786261598526	10.5495841053204	9.44106677362128	8.71504471819347	9.7822106857053	10.0539642268266	9.60207935698152	10.2971641929496	9.09951362645475	9.84080635842537	9.69579317135357	9.10684936958337	10.3101674523421	10.1514870752531	10.4773686819373	9.19548778054669
MARCO	5.92229238005519	5.65638979859111	6.4595001896866	5.7802014983846	5.74054937310328	6.3458904329097	5.90047345977669	5.89274336415627	5.5312548956764	5.96377179184553	5.61503437558563	5.71247266406746	6.807384784369	6.08183778407138	6.52259817761778	5.42226697809712	6.52066934572659	6.29055995056881	5.79704444897278	5.74570894951586
C15ORF48	3.82009988879763	10.7377732431131	6.33178999785971	3.34539508019823	3.77016807203768	3.77696782511745	7.05797731020178	7.39212845369905	5.79849686361799	4.27629782373165	5.56045366246374	7.36027463096383	8.94324951318931	3.81595181272037	3.90926156253214	3.82538383750898	4.64903827566605	4.46979425821756	3.68677845902328	3.81294588933566
NDUFA4	10.2200509075517	10.3592869660356	10.2570974211002	11.0007322980409	10.6754793012882	10.3537930416519	10.105987689471	10.5097321864605	10.3237981210742	10.4815112393258	10.01722400544	11.0614603903203	10.5328688224264	10.3361218442767	10.4977462516609	10.3190599245822	10.3566362375619	10.2548113609539	9.95249361257486	9.97539769071438
