analysis	dataset_path	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case_log2_cpm	mean_control_log2_cpm	delta_log2_cpm	hedges_g	welch_t	p	mean_case_detection_fraction	mean_control_detection_fraction	detected_donor_fraction	mean_log2_cpm	in_lipid_lysosomal_myeloid_neighborhood	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	STAT1	6	6	7.644786232850926	6.279413551508324	1.3653726813426017	1.286310601278291	2.413618258705845	0.0394505543868045	0.4490312940162023	0.278200650346214	1.0	6.962099892179626	False	0.5822713528426208	True	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CYP27A1	6	6	4.338335426074322	4.811054448609863	-0.4727190225355411	-0.7715848002749771	-1.4477927494594902	0.1804488800912747	0.1087329040951051	0.1322614492781433	1.0	4.574694937342094	False	0.7036821635515804	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	LAMP3	6	6	1.7519703163134055	0.0	1.7519703163134055	1.4858376134895863	2.7880084248909225	0.0385354591092249	0.0153670549711877	0.0	0.3333333333333333	0.8759851581567029	True	0.577788998541366	True	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CXCL8	6	6	8.104964941712716	4.459759222455555	3.64520571925716	1.509919848801314	2.833196051270643	0.0210412685719681	0.1678453109205373	0.0453897613148167	1.0	6.282362082084134	False	0.533918143532941	True	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CXCL10	6	6	6.434534729074034	6.665793292408501	-0.2312585633344666	-0.1075893520755278	-0.201879409493916	0.8448227722322177	0.0941859027127195	0.0722343450282786	1.0	6.550164010741267	False	0.953940166752021	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CXCL13	6	6	3.7515346313199545	0.585491411313112	3.1660432200068422	0.9369822277803982	1.7581425596634517	0.1278962924909978	0.0429964844638631	0.0011574074074074	0.3333333333333333	2.1685130213165333	False	0.6700868388287154	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	IRF1	6	6	9.767660269416018	10.077528884442108	-0.3098686150260903	-0.2671923964439164	-0.5013567065400282	0.6272030311224924	0.6602705771384666	0.7407275922794797	1.0	9.92259457692906	False	0.8816082044349105	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD74	6	6	9.350583717987323	8.336215542497504	1.014368175489821	0.8402297393947538	1.576597315217243	0.1460579322955725	0.4803985382055964	0.3623255691922132	1.0	8.843399630242414	False	0.6847847624287927	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD83	6	6	2.348572496735074	4.127828042216975	-1.779255545481901	-1.0148407197766678	-1.9042353289298712	0.0900315914621917	0.0364544524690798	0.0706749800792483	0.8333333333333334	3.238200269476024	False	0.6487929701004915	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	LTA	6	6	0.3659758672628657	0.1712224922742933	0.1947533749885724	0.3510896680668359	0.6587805716962732	0.5264889649719222	0.0037982565379825	0.0011904761904761	0.25	0.2685991797685794	False	0.8450235397297912	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	TNF	6	6	0.1787725441576459	0.3111485364889343	-0.1323759923312884	-0.2642560794369972	-0.4958470354433228	0.6308302097437575	0.0004578754578754	0.0020364998791394	0.25	0.2449605403232901	False	0.8823071940141174	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	LTB	6	6	1.6423579409477738	0.7548045772474659	0.8875533637003079	0.6377481897802484	1.1966632893956746	0.2598243017987753	0.018213579625235	0.0038965273120202	0.5833333333333334	1.19858125909762	False	0.7393783683791225	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HLA-DRA	6	6	8.48454062600267	7.133213336270816	1.3513272897318531	0.9025074740132808	1.693454532468455	0.1213590853796411	0.2780202326115955	0.1469418295395095	1.0	7.808876981136742	False	0.6650754359937445	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HLA-DRB1	6	6	8.519745899622189	7.652491443054188	0.8672544565680003	0.5611630437087092	1.052959811619602	0.3188841542029964	0.306668524958518	0.2209615004714919	1.0	8.08611867133819	False	0.7701222523790404	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HLA-DPA1	6	6	7.321218478727005	6.704839557951082	0.6163789207759223	0.529844939570673	0.9941948850921396	0.3444883687402404	0.3121343126857406	0.2710625449186255	1.0	7.013029018339044	False	0.7796126173984669	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HLA-DPB1	6	6	7.557661407587498	6.991004621485139	0.5666567861023593	0.5981974367447651	1.1224507161826862	0.2966679604292185	0.3677927553188755	0.3404084123345758	1.0	7.27433301453632	False	0.7596931233556315	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	TNFAIP3	6	6	8.212636627454755	7.52193979792316	0.6906968295315945	0.5242879355295437	0.9837677873102796	0.3503725985581004	0.368354122208313	0.3749521995670204	1.0	7.867288212688959	False	0.7817545332280484	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	IL6	6	6	7.002274152209256	4.532382356353328	2.469891795855927	1.5109123250732206	2.835058322209578	0.0193424353388652	0.1444526824721856	0.087273243152363	1.0	5.767328254281292	False	0.5268653530541093	True	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	LAMP2	6	6	7.059626848857415	7.23594094070274	-0.1763140918453247	-0.6249339303297995	-1.1726187619303314	0.268503894488811	0.4655615989665212	0.4821553087947776	1.0	7.147783894780076	True	0.7458087271343212	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CYP7B1	6	6	4.898446291790497	3.4814655730141184	1.416980718776379	1.5980716991595414	2.9986031585057726	0.0137714395830571	0.1379604697343262	0.0567299885814399	1.0	4.189955932402309	False	0.5183164950749184	True	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CCL19	6	6	5.085451194352555	5.850267560766195	-0.7648163664136396	-0.2004105545034376	-0.3760480346707561	0.7167432358019847	0.0441473716026769	0.0448419750329559	0.9166666666666666	5.467859377559376	False	0.912100282893991	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CCL21	6	6	6.766632940617125	3.67604028779074	3.0905926528263854	1.0023191151312285	1.880739935538497	0.0910161542042063	0.0557063399413062	0.0345911216929841	0.9166666666666666	5.221336614203934	False	0.6487929701004915	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CXCR5	6	6	0.2361058217427506	0.5400231771276457	-0.303917355384895	-0.5547045184027457	-1.0408411098167123	0.3276567164195204	0.0013994950435628	0.0032320957483608	0.4166666666666667	0.3880644994351982	False	0.7731238663342533	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CH25H	6	6	5.654158175115847	5.215973885642396	0.4381842894734511	0.3420214207880189	0.6417650179218882	0.5389826306444939	0.1612120498236124	0.1009919517274561	1.0	5.435066030379122	False	0.8508971220322886	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	GPR183	6	6	1.0333225088772868	0.3601481362118531	0.6731743726654338	0.6642513673308382	1.2463935436486184	0.2413645221328418	0.007996741668671	0.0023148148148148	0.4166666666666667	0.69673532254457	False	0.7318143207957222	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	LAMP1	6	6	6.744894544406228	7.09739365433762	-0.3524991099313919	-0.7373875981733959	-1.3836255169831304	0.1982865627127929	0.4001470803014801	0.4559115443141681	1.0	6.921144099371925	True	0.7157355194853073	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	NFKBIA	6	6	9.760955468277402	9.55370203906711	0.2072534292102918	0.2173675073083094	0.4078658637869736	0.6934080749187415	0.6624794993206881	0.7222857339648825	1.0	9.657328753672257	False	0.902989036181472	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HSD3B7	6	6	3.940301925134495	4.147394788933949	-0.2070928637994535	-0.3990378026144223	-0.748749893957889	0.472956081616136	0.0923568498678784	0.0919709522581832	1.0	4.043848357034222	False	0.8274240646167433	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	ITGAX	6	6	0.4408858294140556	0.1641206208816621	0.2767652085323935	0.4556905588646249	0.855052467189902	0.4171224702473489	0.0041663441942058	0.0007575757575757	0.25	0.3025032251478589	False	0.8082858470585199	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CCL2	6	6	10.373360072540114	11.329682000139906	-0.9563219275997916	-0.5943183238901482	-1.115171993917489	0.2925404609742857	0.5119441447802255	0.720925243173134	1.0	10.851521036340012	False	0.7588332039828927	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CCL3	6	6	2.28807591410394	0.6501603781749652	1.637915535928975	0.5972476227939255	1.1206684963270452	0.307217285039447	0.0398090139615563	0.0052854162009091	0.5	1.4691181461394525	False	0.764384870666735	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CCL4	6	6	2.6306120753925666	0.7800059024404438	1.8506061729521228	0.8160020739399934	1.5311368054077812	0.1765906907290745	0.0409619873457811	0.0047120687085475	0.6666666666666666	1.705308988916505	False	0.7022884613520824	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CCR7	6	6	0.6537973336556142	0.7052472335869332	-0.0514498999313189	-0.0449626508389882	-0.0843673953374493	0.9347142357335652	0.0077909346541805	0.0040399309752101	0.4166666666666667	0.6795222836212736	False	0.985103976580427	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	EBI3	6	6	0.616065757268379	0.0	0.616065757268379	0.7002415702776431	1.3139251420670812	0.2459227100078332	0.0083644665836446	0.0	0.1666666666666666	0.3080328786341895	False	0.7343444591274823	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	IFI30	6	6	2.5114408078819737	2.4973372509501415	0.0141035569318321	0.0111263327727229	0.020877321469631	0.9838317261763274	0.0374633003144728	0.0278178847220636	0.9166666666666666	2.5043890294160573	True	0.9962388941271814	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	ISG15	6	6	7.357119267581695	7.638827933286453	-0.2817086657047571	-0.270249895598603	-0.5070937624100456	0.6303413094634405	0.4997566675439488	0.4678288947824945	1.0	7.497973600434073	False	0.8738541707332103	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	GBP1	6	6	7.691819762815882	8.245324772870392	-0.5535050100545096	-0.5176885560727819	-0.9713847884162802	0.3646985273688199	0.4171539248774538	0.5117430260518486	1.0	7.968572267843137	False	0.7285284326305672	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CTSS	6	6	6.8086427074081675	6.579453584969621	0.2291891224385462	0.3842804577416132	0.7210593835946573	0.4878822325599475	0.3785158645147822	0.2935168669815127	1.0	6.694048146188893	True	0.79725673545536	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	IL1B	6	6	0.956801387728744	0.227801897781013	0.7289994899477309	0.7817338394107701	1.4668362885099553	0.1831408894868592	0.0062659220066627	0.0008460236886632	0.3333333333333333	0.5923016427548785	False	0.5827896288824824	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	STAT1	6	6	6.620201567096302	6.279413551508324	0.3407880155879779	0.5075335496053345	0.95233005233407	0.3711476099571809	0.3342291387960721	0.278200650346214	1.0	6.449807559302314	False	0.7323550161018535	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CYP27A1	6	6	3.930497653854774	4.811054448609863	-0.8805567947550901	-1.1644567620620294	-2.1849731313676264	0.0609435619406279	0.0943257180447328	0.1322614492781433	1.0	4.370776051232318	False	0.4037860456022347	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	LAMP3	6	6	2.605019772981594	0.0	2.605019772981594	1.1626886907146774	2.1816555428455207	0.0809437958440131	0.0575135412091933	0.0	0.25	1.302509886490797	True	0.4464062024750986	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CXCL8	6	6	7.401391460915373	4.459759222455555	2.9416322384598175	2.151471846325338	4.0369967612969635	0.0059318768186394	0.1494809639624982	0.0453897613148167	1.0	5.930575341685465	False	0.1770270985496728	True	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CXCL10	6	6	6.87029063730288	6.665793292408501	0.2044973448943787	0.1740158216543737	0.3265212647950714	0.7557866508454044	0.0687230091159501	0.0722343450282786	1.0	6.76804196485569	False	0.9233575221900306	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CXCL13	6	6	3.0517264090754757	0.585491411313112	2.466234997762363	0.8067997551493074	1.5138696814071244	0.177411145351992	0.0201047230270323	0.0011574074074074	0.3333333333333333	1.8186089101942935	False	0.57439231459611	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	IRF1	6	6	9.03035359837782	10.077528884442108	-1.047175286064288	-1.0105418745754564	-1.8961690257689687	0.0873078322156302	0.6268620049097069	0.7407275922794797	1.0	9.553941241409962	False	0.4539632840947554	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CD74	6	6	8.534450731063115	8.336215542497504	0.1982351885656115	0.1506942428731491	0.2827609254864532	0.7833622388670824	0.3909904934567694	0.3623255691922132	1.0	8.435333136780308	False	0.934235604697553	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CD83	6	6	2.457421179562251	4.127828042216975	-1.670406862654724	-0.988886659952858	-1.8555354327958904	0.0962569877326307	0.0342048338662736	0.0706749800792483	0.9166666666666666	3.2926246108896127	False	0.4647090377399369	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	TNF	6	6	0.96644503418745	0.3111485364889343	0.6552964976985156	0.7207527469717157	1.3524120755706674	0.2186924617094894	0.0039467406214588	0.0020364998791394	0.4166666666666667	0.6387967853381921	False	0.617134773026546	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	LTB	6	6	0.0	0.7548045772474659	-0.7548045772474659	-0.8425785207053225	-1.5810045411634972	0.1747180254063015	0.0	0.0038965273120202	0.25	0.3774022886237329	False	0.5743748308431721	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	HLA-DRA	6	6	7.330804898742943	7.133213336270816	0.1975915624721267	0.1143993831181114	0.2146576725746984	0.8347203543441966	0.224377404296097	0.1469418295395095	1.0	7.23200911750688	False	0.9527432191958308	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	HLA-DRB1	6	6	7.929097798694603	7.652491443054188	0.2766063556404141	0.1980510861473565	0.3716207556765407	0.7180131286122331	0.253042096944713	0.2209615004714919	1.0	7.790794620874396	False	0.9093519511994006	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	HLA-DPA1	6	6	6.7413428740382235	6.704839557951082	0.036503316087141	0.0241054816256958	0.0452312454930084	0.9650565803156028	0.2490808714548847	0.2710625449186255	1.0	6.723091215994654	False	0.9923098489642744	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	HLA-DPB1	6	6	6.923709931827129	6.991004621485139	-0.0672946896580102	-0.0677890380924271	-0.1271985630199979	0.9022708513087752	0.3355764750322708	0.3404084123345758	1.0	6.957357276656135	False	0.9751653996277142	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	TNFAIP3	6	6	8.869547591996806	7.52193979792316	1.347607794073646	1.1264554239699958	2.1136678623423713	0.0694929174736617	0.5518565363401825	0.3749521995670204	1.0	8.195743694959985	False	0.4225309391376111	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	IL6	6	6	6.108970452665896	4.532382356353328	1.5765880963125678	1.406770454512121	2.6396477269519014	0.0289562440778907	0.1263920948921345	0.087273243152363	1.0	5.320676404509612	False	0.3156292393619142	True	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	LAMP2	6	6	6.719274591406271	7.23594094070274	-0.5166663492964689	-1.219895351720679	-2.2889974565220985	0.0544282666304993	0.414009259637015	0.4821553087947776	1.0	6.977607766054505	True	0.3877288021787756	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CYP7B1	6	6	3.255148627110145	3.4814655730141184	-0.2263169459039735	-0.1426046731216254	-0.2675817508470243	0.7966064139620938	0.0776224014549296	0.0567299885814399	0.9166666666666666	3.368307100062132	False	0.9390068963583468	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CCL19	6	6	7.46725434348609	5.850267560766195	1.616986782719895	0.6364996667494307	1.194320575294895	0.2601981003166774	0.0545841764110817	0.0448419750329559	1.0	6.6587609521261415	False	0.6516476744732779	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CCL21	6	6	7.0128782420891795	3.67604028779074	3.33683795429844	1.0785095037770085	2.023702695069983	0.0719645469489152	0.0481939057933619	0.0345911216929841	0.9166666666666666	5.344459264939959	False	0.4284293001780451	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CXCR5	6	6	0.5818364552023295	0.5400231771276457	0.0418132780746838	0.060631639158583	0.1137685028662525	0.9116849011177726	0.0049313005834744	0.0032320957483608	0.5	0.5609298161649876	False	0.9763893213024868	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CH25H	6	6	6.147461365997311	5.215973885642396	0.9314874803549156	0.944995821188364	1.7731791731750632	0.1073386766583645	0.2045695271078708	0.1009919517274561	1.0	5.6817176258198545	False	0.480740445727871	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	GPR183	6	6	0.7968170751108925	0.3601481362118531	0.4366689388990394	0.4549059384025822	0.853580214476243	0.4133182608369611	0.0041490745194448	0.0023148148148148	0.3333333333333333	0.5784826056613728	False	0.7548240972087084	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	LAMP1	6	6	6.479306464787055	7.09739365433762	-0.6180871895505646	-1.248241552815562	-2.3421859387281594	0.0432550058006647	0.3782129076042911	0.4559115443141681	1.0	6.788350059562339	True	0.358461099780355	False	True	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	NFKBIA	6	6	9.915275537254786	9.55370203906711	0.3615734981876759	0.4126936333789471	0.7743735360535845	0.4582594936859859	0.7565505971276675	0.7222857339648825	1.0	9.734488788160949	False	0.7837498567700504	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	HSD3B7	6	6	4.3988070682274385	4.147394788933949	0.2514122792934898	0.3739078282446664	0.7015963021897911	0.5044124193956485	0.1178324998518499	0.0919709522581832	1.0	4.273100928580694	False	0.8061207373761804	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	ITGAX	6	6	0.5393619762571693	0.1641206208816621	0.3752413553755072	0.4765541366976838	0.8942006420939718	0.4019768731802647	0.002562218302959	0.0007575757575757	0.25	0.3517412985694157	False	0.7480322568942164	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CCL2	6	6	9.61025261214246	11.329682000139906	-1.7194293879974456	-1.2720754867450783	-2.3869076552808344	0.0529054755136257	0.4554759614736912	0.720925243173134	1.0	10.469967306141184	False	0.3847696156743995	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CCL3	6	6	1.9005138723046917	0.6501603781749652	1.2503534941297263	0.902187232599652	1.692853635202771	0.1279808362471824	0.0144940122798415	0.0052854162009091	0.5833333333333334	1.275337125239828	False	0.5151072744875697	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CCL4	6	6	1.3761746993972253	0.7800059024404438	0.5961687969567815	0.4150715589538149	0.7788354479585636	0.4592390162995406	0.0125821709155042	0.0047120687085475	0.5833333333333334	1.0780903009188345	False	0.7839689596979474	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	CCR7	6	6	0.4198482732448523	0.7052472335869332	-0.2853989603420809	-0.3967917976494902	-0.7445355163517983	0.4774359312976901	0.0029832486354225	0.0040399309752101	0.5	0.5625477534158928	False	0.7917575895439767	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	IFI30	6	6	1.1499444892871662	2.4973372509501415	-1.3473927616629753	-1.0024820961675385	-1.881045751260353	0.0967696072395511	0.0068455043495301	0.0278178847220636	0.75	1.8236408701186535	True	0.4659164658867894	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	ISG15	3	3	7.650530376292494	6.3914962711124055	1.2590341051800884	1.1215926231453328	1.7170810162348566	0.1828768389898842	0.3618664717348928	0.207495183044316	1.0	7.021013323702451	False	0.7297013371935511	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	NFKBIA	3	3	11.264709800249165	11.635223399625277	-0.3705135993761121	-1.0346020196441823	-1.5839043968632402	0.1996069614837104	0.7476364522417155	0.8872447013487476	1.0	11.449966599937222	False	0.7297013371935511	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CXCL10	3	3	4.771152575437681	2.601522301289926	2.1696302741477553	0.6873757995818224	1.052324981570662	0.3645980366622389	0.0308601364522417	0.0072601156069364	0.8333333333333334	3.686337438363803	False	0.777892084402464	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	STAT1	3	3	7.043034744971472	4.269113700912343	2.7739210440591284	3.209689754945632	4.913813832659737	0.0133563547559062	0.419188596491228	0.1125279383429672	1.0	5.656074222941908	False	0.7297013371935511	True	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CXCL13	3	3	2.7350994364735404	1.2045617922989733	1.530537644174567	0.4627474704145354	0.7084344889245415	0.5427617071811475	0.0069809941520467	0.0085934489402697	0.6666666666666666	1.9698306143862567	False	0.8496088753834079	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	CCL22	3	3	8.030823329057833	7.793029972326245	0.2377933567315882	0.1461454072311611	0.2237385474797497	0.8339295923673231	0.1049098440545808	0.10304816955684	1.0	7.911926650692039	False	0.957380042574064	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	HSD3B7	3	3	3.0264716415924027	2.6473476245443632	0.3791240170480394	0.7065729560806295	1.081714505279682	0.3404361416365223	0.0508040935672514	0.0331136801541425	1.0	2.8369096330683834	False	0.76638284639449	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	LAMP3	3	3	6.818751898185705	6.376220359765701	0.4425315384200043	0.3634898068086416	0.5564778458650043	0.6153814606292699	0.1849415204678362	0.1676493256262042	1.0	6.597486128975703	True	0.8803776517025286	False	False	False	False
