dataset	cell_state	endpoint	model	n	coef	p	r2	status	formula
GSE198520_RA_synovium_antiTNF	bulk_synovium	baseline	M0_clinical	42	0.9104019298750734	0.002977517998379064	0.5525100696529136	ok	cd58_pre ~ good_response + generic_nfkb_score_pre + C(pathotype) + C(biologic) + inflammatory_score + das28_score
GSE198520_RA_synovium_antiTNF	bulk_synovium	baseline	M1_t_synapse	42	0.82597108100455	0.01149935366607743	0.5597289171007214	ok	cd58_pre ~ good_response + generic_nfkb_score_pre + t_synapse_score_pre + C(pathotype) + C(biologic) + inflammatory_score + das28_score
GSE198520_RA_synovium_antiTNF	bulk_synovium	baseline	M2_full_mixture	42	0.540226391415028	0.08459358127296267	0.6704472816124649	ok	cd58_pre ~ good_response + generic_nfkb_score_pre + t_synapse_score_pre + apc_hla_score_pre + myeloid_score_pre + b_cell_score_pre + stromal_injury_score_pre + C(pathotype) + C(biologic) + inflammatory_score + das28_score
GSE198520_RA_synovium_antiTNF	bulk_synovium	delta	M0_clinical	42	0.743266690583279	0.08006225428813406	0.579422967483947	ok	cd58_delta ~ good_response + cd58_pre + generic_nfkb_score_pre + generic_nfkb_score_delta + C(pathotype) + C(biologic) + inflammatory_score + das28_score
GSE198520_RA_synovium_antiTNF	bulk_synovium	delta	M1_t_synapse	42	0.5791231741008848	0.1636222526033669	0.6462143529402579	ok	cd58_delta ~ good_response + cd58_pre + generic_nfkb_score_pre + generic_nfkb_score_delta + t_synapse_score_pre + t_synapse_score_delta + C(pathotype) + C(biologic) + inflammatory_score + das28_score
GSE198520_RA_synovium_antiTNF	bulk_synovium	delta	M2_full_mixture	42	0.5708476676618155	0.06242120555406452	0.8662566469885896	ok	cd58_delta ~ good_response + cd58_pre + generic_nfkb_score_pre + generic_nfkb_score_delta + t_synapse_score_pre + t_synapse_score_delta + apc_hla_score_pre + apc_hla_score_delta + myeloid_score_pre + myeloid_score_delta + b_cell_score_pre + b_cell_score_delta + stromal_injury_score_pre + C(pathotype) + C(biologic) + inflammatory_score + das28_score
