module	seed	n_valid_bootstraps	median	ci_low	ci_high	fraction_above_zero
IFN_APC	5711	9994	0.03420430352206441	-0.3136888705646237	0.6210155876006344	0.5562337402441465
IFN_APC	5712	9989	0.03457474203285177	-0.32235760453895423	0.600104030696124	0.5577134848333166
IFN_APC	5713	9998	0.03400523203485875	-0.316444760174723	0.6021658516223881	0.5589117823564713
HLAII	5711	9770	-0.23099008771967494	-0.4583575735765805	0.20171626548486044	0.08597748208802457
HLAII	5712	9762	-0.2330601255744959	-0.46259899334772714	0.19002800663942887	0.08481868469575907
HLAII	5713	9780	-0.23347199021196435	-0.4604702641595734	0.185470280554233	0.07975460122699386
UNION_EXPLORATORY	5711	9997	0.09456940261313938	-0.2138965583747814	0.5064359222473713	0.6888066419925978
UNION_EXPLORATORY	5712	9993	0.09485181624301883	-0.21189237325155158	0.5010318427050627	0.6902831982387672
UNION_EXPLORATORY	5713	9998	0.09726070419810998	-0.20921811178776722	0.49768444254569316	0.6916383276655331
