analysis	dataset_path	disease_name	compartment	donor_id	disease	group	role	n_cells	cell_types	module	mean_score
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP037	normal	control	source	377	pancreatic ductal cell	target_hla_ii_apc	0.09460036885111585
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP037	normal	control	source	377	pancreatic ductal cell	target_lysosomal_apc	-0.15686281460863682
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP037	normal	control	source	377	pancreatic ductal cell	target_mif_cd74_receptor_state	0.06920920572001167
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP037	normal	control	source	377	pancreatic ductal cell	target_mixscale_validated_ifng_readout	-0.04300555044782997
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP037	normal	control	source	377	pancreatic ductal cell	target_lipid_loader_repair	-0.04251381511147532
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP037	normal	control	source	377	pancreatic ductal cell	target_complement_phagocytosis	-0.03307346945528165
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP037	normal	control	source	377	pancreatic ductal cell	target_hif_nampt_metabolic	-0.14196360368407993
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP037	normal	control	source	377	pancreatic ductal cell	target_inflammatory_nfkb	-0.018375697581110552
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	endothelial_entry	0.049034390787806796
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	stromal_retention_fibrosis	0.09726864821365029
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	epithelial_chemokine_entry	-0.10953846367847944
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	tls_lymphoid_niche	0.07096992700576563
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	tl1a_comparator	0.03182557956006448
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	target_ifn_apc	0.26324973174675864
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	target_hla_ii_apc	0.34242448462272573
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	target_lysosomal_apc	0.13285023641841667
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	target_mif_cd74_receptor_state	0.2929037188025916
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	target_mixscale_validated_ifng_readout	0.11872083270565362
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	target_lipid_loader_repair	0.017906703585616232
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	target_complement_phagocytosis	0.03550323985004191
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	target_hif_nampt_metabolic	-0.09664660730589884
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP038	normal	control	source	78	pancreatic ductal cell	target_inflammatory_nfkb	-0.16612872492972577
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	endothelial_entry	0.13851776561195636
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	stromal_retention_fibrosis	0.049826883049988446
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	epithelial_chemokine_entry	-0.003433559057840298
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	tls_lymphoid_niche	0.042692170526189704
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	tl1a_comparator	0.003802735517668342
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	target_ifn_apc	0.1297377959414966
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	target_hla_ii_apc	0.05832141409437654
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	target_lysosomal_apc	0.13877765810392906
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	target_mif_cd74_receptor_state	0.09760979041251222
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	target_mixscale_validated_ifng_readout	0.10473798369114573
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	target_lipid_loader_repair	-0.01644294892130298
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	target_complement_phagocytosis	0.0034138269069960395
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	target_hif_nampt_metabolic	0.07478912472954395
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP039	normal	control	source	1418	pancreatic ductal cell	target_inflammatory_nfkb	0.04397131916775259
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	endothelial_entry	-0.05604160822306464
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	stromal_retention_fibrosis	0.01806433359464076
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	epithelial_chemokine_entry	-0.19548180365419765
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	tls_lymphoid_niche	0.04350576402593904
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	tl1a_comparator	-0.043095022181274006
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	target_ifn_apc	-0.14573342860122565
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	target_hla_ii_apc	-0.13542777308267323
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	target_lysosomal_apc	0.04770201507663892
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	target_mif_cd74_receptor_state	-0.11804740885691897
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	target_mixscale_validated_ifng_readout	-0.048567018925533965
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	target_lipid_loader_repair	0.005160330245257558
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	target_complement_phagocytosis	0.015421868815721102
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	target_hif_nampt_metabolic	0.02316687335127236
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP040	normal	control	source	151	pancreatic ductal cell	target_inflammatory_nfkb	-0.0808882173420735
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	endothelial_entry	-0.12870924656757513
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	stromal_retention_fibrosis	-0.14476400553598234
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	epithelial_chemokine_entry	-0.06010787678677952
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	tls_lymphoid_niche	-0.0362425909707016
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	tl1a_comparator	-0.03478386474993251
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	target_ifn_apc	-0.18975626515035748
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	target_hla_ii_apc	-0.22909089949816286
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	target_lysosomal_apc	-0.19904947729139624
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	target_mif_cd74_receptor_state	-0.24036245091156958
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	target_mixscale_validated_ifng_readout	-0.2412510647370654
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	target_lipid_loader_repair	0.01546580163492053
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	target_complement_phagocytosis	-0.012345587633218452
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	target_hif_nampt_metabolic	-0.13086953522028077
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP042	normal	control	source	976	pancreatic ductal cell	target_inflammatory_nfkb	-0.020111975789241242
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	endothelial_entry	0.0647692657188035
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	stromal_retention_fibrosis	0.02316778728689395
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	epithelial_chemokine_entry	0.12829925394203456
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	tls_lymphoid_niche	-0.0020513049267368902
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	tl1a_comparator	-0.014370725443698032
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	target_ifn_apc	0.0026410484707145103
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	target_hla_ii_apc	0.027003721070247334
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	target_lysosomal_apc	-0.002966859635057209
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	target_mif_cd74_receptor_state	0.030764867768865084
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	target_mixscale_validated_ifng_readout	-0.046764111529541096
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	target_lipid_loader_repair	0.10640884636088559
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	target_complement_phagocytosis	-0.024019054186975818
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	target_hif_nampt_metabolic	0.13544693934756838
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP043	normal	control	source	192	pancreatic ductal cell	target_inflammatory_nfkb	0.08261957714042613
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	endothelial_entry	-0.04289740803463495
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	stromal_retention_fibrosis	0.11835369948484468
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	epithelial_chemokine_entry	-0.00028642187941727
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	tls_lymphoid_niche	0.001340980775552618
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	tl1a_comparator	0.07145060243241685
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	target_ifn_apc	0.0591076235159885
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	target_hla_ii_apc	0.034560693136819955
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	target_lysosomal_apc	0.15585792659783756
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	target_mif_cd74_receptor_state	0.03301032450589822
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	target_mixscale_validated_ifng_readout	0.06507139154383594
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	target_lipid_loader_repair	-0.01122332706298607
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	target_complement_phagocytosis	0.030016150946564357
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	target_hif_nampt_metabolic	-0.016459891457310468
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP044	normal	control	source	871	pancreatic ductal cell	target_inflammatory_nfkb	-0.10226685205747993
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	endothelial_entry	0.0680994432411583
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	stromal_retention_fibrosis	0.16135582550138722
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	epithelial_chemokine_entry	-0.06792920951984549
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	tls_lymphoid_niche	-0.0021877270402427063
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	tl1a_comparator	-0.07596156706567943
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	target_ifn_apc	-0.007859902954849639
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	target_hla_ii_apc	-0.06847491735111473
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	target_lysosomal_apc	0.03859037717719518
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	target_mif_cd74_receptor_state	-0.1784640054826305
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	target_mixscale_validated_ifng_readout	0.008987208610656994
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	target_lipid_loader_repair	0.00390629826889126
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	target_complement_phagocytosis	-0.05147930242686712
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	target_hif_nampt_metabolic	0.10140829426098459
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP045	normal	control	source	101	pancreatic ductal cell	target_inflammatory_nfkb	0.06141129583265692
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	endothelial_entry	0.033978496378750375
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	stromal_retention_fibrosis	-0.010782447542749606
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	epithelial_chemokine_entry	0.12335582698932482
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	tls_lymphoid_niche	-0.035221647509326444
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	tl1a_comparator	0.0018091492484932149
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	target_ifn_apc	-0.002874730512938751
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	target_hla_ii_apc	0.07605889223114932
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	target_lysosomal_apc	-0.09095600763046878
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	target_mif_cd74_receptor_state	0.11931107247438531
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	target_mixscale_validated_ifng_readout	0.05897992186453326
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	target_lipid_loader_repair	-0.03980122210475286
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	target_complement_phagocytosis	-0.07679084177967359
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	target_hif_nampt_metabolic	-0.015457752556939066
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP047	normal	control	source	517	pancreatic ductal cell	target_inflammatory_nfkb	0.050081867131805693
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP049	normal	control	source	51	pancreatic ductal cell	endothelial_entry	-0.0764432658537123
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP049	normal	control	source	51	pancreatic ductal cell	stromal_retention_fibrosis	-0.0521450541456142
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP049	normal	control	source	51	pancreatic ductal cell	epithelial_chemokine_entry	-0.19853644264057102
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	HPAP049	normal	control	source	51	pancreatic ductal cell	tls_lymphoid_niche	-0.0061896742960558335
