analysis	dataset_path	disease_name	compartment	donor_id	disease	group	role	n_cells	cell_types	module	mean_score
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	stromal_retention_fibrosis	0.03393223965483012
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	epithelial_chemokine_entry	0.055220488307719286
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	tls_lymphoid_niche	0.038678387942005996
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	tl1a_comparator	0.015850683038270374
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_ifn_apc	0.0799281457850555
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_hla_ii_apc	0.08164154577275443
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_lysosomal_apc	-0.017819749087554633
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_mif_cd74_receptor_state	0.03663360118890151
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_mixscale_validated_ifng_readout	0.06410340262511732
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_lipid_loader_repair	-0.018159417553049825
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_complement_phagocytosis	0.02621156394053346
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_hif_nampt_metabolic	0.027401319505627256
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Ctrl3	normal	control	target	250	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_inflammatory_nfkb	0.029548334483010037
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	endothelial_entry	0.07529399266657613
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	stromal_retention_fibrosis	0.14109651704653306
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	epithelial_chemokine_entry	0.028125281221446218
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	tls_lymphoid_niche	0.12439625341479488
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	tl1a_comparator	-0.16430631450330757
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	target_ifn_apc	0.4302861080122921
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	target_hla_ii_apc	0.2613501370552656
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	target_lysosomal_apc	0.03988222397253691
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	target_mif_cd74_receptor_state	0.30305159929460596
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	target_mixscale_validated_ifng_readout	0.23392470210723743
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	target_lipid_loader_repair	-0.06278864251767995
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	target_complement_phagocytosis	-0.2609792876239596
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	target_hif_nampt_metabolic	0.17351770484298307
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor1	psoriasis	case	target	180	dendritic cell, human,macrophage,monocyte	target_inflammatory_nfkb	-0.03006259664023379
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	endothelial_entry	-0.048265996038751896
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	stromal_retention_fibrosis	-0.05542376717025932
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	epithelial_chemokine_entry	-0.4351458779599165
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	tls_lymphoid_niche	-0.016113756792933163
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	tl1a_comparator	-0.24382664070975005
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_ifn_apc	0.5903763780528082
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_hla_ii_apc	0.5347394477259056
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_lysosomal_apc	-0.021158725484173333
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_mif_cd74_receptor_state	0.11546182703992791
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_mixscale_validated_ifng_readout	0.4259639327548645
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_lipid_loader_repair	-0.14579168101026732
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_complement_phagocytosis	-0.21061362975558517
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_hif_nampt_metabolic	-0.3013840354566028
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor2	psoriasis	case	target	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_inflammatory_nfkb	-0.5357986365170232
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	endothelial_entry	-0.10138780338632657
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	stromal_retention_fibrosis	-0.04626918711179336
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	epithelial_chemokine_entry	-0.14569784503378652
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	tls_lymphoid_niche	0.07516140689269138
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	tl1a_comparator	-0.24310508958401733
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_ifn_apc	0.2795144103808427
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_hla_ii_apc	0.010005751664504911
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_lysosomal_apc	0.29016836462895523
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_mif_cd74_receptor_state	-0.06899990330294718
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_mixscale_validated_ifng_readout	0.19831535982368445
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_lipid_loader_repair	0.08134737745944766
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_complement_phagocytosis	0.40591969163648756
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_hif_nampt_metabolic	-0.09850902196110287
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	Psor3	psoriasis	case	target	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	target_inflammatory_nfkb	-0.35019975475946885
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	endothelial_entry	0.001137618746577267
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	stromal_retention_fibrosis	-0.047557494532308876
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	epithelial_chemokine_entry	-0.12393352943935569
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	tls_lymphoid_niche	0.013413667383195178
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	tl1a_comparator	0.015016336081589457
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_ifn_apc	-0.047436973930349666
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_hla_ii_apc	-0.016483555674746256
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_lysosomal_apc	0.009866015482815509
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_mif_cd74_receptor_state	-0.008609959595308777
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_mixscale_validated_ifng_readout	-0.04151754587888079
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_lipid_loader_repair	0.08036968015678977
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_complement_phagocytosis	0.014745936620307338
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_hif_nampt_metabolic	-0.09060916219988648
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl1	normal	control	source	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_inflammatory_nfkb	-0.09653190878220458
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	endothelial_entry	-0.03401329769866403
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	stromal_retention_fibrosis	-0.05334714048871357
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	epithelial_chemokine_entry	-0.08293750241807547
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	tls_lymphoid_niche	-0.02044692237766585
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	tl1a_comparator	-0.019749807607203063
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_ifn_apc	-0.0866544471748366
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_hla_ii_apc	0.004004430519184881
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_lysosomal_apc	-0.020511130297365603
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_mif_cd74_receptor_state	-0.16059613759281083
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_mixscale_validated_ifng_readout	-0.01878371196269872
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_lipid_loader_repair	-0.055297853226738254
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_complement_phagocytosis	0.0046279949179349735
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_hif_nampt_metabolic	-0.1775333361115695
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl2	normal	control	source	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_inflammatory_nfkb	-0.16007871100224838
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	endothelial_entry	0.013419546146675057
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	stromal_retention_fibrosis	0.051076845518748464
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	epithelial_chemokine_entry	0.10983609848561778
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	tls_lymphoid_niche	0.0003197491260497116
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	tl1a_comparator	-0.0009448623757454294
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_ifn_apc	0.06482248571011456
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_hla_ii_apc	0.008370467630970851
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_lysosomal_apc	0.002505487012600115
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_mif_cd74_receptor_state	0.07187032770887353
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_mixscale_validated_ifng_readout	0.033060791174108345
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_lipid_loader_repair	-0.025970204004895817
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_complement_phagocytosis	-0.010894492120066067
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_hif_nampt_metabolic	0.1288021198142158
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Ctrl3	normal	control	source	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_inflammatory_nfkb	0.12516488663833053
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Psor1	psoriasis	case	source	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	endothelial_entry	0.3063535370605845
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Psor1	psoriasis	case	source	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	stromal_retention_fibrosis	0.11434250123844855
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Psor1	psoriasis	case	source	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	epithelial_chemokine_entry	0.5035793095456245
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Psor1	psoriasis	case	source	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	tls_lymphoid_niche	0.028423660596571705
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Psor1	psoriasis	case	source	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	tl1a_comparator	0.05456885186181136
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Psor1	psoriasis	case	source	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_ifn_apc	0.5726082434625939
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Psor1	psoriasis	case	source	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_hla_ii_apc	0.6153726909844064
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Psor1	psoriasis	case	source	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_lysosomal_apc	0.1266856508420168
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Psor1	psoriasis	case	source	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_mif_cd74_receptor_state	0.6743785543642377
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	Psor1	psoriasis	case	source	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	target_mixscale_validated_ifng_readout	0.5015968555896178
