analysis	gene	module	gene_metric	module_metric	n	spearman_r	spearman_p
psoriasis_keratinocyte	RFX5	hla_ii_apc	detection_fraction	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	RFX5	hla_ii_apc	detection_fraction	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	RFX5	ifn_apc	mean_log_norm	mean_score	6	0.7714285714285715	0.07239650145772594
psoriasis_keratinocyte	RFX5	ifn_apc	mean_log_norm	high_fraction	6	0.7714285714285715	0.07239650145772594
psoriasis_keratinocyte	RFX5	ifn_apc	detection_fraction	mean_score	6	0.7714285714285715	0.07239650145772594
psoriasis_keratinocyte	RFX5	ifn_apc	detection_fraction	high_fraction	6	0.7714285714285715	0.07239650145772594
psoriasis_keratinocyte	RFX5	mif_cd74_receptor_state	mean_log_norm	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	RFX5	mif_cd74_receptor_state	mean_log_norm	high_fraction	6	0.7714285714285715	0.07239650145772594
psoriasis_keratinocyte	RFX5	mif_cd74_receptor_state	detection_fraction	mean_score	6	0.6571428571428573	0.1561749271137024
psoriasis_keratinocyte	RFX5	mif_cd74_receptor_state	detection_fraction	high_fraction	6	0.4285714285714286	0.3965014577259473
psoriasis_keratinocyte	RFX5	mixscale_validated_ifng_readout	mean_log_norm	mean_score	6	0.7714285714285715	0.07239650145772594
psoriasis_keratinocyte	RFX5	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	6	0.7714285714285715	0.07239650145772594
psoriasis_keratinocyte	RFX5	mixscale_validated_ifng_readout	detection_fraction	mean_score	6	0.942857142857143	0.004804664723032055
psoriasis_keratinocyte	RFX5	mixscale_validated_ifng_readout	detection_fraction	high_fraction	6	0.7714285714285715	0.07239650145772594
psoriasis_skin_apc	CD74	hla_ii_apc	mean_log_norm	mean_score	6	0.7714285714285715	0.07239650145772594
psoriasis_skin_apc	CD74	hla_ii_apc	mean_log_norm	high_fraction	6	0.7714285714285715	0.07239650145772594
psoriasis_skin_apc	CD74	hla_ii_apc	detection_fraction	mean_score	6	0.7714285714285715	0.07239650145772594
psoriasis_skin_apc	CD74	hla_ii_apc	detection_fraction	high_fraction	6	0.7714285714285715	0.07239650145772594
psoriasis_skin_apc	CD74	ifn_apc	mean_log_norm	mean_score	6	1.0	0.0
psoriasis_skin_apc	CD74	ifn_apc	mean_log_norm	high_fraction	6	1.0	0.0
psoriasis_skin_apc	CD74	ifn_apc	detection_fraction	mean_score	6	1.0	0.0
psoriasis_skin_apc	CD74	ifn_apc	detection_fraction	high_fraction	6	1.0	0.0
psoriasis_skin_apc	CD74	mif_cd74_receptor_state	mean_log_norm	mean_score	6	0.48571428571428577	0.3287230320699708
psoriasis_skin_apc	CD74	mif_cd74_receptor_state	mean_log_norm	high_fraction	6	-0.028571428571428574	0.9571545189504373
psoriasis_skin_apc	CD74	mif_cd74_receptor_state	detection_fraction	mean_score	6	0.48571428571428577	0.3287230320699708
psoriasis_skin_apc	CD74	mif_cd74_receptor_state	detection_fraction	high_fraction	6	-0.028571428571428574	0.9571545189504373
psoriasis_skin_apc	CD74	mixscale_validated_ifng_readout	mean_log_norm	mean_score	6	1.0	0.0
psoriasis_skin_apc	CD74	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	6	1.0	0.0
psoriasis_skin_apc	CD74	mixscale_validated_ifng_readout	detection_fraction	mean_score	6	1.0	0.0
psoriasis_skin_apc	CD74	mixscale_validated_ifng_readout	detection_fraction	high_fraction	6	1.0	0.0
psoriasis_skin_apc	CIITA	hla_ii_apc	mean_log_norm	mean_score	6	0.942857142857143	0.004804664723032055
psoriasis_skin_apc	CIITA	hla_ii_apc	mean_log_norm	high_fraction	6	0.942857142857143	0.004804664723032055
psoriasis_skin_apc	CIITA	hla_ii_apc	detection_fraction	mean_score	6	1.0	0.0
psoriasis_skin_apc	CIITA	hla_ii_apc	detection_fraction	high_fraction	6	1.0	0.0
psoriasis_skin_apc	CIITA	ifn_apc	mean_log_norm	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	CIITA	ifn_apc	mean_log_norm	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	CIITA	ifn_apc	detection_fraction	mean_score	6	0.7714285714285715	0.07239650145772594
psoriasis_skin_apc	CIITA	ifn_apc	detection_fraction	high_fraction	6	0.7714285714285715	0.07239650145772594
psoriasis_skin_apc	CIITA	mif_cd74_receptor_state	mean_log_norm	mean_score	6	0.7142857142857143	0.11078717201166179
psoriasis_skin_apc	CIITA	mif_cd74_receptor_state	mean_log_norm	high_fraction	6	0.4285714285714286	0.3965014577259473
psoriasis_skin_apc	CIITA	mif_cd74_receptor_state	detection_fraction	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	CIITA	mif_cd74_receptor_state	detection_fraction	high_fraction	6	0.5428571428571429	0.26570262390670546
psoriasis_skin_apc	CIITA	mixscale_validated_ifng_readout	mean_log_norm	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	CIITA	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	CIITA	mixscale_validated_ifng_readout	detection_fraction	mean_score	6	0.7714285714285715	0.07239650145772594
psoriasis_skin_apc	CIITA	mixscale_validated_ifng_readout	detection_fraction	high_fraction	6	0.7714285714285715	0.07239650145772594
psoriasis_skin_apc	GSK3A	hla_ii_apc	mean_log_norm	mean_score	6	0.4285714285714286	0.3965014577259473
psoriasis_skin_apc	GSK3A	hla_ii_apc	mean_log_norm	high_fraction	6	0.4285714285714286	0.3965014577259473
psoriasis_skin_apc	GSK3A	hla_ii_apc	detection_fraction	mean_score	6	0.6571428571428573	0.1561749271137024
psoriasis_skin_apc	GSK3A	hla_ii_apc	detection_fraction	high_fraction	6	0.6571428571428573	0.1561749271137024
psoriasis_skin_apc	GSK3A	ifn_apc	mean_log_norm	mean_score	6	0.8857142857142858	0.01884548104956266
psoriasis_skin_apc	GSK3A	ifn_apc	mean_log_norm	high_fraction	6	0.8857142857142858	0.01884548104956266
psoriasis_skin_apc	GSK3A	ifn_apc	detection_fraction	mean_score	6	0.3142857142857143	0.5440932944606415
psoriasis_skin_apc	GSK3A	ifn_apc	detection_fraction	high_fraction	6	0.3142857142857143	0.5440932944606415
psoriasis_skin_apc	GSK3A	mif_cd74_receptor_state	mean_log_norm	mean_score	6	0.028571428571428574	0.9571545189504373
psoriasis_skin_apc	GSK3A	mif_cd74_receptor_state	mean_log_norm	high_fraction	6	-0.48571428571428577	0.3287230320699708
psoriasis_skin_apc	GSK3A	mif_cd74_receptor_state	detection_fraction	mean_score	6	0.942857142857143	0.004804664723032055
psoriasis_skin_apc	GSK3A	mif_cd74_receptor_state	detection_fraction	high_fraction	6	0.8857142857142858	0.01884548104956266
psoriasis_skin_apc	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	mean_score	6	0.8857142857142858	0.01884548104956266
psoriasis_skin_apc	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	6	0.8857142857142858	0.01884548104956266
psoriasis_skin_apc	GSK3A	mixscale_validated_ifng_readout	detection_fraction	mean_score	6	0.3142857142857143	0.5440932944606415
psoriasis_skin_apc	GSK3A	mixscale_validated_ifng_readout	detection_fraction	high_fraction	6	0.3142857142857143	0.5440932944606415
psoriasis_skin_apc	GSK3B	hla_ii_apc	mean_log_norm	mean_score	6	0.942857142857143	0.004804664723032055
psoriasis_skin_apc	GSK3B	hla_ii_apc	mean_log_norm	high_fraction	6	0.942857142857143	0.004804664723032055
psoriasis_skin_apc	GSK3B	hla_ii_apc	detection_fraction	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	GSK3B	hla_ii_apc	detection_fraction	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	GSK3B	ifn_apc	mean_log_norm	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	GSK3B	ifn_apc	mean_log_norm	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	GSK3B	ifn_apc	detection_fraction	mean_score	6	0.48571428571428577	0.3287230320699708
psoriasis_skin_apc	GSK3B	ifn_apc	detection_fraction	high_fraction	6	0.48571428571428577	0.3287230320699708
psoriasis_skin_apc	GSK3B	mif_cd74_receptor_state	mean_log_norm	mean_score	6	0.7142857142857143	0.11078717201166179
psoriasis_skin_apc	GSK3B	mif_cd74_receptor_state	mean_log_norm	high_fraction	6	0.4285714285714286	0.3965014577259473
psoriasis_skin_apc	GSK3B	mif_cd74_receptor_state	detection_fraction	mean_score	6	1.0	0.0
psoriasis_skin_apc	GSK3B	mif_cd74_receptor_state	detection_fraction	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	GSK3B	mixscale_validated_ifng_readout	detection_fraction	mean_score	6	0.48571428571428577	0.3287230320699708
psoriasis_skin_apc	GSK3B	mixscale_validated_ifng_readout	detection_fraction	high_fraction	6	0.48571428571428577	0.3287230320699708
psoriasis_skin_apc	RFX5	hla_ii_apc	mean_log_norm	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	RFX5	hla_ii_apc	mean_log_norm	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	RFX5	hla_ii_apc	detection_fraction	mean_score	6	0.6571428571428573	0.1561749271137024
psoriasis_skin_apc	RFX5	hla_ii_apc	detection_fraction	high_fraction	6	0.6571428571428573	0.1561749271137024
psoriasis_skin_apc	RFX5	ifn_apc	mean_log_norm	mean_score	6	0.7142857142857143	0.11078717201166179
psoriasis_skin_apc	RFX5	ifn_apc	mean_log_norm	high_fraction	6	0.7142857142857143	0.11078717201166179
psoriasis_skin_apc	RFX5	ifn_apc	detection_fraction	mean_score	6	0.4285714285714286	0.3965014577259473
psoriasis_skin_apc	RFX5	ifn_apc	detection_fraction	high_fraction	6	0.4285714285714286	0.3965014577259473
psoriasis_skin_apc	RFX5	mif_cd74_receptor_state	mean_log_norm	mean_score	6	0.6571428571428573	0.1561749271137024
psoriasis_skin_apc	RFX5	mif_cd74_receptor_state	mean_log_norm	high_fraction	6	0.2571428571428572	0.6227871720116619
psoriasis_skin_apc	RFX5	mif_cd74_receptor_state	detection_fraction	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_skin_apc	RFX5	mif_cd74_receptor_state	detection_fraction	high_fraction	6	0.5428571428571429	0.26570262390670546
psoriasis_skin_apc	RFX5	mixscale_validated_ifng_readout	mean_log_norm	mean_score	6	0.7142857142857143	0.11078717201166179
psoriasis_skin_apc	RFX5	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	6	0.7142857142857143	0.11078717201166179
psoriasis_skin_apc	RFX5	mixscale_validated_ifng_readout	detection_fraction	mean_score	6	0.4285714285714286	0.3965014577259473
psoriasis_skin_apc	RFX5	mixscale_validated_ifng_readout	detection_fraction	high_fraction	6	0.4285714285714286	0.3965014577259473
ra_blood_myeloid	CD74	hla_ii_apc	mean_log_norm	mean_score	36	0.65997425997426	1.1923867492668846e-05
ra_blood_myeloid	CD74	hla_ii_apc	mean_log_norm	high_fraction	36	0.2967824967824968	0.07879934316137094
ra_blood_myeloid	CD74	hla_ii_apc	detection_fraction	mean_score	36	0.7765765765765766	2.5900818856406336e-08
ra_blood_myeloid	CD74	hla_ii_apc	detection_fraction	high_fraction	36	0.45353925353925356	0.0054678191889087
ra_blood_myeloid	CD74	ifn_apc	mean_log_norm	mean_score	36	0.7776061776061777	2.4152538905600944e-08
ra_blood_myeloid	CD74	ifn_apc	mean_log_norm	high_fraction	36	0.5933075933075934	0.00013687871750486975
ra_blood_myeloid	CD74	ifn_apc	detection_fraction	mean_score	36	0.8643500643500645	1.102606968912571e-11
ra_blood_myeloid	CD74	ifn_apc	detection_fraction	high_fraction	36	0.720978120978121	7.056298571350363e-07
ra_blood_myeloid	CD74	mif_cd74_receptor_state	mean_log_norm	mean_score	36	0.41570141570141567	0.011686898375100221
ra_blood_myeloid	CD74	mif_cd74_receptor_state	mean_log_norm	high_fraction	36	0.05997425997425997	0.7282465163675166
ra_blood_myeloid	CD74	mif_cd74_receptor_state	detection_fraction	mean_score	36	0.577091377091377	0.0002290477424551418
ra_blood_myeloid	CD74	mif_cd74_receptor_state	detection_fraction	high_fraction	36	0.2370656370656371	0.16388230392237066
ra_blood_myeloid	CD74	mixscale_validated_ifng_readout	mean_log_norm	mean_score	36	0.6947232947232947	2.5914193629476486e-06
ra_blood_myeloid	CD74	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	36	0.8898326898326899	3.9325445583516687e-13
ra_blood_myeloid	CD74	mixscale_validated_ifng_readout	detection_fraction	mean_score	36	0.8175032175032174	1.1671595883714708e-09
ra_blood_myeloid	CD74	mixscale_validated_ifng_readout	detection_fraction	high_fraction	36	0.8733590733590734	3.685128716245877e-12
ra_blood_myeloid	CIITA	hla_ii_apc	mean_log_norm	mean_score	36	0.41595881595881595	0.011629894967682
ra_blood_myeloid	CIITA	hla_ii_apc	mean_log_norm	high_fraction	36	0.08288288288288288	0.6308185009619165
ra_blood_myeloid	CIITA	hla_ii_apc	detection_fraction	mean_score	36	0.43577863577863574	0.007892194744038726
ra_blood_myeloid	CIITA	hla_ii_apc	detection_fraction	high_fraction	36	0.12149292149292151	0.4802797099014092
ra_blood_myeloid	CIITA	ifn_apc	mean_log_norm	mean_score	36	0.4213642213642214	0.010486092714310107
ra_blood_myeloid	CIITA	ifn_apc	mean_log_norm	high_fraction	36	0.2164736164736165	0.20476111504809613
ra_blood_myeloid	CIITA	ifn_apc	detection_fraction	mean_score	36	0.4321750321750322	0.008482804121955161
ra_blood_myeloid	CIITA	ifn_apc	detection_fraction	high_fraction	36	0.23886743886743886	0.1606079741102318
ra_blood_myeloid	CIITA	mif_cd74_receptor_state	mean_log_norm	mean_score	36	0.023423423423423427	0.8921382490082714
ra_blood_myeloid	CIITA	mif_cd74_receptor_state	mean_log_norm	high_fraction	36	-0.23294723294723296	0.1715463034908757
ra_blood_myeloid	CIITA	mif_cd74_receptor_state	detection_fraction	mean_score	36	0.03835263835263836	0.8242545635746613
ra_blood_myeloid	CIITA	mif_cd74_receptor_state	detection_fraction	high_fraction	36	-0.19485199485199484	0.2547828533049376
ra_blood_myeloid	CIITA	mixscale_validated_ifng_readout	mean_log_norm	mean_score	36	0.5070785070785071	0.0015979852098987062
ra_blood_myeloid	CIITA	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	36	0.7001287001287002	2.005042691780816e-06
ra_blood_myeloid	CIITA	mixscale_validated_ifng_readout	detection_fraction	mean_score	36	0.5294723294723295	0.0008981946615110944
ra_blood_myeloid	CIITA	mixscale_validated_ifng_readout	detection_fraction	high_fraction	36	0.7016731016731017	1.8614181512890421e-06
ra_blood_myeloid	GSK3A	hla_ii_apc	mean_log_norm	mean_score	36	0.23785314419547107	0.16244534497812313
ra_blood_myeloid	GSK3A	hla_ii_apc	mean_log_norm	high_fraction	36	0.33399832748227676	0.04649736791946431
ra_blood_myeloid	GSK3A	hla_ii_apc	detection_fraction	mean_score	36	0.2605058245950398	0.1249053879347903
ra_blood_myeloid	GSK3A	hla_ii_apc	detection_fraction	high_fraction	36	0.38213527333136016	0.021450603390229094
ra_blood_myeloid	GSK3A	ifn_apc	mean_log_norm	mean_score	36	0.12755003565893497	0.45849493754695164
ra_blood_myeloid	GSK3A	ifn_apc	mean_log_norm	high_fraction	36	0.20091383013481082	0.2400077710544881
ra_blood_myeloid	GSK3A	ifn_apc	detection_fraction	mean_score	36	0.1337280394042719	0.4368323759698107
ra_blood_myeloid	GSK3A	ifn_apc	detection_fraction	high_fraction	36	0.22665551240704793	0.18374394196635493
ra_blood_myeloid	GSK3A	mif_cd74_receptor_state	mean_log_norm	mean_score	36	0.3212561947575194	0.05606894231765325
ra_blood_myeloid	GSK3A	mif_cd74_receptor_state	mean_log_norm	high_fraction	36	0.3409485816957808	0.04185870576950153
ra_blood_myeloid	GSK3A	mif_cd74_receptor_state	detection_fraction	mean_score	36	0.35986871816587507	0.031097694105035354
ra_blood_myeloid	GSK3A	mif_cd74_receptor_state	detection_fraction	high_fraction	36	0.41379754252621187	0.012115920355493377
ra_blood_myeloid	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	mean_score	36	0.2947422620171151	0.08097747993578645
ra_blood_myeloid	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	36	-0.0014157925249730422	0.9934614475721175
ra_blood_myeloid	GSK3A	mixscale_validated_ifng_readout	detection_fraction	mean_score	36	0.300148015294285	0.07530613204702519
ra_blood_myeloid	GSK3A	mixscale_validated_ifng_readout	detection_fraction	high_fraction	36	-0.03101872713804574	0.857476674692378
ra_blood_myeloid	GSK3B	hla_ii_apc	mean_log_norm	mean_score	36	0.15778635778635777	0.358052520897675
ra_blood_myeloid	GSK3B	hla_ii_apc	mean_log_norm	high_fraction	36	0.20308880308880312	0.23485008172984825
ra_blood_myeloid	GSK3B	hla_ii_apc	detection_fraction	mean_score	36	0.18738738738738742	0.27379069869947414
ra_blood_myeloid	GSK3B	hla_ii_apc	detection_fraction	high_fraction	36	0.26872586872586873	0.11302091500164459
ra_blood_myeloid	GSK3B	ifn_apc	mean_log_norm	mean_score	36	0.09446589446589447	0.5836780479358336
ra_blood_myeloid	GSK3B	ifn_apc	mean_log_norm	high_fraction	36	0.08983268983268984	0.6023462256656578
ra_blood_myeloid	GSK3B	ifn_apc	detection_fraction	mean_score	36	0.12998712998713002	0.4498815833495501
ra_blood_myeloid	GSK3B	ifn_apc	detection_fraction	high_fraction	36	0.1500643500643501	0.382351587840411
ra_blood_myeloid	GSK3B	mif_cd74_receptor_state	mean_log_norm	mean_score	36	0.13899613899613902	0.4188142963119316
ra_blood_myeloid	GSK3B	mif_cd74_receptor_state	mean_log_norm	high_fraction	36	0.3006435006435007	0.07480220761317886
ra_blood_myeloid	GSK3B	mif_cd74_receptor_state	detection_fraction	mean_score	36	0.2136422136422137	0.21089088262881395
ra_blood_myeloid	GSK3B	mif_cd74_receptor_state	detection_fraction	high_fraction	36	0.3814671814671815	0.02169863296507583
ra_blood_myeloid	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	mean_score	36	0.27953667953667954	0.0987120150495657
ra_blood_myeloid	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	36	-0.050965250965250966	0.7678476369276918
ra_blood_myeloid	GSK3B	mixscale_validated_ifng_readout	detection_fraction	mean_score	36	0.31480051480051485	0.06148333248324594
ra_blood_myeloid	GSK3B	mixscale_validated_ifng_readout	detection_fraction	high_fraction	36	-0.03912483912483913	0.8207729477643728
ra_blood_myeloid	MED16	hla_ii_apc	mean_log_norm	mean_score	36	0.06251655456025813	0.7171905793851974
ra_blood_myeloid	MED16	hla_ii_apc	mean_log_norm	high_fraction	36	0.3291160764866482	0.04999628709383825
ra_blood_myeloid	MED16	hla_ii_apc	detection_fraction	mean_score	36	0.1358918980839464	0.42938044730805475
ra_blood_myeloid	MED16	hla_ii_apc	detection_fraction	high_fraction	36	0.39915015691957634	0.015884045084522767
ra_blood_myeloid	MED16	ifn_apc	mean_log_norm	mean_score	36	-0.06949154205251834	0.687152853041635
ra_blood_myeloid	MED16	ifn_apc	mean_log_norm	high_fraction	36	0.06742487909184866	0.696006297960084
ra_blood_myeloid	MED16	ifn_apc	detection_fraction	mean_score	36	-0.0011625732725812903	0.9946308709580711
ra_blood_myeloid	MED16	ifn_apc	detection_fraction	high_fraction	36	0.14338403695169247	0.4041311424915585
ra_blood_myeloid	MED16	mif_cd74_receptor_state	mean_log_norm	mean_score	36	0.1578413836211476	0.357882773706068
ra_blood_myeloid	MED16	mif_cd74_receptor_state	mean_log_norm	high_fraction	36	0.3629576824676144	0.029578266111077132
ra_blood_myeloid	MED16	mif_cd74_receptor_state	detection_fraction	mean_score	36	0.23341887817271023	0.170655852187096
ra_blood_myeloid	MED16	mif_cd74_receptor_state	detection_fraction	high_fraction	36	0.4354482779857256	0.007944832624813686
ra_blood_myeloid	MED16	mixscale_validated_ifng_readout	mean_log_norm	mean_score	36	0.19917464283454142	0.24418650851488702
ra_blood_myeloid	MED16	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	36	-0.14673307020754803	0.39312516014063814
ra_blood_myeloid	MED16	mixscale_validated_ifng_readout	detection_fraction	mean_score	36	0.2503407780291712	0.14085903662313867
ra_blood_myeloid	MED16	mixscale_validated_ifng_readout	detection_fraction	high_fraction	36	-0.10230644798715355	0.5526883111005566
ra_blood_myeloid	RFX5	hla_ii_apc	mean_log_norm	mean_score	36	0.31719877467405627	0.059425618153675044
ra_blood_myeloid	RFX5	hla_ii_apc	mean_log_norm	high_fraction	36	0.3105046446890518	0.06530965951173859
ra_blood_myeloid	RFX5	hla_ii_apc	detection_fraction	mean_score	36	0.37644031560327945	0.023642341352872624
ra_blood_myeloid	RFX5	hla_ii_apc	detection_fraction	high_fraction	36	0.40038624539199696	0.015532044716974716
ra_blood_myeloid	RFX5	ifn_apc	mean_log_norm	mean_score	36	0.20777549607302226	0.223992388682651
ra_blood_myeloid	RFX5	ifn_apc	mean_log_norm	high_fraction	36	0.20623069684571355	0.22753266523711108
ra_blood_myeloid	RFX5	ifn_apc	detection_fraction	mean_score	36	0.26482138481393497	0.11855513053906662
ra_blood_myeloid	RFX5	ifn_apc	detection_fraction	high_fraction	36	0.29250081978476433	0.08342392229201807
ra_blood_myeloid	RFX5	mif_cd74_receptor_state	mean_log_norm	mean_score	36	0.16632338347357167	0.33229758866310655
ra_blood_myeloid	RFX5	mif_cd74_receptor_state	mean_log_norm	high_fraction	36	0.16503605078414776	0.3361062288737624
ra_blood_myeloid	RFX5	mif_cd74_receptor_state	detection_fraction	mean_score	36	0.27280336141017414	0.10745137085595317
ra_blood_myeloid	RFX5	mif_cd74_receptor_state	detection_fraction	high_fraction	36	0.29546187561885306	0.08020396208159374
ra_blood_myeloid	RFX5	mixscale_validated_ifng_readout	mean_log_norm	mean_score	36	0.3815654091452528	0.02166201713193934
ra_blood_myeloid	RFX5	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	36	0.29196705396134726	0.08401484646889143
ra_blood_myeloid	RFX5	mixscale_validated_ifng_readout	detection_fraction	mean_score	36	0.43308660112497677	0.008329948936977595
ra_blood_myeloid	RFX5	mixscale_validated_ifng_readout	detection_fraction	high_fraction	36	0.2690698562280623	0.11254283022811318
sjogren_gland_apc	CD74	hla_ii_apc	mean_log_norm	mean_score	22	0.7346132128740825	9.889987537645961e-05
sjogren_gland_apc	CD74	hla_ii_apc	mean_log_norm	high_fraction	22	0.6732561691798438	0.0005944721479072744
sjogren_gland_apc	CD74	hla_ii_apc	detection_fraction	mean_score	22	-0.2386373719426952	0.2848351563750043
sjogren_gland_apc	CD74	hla_ii_apc	detection_fraction	high_fraction	22	-0.3617580103774454	0.0980603092357438
sjogren_gland_apc	CD74	ifn_apc	mean_log_norm	mean_score	22	0.1236589497459063	0.5835085034918012
sjogren_gland_apc	CD74	ifn_apc	mean_log_norm	high_fraction	22	0.07961603613777528	0.7246926801743927
sjogren_gland_apc	CD74	ifn_apc	detection_fraction	mean_score	22	0.012332680720552722	0.9565601830219856
sjogren_gland_apc	CD74	ifn_apc	detection_fraction	high_fraction	22	-0.1399759261782734	0.5344073163689602
sjogren_gland_apc	CD74	mif_cd74_receptor_state	mean_log_norm	mean_score	22	0.7876905702992661	1.3516500441179072e-05
sjogren_gland_apc	CD74	mif_cd74_receptor_state	mean_log_norm	high_fraction	22	0.8031629803470954	6.796838777606452e-06
sjogren_gland_apc	CD74	mif_cd74_receptor_state	detection_fraction	mean_score	22	-0.17142426201568284	0.4455886135357016
sjogren_gland_apc	CD74	mif_cd74_receptor_state	detection_fraction	high_fraction	22	-0.2519661504504458	0.2579661297995788
sjogren_gland_apc	CD74	mixscale_validated_ifng_readout	mean_log_norm	mean_score	22	-0.3269339356295879	0.13751473828962524
sjogren_gland_apc	CD74	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	22	-0.313382269904009	0.15556075193656102
sjogren_gland_apc	CD74	mixscale_validated_ifng_readout	detection_fraction	mean_score	22	0.22322152104200427	0.31800795861537756
sjogren_gland_apc	CD74	mixscale_validated_ifng_readout	detection_fraction	high_fraction	22	0.12394344124155487	0.5826360802712497
sjogren_gland_apc	CIITA	hla_ii_apc	mean_log_norm	mean_score	22	-0.5132693393562959	0.014564535075446592
sjogren_gland_apc	CIITA	hla_ii_apc	mean_log_norm	high_fraction	22	-0.412877734622874	0.05616779370620998
sjogren_gland_apc	CIITA	hla_ii_apc	detection_fraction	mean_score	22	-0.6013551665725579	0.0030731906095329627
sjogren_gland_apc	CIITA	hla_ii_apc	detection_fraction	high_fraction	22	-0.5151087468892763	0.014155707336806525
sjogren_gland_apc	CIITA	ifn_apc	mean_log_norm	mean_score	22	0.11123658949745907	0.622136487426624
sjogren_gland_apc	CIITA	ifn_apc	mean_log_norm	high_fraction	22	0.16657255787690575	0.4587608870467331
sjogren_gland_apc	CIITA	ifn_apc	detection_fraction	mean_score	22	0.14624505928853757	0.5160696210616289
sjogren_gland_apc	CIITA	ifn_apc	detection_fraction	high_fraction	22	0.189158667419537	0.3991761294159496
sjogren_gland_apc	CIITA	mif_cd74_receptor_state	mean_log_norm	mean_score	22	-0.6284584980237156	0.001734077283259238
sjogren_gland_apc	CIITA	mif_cd74_receptor_state	mean_log_norm	high_fraction	22	-0.7596724392171895	4.113572273290674e-05
sjogren_gland_apc	CIITA	mif_cd74_receptor_state	detection_fraction	mean_score	22	-0.7097684923771881	0.00021573676685335863
sjogren_gland_apc	CIITA	mif_cd74_receptor_state	detection_fraction	high_fraction	22	-0.8037277925695618	6.620958516111805e-06
sjogren_gland_apc	CIITA	mixscale_validated_ifng_readout	mean_log_norm	mean_score	22	0.557312252964427	0.007047807693812924
sjogren_gland_apc	CIITA	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	22	0.5177865612648223	0.01357726147676411
sjogren_gland_apc	CIITA	mixscale_validated_ifng_readout	detection_fraction	mean_score	22	0.6194240542066629	0.002110576672057839
sjogren_gland_apc	CIITA	mixscale_validated_ifng_readout	detection_fraction	high_fraction	22	0.583286278938453	0.00438042595015606
sjogren_gland_apc	GSK3A	hla_ii_apc	mean_log_norm	mean_score	22	-0.3562958780350085	0.1036195652686196
sjogren_gland_apc	GSK3A	hla_ii_apc	mean_log_norm	high_fraction	22	-0.2761931767860265	0.21341928869866686
sjogren_gland_apc	GSK3A	hla_ii_apc	detection_fraction	mean_score	22	-0.5117198735544785	0.014916318156803618
sjogren_gland_apc	GSK3A	hla_ii_apc	detection_fraction	high_fraction	22	-0.45932203389830517	0.03151733480356759
sjogren_gland_apc	GSK3A	ifn_apc	mean_log_norm	mean_score	22	0.25127046866177305	0.25932693147246744
sjogren_gland_apc	GSK3A	ifn_apc	mean_log_norm	high_fraction	22	0.17334839073969513	0.44042031323470754
sjogren_gland_apc	GSK3A	ifn_apc	detection_fraction	mean_score	22	0.24456369232791303	0.27268077533690355
sjogren_gland_apc	GSK3A	ifn_apc	detection_fraction	high_fraction	22	0.18073991118921978	0.42086444218804514
sjogren_gland_apc	GSK3A	mif_cd74_receptor_state	mean_log_norm	mean_score	22	-0.2885375494071147	0.19282461005168625
