analysis	disease_name	compartment	role	gene	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr	support_level
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	RFX5	mean_log_norm	6.0	6.0	0.024893233121427705	0.01771688498952337	0.007176348131904334	0.8051560298171796	1.5107854143024466	0.16234315136394536	0.19481178163673443	positive_null
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	RFX5	detection_fraction	6.0	6.0	0.031336118417894514	0.01743867584993112	0.013897442567963394	1.521016639100283	2.8540179395859577	0.03159939549344366	0.05417039227447485	fdr10_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CD74	mean_log_norm	6.0	6.0	2.298848262368152	2.2402716267518414	0.05857663561631066	0.07765189436979966	0.1457051118818367	0.8870810029910002	0.9914575688742022	positive_null
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CD74	detection_fraction	6.0	6.0	0.6203828584502442	0.5498118664492045	0.07057099200103967	0.4268936682749607	0.80101831645516	0.4444944883550579	0.8418949497821716	positive_null
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CIITA	mean_log_norm	6.0	6.0	0.22693019339503193	0.16665316427983323	0.060277029115198694	0.42244211978963736	0.7926654826271455	0.4483332520366272	0.8418949497821716	positive_null
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CIITA	detection_fraction	6.0	6.0	0.1974158062183703	0.1575217408520402	0.039894065366330084	0.3387785047228934	0.6356800479166195	0.5415583465264108	0.8418949497821716	positive_null
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	GSK3A	mean_log_norm	6.0	6.0	0.08457960001892306	0.08423585004324441	0.0003437499756786533	0.005979152054974149	0.011219211407511344	0.9914575688742022	0.9914575688742022	positive_null
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	GSK3A	detection_fraction	6.0	6.0	0.07971128253821023	0.07859351188335817	0.0011177706548520655	0.02104170128067902	0.039482403670475105	0.9697141187596069	0.9914575688742022	positive_null
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	GSK3B	mean_log_norm	6.0	6.0	0.10783894764730523	0.048442938721290185	0.05939600892601504	1.0258623375468119	1.9249161643859893	0.11138043257691119	0.6682825954614672	positive_null
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	GSK3B	detection_fraction	6.0	6.0	0.10195229886800312	0.05231510911628225	0.04963718975172087	1.0186287512180772	1.9113431470901598	0.11105268884350543	0.6682825954614672	positive_null
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	MED16	mean_log_norm	6.0	6.0	0.05488204309683406	0.03706735137269712	0.01781469172413694	0.5710329644437327	1.071479616147652	0.30931969781255864	0.8418949497821716	positive_null
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	MED16	detection_fraction	6.0	6.0	0.057843727567921645	0.03474799767983425	0.023095729888087398	0.7192242037703509	1.3495439348771456	0.21168896640131082	0.8418949497821716	positive_null
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	RFX5	mean_log_norm	6.0	6.0	0.06486003668561029	0.07573270713711631	-0.010872670451506028	-0.32154241433803554	-0.6033384482903278	0.5612632998547811	0.8418949497821716	null_or_negative
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	RFX5	detection_fraction	6.0	6.0	0.0768523379498209	0.08122239452235407	-0.004370056572533171	-0.0855471410249756	-0.16051966092231074	0.8757050540641218	0.9914575688742022	null_or_negative
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CD74	mean_log_norm	6.0	6.0	1.0742035446385845	0.6631111604962313	0.41109238414235316	0.8573989675504063	1.6088134553339362	0.14115985041765894	0.38134336721245554	positive_null
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CD74	detection_fraction	6.0	6.0	0.48039853820559647	0.3623255691922132	0.11807296901338327	0.6036471931403686	1.13267657572925	0.28469522123795044	0.3974608638862147	positive_null
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CIITA	mean_log_norm	6.0	6.0	0.04801903000237768	0.021531054458935776	0.026487975543441903	0.6135096342669636	1.1511823456069958	0.29809564791466103	0.3974608638862147	positive_null
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CIITA	detection_fraction	6.0	6.0	0.04823688939082484	0.020102294792185404	0.02813459459863944	0.6235610754705643	1.170042753032084	0.28947426494862805	0.3974608638862147	positive_null
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	GSK3A	mean_log_norm	6.0	6.0	0.09887527234686372	0.1626775165493294	-0.06380224420246569	-0.8115771432922748	-1.5228339169808125	0.15889306967185649	0.38134336721245554	null_or_negative
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	GSK3A	detection_fraction	6.0	6.0	0.12252098570881946	0.15815917269499166	-0.0356381869861722	-0.4046178236857156	-0.7592201806275725	0.4652976684609606	0.5583572021531527	null_or_negative
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	GSK3B	mean_log_norm	6.0	6.0	0.1731547815774587	0.11718055067240647	0.05597423090505223	0.6829787552674699	1.2815333966645246	0.24265140893282353	0.3974608638862147	positive_null
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	GSK3B	detection_fraction	6.0	6.0	0.19306052536839627	0.1149632336998284	0.07809729166856787	0.9497881488006441	1.7821714409952965	0.10505909112760665	0.38134336721245554	positive_null
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MED16	mean_log_norm	6.0	6.0	0.22646963819190136	0.08792742698870336	0.13854221120319798	1.5750998172068873	2.955498986261011	0.015057770420372643	0.09034662252223587	fdr10_positive
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MED16	detection_fraction	6.0	6.0	0.23160132633664096	0.08848261981260479	0.1431187065240362	1.6282231775321232	3.055179042009117	0.013535675865758219	0.09034662252223587	fdr10_positive
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	RFX5	mean_log_norm	6.0	6.0	0.06733630265277939	0.07036322830602942	-0.003026925653250037	-0.07246050376460296	-0.1359640469008556	0.8950513377811843	0.8950513377811843	null_or_negative
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	RFX5	detection_fraction	6.0	6.0	0.06832513447906993	0.06412538193835113	0.004199752540718804	0.09466624491755492	0.17763064145554444	0.8634417125619592	0.8950513377811843	positive_null
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD74	mean_log_norm	6.0	6.0	0.8984498787294449	0.28416070927424114	0.6142891694552037	1.5186346777365483	2.849548454973664	0.01729388512940788	0.10677166831427629	trend_positive
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CD74	detection_fraction	6.0	6.0	0.4233528503689794	0.16562127961984088	0.25773157074913855	1.5111652269674754	2.8355328643839393	0.01779527805237938	0.10677166831427629	trend_positive
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CIITA	mean_log_norm	6.0	6.0	0.024016404872381658	0.010495758325943133	0.013520646546438525	0.6923024897646832	1.2990283436854357	0.22318727989058673	0.3489923646577582	positive_null
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CIITA	detection_fraction	6.0	6.0	0.02934907694033331	0.008038925170874374	0.021310151769458933	0.9354733036935554	1.7553112320483437	0.11872494611460316	0.28493987067504756	positive_null
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	GSK3A	mean_log_norm	6.0	6.0	0.07484983265542498	0.09528921350404533	-0.020439380848620348	-0.6391110213092377	-1.1992204906335713	0.2582890426278828	0.3489923646577582	null_or_negative
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	GSK3A	detection_fraction	6.0	6.0	0.08659819011580472	0.09414095820717498	-0.007542768091370264	-0.13787004617510268	-0.2586977518852404	0.8022843507372804	0.8022843507372804	null_or_negative
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	GSK3B	mean_log_norm	6.0	6.0	0.09540794095170718	0.06319661029051873	0.03221133066118845	0.6352462672138405	1.191968710977251	0.26174427349331864	0.3489923646577582	positive_null
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	GSK3B	detection_fraction	6.0	6.0	0.07353253900367653	0.05886424359134109	0.014668295412335434	0.40235279061816437	0.7549700989109315	0.468174196288418	0.5107354868600924	positive_null
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MED16	mean_log_norm	6.0	6.0	0.16014527675899104	0.10223870490271492	0.05790657185627612	1.004336084776917	1.884524553934125	0.0967539166873063	0.28493987067504756	trend_positive
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	MED16	detection_fraction	6.0	6.0	0.1248474873103481	0.08665272259061986	0.03819476471972824	1.1126531189982705	2.0877693777470667	0.06413703229047382	0.2565481291618953	trend_positive
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	RFX5	mean_log_norm	6.0	6.0	0.030960571724179885	0.01771688498952337	0.013243686734656514	0.5139867318128652	0.9644387284091747	0.3749936659200969	0.44999239910411626	positive_null
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	RFX5	detection_fraction	6.0	6.0	0.033722200063456435	0.01743867584993112	0.016283524213525316	0.7619293545071799	1.4296753832666438	0.21111504507551213	0.3489923646577582	positive_null
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD74	mean_log_norm	6.0	6.0	2.4142783463875417	2.2402716267518414	0.17400671963570025	0.30817259795829544	0.5782514802612865	0.5803178341722735	0.5803178341722735	positive_null
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD74	detection_fraction	6.0	6.0	0.6966153543085681	0.5498118664492045	0.1468034878593636	1.380289964258258	2.589960042878794	0.03157133274850063	0.18942799649100378	trend_positive
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CIITA	mean_log_norm	6.0	6.0	0.25429649454605846	0.16665316427983323	0.08764333026622523	0.9959477716869025	1.8687848207672833	0.10821582809587167	0.35299068776974585	positive_null
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CIITA	detection_fraction	6.0	6.0	0.21247731976223502	0.1575217408520402	0.05495557891019481	0.8001864846210325	1.5014606174680238	0.1806907825075117	0.40047987675299357	positive_null
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	GSK3A	mean_log_norm	6.0	6.0	0.0999258828411843	0.08423585004324441	0.015690032797939887	0.4944309769865869	0.9277445373914106	0.3887565867520255	0.4240980946385733	positive_null
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	GSK3A	detection_fraction	6.0	6.0	0.09290626583173141	0.07859351188335817	0.014312753948373239	0.6358754779676349	1.1931493547210117	0.26393003249873953	0.40047987675299357	positive_null
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	GSK3B	mean_log_norm	6.0	6.0	0.06895603345356095	0.048442938721290185	0.020513094732270767	1.765972378060294	3.313650040527302	0.012572165560066961	0.15086598672080354	trend_positive
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	GSK3B	detection_fraction	6.0	6.0	0.06412884918807821	0.05231510911628225	0.011813740071795954	0.9160311155215299	1.7188301361803926	0.11766356258991528	0.35299068776974585	positive_null
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	MED16	mean_log_norm	6.0	6.0	0.05809832100218265	0.03706735137269712	0.02103096962948553	0.5448315242886778	1.0223155384359521	0.3326882286814099	0.40047987675299357	positive_null
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	MED16	detection_fraction	6.0	6.0	0.0531772741988151	0.03474799767983425	0.018429276518980853	0.5471593733360127	1.0266834873268151	0.33373323062749466	0.40047987675299357	positive_null
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	RFX5	mean_log_norm	6.0	6.0	0.057379138082528314	0.07573270713711631	-0.018353569054588	-0.5602338766260027	-1.0512163333073032	0.3223386175624116	0.40047987675299357	null_or_negative
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	RFX5	detection_fraction	6.0	6.0	0.05888662960552119	0.08122239452235407	-0.022335764916832875	-0.6264535644395532	-1.1754701857079242	0.28490469551693304	0.40047987675299357	null_or_negative
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD74	mean_log_norm	6.0	6.0	0.7795962901749611	0.6631111604962313	0.11648512967872982	0.21897066063326287	0.4108740020490447	0.6913057539699708	0.9519020437866073	positive_null
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD74	detection_fraction	6.0	6.0	0.39099049345676945	0.3623255691922132	0.028664924264556246	0.14495935373053181	0.27200004616809936	0.7913874170154345	0.9519020437866073	positive_null
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CIITA	mean_log_norm	6.0	6.0	0.03762567016740072	0.021531054458935776	0.016094615708464943	0.3931499658771615	0.7377020255509819	0.4912592071564833	0.9519020437866073	positive_null
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CIITA	detection_fraction	6.0	6.0	0.0397023296379174	0.020102294792185404	0.019600034845731997	0.42345224557916067	0.7945608709157598	0.4594568688152659	0.9519020437866073	positive_null
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	GSK3A	mean_log_norm	6.0	6.0	0.13238139444222088	0.1626775165493294	-0.030296122107108525	-0.3835463728545597	-0.7196819552464251	0.48824326890027736	0.9519020437866073	null_or_negative
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	GSK3A	detection_fraction	6.0	6.0	0.1498976942286253	0.15815917269499166	-0.008261478466366351	-0.08776365739737167	-0.16467870647617555	0.8725768734710566	0.9519020437866073	null_or_negative
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	GSK3B	mean_log_norm	6.0	6.0	0.10686345772168156	0.11718055067240647	-0.010317092950724915	-0.12474346139578257	-0.23406718080362748	0.8217433663566124	0.9519020437866073	null_or_negative
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	GSK3B	detection_fraction	6.0	6.0	0.11399470080471108	0.1149632336998284	-0.0009685328951173217	-0.012671408696278506	-0.023776483970876516	0.981508344801687	0.981508344801687	null_or_negative
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	MED16	mean_log_norm	6.0	6.0	0.12198354963019482	0.08792742698870336	0.034056122641491465	0.45362160975946725	0.8511703151407941	0.41472900642915483	0.9519020437866073	positive_null
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	MED16	detection_fraction	6.0	6.0	0.12075244837447525	0.08848261981260479	0.03226982856187047	0.39001172208710233	0.7318134613858186	0.4819501602571065	0.9519020437866073	positive_null
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	RFX5	mean_log_norm	6.0	6.0	0.06009552497497919	0.07036322830602942	-0.010267703331050232	-0.2968763642493852	-0.5570553586501147	0.5901172767170267	0.9519020437866073	null_or_negative
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	RFX5	detection_fraction	6.0	6.0	0.07567868703134405	0.06412538193835113	0.011553305092992919	0.2538738876138978	0.4763660114008272	0.6468440362790486	0.9519020437866073	positive_null
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	CD74	mean_log_norm	3.0	3.0	0.3761053784283588	0.11383228133649353	0.26227309709186525	1.4838005999379584	2.2715964686772216	0.1499879171925775	0.2499798619876292	positive_null
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	CD74	detection_fraction	3.0	3.0	0.3499231138564322	0.15377220365520564	0.19615091020122657	1.8257555236208605	2.7951058924618923	0.07276001624985978	0.15587941351279952	trend_positive
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	CIITA	mean_log_norm	3.0	3.0	0.03180389649956529	0.008642097689726236	0.023161798809839054	2.033698352377608	3.1134520337900002	0.07793970675639976	0.15587941351279952	trend_positive
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	CIITA	detection_fraction	3.0	3.0	0.06332055719305099	0.018072932746694196	0.0452476244463568	2.115564896877323	3.2387840719332215	0.07386104987198423	0.15587941351279952	trend_positive
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	GSK3A	mean_log_norm	3.0	3.0	0.1275690314401919	0.1490185485016061	-0.02144951706141418	-0.5860117291294052	-0.8971435747831954	0.43063406872243953	0.6151915267463423	null_or_negative
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	GSK3A	detection_fraction	3.0	3.0	0.25000848066853926	0.27139351706710807	-0.021385036398568813	-0.21396656311917514	-0.32756806353686807	0.7651419048136464	0.8466424256826485	null_or_negative
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	GSK3B	mean_log_norm	3.0	3.0	0.8164972323901383	0.8398968787158179	-0.02339964632567959	-0.1359710093716072	-0.20816224548226694	0.8466424256826485	0.8466424256826485	null_or_negative
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	GSK3B	detection_fraction	3.0	3.0	0.6599241238349146	0.694651838858693	-0.03472771502377836	-0.26054341497108613	-0.3988740140758604	0.7104677551706409	0.8466424256826485	null_or_negative
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	RFX5	mean_log_norm	3.0	3.0	0.035858294847540786	0.02598694088674346	0.009871353960797326	2.956658894919988	4.526441022509473	0.015593750591659813	0.15587941351279952	trend_positive
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	RFX5	detection_fraction	3.0	3.0	0.07937730713130577	0.055847184204097934	0.023530122927207832	1.8438878082586	2.822865170732748	0.04931673848635324	0.15587941351279952	trend_positive
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD74	mean_log_norm	3.0	3.0	4.173400453397899	3.740400643145186	0.4329998102527126	1.3554494723302535	2.0750997370836415	0.11021853414965238	0.39320949688336587	positive_null
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD74	detection_fraction	3.0	3.0	0.9798245614035088	0.9265780346820809	0.053246526721427934	1.62079082996008	2.481319070740156	0.11796284906500976	0.39320949688336587	positive_null
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CIITA	mean_log_norm	3.0	3.0	0.8498971874111847	0.6834349161016723	0.1664622713095124	0.5747644550935239	0.8799247732924684	0.4454269039674508	0.6363241485249298	positive_null
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CIITA	detection_fraction	3.0	3.0	0.5936890838206628	0.5194605009633911	0.07422858285727163	0.3909233624661257	0.5984767291094284	0.5823528022906718	0.6775812957402875	positive_null
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	GSK3A	mean_log_norm	3.0	3.0	0.13194918192167063	0.10989752354901104	0.022051658372659586	2.020760728856597	3.0936454237208078	0.04696117802993127	0.39320949688336587	trend_positive
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	GSK3A	detection_fraction	3.0	3.0	0.15414230019493178	0.13920231213872833	0.014939988056203446	0.2981912701560309	0.45651028602167837	0.6775812957402875	0.6775812957402875	positive_null
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	GSK3B	mean_log_norm	3.0	3.0	0.5947120985848993	0.4841406579253385	0.11057144065956076	0.9393507143291707	1.4380812122658466	0.22884832461687116	0.4576966492337423	positive_null
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	GSK3B	detection_fraction	3.0	3.0	0.48955896686159844	0.4447861271676301	0.044772839693968336	0.29815477601814766	0.4564544160114178	0.6722041646288618	0.6775812957402875	positive_null
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	RFX5	mean_log_norm	3.0	3.0	0.09016103059697624	0.04275194214736381	0.047409088449612426	1.106681517688554	1.6942531413161461	0.20986431316284987	0.4576966492337423	positive_null
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	RFX5	detection_fraction	3.0	3.0	0.10638401559454191	0.06682080924855492	0.03956320634598699	0.5602438701012977	0.8576947582939248	0.4444559098270705	0.6363241485249298	positive_null
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	CD74	mean_log_norm	3.0	3.0	1.0673819366405322	0.9358096997582975	0.13157223688223463	1.0130788837141897	1.5509539589300874	0.2019217417767668	0.3365362362946114	positive_null
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	CD74	detection_fraction	3.0	3.0	0.46423349607378217	0.35172139091816285	0.11251210515561932	1.2666336374329557	1.939128814222607	0.15721562215068907	0.3365362362946114	positive_null
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	CIITA	mean_log_norm	3.0	3.0	0.055389291329659064	0.04278001476979607	0.012609276559862992	1.2169323590951837	1.8630395820403673	0.13751822963079374	0.3365362362946114	positive_null
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	CIITA	detection_fraction	3.0	3.0	0.0858574122075566	0.05981594010691126	0.026041472100645342	3.8750794203728214	5.932479557920881	0.01004479898775743	0.10044798987757429	trend_positive
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	GSK3A	mean_log_norm	3.0	3.0	0.1618654439761875	0.12263421790755653	0.039231226068630956	1.650451370409239	2.5267273142374185	0.07331612212662604	0.3365362362946114	trend_positive
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	GSK3A	detection_fraction	3.0	3.0	0.24785771223558414	0.1726512252164745	0.07520648701910965	1.14711178157278	1.7561490892426637	0.19036155713980168	0.3365362362946114	positive_null
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	GSK3B	mean_log_norm	3.0	3.0	0.6504966961147576	0.5855995114785074	0.06489718463625016	0.5471836841898029	0.8377005136507699	0.474973475268725	0.5277483058541389	positive_null
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	GSK3B	detection_fraction	3.0	3.0	0.5778502236814846	0.499541822052097	0.07830840162938763	0.7720843664095848	1.1820079600522042	0.3366843390022903	0.42085542375286283	positive_null
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	RFX5	mean_log_norm	3.0	3.0	0.04169102866808311	0.03980632966824763	0.0018846989998354755	0.24885651689528904	0.38098217847484955	0.7254479699510041	0.7254479699510041	positive_null
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	RFX5	detection_fraction	3.0	3.0	0.07306786573745706	0.06144683308576623	0.011621032651690837	0.7434735995388922	1.138206847562878	0.3320610156318456	0.42085542375286283	positive_null
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	CD74	mean_log_norm	18.0	18.0	1.5139911497807648	1.6436033908911265	-0.12961224111036174	-0.24603924469327335	-0.7548931371270886	0.4556774861274621	0.9113549722549242	null_or_negative
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	CD74	detection_fraction	18.0	18.0	0.42982306446756335	0.4689946350621501	-0.03917157059458676	-0.27707005722481887	-0.850101311939785	0.40136537859406063	0.9113549722549242	null_or_negative
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	CIITA	mean_log_norm	18.0	18.0	0.12946127776704777	0.15608476115818046	-0.026623483391132685	-0.24905713835637217	-0.7641525835934146	0.45007111039214726	0.9113549722549242	null_or_negative
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	CIITA	detection_fraction	18.0	18.0	0.03967017124419931	0.04753256383316359	-0.007862392588964276	-0.2520553559552605	-0.7733516603172766	0.4447363373215758	0.9113549722549242	null_or_negative
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	GSK3A	mean_log_norm	18.0	18.0	0.04240972091567519	0.058346053970462046	-0.015936333054786853	-0.49135206366759604	-1.5075574680710335	0.14250482716454865	0.9113549722549242	null_or_negative
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	GSK3A	detection_fraction	18.0	18.0	0.012973560535454414	0.01777942652898821	-0.004805865993533795	-0.46765779996546397	-1.4348591589849464	0.16173219290637994	0.9113549722549242	null_or_negative
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	GSK3B	mean_log_norm	18.0	18.0	0.06011783452901983	0.05759419417402964	0.0025236403549901906	0.08226898354092134	0.2524161995005541	0.8022392810134361	0.9376021514499522	positive_null
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	GSK3B	detection_fraction	18.0	18.0	0.018426654356620466	0.01793484993117531	0.0004918044254451567	0.04621775409013599	0.14180447277655361	0.8880793018191981	0.9376021514499522	positive_null
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	MED16	mean_log_norm	18.0	18.0	0.030006591968375813	0.02851391736325149	0.0014926746051243216	0.049624685335085766	0.15225755727810408	0.8798961265210559	0.9376021514499522	positive_null
