truth	scenario	severity	replicate	seed	n	auc	hedges_g	receptor_auc	primary_pass	existing_guard_flag	calibrated_q10_guard_flag	calibrated_q20_guard_flag	existing_guarded_acceptable_pass	calibrated_q10_acceptable_pass	calibrated_q20_acceptable_pass
planted	distributed_weak_technical	0.5	18	48823	60	0.7911111111111111	1.1363839404241685	0.3844444444444444	True	True	False	False	False	True	True
planted	distributed_weak_technical	0.5	19	48824	60	0.8344444444444444	1.2952788384307805	0.5066666666666667	True	True	False	True	False	True	False
planted	distributed_weak_technical	0.5	20	48825	60	0.77	1.0156431736688631	0.5133333333333333	True	True	False	False	False	True	True
planted	distributed_weak_technical	0.5	21	48826	60	0.7855555555555556	1.1358118569421551	0.5244444444444445	True	True	False	True	False	True	False
planted	distributed_weak_technical	0.5	22	48827	60	0.8477777777777777	1.5351875519681581	0.5822222222222222	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.5	23	48828	60	0.7611111111111111	0.9649299478646894	0.43	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.5	24	48829	60	0.8133333333333334	1.2544306475150409	0.4255555555555556	True	True	False	False	False	True	True
planted	distributed_weak_technical	0.5	25	48830	60	0.7944444444444444	1.118685825785285	0.46	True	False	False	False	True	True	True
planted	distributed_weak_technical	0.5	26	48831	60	0.7711111111111111	0.9543941151790892	0.44333333333333336	True	False	False	False	True	True	True
planted	distributed_weak_technical	0.5	27	48832	60	0.5477777777777778	0.26386844407465154	0.4588888888888889	False	True	False	True	False	False	False
planted	distributed_weak_technical	0.5	28	48833	60	0.8044444444444444	1.2570078829264117	0.6488888888888888	True	True	False	False	False	True	True
planted	distributed_weak_technical	0.5	29	48834	60	0.7811111111111111	1.0877540830209937	0.5322222222222223	True	True	False	False	False	True	True
planted	distributed_weak_technical	0.75	0	48885	60	0.8255555555555556	1.2737227379044118	0.43555555555555553	True	True	False	True	False	True	False
planted	distributed_weak_technical	0.75	1	48886	60	0.8411111111111111	1.37570936453802	0.4811111111111111	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	2	48887	60	0.7177777777777777	0.7826900727839939	0.4622222222222222	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	3	48888	60	0.7866666666666666	1.1269222561240713	0.6055555555555555	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	4	48889	60	0.8288888888888889	1.339891403752334	0.6455555555555555	True	False	False	False	True	True	True
planted	distributed_weak_technical	0.75	5	48890	60	0.84	1.4370404473571874	0.5577777777777778	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	6	48891	60	0.8266666666666667	1.2472338552022522	0.5444444444444444	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	7	48892	60	0.8233333333333334	1.2457277261710125	0.4922222222222222	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	8	48893	60	0.8522222222222222	1.4470504754922429	0.4477777777777778	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	9	48894	60	0.8266666666666667	1.3339754449922765	0.5877777777777777	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	10	48895	60	0.78	1.1177981444092793	0.4088888888888889	True	True	False	True	False	True	False
planted	distributed_weak_technical	0.75	11	48896	60	0.7455555555555555	0.870011173012697	0.41555555555555557	True	True	False	True	False	True	False
planted	distributed_weak_technical	0.75	12	48897	60	0.9233333333333333	1.8664915274607987	0.4711111111111111	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	13	48898	60	0.8188888888888889	1.2084094904340363	0.43444444444444447	True	True	False	True	False	True	False
planted	distributed_weak_technical	0.75	14	48899	60	0.9166666666666666	1.7950145121951828	0.4922222222222222	True	True	False	True	False	True	False
planted	distributed_weak_technical	0.75	15	48900	60	0.9	1.7049810420195584	0.57	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	16	48901	60	0.8622222222222222	1.527258685144583	0.5044444444444445	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	17	48902	60	0.7488888888888889	0.8922772344090172	0.5011111111111111	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	18	48903	60	0.82	1.2515473716964427	0.5533333333333333	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	19	48904	60	0.7288888888888889	0.9596721928541185	0.4211111111111111	True	True	False	True	False	True	False
planted	distributed_weak_technical	0.75	20	48905	60	0.8088888888888889	1.2449815473145514	0.5866666666666667	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	21	48906	60	0.7622222222222222	1.0391622676675007	0.4288888888888889	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	22	48907	60	0.8888888888888888	1.7200289883704876	0.5533333333333333	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	23	48908	60	0.7111111111111111	0.7702347926953705	0.5055555555555555	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	24	48909	60	0.8288888888888889	1.3048969063482554	0.39444444444444443	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	25	48910	60	0.8566666666666667	1.475668618827111	0.47	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	26	48911	60	0.8744444444444445	1.5449653185143961	0.5377777777777778	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	27	48912	60	0.8722222222222222	1.6122374020452492	0.5733333333333334	True	True	True	True	False	False	False
planted	distributed_weak_technical	0.75	28	48913	60	0.8533333333333334	1.4990266701408967	0.5922222222222222	True	True	False	True	False	True	False
planted	distributed_weak_technical	0.75	29	48914	60	0.8111111111111111	1.2553277560765999	0.58	True	True	False	True	False	True	False
planted	distributed_weak_technical	1.0	0	48965	60	0.8577777777777778	1.463630832598953	0.48444444444444446	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	1	48966	60	0.7933333333333333	1.155608161430285	0.5566666666666666	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	2	48967	60	0.7766666666666666	1.09941033161313	0.4677777777777778	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	3	48968	60	0.8111111111111111	1.1804908614910077	0.5455555555555556	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	4	48969	60	0.7588888888888888	0.9555447646822687	0.43	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	5	48970	60	0.8055555555555556	1.2013564258962006	0.5933333333333334	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	6	48971	60	0.8611111111111112	1.420539736844747	0.4411111111111111	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	7	48972	60	0.7622222222222222	1.0650570481265598	0.45222222222222225	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	8	48973	60	0.9144444444444444	1.9321044670626992	0.42444444444444446	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	9	48974	60	0.8455555555555555	1.430379555633759	0.5622222222222222	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	10	48975	60	0.8088888888888889	1.2433685234370682	0.47333333333333333	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	11	48976	60	0.8788888888888889	1.560117640243369	0.43666666666666665	True	True	False	True	False	True	False
planted	distributed_weak_technical	1.0	12	48977	60	0.8833333333333333	1.723093588359499	0.4922222222222222	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	13	48978	60	0.8666666666666667	1.4575603830109947	0.4988888888888889	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	14	48979	60	0.7477777777777778	1.0424446572841886	0.53	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	15	48980	60	0.8122222222222222	1.19825917571199	0.43666666666666665	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	16	48981	60	0.7977777777777778	1.1896824921331126	0.43222222222222223	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	17	48982	60	0.94	1.9881555671723399	0.5522222222222222	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	18	48983	60	0.6988888888888889	0.7865949979152576	0.3466666666666667	False	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	19	48984	60	0.8666666666666667	1.565382540180919	0.5144444444444445	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	20	48985	60	0.7966666666666666	1.1244130974411501	0.4288888888888889	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	21	48986	60	0.8044444444444444	1.1960115393853041	0.4288888888888889	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	22	48987	60	0.88	1.5592988744720546	0.5122222222222222	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	23	48988	60	0.7588888888888888	1.0269372016079665	0.5711111111111111	True	True	False	True	False	True	False
planted	distributed_weak_technical	1.0	24	48989	60	0.9177777777777778	1.9463559968116786	0.5033333333333333	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	25	48990	60	0.88	1.6905262129995238	0.6633333333333333	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	26	48991	60	0.8766666666666667	1.5795334074421081	0.5366666666666666	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	27	48992	60	0.8011111111111111	1.2427894657250154	0.5811111111111111	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	28	48993	60	0.8744444444444445	1.59732989303862	0.6722222222222223	True	True	True	True	False	False	False
planted	distributed_weak_technical	1.0	29	48994	60	0.8366666666666667	1.4046544331218127	0.5288888888888889	True	True	True	True	False	False	False
planted	independent_technical	0.0	0	47845	60	0.8766666666666667	1.5042934141710695	0.4288888888888889	True	True	False	False	False	True	True
planted	independent_technical	0.0	1	47846	60	0.6988888888888889	0.7049316306642931	0.4166666666666667	False	True	False	False	False	False	False
planted	independent_technical	0.0	2	47847	60	0.7455555555555555	0.9105575079961167	0.42333333333333334	True	True	False	False	False	True	True
planted	independent_technical	0.0	3	47848	60	0.8566666666666667	1.5437052261344388	0.5022222222222222	True	False	False	False	True	True	True
planted	independent_technical	0.0	4	47849	60	0.7655555555555555	0.9819571136857288	0.5	True	True	False	False	False	True	True
planted	independent_technical	0.0	5	47850	60	0.8388888888888889	1.3325649374735518	0.41	True	True	True	True	False	False	False
planted	independent_technical	0.0	6	47851	60	0.7544444444444445	0.9608563899289195	0.6155555555555555	True	True	False	False	False	True	True
planted	independent_technical	0.0	7	47852	60	0.8944444444444445	1.7177156867975092	0.5744444444444444	True	True	False	False	False	True	True
planted	independent_technical	0.0	8	47853	60	0.7677777777777778	0.9815667240232808	0.46	True	False	False	False	True	True	True
planted	independent_technical	0.0	9	47854	60	0.8077777777777778	1.1693072269470037	0.3888888888888889	True	True	False	False	False	True	True
planted	independent_technical	0.0	10	47855	60	0.8188888888888889	1.2257815001010097	0.5588888888888889	True	True	False	True	False	True	False
planted	independent_technical	0.0	11	47856	60	0.7944444444444444	1.146479673263051	0.5144444444444445	True	True	False	False	False	True	True
planted	independent_technical	0.0	12	47857	60	0.8733333333333333	1.571235216554972	0.48777777777777775	True	True	False	False	False	True	True
planted	independent_technical	0.0	13	47858	60	0.7666666666666667	1.0687586405460798	0.4088888888888889	True	True	False	False	False	True	True
planted	independent_technical	0.0	14	47859	60	0.8222222222222222	1.1692281375917681	0.45111111111111113	True	False	False	False	True	True	True
planted	independent_technical	0.0	15	47860	60	0.7955555555555556	1.1816331642063185	0.4711111111111111	True	False	False	False	True	True	True
planted	independent_technical	0.0	16	47861	60	0.8211111111111111	1.2909815090273173	0.42777777777777776	True	True	False	False	False	True	True
planted	independent_technical	0.0	17	47862	60	0.7777777777777778	1.085352379364098	0.5744444444444444	True	True	False	False	False	True	True
planted	independent_technical	0.0	18	47863	60	0.7433333333333333	0.8455324215419912	0.5533333333333333	True	True	False	True	False	True	False
planted	independent_technical	0.0	19	47864	60	0.7066666666666667	0.7288179313272521	0.54	True	True	False	False	False	True	True
planted	independent_technical	0.0	20	47865	60	0.75	0.982584127174501	0.5177777777777778	True	True	False	False	False	True	True
planted	independent_technical	0.0	21	47866	60	0.88	1.619907292571811	0.4088888888888889	True	True	False	False	False	True	True
planted	independent_technical	0.0	22	47867	60	0.7211111111111111	0.7640765423459008	0.5811111111111111	True	False	False	False	True	True	True
planted	independent_technical	0.0	23	47868	60	0.7444444444444445	0.9474518826703595	0.5655555555555556	True	True	False	False	False	True	True
planted	independent_technical	0.0	24	47869	60	0.8866666666666667	1.6371216159060282	0.5322222222222223	True	True	False	False	False	True	True
planted	independent_technical	0.0	25	47870	60	0.8355555555555556	1.2912739018398172	0.5411111111111111	True	False	False	False	True	True	True
planted	independent_technical	0.0	26	47871	60	0.8111111111111111	1.1888492772344033	0.3811111111111111	True	True	False	False	False	True	True
planted	independent_technical	0.0	27	47872	60	0.8055555555555556	1.1603423493468632	0.37666666666666665	True	False	False	False	True	True	True
planted	independent_technical	0.0	28	47873	60	0.8522222222222222	1.522089085840942	0.5977777777777777	True	True	False	False	False	True	True
planted	independent_technical	0.0	29	47874	60	0.8411111111111111	1.3552812348400485	0.5355555555555556	True	True	False	False	False	True	True
planted	independent_technical	0.25	0	47925	60	0.7966666666666666	1.2166884729549423	0.43666666666666665	True	False	False	False	True	True	True
planted	independent_technical	0.25	1	47926	60	0.7555555555555555	0.9392408427137424	0.43666666666666665	True	False	False	False	True	True	True
planted	independent_technical	0.25	2	47927	60	0.7366666666666667	0.9199566242410832	0.6511111111111111	True	False	False	False	True	True	True
planted	independent_technical	0.25	3	47928	60	0.7988888888888889	1.2085792199666912	0.4855555555555556	True	True	False	False	False	True	True
planted	independent_technical	0.25	4	47929	60	0.7566666666666667	0.9742240331566804	0.5422222222222223	True	False	False	False	True	True	True
planted	independent_technical	0.25	5	47930	60	0.8433333333333334	1.4232330848971206	0.46555555555555556	True	True	False	False	False	True	True
planted	independent_technical	0.25	6	47931	60	0.8744444444444445	1.5052115638875958	0.5	True	True	False	True	False	True	False
planted	independent_technical	0.25	7	47932	60	0.8744444444444445	1.6356484027511557	0.3844444444444444	True	True	False	True	False	True	False
planted	independent_technical	0.25	8	47933	60	0.7811111111111111	1.0728362970685332	0.6255555555555555	True	False	False	False	True	True	True
planted	independent_technical	0.25	9	47934	60	0.8433333333333334	1.4271860492640385	0.43444444444444447	True	False	False	False	True	True	True
planted	independent_technical	0.25	10	47935	60	0.7722222222222223	0.9666754118336155	0.3655555555555556	True	True	False	False	False	True	True
planted	independent_technical	0.25	11	47936	60	0.7588888888888888	0.963411255630843	0.5566666666666666	True	False	False	False	True	True	True
planted	independent_technical	0.25	12	47937	60	0.8533333333333334	1.4875434766020468	0.42777777777777776	True	True	False	True	False	True	False
planted	independent_technical	0.25	13	47938	60	0.8111111111111111	1.2367306590008178	0.5655555555555556	True	True	False	False	False	True	True
planted	independent_technical	0.25	14	47939	60	0.6811111111111111	0.6313940562816439	0.41333333333333333	False	True	False	False	False	False	False
planted	independent_technical	0.25	15	47940	60	0.7433333333333333	0.9364158786976543	0.3622222222222222	True	True	False	True	False	True	False
planted	independent_technical	0.25	16	47941	60	0.76	0.9876204283495557	0.6455555555555555	True	True	False	False	False	True	True
planted	independent_technical	0.25	17	47942	60	0.6733333333333333	0.5730347382439861	0.4677777777777778	False	True	False	False	False	False	False
planted	independent_technical	0.25	18	47943	60	0.7833333333333333	1.1666007106748344	0.45555555555555555	True	True	False	False	False	True	True
planted	independent_technical	0.25	19	47944	60	0.8077777777777778	1.0578873936499196	0.44	True	True	False	False	False	True	True
planted	independent_technical	0.25	20	47945	60	0.7611111111111111	1.0113694176396726	0.6255555555555555	True	True	False	False	False	True	True
planted	independent_technical	0.25	21	47946	60	0.7911111111111111	1.125341406109609	0.5922222222222222	True	True	False	False	False	True	True
planted	independent_technical	0.25	22	47947	60	0.7688888888888888	1.0144823677648127	0.3977777777777778	True	False	False	False	True	True	True
planted	independent_technical	0.25	23	47948	60	0.6488888888888888	0.587418295448198	0.4077777777777778	False	False	False	False	False	False	False
planted	independent_technical	0.25	24	47949	60	0.6744444444444444	0.6778663966766222	0.5244444444444445	False	True	False	False	False	False	False
planted	independent_technical	0.25	25	47950	60	0.5944444444444444	0.3933288724006601	0.3788888888888889	False	False	False	False	False	False	False
planted	independent_technical	0.25	26	47951	60	0.7833333333333333	1.0930414753927784	0.5611111111111111	True	True	False	False	False	True	True
planted	independent_technical	0.25	27	47952	60	0.7633333333333333	0.9476334436423399	0.5	True	True	False	False	False	True	True
planted	independent_technical	0.25	28	47953	60	0.75	1.0138311638741455	0.46444444444444444	True	True	False	False	False	True	True
planted	independent_technical	0.25	29	47954	60	0.7855555555555556	1.039903326617611	0.5311111111111111	True	False	False	False	True	True	True
planted	independent_technical	0.5	0	48005	60	0.7688888888888888	1.062782598163337	0.47	True	True	False	False	False	True	True
planted	independent_technical	0.5	1	48006	60	0.7455555555555555	1.0358846890638571	0.45	True	False	False	False	True	True	True
planted	independent_technical	0.5	2	48007	60	0.8077777777777778	1.207686445949692	0.5066666666666667	True	True	False	True	False	True	False
planted	independent_technical	0.5	3	48008	60	0.7766666666666666	1.0344304679285985	0.44	True	True	False	False	False	True	True
planted	independent_technical	0.5	4	48009	60	0.7933333333333333	1.1219491203654166	0.6288888888888889	True	True	False	True	False	True	False
planted	independent_technical	0.5	5	48010	60	0.73	0.9095714041684028	0.5955555555555555	True	False	False	False	True	True	True
planted	independent_technical	0.5	6	48011	60	0.7755555555555556	1.070432491320628	0.6122222222222222	True	True	False	False	False	True	True
planted	independent_technical	0.5	7	48012	60	0.7255555555555555	0.8234294197771097	0.42444444444444446	True	False	False	False	True	True	True
planted	independent_technical	0.5	8	48013	60	0.6855555555555556	0.6787132567703374	0.46444444444444444	False	False	False	False	False	False	False
planted	independent_technical	0.5	9	48014	60	0.8477777777777777	1.4269522400107495	0.4666666666666667	True	True	False	False	False	True	True
planted	independent_technical	0.5	10	48015	60	0.7611111111111111	0.941099663148548	0.37777777777777777	True	False	False	False	True	True	True
planted	independent_technical	0.5	11	48016	60	0.8311111111111111	1.3394431203766317	0.39111111111111113	True	True	False	False	False	True	True
planted	independent_technical	0.5	12	48017	60	0.7388888888888889	0.9124510356871637	0.5388888888888889	True	True	False	False	False	True	True
planted	independent_technical	0.5	13	48018	60	0.87	1.51789098311232	0.5755555555555556	True	True	False	False	False	True	True
planted	independent_technical	0.5	14	48019	60	0.8077777777777778	1.2035590366148037	0.54	True	True	False	False	False	True	True
planted	independent_technical	0.5	15	48020	60	0.8311111111111111	1.3051168487701899	0.38222222222222224	True	True	False	False	False	True	True
planted	independent_technical	0.5	16	48021	60	0.7922222222222223	1.1792932468966424	0.5188888888888888	True	True	False	False	False	True	True
planted	independent_technical	0.5	17	48022	60	0.7333333333333333	0.9698510288584122	0.58	True	True	False	False	False	True	True
planted	independent_technical	0.5	18	48023	60	0.8155555555555556	1.204284354853601	0.5655555555555556	True	True	True	True	False	False	False
planted	independent_technical	0.5	19	48024	60	0.7977777777777778	1.2182181389647755	0.5311111111111111	True	True	False	False	False	True	True
planted	independent_technical	0.5	20	48025	60	0.7377777777777778	0.9079539843814893	0.45222222222222225	True	True	False	True	False	True	False
planted	independent_technical	0.5	21	48026	60	0.7844444444444445	1.14984388266201	0.6066666666666667	True	False	False	False	True	True	True
planted	independent_technical	0.5	22	48027	60	0.8544444444444445	1.4500229769328008	0.4033333333333333	True	False	False	False	True	True	True
planted	independent_technical	0.5	23	48028	60	0.7655555555555555	1.054629911778666	0.38666666666666666	True	True	False	False	False	True	True
planted	independent_technical	0.5	24	48029	60	0.7577777777777778	0.9378425705956097	0.40444444444444444	True	True	False	True	False	True	False
planted	independent_technical	0.5	25	48030	60	0.7411111111111112	0.9274397983812294	0.5544444444444444	True	True	False	False	False	True	True
planted	independent_technical	0.5	26	48031	60	0.8788888888888889	1.6570050062257098	0.4888888888888889	True	True	False	True	False	True	False
planted	independent_technical	0.5	27	48032	60	0.7255555555555555	0.8006166603743643	0.5366666666666666	True	False	False	False	True	True	True
planted	independent_technical	0.5	28	48033	60	0.8377777777777777	1.358748176647436	0.5288888888888889	True	True	False	True	False	True	False
planted	independent_technical	0.5	29	48034	60	0.7455555555555555	0.9286851671781221	0.48	True	True	False	False	False	True	True
planted	independent_technical	0.75	0	48085	60	0.8488888888888889	1.3807081700665818	0.5888888888888889	True	True	False	False	False	True	True
planted	independent_technical	0.75	1	48086	60	0.8588888888888889	1.5072114539418018	0.43	True	False	False	False	True	True	True
planted	independent_technical	0.75	2	48087	60	0.8222222222222222	1.2361769798048483	0.5188888888888888	True	True	False	False	False	True	True
planted	independent_technical	0.75	3	48088	60	0.7988888888888889	1.134615450407698	0.5255555555555556	True	False	False	False	True	True	True
planted	independent_technical	0.75	4	48089	60	0.8944444444444445	1.6972206554541576	0.5644444444444444	True	False	False	False	True	True	True
planted	independent_technical	0.75	5	48090	60	0.8566666666666667	1.4070774056945878	0.6622222222222223	True	True	False	False	False	True	True
planted	independent_technical	0.75	6	48091	60	0.8633333333333333	1.5365492827752114	0.3988888888888889	True	True	False	True	False	True	False
planted	independent_technical	0.75	7	48092	60	0.7744444444444445	0.9932824583683482	0.5355555555555556	True	False	False	False	True	True	True
planted	independent_technical	0.75	8	48093	60	0.79	0.9411071229148825	0.5244444444444445	True	True	False	False	False	True	True
planted	independent_technical	0.75	9	48094	60	0.7911111111111111	1.1006773978889546	0.4088888888888889	True	False	False	False	True	True	True
planted	independent_technical	0.75	10	48095	60	0.7155555555555555	0.8016031831985256	0.49666666666666665	True	True	False	False	False	True	True
planted	independent_technical	0.75	11	48096	60	0.8277777777777777	1.3582391760784167	0.4911111111111111	True	True	False	False	False	True	True
planted	independent_technical	0.75	12	48097	60	0.7722222222222223	1.0179550846808023	0.5088888888888888	True	False	False	False	True	True	True
planted	independent_technical	0.75	13	48098	60	0.8188888888888889	1.1815623881826887	0.4722222222222222	True	True	False	True	False	True	False
planted	independent_technical	0.75	14	48099	60	0.7688888888888888	0.9983873593052185	0.5877777777777777	True	True	False	False	False	True	True
planted	independent_technical	0.75	15	48100	60	0.8433333333333334	1.3789057914471745	0.4722222222222222	True	True	False	True	False	True	False
planted	independent_technical	0.75	16	48101	60	0.8744444444444445	1.558439602845683	0.48	True	False	False	False	True	True	True
planted	independent_technical	0.75	17	48102	60	0.9211111111111111	1.9130946136191218	0.5455555555555556	True	True	True	True	False	False	False
planted	independent_technical	0.75	18	48103	60	0.7733333333333333	1.0366795750617213	0.5255555555555556	True	False	False	False	True	True	True
planted	independent_technical	0.75	19	48104	60	0.74	0.8706055305923547	0.4811111111111111	True	False	False	False	True	True	True
planted	independent_technical	0.75	20	48105	60	0.8111111111111111	1.168609811258545	0.52	True	False	False	False	True	True	True
planted	independent_technical	0.75	21	48106	60	0.8044444444444444	1.1516836248055462	0.6855555555555556	True	True	False	False	False	True	True
planted	independent_technical	0.75	22	48107	60	0.8288888888888889	1.2929592909405003	0.5766666666666667	True	True	False	False	False	True	True
planted	independent_technical	0.75	23	48108	60	0.7488888888888889	0.9678281215631052	0.3888888888888889	True	True	False	False	False	True	True
planted	independent_technical	0.75	24	48109	60	0.75	1.003883601577617	0.5233333333333333	True	False	False	False	True	True	True
planted	independent_technical	0.75	25	48110	60	0.7355555555555555	0.8878510873864185	0.49	True	True	False	False	False	True	True
planted	independent_technical	0.75	26	48111	60	0.9411111111111111	2.1658304882556023	0.3611111111111111	True	True	True	True	False	False	False
planted	independent_technical	0.75	27	48112	60	0.8311111111111111	1.3986967385944122	0.36666666666666664	True	False	False	False	True	True	True
planted	independent_technical	0.75	28	48113	60	0.75	0.9664636044891771	0.6055555555555555	True	False	False	False	True	True	True
planted	independent_technical	0.75	29	48114	60	0.6711111111111111	0.5845372804886348	0.42333333333333334	False	True	False	False	False	False	False
planted	independent_technical	1.0	0	48165	60	0.6911111111111111	0.6227229147604918	0.6688888888888889	False	True	False	False	False	False	False
planted	independent_technical	1.0	1	48166	60	0.8566666666666667	1.4717142819116475	0.6633333333333333	True	True	False	False	False	True	True
planted	independent_technical	1.0	2	48167	60	0.8488888888888889	1.4402528556238088	0.5277777777777778	True	False	False	False	True	True	True
planted	independent_technical	1.0	3	48168	60	0.7666666666666667	0.9673417911536014	0.5066666666666667	True	True	False	False	False	True	True
planted	independent_technical	1.0	4	48169	60	0.89	1.624352807751908	0.47333333333333333	True	True	False	False	False	True	True
planted	independent_technical	1.0	5	48170	60	0.8077777777777778	1.239331066072548	0.48333333333333334	True	True	False	False	False	True	True
planted	independent_technical	1.0	6	48171	60	0.8566666666666667	1.4962333915136592	0.5455555555555556	True	False	False	False	True	True	True
planted	independent_technical	1.0	7	48172	60	0.8477777777777777	1.4217081941974774	0.43777777777777777	True	True	False	True	False	True	False
planted	independent_technical	1.0	8	48173	60	0.7611111111111111	0.9924377214768163	0.4622222222222222	True	True	False	False	False	True	True
planted	independent_technical	1.0	9	48174	60	0.8022222222222222	1.2223012420469317	0.59	True	False	False	False	True	True	True
planted	independent_technical	1.0	10	48175	60	0.8166666666666667	1.2898446034224849	0.37666666666666665	True	True	False	False	False	True	True
planted	independent_technical	1.0	11	48176	60	0.8433333333333334	1.1892556516502737	0.5566666666666666	True	False	False	False	True	True	True
planted	independent_technical	1.0	12	48177	60	0.8866666666666667	1.637659513850814	0.49	True	True	False	True	False	True	False
planted	independent_technical	1.0	13	48178	60	0.7922222222222223	1.1246004388076825	0.5011111111111111	True	True	False	False	False	True	True
planted	independent_technical	1.0	14	48179	60	0.7866666666666666	1.1124804053483386	0.5588888888888889	True	False	False	False	True	True	True
planted	independent_technical	1.0	15	48180	60	0.7811111111111111	1.0324839587649597	0.4166666666666667	True	True	False	True	False	True	False
planted	independent_technical	1.0	16	48181	60	0.6622222222222223	0.5698602595890744	0.5066666666666667	False	True	False	False	False	False	False
planted	independent_technical	1.0	17	48182	60	0.7188888888888889	0.8613275808335172	0.5744444444444444	True	True	False	False	False	True	True
planted	independent_technical	1.0	18	48183	60	0.8366666666666667	1.3156874887537318	0.4488888888888889	True	False	False	False	True	True	True
planted	independent_technical	1.0	19	48184	60	0.8455555555555555	1.3581158790844712	0.5477777777777778	True	False	False	False	True	True	True
planted	independent_technical	1.0	20	48185	60	0.7544444444444445	0.9277355987467711	0.44666666666666666	True	True	False	False	False	True	True
planted	independent_technical	1.0	21	48186	60	0.7011111111111111	0.7752405988801158	0.4311111111111111	True	False	False	False	True	True	True
planted	independent_technical	1.0	22	48187	60	0.82	1.2224700835356344	0.37555555555555553	True	False	False	False	True	True	True
planted	independent_technical	1.0	23	48188	60	0.8055555555555556	1.2103358379079483	0.38222222222222224	True	True	False	False	False	True	True
planted	independent_technical	1.0	24	48189	60	0.7688888888888888	1.03451910733568	0.43555555555555553	True	True	False	False	False	True	True
planted	independent_technical	1.0	25	48190	60	0.8633333333333333	1.4670268946943932	0.4988888888888889	True	False	False	False	True	True	True
planted	independent_technical	1.0	26	48191	60	0.7522222222222222	0.8739148473532303	0.4811111111111111	True	True	False	True	False	True	False
planted	independent_technical	1.0	27	48192	60	0.86	1.612339913671983	0.5022222222222222	True	True	False	False	False	True	True
planted	independent_technical	1.0	28	48193	60	0.7077777777777777	0.7848740565137433	0.51	True	False	False	False	True	True	True
planted	independent_technical	1.0	29	48194	60	0.8055555555555556	1.142133020803929	0.47	True	True	False	False	False	True	True
synthetic_null	batch_only	0.0	0	45445	60	0.5033333333333333	0.01704326511189032	0.45666666666666667	False	False	False	False	False	False	False
synthetic_null	batch_only	0.0	1	45446	60	0.4766666666666667	-0.14955479080449918	0.4622222222222222	False	True	False	False	False	False	False
synthetic_null	batch_only	0.0	2	45447	60	0.5133333333333333	0.06679904403772562	0.49666666666666665	False	False	False	False	False	False	False
synthetic_null	batch_only	0.0	3	45448	60	0.47444444444444445	-0.11733548683017754	0.47	False	True	False	False	False	False	False
synthetic_null	batch_only	0.0	4	45449	60	0.5088888888888888	-0.05112318939869209	0.56	False	True	False	True	False	False	False
