truth	scenario	severity	cohorts	primary_pass_rate	existing_guard_flag_rate	existing_guarded_acceptable_pass_rate	calibrated_q10_guard_flag_rate	calibrated_q10_acceptable_pass_rate	calibrated_q20_guard_flag_rate	calibrated_q20_acceptable_pass_rate	mean_auc
planted	batch_only	0.0	30	0.9666666666666667	0.5333333333333333	0.4666666666666667	0.0	0.9666666666666667	0.13333333333333333	0.8333333333333334	0.7927037037037038
planted	batch_only	0.25	30	0.8666666666666667	0.7	0.23333333333333334	0.06666666666666667	0.8	0.26666666666666666	0.6333333333333333	0.7761851851851851
planted	batch_only	0.5	30	0.9	1.0	0.0	0.4666666666666667	0.4666666666666667	0.8333333333333334	0.13333333333333333	0.7985555555555556
planted	batch_only	0.75	30	0.9666666666666667	1.0	0.0	0.8333333333333334	0.16666666666666666	0.9666666666666667	0.03333333333333333	0.8089259259259259
planted	batch_only	1.0	30	0.9666666666666667	1.0	0.0	0.9333333333333333	0.06666666666666667	1.0	0.0	0.8283703703703704
planted	distributed_weak_technical	0.0	30	0.9666666666666667	0.5	0.5	0.0	0.9666666666666667	0.0	0.9666666666666667	0.7946666666666666
planted	distributed_weak_technical	0.25	30	0.9666666666666667	0.5333333333333333	0.43333333333333335	0.03333333333333333	0.9333333333333333	0.16666666666666666	0.8	0.7810370370370371
planted	distributed_weak_technical	0.5	30	0.9666666666666667	0.8666666666666667	0.13333333333333333	0.2	0.7666666666666667	0.36666666666666664	0.6333333333333333	0.7863703703703704
planted	distributed_weak_technical	0.75	30	1.0	0.9666666666666667	0.03333333333333333	0.7	0.3	0.9666666666666667	0.03333333333333333	0.8227037037037037
planted	distributed_weak_technical	1.0	30	0.9666666666666667	1.0	0.0	0.9333333333333333	0.06666666666666667	1.0	0.0	0.8304814814814815
planted	independent_technical	0.0	30	0.9666666666666667	0.7666666666666667	0.23333333333333334	0.03333333333333333	0.9333333333333333	0.1	0.8666666666666667	0.8018148148148149
planted	independent_technical	0.25	30	0.8333333333333334	0.6333333333333333	0.3	0.0	0.8333333333333334	0.13333333333333333	0.7	0.7675555555555555
planted	independent_technical	0.5	30	0.9666666666666667	0.7333333333333333	0.23333333333333334	0.03333333333333333	0.9333333333333333	0.23333333333333334	0.7333333333333333	0.7821481481481481
planted	independent_technical	0.75	30	0.9666666666666667	0.5666666666666667	0.43333333333333335	0.06666666666666667	0.9	0.16666666666666666	0.8	0.8075555555555556
planted	independent_technical	1.0	30	0.9333333333333333	0.6333333333333333	0.36666666666666664	0.0	0.9333333333333333	0.13333333333333333	0.8	0.7979259259259259
synthetic_null	batch_only	0.0	30	0.0	0.6	0.0	0.0	0.0	0.13333333333333333	0.0	0.4971111111111111
synthetic_null	batch_only	0.25	30	0.0	0.8666666666666667	0.0	0.03333333333333333	0.0	0.36666666666666664	0.0	0.4975925925925926
synthetic_null	batch_only	0.5	30	0.0	1.0	0.0	0.3333333333333333	0.0	0.7333333333333333	0.0	0.5225555555555556
synthetic_null	batch_only	0.75	30	0.03333333333333333	1.0	0.0	0.8	0.0	0.9666666666666667	0.0	0.5624444444444445
synthetic_null	batch_only	1.0	30	0.1	1.0	0.0	0.8666666666666667	0.0	1.0	0.0	0.594962962962963
synthetic_null	distributed_weak_technical	0.0	30	0.0	0.7	0.0	0.03333333333333333	0.0	0.1	0.0	0.49029629629629634
synthetic_null	distributed_weak_technical	0.25	30	0.0	0.6333333333333333	0.0	0.03333333333333333	0.0	0.16666666666666666	0.0	0.5225185185185185
synthetic_null	distributed_weak_technical	0.5	30	0.0	0.9	0.0	0.13333333333333333	0.0	0.5666666666666667	0.0	0.5150370370370371
synthetic_null	distributed_weak_technical	0.75	30	0.03333333333333333	0.9666666666666667	0.0	0.3333333333333333	0.0	0.7333333333333333	0.0	0.5611851851851851
synthetic_null	distributed_weak_technical	1.0	30	0.16666666666666666	1.0	0.0	0.8	0.0	1.0	0.0	0.6186666666666666
synthetic_null	independent_technical	0.0	30	0.0	0.5666666666666667	0.0	0.0	0.0	0.06666666666666667	0.0	0.49118518518518517
synthetic_null	independent_technical	0.25	30	0.0	0.4666666666666667	0.0	0.03333333333333333	0.0	0.13333333333333333	0.0	0.49333333333333335
synthetic_null	independent_technical	0.5	30	0.0	0.5333333333333333	0.0	0.03333333333333333	0.0	0.23333333333333334	0.0	0.5045555555555555
synthetic_null	independent_technical	0.75	30	0.0	0.7	0.0	0.03333333333333333	0.0	0.16666666666666666	0.0	0.5161481481481481
synthetic_null	independent_technical	1.0	30	0.0	0.7	0.0	0.0	0.0	0.23333333333333334	0.0	0.4833703703703704
