truth	scenario	severity	replicate	seed	feature	metadata_auc	spearman_with_locked	residualized_auc	auc_attenuation	response_p	corr_p	existing_effect_flag	response_q	corr_q	calibrated_q10_flag	calibrated_q20_flag
planted	batch_only	0.0	0	48245	batch	0.55	0.13191993398957663	0.7555555555555555	0.004444444444444473	0.4117647058823529	0.3137254901960784	False	0.588235294117647	0.5228758169934641	False	False
planted	batch_only	0.0	0	48245	lane	0.5	0.21412563981014032	0.7722222222222223	-0.012222222222222245	1.0	0.19607843137254902	False	1.0	0.49019607843137253	False	False
planted	batch_only	0.0	0	48245	sequencing_depth	0.6355555555555555	0.12453459294248406	0.7544444444444445	0.005555555555555536	0.058823529411764705	0.5294117647058824	True	0.19607843137254902	0.6617647058823529	False	True
planted	batch_only	0.0	0	48245	rin	0.51	0.1842178382884135	0.7677777777777778	-0.007777777777777772	0.8431372549019608	0.27450980392156865	False	0.9368191721132898	0.5228758169934641	False	False
planted	batch_only	0.0	0	48245	steroid_exposure	0.6322222222222222	0.2844123367602112	0.7488888888888889	0.011111111111111072	0.058823529411764705	0.058823529411764705	True	0.19607843137254902	0.19607843137254902	False	True
planted	batch_only	0.0	1	48246	batch	0.6166666666666667	0.1688541662164614	0.7277777777777777	0.022222222222222254	0.13725490196078433	0.3137254901960784	True	0.45751633986928103	0.5555555555555555	False	False
planted	batch_only	0.0	1	48246	lane	0.6	-0.3884217699052234	0.7088888888888889	0.0411111111111111	0.2549019607843137	0.0196078431372549	True	0.5555555555555555	0.19607843137254902	False	True
planted	batch_only	0.0	1	48246	sequencing_depth	0.6133333333333333	0.1188107807724368	0.7477777777777778	0.0022222222222222365	0.11764705882352941	0.3333333333333333	True	0.45751633986928103	0.5555555555555555	False	False
planted	batch_only	0.0	1	48246	rin	0.5344444444444445	-0.011280911364267855	0.7555555555555555	-0.005555555555555536	0.6666666666666666	0.9607843137254902	False	0.7843137254901962	0.9607843137254901	False	False
planted	batch_only	0.0	1	48246	steroid_exposure	0.5411111111111111	0.0755209780494582	0.75	0.0	0.7058823529411765	0.5490196078431373	False	0.7843137254901962	0.7843137254901961	False	False
