gene_or_target	target_chembl_id	molecule_chembl_id	standard_type	standard_value_nM	pchembl_value	document_chembl_id	assay_chembl_id
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3799396	IC50	1.0	9.00	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3798587	IC50	22.7	7.64	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3798778	IC50	18.4	7.74	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3800399	IC50	90.7	7.04	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3799116	IC50	3.0	8.52	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3798726	IC50	1.9	8.72	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3799826	IC50	7.8	8.11	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3797558	IC50	3.5	8.46	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3799212	IC50	3.1	8.51	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3797472	IC50	5.7	8.24	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3798853	IC50	2.1	8.68	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3798804	IC50	3.3	8.48	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3797440	IC50	2.7	8.57	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3798568	IC50	9.5	8.02	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3799824	IC50	3.2	8.49	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3798382	IC50	2.6	8.59	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3408213	IC50	6.0	8.22	CHEMBL3797072	CHEMBL3803437
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3828553	IC50	5.6	8.25	CHEMBL3826875	CHEMBL3829702
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL3827758	IC50	18.8	7.73	CHEMBL3826875	CHEMBL3829702
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4091527	IC50	100.0	7.00	CHEMBL4020708	CHEMBL4020956
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4063709	IC50	15.0	7.82	CHEMBL4020708	CHEMBL4020956
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4092865	IC50	7.6	8.12	CHEMBL4020708	CHEMBL4020956
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4074871	IC50	50.0	7.30	CHEMBL4020708	CHEMBL4020956
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4093832	IC50	41.0	7.39	CHEMBL4020708	CHEMBL4020956
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4069854	IC50	2.8	8.55	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4083552	IC50	0.55	9.26	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4061783	IC50	25.0	7.60	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4091345	IC50	2.7	8.57	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4070408	IC50	0.77	9.11	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4062244	IC50	1.3	8.89	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4072372	IC50	9.2	8.04	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4060714	IC50	6.6	8.18	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4088931	IC50	9.3	8.03	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4074204	IC50	1.1	8.96	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4061525	IC50	0.36	9.44	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4086487	IC50	0.57	9.24	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4060856	IC50	0.97	9.01	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4076395	IC50	1.0	9.00	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4063680	IC50	21.0	7.68	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4090775	IC50	2.4	8.62	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4066819	IC50	0.99	9.00	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4077627	IC50	1.9	8.72	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4071040	IC50	1.3	8.89	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4097047	IC50	110.0	6.96	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4102907	IC50	150.0	6.82	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4084957	IC50	93.0	7.03	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4065027	IC50	15.0	7.82	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4092709	IC50	65.0	7.19	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4073611	IC50	400.0	6.40	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4100438	IC50	700.0	6.16	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4083979	IC50	120.0	6.92	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4062262	IC50	22.0	7.66	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4082699	IC50	46.0	7.34	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4059564	IC50	12.0	7.92	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4060582	IC50	130.0	6.89	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4082469	IC50	1.3	8.89	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4069269	IC50	71.0	7.15	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4090315	IC50	3100.0	5.51	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4063358	IC50	19.0	7.72	CHEMBL4028808	CHEMBL4029552
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4225966	IC50	10.0	8.00	CHEMBL4219051	CHEMBL4220240
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4076837	IC50	4.2	8.38	CHEMBL4219051	CHEMBL4220240
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL1409113	IC50	30000.0		CHEMBL4411304	CHEMBL4413174
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4580000	IC50	62.0	7.21	CHEMBL4411304	CHEMBL4413176
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4552616	IC50	1.9	8.72	CHEMBL4411304	CHEMBL4413176
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4744403	IC50	70.0	7.16	CHEMBL4725370	CHEMBL4729451
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4749646	IC50	16.0	7.80	CHEMBL4725370	CHEMBL4729451
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4788347	IC50	15540.0	4.81	CHEMBL4765336	CHEMBL4770577
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4856360	IC50	7.0	8.15	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4872958	IC50	214.0	6.67	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4851074	IC50	5.0	8.30	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4872393	IC50	14.0	7.85	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4874290	IC50	11.0	7.96	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4868667	IC50	80.0	7.10	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4869240	IC50	50.0	7.30	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4854223	IC50	1020.0	5.99	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4869328	IC50	17.0	7.77	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4848729	IC50	68.0	7.17	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4858092	IC50	10.0	8.00	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4877883	IC50	2.0	8.70	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4856609	IC50	698.0	6.16	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4864356	IC50	426.0	6.37	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4845941	IC50	29.0	7.54	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4850566	IC50	2.0	8.70	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4849842	IC50	3.0	8.52	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4878356	IC50	6.0	8.22	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4862777	IC50	6.0	8.22	CHEMBL4825780	CHEMBL4828664
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4853002	IC50	45.74	7.34	CHEMBL4831484	CHEMBL4831817
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4849822	IC50	28.19	7.55	CHEMBL4831484	CHEMBL4831817
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4225966	IC50	10.4	7.98	CHEMBL5120846	CHEMBL5123403
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL359963	IC50	2.7	8.57	CHEMBL5223102	CHEMBL5224432
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4225966	IC50	10.4	7.98	CHEMBL5230096	CHEMBL5230726
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5199065	IC50	20000.0	4.70	CHEMBL5375946	CHEMBL5376210
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4225966	IC50	10.4	7.98	CHEMBL5506027	CHEMBL5510210
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4782944	IC50	11.9	7.92	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5847034	IC50	322.0	6.49	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5830608	IC50	550.0	6.26	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5943185	IC50	8.22	8.09	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL6052876	IC50	3.01	8.52	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4785713	IC50	1.41	8.85	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4782056	IC50	40.5	7.39	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5770417	IC50	211.0	6.68	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4797707	IC50	1.41	8.85	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5748809	IC50	233.0	6.63	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL6022963	IC50	16.6	7.78	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5975092	IC50	205.0	6.69	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5820678	IC50	20.7	7.68	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5790753	IC50	107.0	6.97	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5967245	IC50	81.3	7.09	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL6006771	IC50	29.5	7.53	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4789863	IC50	1.41	8.85	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL6062128	IC50	31.4	7.50	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5866937	IC50	158.0	6.80	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4791276	IC50	1.09	8.96	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4795220	IC50	11.5	7.94	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4792627	IC50	585.0	6.23	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL6017565	IC50	171.0	6.77	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4779550	IC50	1.41	8.85	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5967061	IC50	19.4	7.71	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL6035709	IC50	97.1	7.01	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5755811	IC50	70.5	7.15	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL6060510	IC50	86.6	7.06	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4778755	IC50	47.3	7.33	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL6002058	IC50	25.5	7.59	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4789204	IC50	229.0	6.64	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4793114	IC50	10000.0	5.00	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4789125	IC50	1.41	8.85	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4780792	IC50	1.41	8.85	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4790936	IC50	16.4	7.79	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5831525	IC50	87.3	7.06	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4777501	IC50	7.14	8.15	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5767742	IC50	14.2	7.85	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4776585	IC50	97.3	7.01	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4776992	IC50	16.7	7.78	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4789603	IC50	0.827	9.08	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4782696	IC50	3.14	8.50	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4777356	IC50	0.77	9.11	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4794862	IC50	6.1	8.21	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4781993	IC50	4.58	8.34	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4776812	IC50	1.41	8.85	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4778840	IC50	148.0	6.83	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4792305	IC50	0.48	9.32	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4792156	IC50	20.9	7.68	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5752178	IC50	1.41	8.85	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL5817322	IC50	1.41	8.85	CHEMBL5726530	CHEMBL5732867
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL4160662	IC50	10000.0		CHEMBL6115035	CHEMBL6119513
CDK19_CyclinC_complex	CHEMBL3883323	CHEMBL6167007	IC50	10000.0		CHEMBL6115035	CHEMBL6119513
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798663	IC50	4.6	8.34	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798944	IC50	13.1	7.88	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798294	IC50	23.9	7.62	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798318	IC50	22.3	7.65	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798430	IC50	19.5	7.71	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3800311	IC50	115.3	6.94	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3797571	IC50	1.0	9.00	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3797317	IC50	15.0	7.82	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3797855	IC50	13.6	7.87	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798712	IC50	3433.0	5.46	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799742	IC50	14.6	7.84	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799307	IC50	1.4	8.85	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3800432	IC50	109.0	6.96	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798632	IC50	8.7	8.06	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3800210	IC50	23.0	7.64	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798987	IC50	35.5	7.45	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3797495	IC50	33.5	7.47	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799679	IC50	34.3	7.46	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799396	IC50	0.08	10.10	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798129	IC50	3.7	8.43	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798886	IC50	7.4	8.13	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798587	IC50	342.0	6.47	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3797689	IC50	621.0	6.21	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798778	IC50	73.5	7.13	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3800399	IC50	86.3	7.06	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799159	IC50	75.4	7.12	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798362	IC50	186.0	6.73	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799116	IC50	14.5	7.84	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3800307	IC50	55.4	7.26	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3800037	IC50	13.6	7.87	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3797212	IC50	3.5	8.46	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798726	IC50	0.6	9.22	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799826	IC50	23.8	7.62	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3797558	IC50	8.7	8.06	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798419	IC50	8.6	8.07	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799581	IC50	42.5	7.37	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799212	IC50	1.1	8.96	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3797472	IC50	12.8	7.89	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798853	IC50	5.2	8.28	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798804	IC50	5.3	8.28	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3797440	IC50	18.4	7.74	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3797656	IC50	101.0	7.00	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3800105	IC50	2.1	8.68	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798568	IC50	12.7	7.90	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799824	IC50	2.9	8.54	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799592	IC50	1.8	8.74	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798283	IC50	110.0	6.96	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798611	IC50	0.7	9.15	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3800080	IC50	2.4	8.62	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799579	IC50	4.0	8.40	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3797823	IC50	22.5	7.65	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3798382	IC50	11.8	7.93	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3799073	IC50	36.0	7.44	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3800533	IC50	58.3	7.23	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL3408213	IC50	5.0	8.30	CHEMBL3797072	CHEMBL3803421
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4878072	IC50	25.0	7.60	CHEMBL4804282	CHEMBL4805245
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4076837	IC50	42.0	7.38	CHEMBL4804282	CHEMBL4805245
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4878072	IC50	36.0	7.44	CHEMBL4804282	CHEMBL4805246
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4076837	IC50	69.0	7.16	CHEMBL4804282	CHEMBL4805246
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4878072	IC50	35.0	7.46	CHEMBL4804282	CHEMBL4805247
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4076837	IC50	97.0	7.01	CHEMBL4804282	CHEMBL4805247
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4878072	IC50	105.0	6.98	CHEMBL4804282	CHEMBL4805264
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4856755	IC50	140.0	6.85	CHEMBL4804282	CHEMBL4805264
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4868007	IC50	115.0	6.94	CHEMBL4804282	CHEMBL4805264
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4851694	IC50	388.0	6.41	CHEMBL4804282	CHEMBL4805264
CDK8_CDK19_family	CHEMBL3885556	CHEMBL4076837	IC50	161.0	6.79	CHEMBL4804282	CHEMBL4805264
CDK8_CDK19_family	CHEMBL3885556	CHEMBL2348339	IC50	50.6	7.30	CHEMBL4804286	CHEMBL4806367
