gene_or_target	target_chembl_id	molecule_chembl_id	standard_type	standard_value_nM	pchembl_value	document_chembl_id	assay_chembl_id
CDK8	CHEMBL5719	CHEMBL2001398	Ki	630.96	6.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1978271	Ki	251.19	6.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1967887	Ki	39.81	7.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2007266	Ki	19.95	7.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL202721	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2000568	Ki	501.19	6.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1994308	Ki	1258.93	5.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL119385	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2007097	Ki	19952.62	4.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1825138	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1084546	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973516	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1974328	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL243298	Ki	501.19	6.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL509032	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1980435	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1980407	Ki	1584.89	5.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1998765	Ki	1995.26	5.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1964948	Ki	398.11	6.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973013	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1966204	Ki	1995.26	5.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL38380	Ki	1258.93	5.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1987430	Ki	3162.28		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL244378	Ki	316.23	6.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1993413	Ki	79.43	7.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983945	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1975927	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1990583	Ki	398.11	6.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986943	Ki	0.7943	9.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1997119	Ki	39810.72	4.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1977138	Ki	7.943	8.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2000879	Ki	39810.72	4.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1978448	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1980329	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986263	Ki	794.33	6.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1992042	Ki	794.33	6.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986265	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1991734	Ki	1000.0	6.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL21156	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1994724	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1989267	Ki	1995.26	5.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL124660	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1990912	Ki	1258.93	5.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1991782	Ki	79432.82		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002105	Ki	6309.57	5.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL223360	Ki	1.0	9.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983348	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1974574	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1970290	Ki	1000.0	6.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1976040	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL5416410	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1988163	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1993877	Ki	63.1	7.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1974480	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2000934	Ki	63.1	7.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996500	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973363	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986177	Ki	7.943	8.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1989708	Ki	50.12	7.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1976420	Ki	1584.89	5.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002649	Ki	3162.28		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983589	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1998253	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1981744	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1989423	Ki	19952.62	4.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1985367	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1879463	Ki	3162.28		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996510	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL437747	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2000029	Ki	31.62	7.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2005718	Ki	1.585	8.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1995172	Ki	5011.87		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2001584	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973961	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1971227	Ki	1584.89	5.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1967998	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1978562	Ki	1995.26	5.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1994977	Ki	630.96	6.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1974870	Ki	1.585	8.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2001149	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1987073	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1974875	Ki	10000.0	5.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2005478	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996646	Ki	3981.07	5.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1979773	Ki	1995.26	5.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1989471	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002099	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1992723	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996702	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL572878	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2007124	Ki	158.49	6.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1978195	Ki	2.512	8.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL553	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2006439	Ki	3.981	8.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1985681	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1968025	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL475251	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002099	Ki	3981.07	5.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1991674	Ki	501.19	6.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1982711	Ki	199.53	6.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL262623	Ki	12589.25	4.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1984842	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2004118	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996795	Ki	1258.93	5.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1987261	Ki	50.12	7.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973516	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL52387	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996345	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2004025	Ki	501.19	6.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996048	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL50894	Ki	794.33	6.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1995211	Ki	31.62	7.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1965033	Ki	199.53	6.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL461876	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL491473	Ki	1995.26		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1982753	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1994707	Ki	1584.89	5.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2006299	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1972346	Ki	251.19	6.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1997335	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1965169	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1991818	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1081312	Ki	1258.93	5.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1971132	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1965170	Ki	63.1	7.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1994808	Ki	63095.73	4.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1985723	Ki	25.12	7.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2005792	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1991867	Ki	15848.93	4.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1979933	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986503	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1972355	Ki	316.23	6.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1998159	Ki	12.59	7.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1997892	Ki	158.49	6.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2001641	Ki	15848.93	4.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1991377	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1976936	Ki	794.33	6.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1997193	Ki	1258.93	5.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1964902	Ki	316.23	6.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973868	Ki	316.23	6.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1977128	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1972462	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL939	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1972988	Ki	50.12	7.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL399434	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1965702	Ki	1.995	8.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL24828	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1825138	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983715	Ki	251.19	6.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1984500	Ki	79432.82		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL477772	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1966816	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002992	Ki	501.19	6.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1982700	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL10	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2005216	Ki	100.0	7.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL98350	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1980763	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1977634	Ki	1000.0	6.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2006456	Ki	3.981	8.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1969156	Ki	6309.57	5.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL267071	Ki	1995.26	5.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL101253	Ki	1995.26		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2007479	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1998953	Ki	1584.89	5.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1971606	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1974870	Ki	1.585	8.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL941	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1999120	Ki	31622.78	4.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1972220	Ki	19.95	7.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1981215	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2003785	Ki	12589.25	4.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973720	Ki	5.012	8.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL482767	Ki	1.585	8.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1999414	Ki	79.43	7.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1967336	Ki	251.19	6.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2001923	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983070	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2003514	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2001019	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1970340	Ki	501.19	6.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1967992	Ki	79.43	7.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL574738	Ki	3.162	8.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1989043	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL296468	Ki	199.53	6.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1981671	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2006450	Ki	15.85	7.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1967538	Ki	25118.86	4.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2001987	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1994555	Ki	199.53	6.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1968515	Ki	3981.07	5.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1164180	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL415049	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1975121	Ki	1995.26		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1983640	Ki	7.943	8.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1997611	Ki	1995.26	5.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1980003	Ki	12589.25	4.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1971943	Ki	199.53	6.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2002723	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973720	Ki	5.012	8.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1984686	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973793	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1336	Ki	79.43	7.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1980178	Ki	3.162	8.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1967878	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1992073	Ki	3162.28		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1990254	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1986143	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1972934	Ki	10000.0	5.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2007559	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1992581	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2004290	Ki	199.53	6.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1975921	Ki	7943.28	5.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2004033	Ki	3981.07	5.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1975923	Ki	1995.26	5.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1984847	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1984402	Ki	31622.78	4.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2005449	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996576	Ki	12.59	7.90	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1991678	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1987998	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1971534	Ki	794.33	6.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1990496	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1992363	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL242865	Ki	316.23	6.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL253969	Ki	1995.26		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL235157	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1982271	Ki	1.585	8.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL189963	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2004159	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1978371	Ki	398.11	6.40	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2003952	Ki	50118.72	4.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL440084	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1998110	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1978166	Ki	100.0	7.00	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1981079	Ki	31.62	7.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2000832	Ki	3162.28	5.50	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2001451	Ki	2511.89	5.60	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1990590	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1977814	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1974617	Ki	6309.57	5.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1996176	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1965660	Ki	15.85	7.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1972290	Ki	19.95	7.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1966175	Ki	3162.28		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2007375	Ki	1584.89	5.80	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1178727	Ki	79432.82	4.10	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL379975	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1967612	Ki	63095.73	4.20	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1973016	Ki	3981.07		CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1965387	Ki	50.12	7.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL2001539	Ki	5011.87	5.30	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1980995	Ki	19.95	7.70	CHEMBL1201862	CHEMBL1963824
CDK8	CHEMBL5719	CHEMBL1997041	Ki	50118.72	4.30	CHEMBL1201862	CHEMBL1963824
