kind	target	axis	n_genes	genes_present	mean_percent_change	median_percent_change	positive_fraction
real_observed	IL-17C	complement_phagocytosis	0				
real_observed	IL-17C	lipid_loader	0				
real_observed	IL-17E	lysosomal_antigen_processing	0				
real_observed	IL-17E	interferon_apc	0				
real_observed	IL-17E	metabolic_hif_nampt	0				
real_observed	IL-17E	inflammatory_cytokine	0				
real_observed	IL-17E	complement_phagocytosis	0				
real_observed	IL-17E	lipid_loader	0				
real_observed	IL-17F	lysosomal_antigen_processing	0				
real_observed	IL-17F	interferon_apc	0				
real_observed	IL-17F	metabolic_hif_nampt	0				
real_observed	IL-17F	inflammatory_cytokine	0				
real_observed	IL-17F	complement_phagocytosis	0				
real_observed	IL-17F	lipid_loader	0				
real_observed	IL-19	lysosomal_antigen_processing	0				
real_observed	IL-19	interferon_apc	0				
real_observed	IL-19	metabolic_hif_nampt	0				
real_observed	IL-19	inflammatory_cytokine	0				
real_observed	IL-19	complement_phagocytosis	0				
real_observed	IL-19	lipid_loader	0				
real_observed	IL-1Ra	lysosomal_antigen_processing	0				
real_observed	IL-1Ra	interferon_apc	0				
real_observed	IL-1Ra	metabolic_hif_nampt	0				
real_observed	IL-1Ra	inflammatory_cytokine	0				
real_observed	IL-1Ra	complement_phagocytosis	0				
real_observed	IL-1Ra	lipid_loader	0				
real_observed	IL-2	lysosomal_antigen_processing	0				
real_observed	IL-2	interferon_apc	0				
real_observed	IL-2	metabolic_hif_nampt	0				
real_observed	IL-2	inflammatory_cytokine	0				
real_observed	IL-2	complement_phagocytosis	0				
real_observed	IL-2	lipid_loader	0				
real_observed	IL-24	lysosomal_antigen_processing	0				
real_observed	IL-24	interferon_apc	0				
real_observed	IL-24	metabolic_hif_nampt	0				
real_observed	IL-24	inflammatory_cytokine	0				
real_observed	IL-24	complement_phagocytosis	0				
real_observed	IL-24	lipid_loader	0				
real_observed	IL-3	lysosomal_antigen_processing	0				
real_observed	IL-3	interferon_apc	0				
real_observed	IL-3	metabolic_hif_nampt	0				
real_observed	IL-3	inflammatory_cytokine	0				
real_observed	IL-3	complement_phagocytosis	0				
real_observed	IL-3	lipid_loader	0				
real_observed	IL-31	lysosomal_antigen_processing	0				
real_observed	IL-31	interferon_apc	0				
real_observed	IL-31	metabolic_hif_nampt	0				
real_observed	IL-31	inflammatory_cytokine	0				
real_observed	IL-31	complement_phagocytosis	0				
real_observed	IL-31	lipid_loader	0				
real_observed	IL-32-beta	lysosomal_antigen_processing	0				
real_observed	IL-32-beta	interferon_apc	0				
real_observed	IL-32-beta	metabolic_hif_nampt	0				
real_observed	IL-32-beta	inflammatory_cytokine	0				
real_observed	IL-32-beta	complement_phagocytosis	0				
real_observed	IL-32-beta	lipid_loader	0				
real_observed	IL-33	lysosomal_antigen_processing	0				
real_observed	IL-33	interferon_apc	0				
real_observed	IL-33	metabolic_hif_nampt	0				
real_observed	IL-33	inflammatory_cytokine	0				
real_observed	IL-33	complement_phagocytosis	0				
real_observed	IL-33	lipid_loader	0				
real_observed	IL-34	lysosomal_antigen_processing	0				
real_observed	IL-34	interferon_apc	0				
real_observed	IL-34	metabolic_hif_nampt	0				
real_observed	IL-34	inflammatory_cytokine	0				
real_observed	IL-34	complement_phagocytosis	0				
real_observed	IL-34	lipid_loader	0				
real_observed	IL-35	lysosomal_antigen_processing	0				
real_observed	IL-35	interferon_apc	0				
real_observed	IL-35	metabolic_hif_nampt	0				
real_observed	IL-35	inflammatory_cytokine	0				
real_observed	IL-35	complement_phagocytosis	0				
real_observed	IL-35	lipid_loader	0				
real_observed	IL-36-alpha	lysosomal_antigen_processing	0				
real_observed	IL-36-alpha	interferon_apc	0				
real_observed	IL-36-alpha	metabolic_hif_nampt	0				
real_observed	IL-36-alpha	inflammatory_cytokine	0				
real_observed	IL-36-alpha	complement_phagocytosis	0				
real_observed	IL-36-alpha	lipid_loader	0				
real_observed	IL-4	lysosomal_antigen_processing	0				
real_observed	IL-4	interferon_apc	0				
real_observed	IL-4	metabolic_hif_nampt	0				
real_observed	IL-4	inflammatory_cytokine	0				
real_observed	IL-4	complement_phagocytosis	0				
real_observed	IL-4	lipid_loader	0				
real_observed	IL-6	lysosomal_antigen_processing	0				
real_observed	IL-6	interferon_apc	0				
real_observed	IL-6	metabolic_hif_nampt	0				
real_observed	IL-6	inflammatory_cytokine	0				
real_observed	IL-6	complement_phagocytosis	0				
real_observed	IL-6	lipid_loader	0				
real_observed	IL-7	lysosomal_antigen_processing	0				
real_observed	IL-7	interferon_apc	0				
real_observed	IL-7	metabolic_hif_nampt	0				
real_observed	IL-7	inflammatory_cytokine	0				
real_observed	IL-7	complement_phagocytosis	0				
real_observed	IL-7	lipid_loader	0				
real_observed	IL-8	lysosomal_antigen_processing	0				
real_observed	IL-8	interferon_apc	0				
real_observed	IL-8	metabolic_hif_nampt	0				
real_observed	IL-8	inflammatory_cytokine	0				
real_observed	IL-8	complement_phagocytosis	0				
real_observed	IL-8	lipid_loader	0				
real_observed	IL-9	lysosomal_antigen_processing	0				
real_observed	IL-9	interferon_apc	0				
real_observed	IL-9	metabolic_hif_nampt	0				
real_observed	IL-9	inflammatory_cytokine	0				
real_observed	IL-9	complement_phagocytosis	0				
real_observed	IL-9	lipid_loader	0				
real_observed	LIF	lysosomal_antigen_processing	0				
real_observed	LIF	interferon_apc	0				
real_observed	LIF	metabolic_hif_nampt	0				
real_observed	LIF	inflammatory_cytokine	0				
real_observed	LIF	complement_phagocytosis	0				
real_observed	LIF	lipid_loader	0				
real_observed	LIGHT	lysosomal_antigen_processing	0				
real_observed	LIGHT	interferon_apc	0				
real_observed	LIGHT	metabolic_hif_nampt	0				
real_observed	LIGHT	inflammatory_cytokine	0				
real_observed	LIGHT	complement_phagocytosis	0				
real_observed	LIGHT	lipid_loader	0				
real_observed	LT-alpha1-beta2	lysosomal_antigen_processing	0				
real_observed	LT-alpha1-beta2	interferon_apc	0				
real_observed	LT-alpha1-beta2	metabolic_hif_nampt	0				
real_observed	LT-alpha1-beta2	inflammatory_cytokine	0				
real_observed	LT-alpha1-beta2	complement_phagocytosis	0				
real_observed	LT-alpha1-beta2	lipid_loader	0				
real_observed	Leptin	lysosomal_antigen_processing	0				
real_observed	Leptin	interferon_apc	0				
real_observed	Leptin	metabolic_hif_nampt	0				
real_observed	Leptin	inflammatory_cytokine	0				
real_observed	Leptin	complement_phagocytosis	0				
real_observed	Leptin	lipid_loader	0				
real_observed	Noggin	lysosomal_antigen_processing	0				
real_observed	Noggin	interferon_apc	0				
real_observed	Noggin	metabolic_hif_nampt	0				
real_observed	Noggin	inflammatory_cytokine	0				
real_observed	Noggin	complement_phagocytosis	0				
real_observed	Noggin	lipid_loader	0				
real_observed	OSM	lysosomal_antigen_processing	0				
real_observed	OSM	interferon_apc	0				
real_observed	OSM	metabolic_hif_nampt	0				
real_observed	OSM	inflammatory_cytokine	0				
real_observed	OSM	complement_phagocytosis	0				
real_observed	OSM	lipid_loader	0				
real_observed	PRL	lysosomal_antigen_processing	0				
real_observed	PRL	interferon_apc	0				
real_observed	PRL	metabolic_hif_nampt	0				
real_observed	PRL	inflammatory_cytokine	0				
real_observed	PRL	complement_phagocytosis	0				
real_observed	PRL	lipid_loader	0				
real_observed	PSPN	lysosomal_antigen_processing	0				
real_observed	PSPN	interferon_apc	0				
real_observed	PSPN	metabolic_hif_nampt	0				
real_observed	PSPN	inflammatory_cytokine	0				
real_observed	PSPN	complement_phagocytosis	0				
real_observed	PSPN	lipid_loader	0				
real_observed	SCF	lysosomal_antigen_processing	0				
real_observed	SCF	interferon_apc	0				
real_observed	SCF	metabolic_hif_nampt	0				
real_observed	SCF	inflammatory_cytokine	0				
real_observed	SCF	complement_phagocytosis	0				
real_observed	SCF	lipid_loader	0				
real_observed	TGF-beta1	lysosomal_antigen_processing	0				
real_observed	TGF-beta1	interferon_apc	0				
real_observed	TGF-beta1	metabolic_hif_nampt	0				
real_observed	TGF-beta1	inflammatory_cytokine	0				
real_observed	TGF-beta1	complement_phagocytosis	0				
real_observed	TGF-beta1	lipid_loader	0				
real_observed	TL1A	lysosomal_antigen_processing	0				
real_observed	TL1A	interferon_apc	0				
real_observed	TL1A	metabolic_hif_nampt	0				
real_observed	TL1A	inflammatory_cytokine	0				
real_observed	TL1A	complement_phagocytosis	0				
real_observed	TL1A	lipid_loader	0				
real_observed	TRAIL	lysosomal_antigen_processing	0				
real_observed	TRAIL	interferon_apc	0				
real_observed	TRAIL	metabolic_hif_nampt	0				
real_observed	TRAIL	inflammatory_cytokine	0				
real_observed	TRAIL	complement_phagocytosis	0				
real_observed	TRAIL	lipid_loader	0				
real_observed	TWEAK	lysosomal_antigen_processing	0				
real_observed	TWEAK	interferon_apc	0				
real_observed	TWEAK	metabolic_hif_nampt	0				
real_observed	TWEAK	inflammatory_cytokine	0				
real_observed	TWEAK	complement_phagocytosis	0				
real_observed	TWEAK	lipid_loader	0				
real_observed	VEGF	lysosomal_antigen_processing	0				
real_observed	VEGF	interferon_apc	0				
real_observed	VEGF	metabolic_hif_nampt	0				
real_observed	VEGF	inflammatory_cytokine	0				
real_observed	VEGF	complement_phagocytosis	0				
real_observed	VEGF	lipid_loader	0				
