gene	mean_case	mean_control	delta_log2	hedges_g	welch_t	p	fdr
TMTC2	5.747530169070819	6.980960252598043	-1.2334300835272245	-0.7458780846787274	-1.7441121533525497	0.1009905402930082	0.8989378106274888
WDR6	11.229688940037388	11.451068753704154	-0.22137981366676662	-0.7303076141511698	-1.7281809687820788	0.10116497052520523	0.8989378106274888
IL27RA	6.436681298915244	7.821117932365386	-1.3844366334501421	-0.785657395231406	-1.7964542678525517	0.10118282925426965	0.8989378106274888
L3MBTL1	6.3090003063961415	6.962499391580337	-0.6534990851841957	-0.7265853687951656	-1.7254641798033847	0.10118385513708358	0.8989378106274888
MAMLD1	6.979560992989077	5.420685137251915	1.5588758557371616	0.7176029428341814	1.7227691716252054	0.10119319656060304	0.8989378106274888
LRRC2	5.815995944536974	3.734351439753034	2.08164450478394	0.7141233237583549	1.7248046537933435	0.1012195363982453	0.8989378106274888
TRIM58	5.243654804245416	3.421665714957082	1.8219890892883344	0.7119444715766218	1.7291087592928984	0.10123983003325134	0.8989378106274888
AGAP6	8.715668221386583	9.567709622419082	-0.8520414010324995	-0.7815130561346633	-1.790284671343254	0.10126620422200486	0.8989378106274888
RGL2	11.303738794002461	11.516853715055838	-0.2131149210533767	-0.7303316057883508	-1.7277978672737717	0.10127551635734351	0.8989378106274888
RAE1	8.457829940172408	8.129087377830519	0.3287425623418887	0.7116091616283766	1.7297877216811643	0.10128062446303875	0.8989378106274888
SYNGAP1	7.291104037143708	8.077171694005681	-0.7860676568619729	-0.7533818902240051	-1.7519537378650938	0.10139361209584262	0.8989378106274888
ABHD15	9.617713834262968	9.960468435819642	-0.34275460155667403	-0.7269207017395856	-1.7247705062663825	0.10141428689802405	0.8989378106274888
LOC202181	6.177862606781437	6.732728643925601	-0.5548660371441638	-0.7369657888639344	-1.7331782846569694	0.10145435821947121	0.8989378106274888
NASP	10.860931309293235	11.091106182892851	-0.23017487359961564	-0.7477143989811206	-1.74483614321361	0.10148812644865843	0.8989378106274888
FAM219B	9.372441937855545	9.744532863685338	-0.3720909258297933	-0.7123711894429666	-1.7248433752001966	0.10152119700068982	0.8989378106274888
PSMB7	8.774239451403442	9.199694813406273	-0.42545536200283074	-0.747166796341421	-1.7437958722243632	0.10163116176581427	0.8989378106274888
NUFIP1	7.913043839731989	7.380697553088419	0.5323462866435698	0.7267675465866058	1.7232149963609418	0.10178987703508574	0.8989378106274888
IGBP1	9.654923982325816	9.371914776082603	0.2830092062432126	0.7296302584408323	1.724398164061894	0.1020677994047552	0.8989378106274888
PAN2	10.718932974171938	11.019273587742264	-0.3003406135703255	-0.7394503196304983	-1.7337580977752	0.10210084613405833	0.8989378106274888
TXN	8.3650134671406	7.746684539433523	0.6183289277070765	0.7110486591004447	1.721512905241849	0.1021249779269824	0.8989378106274888
ISY1-RAB43	8.328538592083845	6.709437687295679	1.6191009047881657	0.7164514042019383	1.7174896848904895	0.10214735802062627	0.8989378106274888
UCA1	1.9217199848680877	3.8411576602967346	-1.9194376754286469	-0.7190539736452211	-1.717505875814285	0.10220624108475787	0.8989378106274888
ZGLP1	5.34848848543656	6.577918176274858	-1.2294296908382982	-0.7535282844689788	-1.7500179731273682	0.10220861750707105	0.8989378106274888
KCNJ11	0.8268590874494851	2.265099077809627	-1.4382399903601417	-0.7140154067374779	-1.7175541663243499	0.10223644121362756	0.8989378106274888
NIPAL2	5.443197859410841	7.193939655756584	-1.7507417963457428	-0.7888769489769448	-1.7988864509674996	0.10224221483433586	0.8989378106274888
C17orf49	8.440316186437105	8.969981198670057	-0.529665012232952	-0.7260785617616266	-1.7206508138409016	0.10233751605130258	0.8989378106274888
SLC5A5	1.6670444945256715	3.3262988532316693	-1.6592543587059978	-0.7211062331514091	-1.71724982310014	0.102433180900544	0.8989378106274888
SOS2	10.0885809105818	9.84129501837846	0.2472858922033403	0.735721502547401	1.7287560417642036	0.102465165889354	0.8989378106274888
EMB	9.232910526478651	9.957581668036807	-0.7246711415581562	-0.7768291083755223	-1.7804831047661447	0.10266466158453773	0.8989378106274888
AGER	7.549975463000957	8.124086435129525	-0.5741109721285689	-0.749394048784642	-1.7435869994192634	0.10270181635441894	0.8989378106274888
PYCR1	1.6449399093387616	3.637372830657677	-1.9924329213189154	-0.7080465924800063	-1.7235373545198969	0.10271785530736231	0.8989378106274888
HLA-DRB6	9.041674866067124	9.502530914215932	-0.4608560481488073	-0.7314082574049208	-1.7236596190614126	0.10274676096162164	0.8989378106274888
SGSM3	10.05249063218653	10.200576539058833	-0.1480859068723035	-0.7146890886657356	-1.7141114711469916	0.10278213305855227	0.8989378106274888
FAM182B	2.4221405045998012	0.6768106480530743	1.7453298565467268	0.7510373962423584	1.745313426064442	0.10282102259334965	0.8989378106274888
SIL1	8.37450682316187	8.71329984814946	-0.3387930249875897	-0.7071837774113828	-1.739228971844086	0.10285743002322593	0.8989378106274888
LOC101930071	1.8245028856853824	0.3542294310299614	1.470273454655421	0.7597806986600237	1.7564483928374903	0.10287935018655572	0.8989378106274888
AIMP2	6.747872421160347	5.933614184638103	0.8142582365222433	0.7069543667569984	1.739512282829024	0.10298748921440666	0.8989378106274888
KMT2E-AS1	8.810470233953074	9.354175578652738	-0.5437053446996636	-0.7110116906745917	-1.7141202953010979	0.10302584536377699	0.8989378106274888
ANXA2	10.887233284800875	10.248051236974066	0.6391820478268091	0.7272703184594925	1.7187868586642754	0.10310920343598816	0.8989378106274888
ZNF215	0.45531085626981477	1.9808931259157005	-1.5255822696458858	-0.7063862940306479	-1.7271808041596302	0.10315962903371498	0.8989378106274888
ZNF200	8.646105300350275	8.225477465989995	0.42062783436028006	0.7062467576896719	1.7295136128533792	0.10318568776003971	0.8989378106274888
STX1A	4.042912849034806	5.876076518228575	-1.8331636691937687	-0.7477986806038136	-1.7402453863625194	0.10322861596405383	0.8989378106274888
LOC100132057	1.6233059126015803	3.4114125393109362	-1.788106626709356	-0.7122593741084392	-1.7119518417833741	0.10324511433903084	0.8989378106274888
ZNF700	8.660262955892799	9.147598161367622	-0.4873352054748228	-0.7709733366822678	-1.7708887001989244	0.10325065122375132	0.8989378106274888
P3H3	3.3271876928909356	5.2860676910470845	-1.9588799981561489	-0.745588122516397	-1.7374897873245168	0.10325737841361231	0.8989378106274888
AK9	5.926784297179556	7.23669103208839	-1.309906734908834	-0.7737637992637191	-1.774801631756586	0.1032611981096894	0.8989378106274888
SHC1	10.086232762720467	10.388148261685636	-0.3019154989651689	-0.7184268871906736	-1.7123399453628176	0.10328721829286236	0.8989378106274888
LOC105274304	3.9118881540657378	2.107296645684471	1.8045915083812667	0.7147436297964688	1.711242815176502	0.103317019213658	0.8989378106274888
CCRL2	9.2985665985639	8.89183960051382	0.4067269980500807	0.7380711042905506	1.728569678090701	0.10335543163344613	0.8989378106274888
SETD1A	9.120266531152131	9.481553154624754	-0.36128662347262264	-0.7592694716048611	-1.754589067423241	0.10336968249526411	0.8989378106274888
ATAD2B	9.178071368899545	9.430815128122525	-0.2527437592229802	-0.7088678910666886	-1.7136886546953025	0.10338695280536317	0.8989378106274888
AP3D1	10.684555409953273	10.868274897178251	-0.18371948722497855	-0.7195785265775053	-1.7119766619919008	0.10349961395225832	0.8989378106274888
CSF1	10.208193286679323	9.66225669128769	0.545936595391634	0.7270325946448258	1.7171582137831616	0.10352191438315567	0.8989378106274888
NNMT	2.7241570912246926	4.999713019869083	-2.2755559286443905	-0.729896755656389	-1.7196247330225496	0.10355074283891676	0.8989378106274888
LOC101927415	1.4775673535084006	2.9658425570505567	-1.488275203542156	-0.7162999180548123	-1.709578483832145	0.1037258452805352	0.8989378106274888
NRIR	2.4036806343187935	3.977371119335628	-1.5736904850168343	-0.7213993789210756	-1.7120307648079787	0.10375550922664876	0.8989378106274888
LOC401261	7.496549099153595	7.995454336241621	-0.49890523708802625	-0.7185405150477858	-1.7103270853828147	0.10376734181213157	0.8989378106274888
TYW3	8.74763160157725	8.31082623590401	0.4368053656732407	0.7061163046998966	1.715027472276333	0.10385079228335799	0.8989378106274888
LRRC75A	6.863170694417869	5.923346996994973	0.939823697422896	0.7048828515082471	1.7331019882133538	0.1038699322600425	0.8989378106274888
KDR	5.05949823127479	6.779959655658619	-1.7204614243838288	-0.766191868228592	-1.7627577902849283	0.10389889905990256	0.8989378106274888
NBPF10	6.537329998665835	5.360330503079269	1.176999495586566	0.7060409820107765	1.7464449908832398	0.10393190928014909	0.8989378106274888
LOC101927795	0.39278034955323227	1.6772610729369148	-1.2844807233836826	-0.7062130560778954	-1.7483233179240372	0.10398059488352514	0.8989378106274888
RPL14	12.85797643821908	12.652509312393004	0.2054671258260754	0.7278150806674011	1.716202829130521	0.10401047867341191	0.8989378106274888
MIATNB	4.352008760427928	2.6947208359009527	1.6572879245269756	0.7057274145178102	1.7140776902083166	0.10402785929560297	0.8989378106274888
TRHDE	4.99578815337732	2.8839926264839337	2.111795526893386	0.723216135269505	1.7122432456494805	0.10404292291749283	0.8989378106274888
TMEM158	6.021327303383972	4.849498011534535	1.1718292918494368	0.7061328680974605	1.7109628402444619	0.10420794536543306	0.8989378106274888
OSCP1	3.923107399994919	5.547424324704023	-1.6243169247091043	-0.7380706876840788	-1.7260645999362547	0.10423136987480744	0.8989378106274888
POLG2	7.980537356733288	8.449480331722977	-0.4689429749896892	-0.7266940454381208	-1.714338360178293	0.10426923845275644	0.8989378106274888
CALU	10.478471230003453	10.205653989974518	0.27281724002893526	0.7038397144255336	1.7209728426268909	0.10430820231487621	0.8989378106274888
ARHGEF3	7.483238566306177	7.876512945902163	-0.39327437959598566	-0.706598749385281	-1.7089724294650313	0.10432857772869375	0.8989378106274888
LRRK2	11.264473457811787	10.644921062998634	0.6195523948131534	0.7702275262064633	1.7673899566826516	0.10434865481659952	0.8989378106274888
ZNF740	9.008427908533267	8.755595424509721	0.2528324840235463	0.738538225633853	1.726073553046689	0.10441721234241613	0.8989378106274888
NPIPB5	12.099609155179051	12.404182605643546	-0.30457345046449547	-0.7303509964387265	-1.7171772471952933	0.10446062434866532	0.8989378106274888
STRN	9.857173721145152	9.671560486925767	0.18561323421938525	0.7232960123215332	1.7107128683114339	0.10448885441245509	0.8989378106274888
ST7	6.699677800929621	7.307610930265983	-0.6079331293363621	-0.7376800278225543	-1.72481371063999	0.10451977411161441	0.8989378106274888
ZNF846	7.629482191153121	8.333033191159494	-0.7035510000063727	-0.7434838537110932	-1.7312155085789194	0.10466653331867953	0.8989378106274888
ATXN1	9.852075691023671	9.421951409754008	0.43012428126966284	0.7350677152656524	1.7212421597633998	0.10475402281718162	0.8989378106274888
WDR90	7.563017305755414	8.15024917173357	-0.5872318659781559	-0.7293784683174378	-1.7152602141757738	0.10476833054001472	0.8989378106274888
S100B	6.389798503385812	8.126573771405464	-1.7367752680196524	-0.7689481475360154	-1.7646363066994597	0.10477813194947903	0.8989378106274888
NELFE	8.905598922725423	9.196281724107509	-0.29068280138208635	-0.7354964542955763	-1.7215922967768857	0.10479654484136783	0.8989378106274888
DRC7	2.357246392395228	4.187063838349027	-1.829817445953799	-0.711652223845561	-1.702901317892814	0.10490132428925258	0.8989378106274888
HIP1R	5.8255785818018815	7.387553860570963	-1.561975278769082	-0.7733469688864957	-1.7706069386791992	0.10490580773970912	0.8989378106274888
EFHC2	3.2886299352195407	5.726115671699472	-2.4374857364799314	-0.7331942945976988	-1.7186347857690902	0.10495353407551318	0.8989378106274888
RNF7	9.138368462819624	9.37625395823941	-0.23788549541978554	-0.71544980427345	-1.7035375171430422	0.10502371332754178	0.8989378106274888
SF3B4	9.229821582514921	8.977926260215499	0.251895322299422	0.7282517364956398	1.7131737869384593	0.10508346304566489	0.8989378106274888
CYB561A3	10.018293297029103	9.594743505549461	0.4235497914796422	0.7180470309409613	1.7046943169990985	0.10509655530215364	0.8989378106274888
EPN1	10.17691851778479	9.92167785580228	0.2552406619825103	0.7140710002426593	1.7025799332577558	0.10510725976610344	0.8989378106274888
LRRC9	2.2335956344479677	4.545297669259707	-2.311702034811739	-0.7158195211956225	-1.7032474883094295	0.10513737240657096	0.8989378106274888
RAPGEFL1	5.522739439213565	6.828547485243397	-1.3058080460298322	-0.7496501920678222	-1.7376874750569578	0.10514904624449434	0.8989378106274888
PAK2	10.997067357248827	10.718418325807097	0.2786490314417307	0.7246146006893877	1.7095387479627457	0.10515870004975358	0.8989378106274888
OS9	12.259366488641998	12.41791398537016	-0.15854749672816126	-0.7264515686615337	-1.7110624502258123	0.10520603069412901	0.8989378106274888
C5orf15	9.936979197306185	10.178730118081965	-0.24175092077578064	-0.7066030337236977	-1.702147330462053	0.1052249378438161	0.8989378106274888
KIAA1468	10.183393264725417	10.523609519220141	-0.3402162544947238	-0.7542078761848964	-1.743386426013324	0.10524887063150129	0.8989378106274888
KLF12	7.732107264100702	8.399348993305372	-0.6672417292046697	-0.7602707302366563	-1.7510921842259557	0.10544314856088517	0.8989378106274888
CASC18	0.27712686575361245	1.7426766662137936	-1.465549800460181	-0.7038098473782678	-1.7464435609732276	0.10545333382041579	0.8989378106274888
TRNP1	2.539652374944661	4.185694524981205	-1.646042150036544	-0.7090024674596769	-1.6992321470639795	0.1055905531640073	0.8989378106274888
GAS6	11.222654540279121	11.597415940999115	-0.37476140071999353	-0.7105015072539677	-1.6990923845568742	0.10564137438331753	0.8989378106274888
ANKHD1	11.657005045297385	11.447209559861152	0.20979548543623316	0.7163727243799771	1.7014353598530212	0.10566821430880442	0.8989378106274888
SLC2A14	5.678271741194917	7.199118542068646	-1.5208468008737297	-0.760316165023959	-1.7503767780448682	0.10578503996727946	0.8989378106274888
CDS2	10.357697118658518	10.03674551780962	0.32095160084889685	0.7410954492949643	1.7253061837363366	0.1058212876045905	0.8989378106274888
C14orf2	8.40736373806737	7.849625731475033	0.5577380065923361	0.7004749528279416	1.7226655527564372	0.10587272400881109	0.8989378106274888
EPRS	10.538424506200595	10.289429742568368	0.2489947636322274	0.7323899054353007	1.7149854604244712	0.10591742323153103	0.8989378106274888
NUTM2G	1.6860966200088854	3.2301380395655817	-1.5440414195566963	-0.708104442787406	-1.697435455508473	0.10593583557571662	0.8989378106274888
INPPL1	12.08208526026213	12.361054798104744	-0.2789695378426149	-0.7237255338282524	-1.7055211079046926	0.10614441735062402	0.8989378106274888
BHLHB9	7.236021305298879	5.964105797598609	1.2719155077002693	0.7005971743975894	1.7306319678780644	0.10619064825211358	0.8989378106274888
MIR5047	6.79443793435067	7.530571153283037	-0.736133218932367	-0.7194702830000347	-1.7016659120002176	0.10620260695947056	0.8989378106274888
MIR7-1	0.32342345843277415	1.726917099080005	-1.4034936406472307	-0.700160940861813	-1.729353129642984	0.10637453860559715	0.8989378106274888
PIGV	7.480837334568453	7.884863375879718	-0.4040260413112646	-0.7009839296449559	-1.7001728287620692	0.10641171170105174	0.8989378106274888
KRBA1	6.950585493631957	7.487457208600507	-0.5368717149685498	-0.7214977497400967	-1.7024479602602356	0.10647304914199841	0.8989378106274888
PSMA7	10.335347407138887	10.095593790079176	0.23975361705971032	0.698980855970875	1.7146590429267827	0.10648183679106152	0.8989378106274888
CDK10	8.81527540499658	9.129505368860423	-0.31422996386384305	-0.7103551025242159	-1.695105934084173	0.1064907495261824	0.8989378106274888
DHCR24	8.047058222957757	8.903248753099499	-0.8561905301417418	-0.7330955039547515	-1.7139195340615834	0.1065765917426991	0.8989378106274888
C2orf73	0.9751194885987273	2.6023150286041825	-1.6271955400054552	-0.6988943577183361	-1.7079024501794697	0.10659659163883305	0.8989378106274888
DHRS11	4.166684922237441	5.559051858557998	-1.392366936320557	-0.7824030885938394	-1.7799806416575445	0.1067378978171838	0.8989378106274888
NUP160	10.059612996196657	9.763518000788638	0.2960949954080192	0.7259397819752684	1.705642236654138	0.10679286668756	0.8989378106274888
CYTH3	11.099035115574408	10.657394833890761	0.44164028168364666	0.7296695492136301	1.7094543985464106	0.10682059480003356	0.8989378106274888
LINC00909	7.1784983873995	7.763099783276892	-0.5846013958773915	-0.7700167045418844	-1.761706850444894	0.10683272647413893	0.8989378106274888
ASPH	9.70081989572039	9.937112785134504	-0.23629288941411453	-0.7215047800580319	-1.7010951457798904	0.10688982013004208	0.8989378106274888
LAIR1	11.942495733995411	12.223617306432727	-0.28112157243731595	-0.715166644642748	-1.6959270172434548	0.10691407848821853	0.8989378106274888
HOXA1	8.423497550856656	7.6918321168103185	0.7316654340463371	0.6980126224119926	1.7118663061611123	0.1069259270931359	0.8989378106274888
FAR2P2	7.260671155568842	7.763558184201018	-0.502887028632176	-0.7294104499551487	-1.7087641972494594	0.10696439028284663	0.8989378106274888
CAHM	4.681791596836861	5.915352365636509	-1.2335607687996477	-0.7524729431741057	-1.736833874467029	0.10705852751156819	0.8989378106274888
PTBP3	11.3788428477697	11.122342993414001	0.2564998543556989	0.7108614451176208	1.69277777641062	0.107078542983974	0.8989378106274888
ERBB4	2.78172158013946	4.420375043315857	-1.6386534631763965	-0.727213264094165	-1.7056138053634806	0.10724538179409575	0.8989378106274888
TSPAN14	11.546868229339378	11.862710729650855	-0.31584250031147754	-0.6971297237869167	-1.7119245468562385	0.10735311013647199	0.8989378106274888
EMP3	9.906523900005872	9.492351719862082	0.4141721801437903	0.7352678343365743	1.714326712102319	0.1073547335031728	0.8989378106274888
TAF1A	7.724080179129041	7.129334641896339	0.5947455372327024	0.7077994447249603	1.6902957982814666	0.10738387094466727	0.8989378106274888
HIST1H2BF	3.187710726288142	5.233037620228118	-2.045326893939976	-0.7106312099826428	-1.691260963144671	0.1074198159426353	0.8989378106274888
TMEM221	1.9980527908771137	3.7517171131332656	-1.7536643222561519	-0.7047162528455713	-1.6890181256143837	0.10756067334020954	0.8989378106274888
LOC283683	0.8825370145647385	2.4838329659097758	-1.6012959513450373	-0.6999035044508525	-1.6913696384652397	0.10759245875501729	0.8989378106274888
NTM	2.048812663071089	4.059907948530896	-2.0110952854598074	-0.7074513092017602	-1.6890966667216933	0.10762647125181034	0.8989378106274888
HDAC7	9.669717691901795	10.042497604378793	-0.3727799124769984	-0.7528851117778277	-1.7360634193889097	0.10763471614003349	0.8989378106274888
LIPN	3.3098202190815647	5.647424003568097	-2.3376037844865323	-0.7363495664618908	-1.714878910892318	0.10763619380740942	0.8989378106274888
ARHGAP5-AS1	7.049709051205208	5.821425802455693	1.2282832487495154	0.6984057926828166	1.730709952837039	0.10764054933684432	0.8989378106274888
SNX6	10.335653162614484	10.123481208171661	0.2121719544428231	0.711864137843427	1.690595584073823	0.107762306045646	0.8989378106274888
DCXR	7.5019720889796115	8.075888238020845	-0.5739161490412332	-0.7450925236907046	-1.7254519216934654	0.10777181755737798	0.8989378106274888
SHISA2	3.96634152424702	5.699694467871594	-1.733352943624574	-0.7504418059630458	-1.7324666405729043	0.10777461628791489	0.8989378106274888
CLCNKA	0.4342213373458323	1.9715212076080129	-1.5372998702621805	-0.6961520318479527	-1.707530592383059	0.10778818709059645	0.8989378106274888
SLC44A4	3.2141782251716196	4.670387400468958	-1.4562091752973387	-0.7518482445730001	-1.7343001572499992	0.10779574502624636	0.8989378106274888
RPS18P9	2.8949768492526924	4.201608144797347	-1.3066312955446544	-0.7107376143266105	-1.6895802823540838	0.10785367241538708	0.8989378106274888
LYAR	7.739037085340447	8.285957127879485	-0.5469200425390373	-0.7327356015636947	-1.7097915030927173	0.10794817464957836	0.8989378106274888
STK19	6.937541544155617	7.472850754304637	-0.5353092101490198	-0.7248584218640605	-1.7007730964895542	0.10806320090944325	0.8989378106274888
TCEA2	6.425406044669583	7.77245463546926	-1.3470485907996768	-0.7741850411208955	-1.765105700452811	0.10809810315574302	0.8989378106274888
PLEKHG4	7.449781721695098	6.7403939763496314	0.7093877453454667	0.7054531259952073	1.6864170518613748	0.10810121717043532	0.8989378106274888
SETBP1	8.316370205530916	8.800351506868317	-0.48398130133740125	-0.7074933503152069	-1.6867750633595335	0.10815793123874483	0.8989378106274888
KIF3B	8.992540652602354	8.541756024044368	0.4507846285579866	0.7301848064110078	1.7062874958155014	0.10816282638639045	0.8989378106274888
CPS1	1.950450649155026	3.6812186438443333	-1.7307679946893073	-0.7241471774561805	-1.699718000602187	0.10817256314528313	0.8989378106274888
L3MBTL3	7.001597025165054	7.503561441923921	-0.5019644167588666	-0.7455263972468505	-1.724969022285827	0.10821111453205674	0.8989378106274888
CTAGE1	2.4522823244939236	1.0892678924641614	1.3630144320297621	0.7084400207637505	1.6865652099881114	0.10830679876416166	0.8989378106274888
PLIN2	12.305267902218805	11.65765749941312	0.6476104028056859	0.7408816807123307	1.7186123102867448	0.10837564676288632	0.8989378106274888
BTBD8	3.2110179214404155	1.41041933181326	1.8005985896271555	0.7245612277562343	1.699548014957899	0.1083785325922804	0.8989378106274888
FUT5	1.7566489089745303	0.34859724083738775	1.4080516681371424	0.745954175461589	1.7250974163055126	0.108393611494938	0.8989378106274888
PLEKHG6	1.3192447661074784	2.903499168093054	-1.5842544019855758	-0.7078540981318704	-1.685916109135283	0.10839800506538651	0.8989378106274888
LOC101929516	4.1152556349024545	5.634180416323745	-1.5189247814212905	-0.7432761018519378	-1.7215835886327284	0.10840990236543702	0.8989378106274888
LRRC45	7.508666272654319	8.027786965066086	-0.5191206924117671	-0.7365891410647635	-1.713165744390596	0.10841999071525552	0.8989378106274888
POC1A	2.406346862503551	4.059752808334206	-1.6534059458306554	-0.7271073049132742	-1.7019520264988681	0.10849241781316363	0.8989378106274888
ANGPT4	0.4952696990272309	1.9856854123316723	-1.4904157133044413	-0.6953240238297107	-1.6919294212023444	0.10861336109537731	0.8989378106274888
CYP27B1	2.8741758799638353	4.615119438268251	-1.7409435583044157	-0.7273928883495167	-1.7017355085209613	0.10868392757056888	0.8989378106274888
DEPDC1B	0.3357732154311638	1.6981019777338533	-1.3623287623026896	-0.6946150245016205	-1.7125450679672505	0.10873531446971767	0.8989378106274888
RNF44	10.376979131535483	10.596375001696678	-0.2193958701611951	-0.7069115897986252	-1.68383542738182	0.10879764626391401	0.8989378106274888
PTGER3	2.03044996111575	0.4630202419182757	1.5674297191974744	0.7564264215270172	1.7382954261687957	0.10880298485775425	0.8989378106274888
PCNX4	10.095408537542882	9.804716746624576	0.29069179091830577	0.703796893233562	1.6823245902740092	0.1089049572554918	0.8989378106274888
CALML4	8.474786371132208	8.856349538182634	-0.3815631670504267	-0.7159497524146186	-1.689416192496065	0.10897525097610687	0.8989378106274888
LNX1	2.3768427337720777	4.34474450611095	-1.9679017723388723	-0.7175746634710813	-1.6907624909716927	0.10900922157957535	0.8989378106274888
PDE1B	9.435677723900568	9.734702677638143	-0.2990249537375753	-0.7314982518589834	-1.705440609426455	0.1090516057922518	0.8989378106274888
SQRDL	10.002040995673326	9.562452709211845	0.43958828646148085	0.6997291651199852	1.6815932167753056	0.10907119274363365	0.8989378106274888
STYXL1	7.954256287609752	7.483012902873195	0.4712433847365567	0.7072701180628234	1.6823146209567277	0.10921632831197155	0.8989378106274888
SGOL1	1.6195807703163023	3.3272099572051017	-1.7076291868887994	-0.6986198273037707	-1.6810167249231245	0.10924455414042537	0.8989378106274888
MRPL9	8.402180587211756	8.79681262474212	-0.39463203753036424	-0.7461473270785999	-1.7230632630698657	0.10937931888907222	0.8989378106274888
CDK16	9.630823660057962	10.064644475339703	-0.43382081528174155	-0.6932787988021768	-1.6898187141646448	0.10940497675705468	0.8989378106274888
ERP29	10.671838937319798	10.416403640746307	0.2554352965734914	0.6982842078317076	1.6797183472053712	0.10948440948939421	0.8989378106274888
PYGM	6.062598431120813	7.081162653609457	-1.018564222488644	-0.7582344070037961	-1.7392418541406083	0.10953018189098962	0.8989378106274888
CCR9	0.5761729139998915	1.983912294274937	-1.4077393802750455	-0.6926680074121286	-1.6910200148494539	0.10956795962520038	0.8989378106274888
ATP6V1B2	12.922896761291994	12.69699655797106	0.22590020332093452	0.7415732820263652	1.7165210397685646	0.1096170017992451	0.8989378106274888
C19orf35	5.4067897224747945	6.950671658186408	-1.5438819357116138	-0.7555475109661058	-1.7350062871835676	0.10975492774055122	0.8989378106274888
LINC01010	2.797380313996498	1.2929278062796454	1.5044525077168527	0.7140104514844582	1.684779169032538	0.10988714153272759	0.8989378106274888
WASH3P	8.48071335462857	9.01647561029908	-0.5357622556705106	-0.705477209132471	-1.6786582726827755	0.1099033654761599	0.8989378106274888
DESI2	8.923988254726842	9.194848776628449	-0.27086052190160714	-0.6991947223035326	-1.6769205216799004	0.10994022345853412	0.8989378106274888
SKIV2L	9.389660520658847	9.680296998064922	-0.2906364774060748	-0.702547707327693	-1.6769841076497525	0.11001463630849267	0.8989378106274888
TUBA1A	11.819506711209808	12.282862044192223	-0.46335533298241494	-0.7005556890296313	-1.6764255917385706	0.11004259657013779	0.8989378106274888
SUSD6	11.79963176312487	12.03034516829242	-0.2307134051675508	-0.7039765215069544	-1.6771137887870482	0.11010973826792272	0.8989378106274888
MAPRE1	11.774223857209009	11.619133098148653	0.1550907590603554	0.7198115179377622	1.6895618392700855	0.1101301286122515	0.8989378106274888
MCM4	7.610283681891092	8.190912060399505	-0.580628378508413	-0.7237662407731347	-1.6931488553924985	0.11035304054321474	0.8989378106274888
PRH1-TAS2R14	3.0551547084193666	1.1743907698486744	1.8807639385706922	0.7200416515849815	1.6890678550143028	0.11038419862391498	0.8989378106274888
LIME1	6.102160597991867	7.417375575537784	-1.3152149775459172	-0.774473467590139	-1.7608748167107269	0.11040870990116315	0.8989378106274888
PLAC8	4.4932357733217465	6.469078148215782	-1.975842374894036	-0.704824690773462	-1.676209343892592	0.11043783935655081	0.8989378106274888
MIB2	9.269058345487739	9.566375187144123	-0.29731684165638406	-0.7215903096817906	-1.6902436250352322	0.11054743100673813	0.8989378106274888
UBE2R2	10.33028997283542	9.90243048765813	0.4278594851772901	0.7522713206216762	1.7284539679362463	0.11068537325280338	0.8989378106274888
MAN1A1	11.566625246511197	11.272123570871681	0.29450167563951624	0.6900073587103981	1.6893886060680203	0.11069755981474559	0.8989378106274888
ZDHHC1	4.881204340951907	3.2193427698563295	1.6618615710955775	0.6914177461046099	1.6794653308616565	0.11069839075109715	0.8989378106274888
IGFBP6	1.9871066221292175	3.9694325592471746	-1.9823259371179571	-0.7034946796029039	-1.6743868431243714	0.11072658745545769	0.8989378106274888
FARSA	8.911758967278764	9.227286766815089	-0.3155277995363246	-0.6942124272219633	-1.6736648065271544	0.11083575083174896	0.8989378106274888
LOC100996419	6.4344174354934704	5.386346470409216	1.0480709650842543	0.6901169460814084	1.7014024678505064	0.1108376751063382	0.8989378106274888
ADAM15	9.777524197689427	10.120699983462217	-0.3431757857727895	-0.6980747253702553	-1.6723416285419408	0.11084422425116074	0.8989378106274888
PEF1	8.980010001942762	8.51898536011877	0.46102464182399316	0.691851609086745	1.6767306779546873	0.11085158149562485	0.8989378106274888
NIFK	8.657266364120199	8.25668768997131	0.40057867414888904	0.729101922812039	1.6978627143847416	0.1108954214838062	0.8989378106274888
DNAJB11	10.63460290976457	11.162583986917427	-0.527981077152857	-0.7324418539917725	-1.7018356309921803	0.11092660217352565	0.8989378106274888
DPY19L2	1.218950502879937	3.1959818586289646	-1.9770313557490276	-0.7000538779331898	-1.6719162148314348	0.11099797870619225	0.8989378106274888
LOC101928841	2.9434834765396425	1.1592402710584473	1.7842432054811952	0.7145247194557542	1.6817125962891029	0.11101772640126462	0.8989378106274888
CRELD1	9.045850190540081	9.430643430036849	-0.38479323949676747	-0.6963007081524416	-1.670773164059435	0.11117116388758821	0.8989378106274888
ZBTB10	12.207564944135205	11.720954035316355	0.48661090881885016	0.6984709254314347	1.6706501795292097	0.11120174344451764	0.8989378106274888
ZNF430	8.185941400459173	8.449085783927256	-0.26314438346808267	-0.6929358717301456	-1.6721565591976852	0.11122047541189915	0.8989378106274888
