query_name	mode	pert_id	cmap_name	target	moa	best_rank	min_qval	max_abs_combined_score	n_signatures
gse111972_ms_wm_full_top150	opposite	BRD-A18917088	estradiol	ESR1	Estrogen receptor agonist	28	1.0	3.6063887853555086	1
gse111972_ms_wm_full_top150	opposite	BRD-K18518344	digitoxigenin			29	1.0	4.369332872125633	1
gse111972_ms_wm_full_top150	opposite	BRD-K32636001	BRD-K32636001			31	1.0	3.9310511829178347	1
gse111972_ms_wm_full_top150	opposite	BRD-A56359832	zileuton	ALOX5	Leukotriene inhibitor	32	1.0	3.905339840221639	1
gse111972_ms_wm_full_top150	opposite	BRD-A93424738	dexamethasone-acetate	NR3C1	Corticosteroid agonist	33	1.0	3.781254946402984	1
gse111972_ms_wm_full_top150	opposite	BRD-K99621550	tubocurarine	CHRNA2	Acetylcholine receptor antagonist	34	1.0	4.533147125528841	1
gse111972_ms_wm_full_top150	opposite	BRD-A97833537	EMF-sumo1-1			35	1.0	3.9236103868357723	1
gse111972_ms_wm_full_top150	opposite	BRD-K80346834	BRD-K80346834			36	1.0	4.040051692686092	1
gse111972_ms_wm_full_top150	opposite	BRD-K80962769	BRD-K80962769			37	0.981075911167448	4.573627760568319	1
gse111972_ms_wm_full_top150	opposite	BRD-A95513702	BRD-A95513702			38	1.0	3.625938528279733	1
gse111972_ms_wm_full_top150	opposite	BRD-K48935217	epothilone	TUBB	Microtubule inhibitor	39	1.0	3.210923676905257	1
gse111972_ms_wm_full_top150	opposite	BRD-A09828896	SKF-81297	DRD1	Dopamine receptor agonist	40	1.0	3.290981219039527	1
gse111972_ms_wm_full_top150	opposite	BRD-K37340241	BRD-K37340241			41	1.0	3.2650780920492837	1
gse111972_ms_wm_full_top150	opposite	BRD-A09719808	BRD-A09719808			42	1.0	3.2389080756887827	1
gse111972_ms_wm_full_top150	opposite	BRD-K85402309	dovitinib	EGFR	EGFR inhibitor	43	1.0	2.9961115236899127	1
gse111972_ms_wm_full_top150	opposite	BRD-K14920963	erythrosine			44	1.0	3.309945952257819	1
gse111972_ms_wm_full_top150	opposite	BRD-K49865102	PD-0325901	MAP2K1	MEK inhibitor	45	1.0	3.014990717673959	1
gse111972_ms_wm_full_top150	opposite	BRD-K36529613	PU-H71	HSP90AA1	HSP inhibitor	47	1.0	3.0628548886898597	1
gse111972_ms_wm_full_top150	opposite	BRD-K41859756	NVP-AUY922	HSP90AA1	HSP inhibitor	48	1.0	3.4275800135047367	1
gse111972_ms_wm_full_top150	opposite	BRD-K06765193	BRD-K06765193			49	1.0	3.666290806857565	1
gse111972_ms_wm_full_top150	opposite	BRD-K54256913	MK-1775	WEE1	WEE1 kinase inhibitor	50	1.0	3.20450167134544	1
gse111972_ms_wm_full_top150	similar	BRD-K35424586	SA-247714			1	0.566910809286373	8.400608335637836	1
gse111972_ms_wm_full_top150	similar	BRD-K39944607	ochratoxin-a			2	0.574328877611345	7.051693348704618	1
gse111972_ms_wm_full_top150	similar	BRD-K51556300	BRD-K51556300			3	0.574328877611345	7.04607757694848	1
gse111972_ms_wm_full_top150	similar	BRD-K06854232	AM-580	RARA	Retinoid receptor agonist	4	0.574328877611345	7.206198588638027	1
gse111972_ms_wm_full_top150	similar	BRD-K49010888	BRD-K49010888			5	0.596745389998244	6.781154680293563	1
gse111972_ms_wm_full_top150	similar	BRD-K20742498	RS-39604	HTR4	Serotonin receptor antagonist	6	0.724541390722911	6.507365729124079	1
gse111972_ms_wm_full_top150	similar	BRD-K11224669	BRD-K11224669			7	0.724541390722911	6.278584808262387	1
gse111972_ms_wm_full_top150	similar	BRD-A06352418	terfenadine	HRH1	Histamine receptor antagonist	8	0.725920334860576	5.938143836310133	1
gse111972_ms_wm_full_top150	similar	BRD-K45044657	TC-H-106			9	0.72806517791905	5.737467846755159	1
gse111972_ms_wm_full_top150	similar	BRD-A85860691	chaetocin	SUV39H1	Histone lysine methyltransferase inhibitor	10	0.729647858231497	5.922018677378541	1
gse111972_ms_wm_full_top150	similar	BRD-A10977446	carvedilol	ADRA1D	Adrenergic receptor antagonist	11	0.724541390722911	5.85989137375955	1
gse111972_ms_wm_full_top150	similar	BRD-K70914287	BIBX-1382	EGFR	EGFR inhibitor	12	0.724541390722911	5.995640889044546	1
gse111972_ms_wm_full_top150	similar	BRD-K67868012	PI-103	MTOR	MTOR inhibitor	13	0.974258977809028	4.126239171209123	1
gse111972_ms_wm_full_top150	similar	BRD-K31912990	CGP-71683	NPY5R	Neuropeptide receptor antagonist	14	0.805603902146875	5.217588925513418	1
gse111972_ms_wm_full_top150	similar	BRD-K92991072	PAC-1	CASP3	Caspase activator	15	0.805603902146875	4.980284421390785	1
gse111972_ms_wm_full_top150	similar	BRD-K71879491	tretinoin	RARA	Retinoid receptor ligand	16	0.805603902146875	5.518274520741118	1
gse111972_ms_wm_full_top150	similar	BRD-M86331534	pyrvinium-pamoate	AR	Akt inhibitor	17	0.844712216679552	4.91575145774423	1
gse111972_ms_wm_full_top150	similar	BRD-K64890080	BI-2536	PLK1	PLK inhibitor	18	0.89128481090368	4.375023498419108	1
gse111972_ms_wm_full_top150	similar	BRD-K83972459	JWE-035	AURKA	Aurora kinase inhibitor	19	0.897228209318971	4.53453482345913	2
gse111972_ms_wm_full_top150	similar	BRD-K72783841	BRD-K72783841			20	0.843182058232008	4.914431985234604	1
gse111972_ms_wm_full_top150	similar	BRD-K95435023	PHA-665752	MET	C-Met inhibitor	21	0.843182058232008	5.0342261054233175	1
gse111972_ms_wm_full_top150	similar	BRD-A77467113	EMF-sumo1-11			23	0.999191534947556	4.336311666491789	1
gse111972_ms_wm_full_top150	similar	BRD-K85660637	BRD-K85660637			24	0.843182058232008	5.089664553735658	1
gse111972_ms_wm_full_top150	similar	BRD-K37392901	NSC-632839	SENP2	Ubiquitin specific protease inhibitor	25	0.844712216679552	4.888217033394365	1
gse111972_ms_wm_full_top150	similar	BRD-K50311478	BRD-K50311478			26	0.805603902146875	4.740742273491802	1
gse111972_ms_wm_full_top150	similar	BRD-K84937637	sirolimus	FKBP1A	MTOR inhibitor	27	0.903245693418906	4.730176609338638	1
gse111972_ms_wm_full_top150	similar	BRD-A49172652	lansoprazole	ATP4A	ATPase inhibitor	28	0.74950198399974	5.925227149958647	1
gse111972_ms_wm_full_top150	similar	BRD-A13122391	triptolide			29	0.805603902146875	4.929872796050821	1
gse111972_ms_wm_full_top150	similar	BRD-K09499853	KU-0060648	PIK3CA	PI3K inhibitor	30	0.805603902146875	5.237167325269208	1
gse111972_ms_wm_full_top150	similar	BRD-K18711687	BRD-K18711687			31	1.0	4.065356034704131	1
gse111972_ms_wm_full_top150	similar	BRD-K64881305	ispinesib	KIF11	Kinesin inhibitor	32	1.0	4.338863292436787	1
gse111972_ms_wm_full_top150	similar	BRD-K03736784	BRD-K03736784			33	1.0	4.102439888775034	1
gse111972_ms_wm_full_top150	similar	BRD-K45253154	SD-6-035-A7			34	1.0	4.462371609703266	1
gse111972_ms_wm_full_top150	similar	BRD-K95196255	BRD-K95196255			35	1.0	3.6510287895050038	1
gse111972_ms_wm_full_top150	similar	BRD-K72895815	SSR-69071	ELANE	Leukocyte elastase inhibitor	36	1.0	3.7090658826234333	1
gse111972_ms_wm_full_top150	similar	BRD-K18163752	BRD-K18163752			37	1.0	3.9454006755369226	1
gse111972_ms_wm_full_top150	similar	BRD-K09549677	mibefradil	CACNA1C	T-type calcium channel blocker	38	1.0	4.17333532672681	1
gse111972_ms_wm_full_top150	similar	BRD-K63828191	raloxifene	ESR1	Estrogen receptor antagonist	39	0.957391608364656	4.9549117863382754	1
gse111972_ms_wm_full_top150	similar	BRD-A18763547	BRD-A18763547			40	0.974258977809028	4.3573959149133525	1
gse111972_ms_wm_full_top150	similar	BRD-K56334280	amonafide	TOP2A	Topoisomerase inhibitor	41	1.0	3.8720893656851616	1
gse111972_ms_wm_full_top150	similar	BRD-K72615639	BRD-K72615639			42	1.0	3.7767853547628443	1
gse111972_ms_wm_full_top150	similar	BRD-K76703230	YM-155	BIRC5	Survivin inhibitor	43	0.989912531949816	4.309255882265874	1
gse111972_ms_wm_full_top150	similar	BRD-K33045404	BRD-K33045404			44	1.0	4.3691132260887136	1
gse111972_ms_wm_full_top150	similar	BRD-K95606637	BRD-K95606637			45	1.0	4.0840197287285305	1
gse111972_ms_wm_full_top150	similar	BRD-K41845021	BRD-K41845021			46	1.0	3.778189695609158	1
gse111972_ms_wm_full_top150	similar	BRD-K17953061	staurosporine	CDK2	PKC inhibitor	47	1.0	3.883176603473197	1
gse111972_ms_wm_full_top150	similar	BRD-K55116708	BRD-K55116708			48	1.0	3.8255222187899642	1
gse111972_ms_wm_full_top150	similar	BRD-K14618467	IKK-16	IKBKB	IKK inhibitor	49	1.0	4.000666771978689	1
gse111972_ms_wm_full_top150	similar	BRD-A19248578	latrunculin-b			50	1.0	4.397496064268391	1
ifn_lysosomal_apc_state	opposite	BRD-K05197617	BRD-K05197617			1	2.85209566712362e-08	19.461953479995742	1
ifn_lysosomal_apc_state	opposite	BRD-K69023402	thapsigargin	ATP2A1	ATPase inhibitor	2	5.32061205077654e-07	16.97519463106708	1
ifn_lysosomal_apc_state	opposite	BRD-A20131130	BRD-A20131130			3	3.70923459088819e-07	16.972606567312337	1
ifn_lysosomal_apc_state	opposite	BRD-K34092021	arvanil	CNR1	TRPV agonist	4	4.70712929556801e-06	15.376579635335606	1
ifn_lysosomal_apc_state	opposite	BRD-A39996500	radicicol			5	4.71443193564889e-06	13.566742408632491	1
ifn_lysosomal_apc_state	opposite	BRD-A26595446	BRD-A26595446			6	4.71443193564889e-06	13.819174896091129	1
ifn_lysosomal_apc_state	opposite	BRD-K61323504	SB-225002	CXCR2	CCK receptor antagonist	7	4.7161861024928e-06	14.11547676636583	1
ifn_lysosomal_apc_state	opposite	BRD-K64890080	BI-2536	PLK1	PLK inhibitor	8	4.88465195996193e-06	12.76715642196588	2
ifn_lysosomal_apc_state	opposite	BRD-K64642496	KO-143	ABCG2	Breast cancer resistance protein inhibitor	9	4.70712929556801e-06	14.82274321283012	1
ifn_lysosomal_apc_state	opposite	BRD-K39345836	BRD-K39345836			10	4.71443193564889e-06	14.390388546436828	1
ifn_lysosomal_apc_state	opposite	BRD-K82109576	vincristine	TUBB	Tubulin inhibitor	11	4.70712929556801e-06	14.387397878432147	1
ifn_lysosomal_apc_state	opposite	BRD-K30296925	flavokavain-b	IKBKB	Anti-cancer agent	12	4.71443193564889e-06	14.66526833992302	1
ifn_lysosomal_apc_state	opposite	BRD-K42500029	CGP-57380	MKNK1	MAP kinase inhibitor	13	5.87567820342275e-05	10.98277098445736	1
ifn_lysosomal_apc_state	opposite	BRD-K92301463	BRD-K92301463			14	6.31856757535873e-05	11.333198825888434	1
ifn_lysosomal_apc_state	opposite	BRD-K30468800	BRD-K30468800			15	5.87567820342275e-05	10.855979967315806	1
ifn_lysosomal_apc_state	opposite	BRD-A20968261	WAY-213613	SLC1A2	Glutamate inhibitor	16	6.03624873173514e-05	10.610461329784936	1
ifn_lysosomal_apc_state	opposite	BRD-K90382497	GW-843682X	PLK3	PLK inhibitor	17	5.87567820342275e-05	11.272585056707127	1
ifn_lysosomal_apc_state	opposite	BRD-K35024477	BRD-K35024477			18	5.87567820342275e-05	11.2032389194609	1
ifn_lysosomal_apc_state	opposite	BRD-K52219182	ICI-63197			19	5.87567820342275e-05	12.060641024749144	1
ifn_lysosomal_apc_state	opposite	BRD-K84895041	BMY-45778	PTGIR	IP receptor activator	20	6.03624873173514e-05	11.465620672655405	1
ifn_lysosomal_apc_state	opposite	BRD-K08502430	angiogenesis-inhibitor	EGFR	Angiogenesis inhibitor	21	6.03624873173514e-05	11.586956961065882	1
ifn_lysosomal_apc_state	opposite	BRD-K50204028	BRD-K50204028			22	5.87567820342275e-05	10.707519840654927	1
ifn_lysosomal_apc_state	opposite	BRD-K33583600	BRD-K33583600			23	5.87567820342275e-05	11.60150241916415	1
ifn_lysosomal_apc_state	opposite	BRD-K05562558	BRD-K05562558			24	5.87567820342275e-05	11.590946164451557	2
ifn_lysosomal_apc_state	opposite	BRD-K72864428	BRD-K72864428			25	3.07544512029992e-05	13.371809411005424	1
ifn_lysosomal_apc_state	opposite	BRD-A72596465	GW-6471	PPARA	PPAR receptor antagonist	26	6.03624873173514e-05	10.268533334254661	1
ifn_lysosomal_apc_state	opposite	BRD-K05396879	BRD-K05396879			27	5.87567820342275e-05	11.048317755923561	1
ifn_lysosomal_apc_state	opposite	BRD-K39256324	rottlerin			28	7.47387429893282e-05	11.061495597897231	1
ifn_lysosomal_apc_state	opposite	BRD-K30867024	SB-216641	HTR1B	Serotonin receptor antagonist	29	5.87567820342275e-05	11.690597573938417	1
ifn_lysosomal_apc_state	opposite	BRD-K53561341	KIN-001-220			30	5.87567820342275e-05	10.703910363689767	1
ifn_lysosomal_apc_state	opposite	BRD-K41859756	NVP-AUY922	HSP90AA1	HSP inhibitor	31	5.87567820342275e-05	10.43011191946822	1
ifn_lysosomal_apc_state	opposite	BRD-K84203638	BRD-K84203638			32	6.13340618985539e-05	11.063086624873145	1
ifn_lysosomal_apc_state	opposite	BRD-K41895714	AS-605240	PIK3CG	PI3K inhibitor	33	6.09760480042738e-05	11.125735382487234	1
ifn_lysosomal_apc_state	opposite	BRD-A01643550	prednisolone-acetate	NR3C1	Glucocorticoid receptor agonist	34	6.0708093070791e-05	11.51460099216388	1
ifn_lysosomal_apc_state	opposite	BRD-K87947369	tozasertib	FLT3	JAK inhibitor	35	6.09760480042738e-05	11.201360157681973	1
ifn_lysosomal_apc_state	opposite	BRD-K61829047	7b-cis	XPO1	Exportin antagonist	36	5.87567820342275e-05	11.997962414450159	1
ifn_lysosomal_apc_state	opposite	BRD-K98004941	BRD-K98004941			37	5.87567820342275e-05	11.340132053438738	1
ifn_lysosomal_apc_state	opposite	BRD-K89930444	AG-592			38	5.87567820342275e-05	10.944999664873114	1
ifn_lysosomal_apc_state	opposite	BRD-K50464341	berbamine	CALM1	Calmodulin antagonist	39	0.000587198249401638	9.322098615392779	1
ifn_lysosomal_apc_state	opposite	BRD-K71430621	clobenpropit	HRH3	Histamine receptor antagonist	42	0.000587198249401638	8.601527641099688	1
ifn_lysosomal_apc_state	opposite	BRD-A56020723	CA-074-Me	CTSB	Cathepsin inhibitor	43	0.000587198249401638	9.393681439897007	1
ifn_lysosomal_apc_state	opposite	BRD-K00429057	BRD-K00429057			44	0.000587198249401638	8.183865744318917	1
ifn_lysosomal_apc_state	opposite	BRD-K72615639	BRD-K72615639			45	0.000592692602230259	8.341930059421376	1
ifn_lysosomal_apc_state	opposite	BRD-K10057859	BRD-K10057859			46	0.000587198249401638	9.102088340715257	1
ifn_lysosomal_apc_state	opposite	BRD-K30707190	PNU-74654	CTNNB1	Beta-catenin inhibitor	47	0.0006005436451972	8.770544252330557	1
ifn_lysosomal_apc_state	opposite	BRD-K03736784	BRD-K03736784			48	0.000587198249401638	8.761729949925737	1
ifn_lysosomal_apc_state	opposite	BRD-K94127894	SA-89068			49	0.000587198249401638	8.163578196247721	1
ifn_lysosomal_apc_state	opposite	BRD-K30351863	BRD-K30351863	APEX1	APEX inhibitor	50	0.000587198249401638	8.577515037340971	1
ifn_lysosomal_apc_state	similar	BRD-K02130563	panobinostat	HDAC1	HDAC inhibitor	1	2.85209566712362e-08	20.76308518571136	2
ifn_lysosomal_apc_state	similar	BRD-K49010888	BRD-K49010888			2	2.85209566712362e-08	20.386078593414137	2
ifn_lysosomal_apc_state	similar	BRD-K99545815	PF-562271	PTK2B	Focal adhesion kinase inhibitor	3	2.85209566712362e-08	20.650836563751003	1
ifn_lysosomal_apc_state	similar	BRD-K19220233	JNK-9L	MAPK8	JNK inhibitor	4	2.85209566712362e-08	20.802881249985223	2
ifn_lysosomal_apc_state	similar	BRD-K04010869	prostaglandin-a1			5	3.95586454160705e-07	16.95629651968454	1
ifn_lysosomal_apc_state	similar	BRD-K07762753	aminopurvalanol-a	CDK2	CDK inhibitor	7	5.06434161920695e-07	14.976329654094963	1
ifn_lysosomal_apc_state	similar	BRD-K95435023	PHA-665752	MET	C-Met inhibitor	9	3.70923459088819e-07	17.280265773522792	1
ifn_lysosomal_apc_state	similar	BRD-A13122391	triptolide			10	3.70923459088819e-07	16.113219142933936	2
ifn_lysosomal_apc_state	similar	BRD-K86574132	BRD-K86574132			11	5.14690785267482e-07	15.235074811333133	1
ifn_lysosomal_apc_state	similar	BRD-K77480336	BRD-K77480336			12	4.71443193564889e-06	14.429981240879775	1
ifn_lysosomal_apc_state	similar	BRD-K37312348	kenpaullone	CDK5	CDK inhibitor	13	4.71443193564889e-06	14.598377881681591	1
ifn_lysosomal_apc_state	similar	BRD-A90643929	BRD-A90643929			14	4.70712929556801e-06	14.112840132718182	1
ifn_lysosomal_apc_state	similar	BRD-K33297438	BRD-K33297438			15	4.70712929556801e-06	14.13408346865642	1
ifn_lysosomal_apc_state	similar	BRD-K06666320	MW-STK33-23			16	4.71443193564889e-06	14.246346213314826	1
ifn_lysosomal_apc_state	similar	BRD-K72783841	BRD-K72783841			17	4.88465195996193e-06	13.723278584718503	1
ifn_lysosomal_apc_state	similar	BRD-K29458283	chlorambucil			19	4.88465195996193e-06	13.664736058203333	1
ifn_lysosomal_apc_state	similar	BRD-K84855052	BRD-K84855052			20	4.71443193564889e-06	13.634329304102286	1
ifn_lysosomal_apc_state	similar	BRD-A67788537	salermide	SIRT2	SIRT inhibitor	21	4.71443193564889e-06	13.691179635481287	2
ifn_lysosomal_apc_state	similar	BRD-K21672174	Ro-28-1675	GCK	Glucokinase activator	22	3.7469807782695e-06	14.500665030909959	1
ifn_lysosomal_apc_state	similar	BRD-K64881305	ispinesib	KIF11	Kinesin inhibitor	23	4.70712929556801e-06	14.276591417757338	1
ifn_lysosomal_apc_state	similar	BRD-A55416093	colforsin	ADCY2	Adenylyl cyclase activator	24	6.05291477923778e-06	13.020640114925367	1
ifn_lysosomal_apc_state	similar	BRD-K94176593	TWS-119	GSK3B	GSK-3 inhibitor	25	6.25682306114105e-06	13.696221608246818	1
ifn_lysosomal_apc_state	similar	BRD-A52650764	ingenol	PRKCD	PKC activator	26	5.67617090271006e-06	12.634256059382471	1
ifn_lysosomal_apc_state	similar	BRD-K45399554	CAM-9-027-3			27	2.53704481377424e-06	15.120539939002075	1
ifn_lysosomal_apc_state	similar	BRD-A59985574	topotecan	TOP1	Topoisomerase inhibitor	28	5.69425804338429e-06	13.058076301287262	1
ifn_lysosomal_apc_state	similar	BRD-K74148702	curcumin	PTGS1	Lipoxygenase inhibitor	29	5.87567820342275e-05	10.792895059213985	2
ifn_lysosomal_apc_state	similar	BRD-K20000640	SA-247384			30	6.1889646575242e-05	11.55263331932579	1
ifn_lysosomal_apc_state	similar	BRD-U82589721	HG-5-113-01			31	5.87567820342275e-05	10.992292807897647	1
ifn_lysosomal_apc_state	similar	BRD-K15409150	penfluridol			33	5.87567820342275e-05	11.413294056772775	1
ifn_lysosomal_apc_state	similar	BRD-K72414522	AZD-5438			34	5.87567820342275e-05	11.615825786168466	1
ifn_lysosomal_apc_state	similar	BRD-K78692225	leflunomide	DHODH	PDGFR inhibitor	35	5.87567820342275e-05	10.014406148472894	1
ifn_lysosomal_apc_state	similar	BRD-A16478930	amcinonide	NR3C1	Glucocorticoid receptor agonist	36	5.87567820342275e-05	11.782649741426194	1
ifn_lysosomal_apc_state	similar	BRD-K95309561	dienestrol	ESR1	Estrogen receptor agonist	37	5.87567820342275e-05	11.239728957437737	1
ifn_lysosomal_apc_state	similar	BRD-K40329609	BRD-K40329609			38	5.87567820342275e-05	10.621073306610946	1
ifn_lysosomal_apc_state	similar	BRD-A56592690	PX-12	TXN	Thioredoxin inhibitor	39	5.87567820342275e-05	10.815977282679732	1
ifn_lysosomal_apc_state	similar	BRD-K20285085	fostamatinib	SYK	Syk inhibitor	40	5.87567820342275e-05	11.770373432055969	1
ifn_lysosomal_apc_state	similar	BRD-K56334280	amonafide	TOP2A	Topoisomerase inhibitor	41	6.2058940396697e-05	10.59541123569641	1
ifn_lysosomal_apc_state	similar	BRD-U94846492	quinine	KCNN4	Hemozoin biocrystallization inhibitor	42	5.87567820342275e-05	11.237699839559538	1
ifn_lysosomal_apc_state	similar	BRD-K91145395	prostratin			43	5.87567820342275e-05	11.486648669146284	1
ifn_lysosomal_apc_state	similar	BRD-K14236372	BRD-K14236372	S1PR3	Lysophospholipid receptor agonist	45	5.87567820342275e-05	11.233984026550711	1
ifn_lysosomal_apc_state	similar	BRD-K49328571	dasatinib	EPHA2	KIT inhibitor	46	5.97472840425948e-05	11.585971542932677	1
ifn_lysosomal_apc_state	similar	BRD-K88317944	VU-0420364-1			48	5.87567820342275e-05	10.869290151001595	1
ifn_lysosomal_apc_state	similar	BRD-K47983010	BX-795	PDK1	IKK inhibitor	49	6.48909888445732e-05	9.972906796806248	1
ifn_lysosomal_apc_state	similar	BRD-A48237631	mitomycin-c			50	6.09760480042738e-05	11.05211199021671	1
mif_cd74_receptor_state	opposite	BRD-U33728988	QL-X-138			1	3.08543314439944e-07	16.845859883731617	1
mif_cd74_receptor_state	opposite	BRD-K69023402	thapsigargin	ATP2A1	ATPase inhibitor	2	3.33468284702094e-07	17.082030143641155	1
mif_cd74_receptor_state	opposite	BRD-K36198571	WAY-170523	MMP13	Metalloproteinase inhibitor	3	3.27392831556839e-07	16.9113711542581	1
mif_cd74_receptor_state	opposite	BRD-K81473043	tanespimycin	HSP90AA1	HSP inhibitor	4	3.08543314439944e-07	17.240524709404088	1
mif_cd74_receptor_state	opposite	BRD-A20131130	BRD-A20131130			5	3.08543314439944e-07	16.965292705638692	1
mif_cd74_receptor_state	opposite	BRD-K05153001	BRD-K05153001			6	3.22959318770476e-07	17.020802134374406	1
mif_cd74_receptor_state	opposite	BRD-A39996500	radicicol			7	3.08543314439944e-07	16.313147964173787	1
mif_cd74_receptor_state	opposite	BRD-A36275421	BRD-A36275421			8	8.83733908701768e-06	13.230134814124764	1
mif_cd74_receptor_state	opposite	BRD-K20168484	BRD-K20168484	ALOX5AP	Lipoxygenase inhibitor	9	8.83733908701768e-06	13.094051648830566	1
mif_cd74_receptor_state	opposite	BRD-K07005393	BRD-K07005393			10	8.83733908701768e-06	13.053426287481226	1
mif_cd74_receptor_state	opposite	BRD-K53561341	KIN-001-220			11	8.83733908701768e-06	12.270556748657901	1
mif_cd74_receptor_state	opposite	BRD-K64890080	BI-2536	PLK1	PLK inhibitor	12	8.83733908701768e-06	11.971315256676766	2
mif_cd74_receptor_state	opposite	BRD-A18411371	BRD-A18411371			13	8.83733908701768e-06	13.499473221234853	1
mif_cd74_receptor_state	opposite	BRD-K82109576	vincristine	TUBB	Tubulin inhibitor	14	8.83733908701768e-06	13.281231720694256	1
mif_cd74_receptor_state	opposite	BRD-K61829047	7b-cis	XPO1	Exportin antagonist	15	8.83733908701768e-06	13.736165540626427	1
mif_cd74_receptor_state	opposite	BRD-K30707190	PNU-74654	CTNNB1	Beta-catenin inhibitor	16	8.83733908701768e-06	13.162351638455755	1
mif_cd74_receptor_state	opposite	BRD-K51556300	BRD-K51556300			17	9.07597147335517e-06	11.859543436485023	1
mif_cd74_receptor_state	opposite	BRD-A37735495	BRD-A37735495			18	8.83733908701768e-06	12.885656315601116	1
mif_cd74_receptor_state	opposite	BRD-K61323504	SB-225002	CXCR2	CCK receptor antagonist	19	8.83733908701768e-06	13.095980992062662	1
mif_cd74_receptor_state	opposite	BRD-K41859756	NVP-AUY922	HSP90AA1	HSP inhibitor	20	8.83733908701768e-06	11.983223112892274	1
mif_cd74_receptor_state	opposite	BRD-K35024477	BRD-K35024477			21	8.83733908701768e-06	12.824656850591712	1
mif_cd74_receptor_state	opposite	BRD-K30351863	BRD-K30351863	APEX1	APEX inhibitor	22	9.03442048884882e-06	12.737656901802026	1
mif_cd74_receptor_state	opposite	BRD-K69516039	BRD-K69516039			23	8.83733908701768e-06	13.049837235872364	1
mif_cd74_receptor_state	opposite	BRD-K15025317	BAY-11-7082			24	8.83733908701768e-06	13.128937812776554	1
mif_cd74_receptor_state	opposite	BRD-K33583600	BRD-K33583600			25	8.83733908701768e-06	13.346524291237044	1
