feature_type	feature	contrast	n_case	n_control	mean_case	mean_control	delta_log2	hedges_g	welch_t	p	ols_beta_disease_ms	ols_p_disease_ms	ols_note	fdr
gene	GPNMB	MS_GM_vs_CON_GM	5	5	11.693214440125828	9.531454545390332	2.1617598947354963	1.9462353669421761	3.4069756302077936	0.011745854727158748	1.74392937874374	0.0005916771537326594	HC3 robust SE; covariates disease, region, age, sex	0.5168176079949849
gene	CXCR4	MS_GM_vs_CON_GM	5	5	12.152670637389136	9.847223125716022	2.3054475116731137	1.278735757941808	2.2384864846166725	0.05696722684029111	0.9729067248667964	0.04471452220120355	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	HLA-DPA1	MS_GM_vs_CON_GM	5	5	14.777969230135529	13.927698108909926	0.8502711212256031	1.1854848732116368	2.075246468960103	0.07168446812178329	0.5106684291580474	0.031114942470352822	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	IL1B	MS_GM_vs_CON_GM	5	5	10.532707269489142	11.92389230110748	-1.3911850316183383	-0.9859415321843559	-1.7259365593789628	0.12469128543926115	-0.4253823578240298	0.2854157080989562	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	ISG15	MS_GM_vs_CON_GM	5	5	8.04320428162308	7.4345779696873775	0.6086263119357023	0.8258331010598923	1.4456592957462044	0.18969978145467736	0.25059648922383376	0.5302053957972068	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	MSR1	MS_GM_vs_CON_GM	5	5	11.779483331215417	11.459068560129694	0.3204147710857228	0.8570127985533611	1.5002408079938212	0.19105780516764734	0.4725231605769467	0.022408940891210885	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	CD74	MS_GM_vs_CON_GM	5	5	16.81709664235275	16.432749321086654	0.38434732126609816	0.8060039392560608	1.4109474247255664	0.1962587672408618	0.17723691796878221	0.4155103391539091	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	CXCL10	MS_GM_vs_CON_GM	5	5	7.4810340487910185	6.054196305998149	1.4268377427928698	0.8029975298944236	1.4056845651539518	0.20078411296508078	0.5981807429310829	0.3131279518563127	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	HLA-DRA	MS_GM_vs_CON_GM	5	5	15.590100052914417	15.080711815696725	0.5093882372176921	0.7902225390001504	1.3833213487659473	0.2040891883531501	0.29010466945572766	0.1415569693341505	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	HLA-DPB1	MS_GM_vs_CON_GM	5	5	13.154564674016232	12.494406045836097	0.6601586281801346	0.7646489845518585	1.3385536509514666	0.2315351305443434	0.42760547315124864	0.14092006500866217	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	HLA-DRB1	MS_GM_vs_CON_GM	5	5	13.816400550157999	13.043633140313137	0.772767409844862	0.626182142910139	1.0961609973813211	0.30496888616931866	0.7217594638926945	0.03319929693511385	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	DDT	MS_GM_vs_CON_GM	5	5	7.788853429667253	6.895214606116655	0.8936388235505985	0.6278185898547809	1.0990256739539612	0.30620153682729423	0.60522467088295	0.13193036836559963	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	TREM2	MS_GM_vs_CON_GM	5	5	12.64183725164298	12.285185428764962	0.35665182287801755	0.6194204332458575	1.0843243097760897	0.30981498847292993	0.061653945176500524	0.846685753799952	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	C1QA	MS_GM_vs_CON_GM	5	5	13.631350670104473	13.969448087874264	-0.3380974177697915	-0.6111687516511621	-1.069879356930776	0.3166921653012961	-0.5691993380992809	0.02854748498640868	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	C1QB	MS_GM_vs_CON_GM	5	5	14.317208128665996	14.768020228798068	-0.4508121001320724	-0.6115865300621783	-1.0706106974918077	0.31710513929706186	-0.5922204365711006	0.08698989249664744	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	STAT1	MS_GM_vs_CON_GM	5	5	11.158090063070535	10.570117728477397	0.5879723345931378	0.6068147623420684	1.0622574959152846	0.33035804003184177	0.36559100257967514	0.2571928193649411	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	LIPA	MS_GM_vs_CON_GM	5	5	13.211996086070604	12.681342245470491	0.5306538406001131	0.5708735998637222	0.9993408175088836	0.3485763234794572	0.4401522058727343	0.2881147809927064	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	GBP1	MS_GM_vs_CON_GM	5	5	9.302875570388554	8.77979753432938	0.5230780360591751	0.5739642004943813	1.0047510578170251	0.3497978581088435	0.36147659955799766	0.25333389914896365	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	C1QC	MS_GM_vs_CON_GM	5	5	14.096085989559446	14.45778639584056	-0.36170040628111444	-0.5406111829232797	-0.9463650475796455	0.3743678669702635	-0.5320372550633462	0.19082843209900768	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	LAMP2	MS_GM_vs_CON_GM	5	5	11.794948316447723	11.972963130654405	-0.17801481420668175	-0.5392252229527191	-0.943938860118279	0.37785531014979834	0.07972932439293101	0.5308787018897763	HC3 robust SE; covariates disease, region, age, sex	0.8312816823295563
gene	HIF1A	MS_GM_vs_CON_GM	5	5	12.077637261268801	11.84131719066893	0.2363200705998718	0.4329919166875759	0.7579725110788017	0.473529576232029	0.2789419976216334	0.29845168910702824	HC3 robust SE; covariates disease, region, age, sex	0.9437102976157711
gene	LAMP1	MS_GM_vs_CON_GM	5	5	11.569175679354775	11.760325992953103	-0.19115031359832813	-0.4144292627177533	-0.7254777209925806	0.49000541737168807	0.020902963734722557	0.9036707728334518	HC3 robust SE; covariates disease, region, age, sex	0.9437102976157711
gene	HK2	MS_GM_vs_CON_GM	5	5	12.30806132895093	12.046654009779383	0.261407319171548	0.40631906725536443	0.7112804462097295	0.5132183243298366	0.037476892452212196	0.8597478233247815	HC3 robust SE; covariates disease, region, age, sex	0.9437102976157711
gene	IFI30	MS_GM_vs_CON_GM	5	5	11.550607608218824	11.869846309035129	-0.3192387008163049	-0.34728261972353003	-0.6079343959573315	0.5633844188908709	0.2280738350360041	0.44025102457379717	HC3 robust SE; covariates disease, region, age, sex	0.9437102976157711
gene	ACSL1	MS_GM_vs_CON_GM	5	5	11.620564882198602	12.300342896395675	-0.6797780141970726	-0.32782893696571924	-0.5738798184897624	0.5818332341594639	0.32548778620352925	0.5747694338972671	HC3 robust SE; covariates disease, region, age, sex	0.9437102976157711
gene	CTSS	MS_GM_vs_CON_GM	5	5	12.85985389921466	12.69238950039092	0.1674643988237392	0.3268420260488739	0.5721521849773981	0.5852349889467301	0.289290238283167	0.024131589004829774	HC3 robust SE; covariates disease, region, age, sex	0.9437102976157711
gene	IRF1	MS_GM_vs_CON_GM	5	5	10.006725792697491	9.754809623920742	0.2519161687767486	0.2944833177127608	0.5155067593527723	0.6221726460345539	0.10218247138732617	0.7556017443510519	HC3 robust SE; covariates disease, region, age, sex	0.9437102976157711
gene	IRF7	MS_GM_vs_CON_GM	5	5	10.089781044749545	10.377064679153522	-0.28728363440397686	-0.29007600103657877	-0.5077915462981702	0.6285139465580504	-0.398676681558214	0.12340802868350217	HC3 robust SE; covariates disease, region, age, sex	0.9437102976157711
gene	SLC2A1	MS_GM_vs_CON_GM	5	5	10.448493986542772	9.953114683960115	0.4953793025826574	0.2867053100128076	0.5018909947153515	0.6336618136950839	0.05594900074583886	0.9284629258006946	HC3 robust SE; covariates disease, region, age, sex	0.9437102976157711
gene	PLIN2	MS_GM_vs_CON_GM	5	5	9.789733877565427	9.314114202430861	0.47561967513456516	0.2813567519224742	0.49252809473930864	0.6434388392834802	0.7642350224222756	0.08706910576778627	HC3 robust SE; covariates disease, region, age, sex	0.9437102976157711
gene	CTSD	MS_GM_vs_CON_GM	5	5	13.031706119446776	13.145244979658907	-0.113538860212131	-0.20021961454684326	-0.3504937578656999	0.7353574899282542	0.3176077987952846	0.17500702572506066	HC3 robust SE; covariates disease, region, age, sex	0.9993887364362221
gene	CTSB	MS_GM_vs_CON_GM	5	5	15.247825830586113	15.35201223881547	-0.10418640822935821	-0.16261335722302028	-0.2846622534023475	0.785388873128048	-0.2068212743451191	0.4611398973967805	HC3 robust SE; covariates disease, region, age, sex	0.9993887364362221
gene	SPP1	MS_GM_vs_CON_GM	5	5	16.485268283154184	16.25626349759264	0.2290047855615427	0.13146186940068547	0.23013012349754608	0.8243044139907438	0.1178591520111053	0.7829567934927926	HC3 robust SE; covariates disease, region, age, sex	0.9993887364362221
gene	TNF	MS_GM_vs_CON_GM	5	5	10.976966408707309	10.730954293991864	0.2460121147154446	0.12508604522763203	0.2189689464122629	0.833187769499261	-0.20902920030611394	0.6543410190174439	HC3 robust SE; covariates disease, region, age, sex	0.9993887364362221
gene	LDHA	MS_GM_vs_CON_GM	5	5	11.904591716419665	12.028326355030902	-0.12373463861123746	-0.09783299893211479	-0.17126121991891802	0.8687850074344248	0.18475665445871203	0.6142480363609647	HC3 robust SE; covariates disease, region, age, sex	0.9993887364362221
gene	NAMPT	MS_GM_vs_CON_GM	5	5	11.942049087628067	11.8483080244847	0.0937410631433675	0.060090748225699916	0.10519165270723106	0.918902286624467	0.09190394942414892	0.8217014762647445	HC3 robust SE; covariates disease, region, age, sex	0.9993887364362221
gene	PFKFB3	MS_GM_vs_CON_GM	5	5	13.881834009107536	13.925965803855567	-0.044131794748031083	-0.059792442509268136	-0.10466945466094259	0.9192268839293118	-0.37088434105459456	0.22095191060854946	HC3 robust SE; covariates disease, region, age, sex	0.9993887364362221
