feature	n_samples	n_donors	n_foamy	n_non_foamy	mean_foamy	mean_non_foamy	raw_mean_delta	gee_coef_foamy	gee_se	gee_p	model_status	modality	fdr_bh	adequate_reporting_coverage
FASN	32	20	17	15	23.47362227537449	23.61893794321147	-0.14531566783698224	-0.15308289505717865	0.05949827019886593	0.01008513430807031	ok	proteomics	0.06614600460612713	True
USO1	32	20	17	15	22.443536388094252	22.347311388429436	0.09622499966481612	0.0877245269415624	0.03414258792054434	0.010188717777352698	ok	proteomics	0.06668788322995665	True
CCDC22	32	20	17	15	22.443336220107017	22.3417325363644	0.10160368374261708	0.10028405938418927	0.03905085746246464	0.010227614398883762	ok	proteomics	0.06680501314753438	True
ECH1	32	20	17	15	23.009696378745083	22.8581146544787	0.15158172426638217	0.13534161986423504	0.0527230043242246	0.010257325475379666	ok	proteomics	0.0668617875761941	True
MAPRE1	32	20	17	15	22.59736123376593	22.502963082928737	0.09439815083719338	0.09837816430715059	0.03834214849814502	0.01029390937486196	ok	proteomics	0.06696303828514497	True
PACS1	32	20	17	15	21.36710106832409	21.29048250822376	0.07661856010032864	0.13492310945588573	0.052600062415841926	0.010315348070502703	ok	proteomics	0.06696555553524305	True
ACSF2	32	20	17	15	21.680427881243283	21.524872265357587	0.15555561588569589	0.4201513865283595	0.16402367383712782	0.010421256006351265	ok	proteomics	0.0674785148633251	True
AIF1	29	19	15	14	22.4901193153698	22.130799199873383	0.3593201154964163	0.34860030504926076	0.1361182114487881	0.010436790101463674	ok	proteomics	0.0674785148633251	True
NDUFA12	32	20	17	15	23.16499263079054	23.346464901385943	-0.18147227059540327	-0.17392049212612554	0.0679665083081489	0.010499952438635095	ok	proteomics	0.06763223192844905	True
ATIC	32	20	17	15	23.677696617450845	23.882812117817416	-0.20511550036657056	-0.22952986677877144	0.08970701501996385	0.010507606401906474	ok	proteomics	0.06763223192844905	True
SLC7A11	25	19	12	13	18.461055702597857	18.875889234190304	-0.4148335315924463	-0.5691245977026644	0.22248192423686172	0.010525454637956271	ok	proteomics	0.06763223192844905	True
SRP68	32	20	17	15	20.511176647142328	20.34556975810424	0.16560688903808796	0.16460372322432673	0.0643635519054426	0.01054561051132057	ok	proteomics	0.06763223192844905	True
ATP5F1C	32	20	17	15	24.50169740340093	24.68119131222595	-0.1794939088250196	-0.19702388151843597	0.07719131228139858	0.0106980528272971	ok	proteomics	0.06847184314614099	True
EXOC1	32	20	17	15	20.451542496167065	20.349826835472133	0.1017156606949321	0.10266985129482127	0.040259299310763406	0.01076566408450957	ok	proteomics	0.06876621978478904	True
CLVS2	31	20	16	15	20.409208663154807	20.86550418750721	-0.4562955243524023	-0.4708382581906766	0.1847017662188351	0.010797620175244913	ok	proteomics	0.06878960446078851	True
ATP5F1B	32	20	17	15	27.105067669711357	27.278067071320965	-0.17299940160960858	-0.1721511230343607	0.06754472033947548	0.010812575363217308	ok	proteomics	0.06878960446078851	True
PCP4L1	31	19	16	15	17.610202318311188	18.414656667891617	-0.8044543495804284	-0.765719372454207	0.30083288873293274	0.010917409744924295	ok	proteomics	0.06919501257233356	True
CPLX2	14	11	8	6	21.410493930284414	21.56542333663145	-0.154929406347037	-0.3928388761915912	0.15434167269644045	0.010919803933137831	ok	proteomics	0.06919501257233356	False
BDH2	32	20	17	15	23.42073998917765	23.695673991256204	-0.27493400207855245	-0.278626919163615	0.10951770543211752	0.010955133762591144	ok	proteomics	0.06928087574314598	True
TFG	32	20	17	15	23.158016700914136	23.065429972620947	0.09258672829318826	0.07762426216180629	0.030557470681614247	0.01107665469513151	ok	proteomics	0.06991039401828042	True
ITGA7	32	20	17	15	25.566841468872525	25.360630291116045	0.20621117775647946	0.20430807956374425	0.08048756110325303	0.011136673414695581	ok	proteomics	0.07015001610326069	True
NDUFB3	32	20	17	15	20.904429680341682	21.107296586268564	-0.20286690592688217	-0.2067409917304064	0.08156779006464002	0.011257866226410031	ok	proteomics	0.07077326574349864	True
SCRN2	31	20	17	14	21.75283343270913	22.161065565171622	-0.4082321324624907	-0.6910682532484081	0.27293437026097955	0.011341585450164024	ok	proteomics	0.07115894145359322	True
INPP1	32	20	17	15	21.962252226784276	22.119420443520447	-0.15716821673617076	-0.1592487562122373	0.06303088928209935	0.011519906927944575	ok	proteomics	0.07213548019250333	True
HNRNPK	32	20	17	15	23.43544980088617	23.326263958817933	0.10918584206823567	0.13812894612329976	0.05480264611768442	0.011719506436282813	ok	proteomics	0.07313499426481376	True
ALDH4A1	32	20	17	15	24.646880349860297	24.218636450217627	0.42824389964266985	0.24242546106025903	0.09619882062472987	0.0117339471187152	ok	proteomics	0.07313499426481376	True
DOCK10	32	20	17	15	20.696487708716454	20.460672458339697	0.23581525037675632	0.16827936341542102	0.06678786822928687	0.011748501122074767	ok	proteomics	0.07313499426481376	True
GDI1	32	20	17	15	27.528974562269823	27.718514061601535	-0.18953949933171188	-0.2056706243406521	0.08180722509264393	0.011934039728875741	ok	proteomics	0.07399304723467001	True
SFPQ	32	20	17	15	22.45886431941133	22.231058527635444	0.22780579177588578	0.21136952293986483	0.0840804458405325	0.011940553336441881	ok	proteomics	0.07399304723467001	True
PMPCA	31	20	16	15	20.207500683689254	20.277475692995825	-0.06997500930657097	-0.10376648424188306	0.04128470138648031	0.011956122690543976	ok	proteomics	0.07399304723467001	True
G6PD	32	20	17	15	23.32245535301212	23.18819594230189	0.13425941071023217	0.14142011249184533	0.056308416117939006	0.012021005903392118	ok	proteomics	0.07425013549260258	True
DDX17	32	20	17	15	23.51915233167155	23.339619447749087	0.17953288392246236	0.15824555604366417	0.06304613154917794	0.012073243135987222	ok	proteomics	0.074334340548804	True
VARS1	32	20	17	15	21.9717740021302	21.844105808410198	0.1276681937200017	0.1198295576855159	0.047756279782095595	0.012100853463169711	ok	proteomics	0.074334340548804	True
PLA2G6	22	15	11	11	19.517614398310197	19.713998579442205	-0.19638418113200728	-0.20303742960605928	0.08092119508284254	0.012104743289619765	ok	proteomics	0.074334340548804	True
GCLC	32	20	17	15	23.231310812057536	23.37641887029618	-0.1451080582386446	-0.14323417938333277	0.05718882223789433	0.012259567093432977	ok	proteomics	0.07508083362981417	True
SNTB2	32	20	17	15	22.06990651626198	21.922626481934216	0.14728003432776404	0.1548589851528462	0.061840163048199955	0.012273509427068018	ok	proteomics	0.07508083362981417	True
NRGN	32	20	17	15	23.246954571214292	23.628129179172372	-0.38117460795808	-0.44747716026268197	0.17897925865192296	0.012413648913454062	ok	proteomics	0.07579235545815234	True
DBI	32	20	17	15	26.61381582227446	26.891329141918767	-0.2775133196443065	-0.28590509924718804	0.11443199824085952	0.012473013170929545	ok	proteomics	0.07600891742667985	True
TPM3	32	20	17	15	24.900619170280017	24.716905387205248	0.1837137830747686	0.18052104462886442	0.07241201123912042	0.012667918951487037	ok	proteomics	0.0770490443301726	True
RPL35A	32	20	17	15	22.893050254824523	22.748592553971275	0.14445770085324838	0.14027918652459517	0.056345181966421715	0.01278727517291172	ok	proteomics	0.0776265693225805	True
ALDH1L1	32	20	17	15	24.245688952835845	24.419785363206696	-0.17409641037085066	-0.2587261241141533	0.10397059793776285	0.012829957732852355	ok	proteomics	0.07773732485372065	True
KIF21A	32	20	17	15	21.67823290173623	21.819765875626818	-0.1415329738905875	-0.1287234087724119	0.05178351626848789	0.012926097969768286	ok	proteomics	0.07808618832544058	True
GNS	32	20	17	15	19.878880841869492	19.532533064627078	0.34634777724241417	0.3313646884391381	0.1333186417633125	0.012936630382743536	ok	proteomics	0.07808618832544058	True
LSM4	24	18	11	13	20.93390658905077	20.76257948385404	0.1713271051967311	0.18017262205597306	0.07258993784684223	0.013062507177216583	ok	proteomics	0.0786966578233446	True
MTAP	32	20	17	15	22.917256429585514	23.154441729460867	-0.2371852998753532	-0.24016115959326995	0.0969582094138802	0.013250846215754257	ok	proteomics	0.07968041930494195	True
ESYT1	32	20	17	15	22.1683088808216	22.056396959554036	0.11191192126756278	0.07818728328782658	0.03158490677725872	0.013306336911498521	ok	proteomics	0.07986312776505056	True
GDAP1	32	20	17	15	22.380026945694162	22.575910189468598	-0.19588324377443556	-0.18955131820517537	0.07661432408401045	0.01335731864622706	ok	proteomics	0.0800181367488668	True
PCYOX1	32	20	17	15	22.547028520547553	22.323491829600858	0.2235366909466947	0.20707651965761356	0.08372252627124203	0.01338466761789001	ok	proteomics	0.08003125506110549	True
TIPRL	32	20	17	15	22.512534382230488	22.631424267705686	-0.1188898854751983	-0.10441005919563259	0.04224653085546402	0.013456752108402274	ok	proteomics	0.0803113104255678	True
HIP1	32	20	17	15	21.102583620209806	20.80357470722886	0.2990089129809448	0.2669818948451622	0.10821272464168571	0.013617617068586397	ok	proteomics	0.08111917583365792	True
SNX30	31	19	17	14	21.348187262111676	21.156088311478413	0.19209895063326243	0.17655868022424953	0.0716027017149428	0.013670370718530197	ok	proteomics	0.08128121356195243	True
OPLAH	32	20	17	15	21.21071430207074	21.415542735168085	-0.20482843309734378	-0.18486447014090068	0.07501373182306983	0.01372396409296773	ok	proteomics	0.08144763018606409	True
DYNC1I2	32	20	17	15	22.319248437339525	22.248100803560003	0.07114763377952116	0.06729763901580724	0.027343512177798	0.013847615921073564	ok	proteomics	0.0820284287615177	True
RBM39	32	20	17	15	21.635566941620883	21.347617941627558	0.28794899999332557	0.1302148212974693	0.052932087640484744	0.013892322505700957	ok	proteomics	0.08214029347701625	True
ENDOD1	32	20	17	15	23.243363943013954	22.963222146828986	0.28014179618496726	0.2606869137237734	0.10610038193355945	0.014010902619472012	ok	proteomics	0.08268772028300644	True
LIN7C	32	20	17	15	22.718578626344318	22.893817115358907	-0.17523848901458905	-0.16698817097577223	0.06802748496228447	0.014099584247626848	ok	proteomics	0.08288118672960028	True
PYGB	32	20	17	15	24.72758281543383	25.01657406911746	-0.2889912536836299	-0.291777087118031	0.11888497405201563	0.01411667732161466	ok	proteomics	0.08288118672960028	True
NPM1	32	20	17	15	23.322614265464363	23.130134686022448	0.1924795794419154	0.17898174684743762	0.07293027214962838	0.014121849483635132	ok	proteomics	0.08288118672960028	True
AEBP1	18	14	7	11	20.04834811073453	19.721347444196628	0.32700066653790216	0.33022315050086326	0.13471627895772417	0.014236141627725414	ok	proteomics	0.08332270098454876	False
HNRNPH1	32	20	17	15	23.154004720842106	22.953227149937554	0.2007775709045525	0.18498068173356313	0.07547421393728147	0.014249465367995765	ok	proteomics	0.08332270098454876	True
LGMN	21	14	14	7	18.977280480769288	18.33016034475043	0.6471201360188594	0.6617166442569092	0.27012935226247603	0.014300354946167814	ok	proteomics	0.08342082876933442	False
SEPTIN3	32	20	17	15	23.476503851069566	23.69186633190622	-0.215362480836653	-0.21527460213615543	0.08789706225599495	0.014318696167260794	ok	proteomics	0.08342082876933442	True
UQCRC1	32	20	17	15	24.107486316020065	24.264134704694825	-0.1566483886747605	-0.15496116052103495	0.06335936521604463	0.014455123792444062	ok	proteomics	0.0840616979593502	True
DCLK2	32	20	17	15	22.241504511076556	22.421712266029385	-0.18020775495282848	-0.2078468699804448	0.08504828193922799	0.014530696788967408	ok	proteomics	0.0843469826381484	True
SERPINE2	24	16	13	11	20.792140641042277	20.286624756929402	0.5055158841128744	0.38090296589524286	0.15592372855054018	0.014570579148913278	ok	proteomics	0.08442443036920426	True
SARS2	32	20	17	15	20.685938498522933	20.863608770170256	-0.1776702716473224	-0.1643157534917661	0.06731678772222392	0.014649381456074544	ok	proteomics	0.08456485730079338	True
ETFB	32	20	17	15	23.743525609947866	23.535314851924856	0.2082107580230108	0.21756593626457119	0.08917014222375687	0.014691462043767988	ok	proteomics	0.08456485730079338	True
SH3GL1	32	20	17	15	22.260149009282987	22.1311537637009	0.12899524558208597	0.13892054000178186	0.05693883150759894	0.014694553071179551	ok	proteomics	0.08456485730079338	True
GSK3B	31	20	16	15	21.474931899337818	21.546759499441446	-0.07182760010362799	1.7825837944417124	0.7309587191344339	0.014740491578384694	ok	proteomics	0.08456485730079338	True
FAM120B	29	20	14	15	19.742673163754223	20.04678483392457	-0.30411167017034657	-0.3077776052200296	0.12620694976549207	0.01474126058026369	ok	proteomics	0.08456485730079338	True
H1-4	32	20	17	15	20.914660350893115	20.590902140321997	0.32375821057111764	0.2844896694011457	0.11667283763592938	0.014754321220352196	ok	proteomics	0.08456485730079338	True
ATP5ME	32	20	17	15	24.13094206433709	24.343845376372865	-0.21290331203577395	-0.21046281835452477	0.08652182128217638	0.014995715079382537	ok	proteomics	0.08579383033725872	True
ARHGEF12	32	20	17	15	19.820564069494225	19.76445675434802	0.05610731514620326	0.12807443955759504	0.0527609738522101	0.015205530710766066	ok	proteomics	0.08675357465825242	True
PPIB	32	20	17	15	24.622462082607967	24.40843914066542	0.21402294194254878	0.1779020680264931	0.07329946620196208	0.015221815169732061	ok	proteomics	0.08675357465825242	True
PITPNB	32	20	17	15	21.37323437355935	21.256459489810663	0.11677488374868616	0.11929457943480318	0.04917561902413119	0.015270951997619872	ok	proteomics	0.08675357465825242	True
LGALS3BP	32	20	17	15	23.395384972720866	23.1055853338517	0.28979963886916593	0.2660216142109826	0.10966117006295337	0.015272556368632933	ok	proteomics	0.08675357465825242	True
COPB1	32	20	17	15	23.0144913319495	22.876996414838388	0.1374949171111126	0.10061527358079032	0.04149256938372376	0.015312662897377047	ok	proteomics	0.08682634701703455	True
BRSK1	32	20	17	15	20.8085819171482	21.038418692669083	-0.22983677552088366	-0.1928682462130227	0.07972497944559945	0.01555598561900584	ok	proteomics	0.08804909297875013	True
NLRC3	32	20	17	15	20.450899454582355	20.709318296979458	-0.2584188423971021	-0.21834669795260656	0.09029922603896871	0.015604571549039173	ok	proteomics	0.08816721509323909	True
GGPS1	32	20	17	15	21.5525706312334	21.699674619761304	-0.14710398852790263	-0.18361653557215346	0.07599503185028718	0.01568495219979936	ok	proteomics	0.08846424281482582	True
TACC1	32	20	17	15	20.685288537711962	20.570078526300858	0.11521001141110432	0.14683846193526426	0.060849122465095815	0.015815022595526095	ok	proteomics	0.08878790453790962	True
GNG10	18	15	10	8	24.134340382332816	24.280551094572587	-0.1462107122397711	-5.972274203480867	2.4749693119317313	0.015818781054708075	ok	proteomics	0.08878790453790962	False
RASAL1	23	17	13	10	20.66946997244338	20.74832465650649	-0.07885468406310991	2.3593558955031	0.9778084208057196	0.01582607415057993	ok	proteomics	0.08878790453790962	True
RGN	32	20	17	15	23.30870538480394	23.767983834922543	-0.45927845011860313	-0.49355851697496755	0.2047661175861416	0.015937115477355452	ok	proteomics	0.08925345833356989	True
IDH3A	32	20	17	15	24.33792800838295	24.522679649556455	-0.18475164117350573	-0.17862999441783975	0.07414182142915367	0.015983092198651867	ok	proteomics	0.08935363143042459	True
LRP1	32	20	17	15	22.267303261047662	22.116219172698077	0.15108408834958453	0.14908085239907248	0.061900737986271104	0.01602324265872588	ok	proteomics	0.08942093841650355	True
CD109	32	20	17	15	21.41245754572427	21.53852149715085	-0.12606395142658045	-0.1605555854176269	0.06669532152907866	0.016071003067338156	ok	proteomics	0.08953040412820083	True
NDRG1	32	20	17	15	24.70097542621626	24.66287955404019	0.03809587217606847	-0.22886243333614006	0.09513142147260928	0.01613929752593729	ok	proteomics	0.08975368082168972	True
TMX1	32	20	17	15	22.012665915539433	21.773740624462118	0.2389252910773152	0.20032364235316133	0.08333805996788204	0.01622798361694493	ok	proteomics	0.09008938199913058	True
ALYREF	32	20	17	15	24.248463214133594	24.165965554435775	0.0824976596978182	0.1052753441681416	0.04388294821481644	0.01643975979462784	ok	proteomics	0.09110605558660481	True
HNRNPL	32	20	17	15	22.49411216535692	22.286808790928614	0.2073033744283066	0.2023771890977835	0.08439536009076379	0.016486403433767192	ok	proteomics	0.09120565099619728	True
HTT	32	20	17	15	20.01366685847341	20.05415388823117	-0.04048702975775953	0.18343782907692568	0.07660839938618909	0.016643625945500576	ok	proteomics	0.09166372057346342	True
CPM	32	20	17	15	20.680754779988664	20.274078825424613	0.4066759545640508	0.38027248267326696	0.1588245178165433	0.016652425458158454	ok	proteomics	0.09166372057346342	True
DNAAF5	31	19	16	15	18.03981860533415	18.37241180386685	-0.33259319853269886	-0.3091265255248569	0.1291135458533765	0.01665565246509332	ok	proteomics	0.09166372057346342	True
ATP5PB	32	20	17	15	24.70585421768056	24.871063343832144	-0.16520912615158423	-0.18138781387112604	0.07584174991464265	0.016772290787847265	ok	proteomics	0.09214621242857021	True
PRDX5	32	20	17	15	26.08867033061269	26.205833663695874	-0.11716333308318383	-0.10496283681118651	0.043906599041663115	0.016821158644051905	ok	proteomics	0.09225535456332605	True
NOP58	32	20	17	15	21.327096422138887	21.03265089976865	0.2944455223702356	0.2638860750201204	0.1104231564716835	0.016858873518277907	ok	proteomics	0.09230305793742172	True
DNAJB1	32	20	17	15	20.898743698294634	20.625929317085816	0.27281438120881774	0.19432497433150264	0.08137347576055841	0.016937445026846236	ok	proteomics	0.09257390486322659	True
TSN	32	20	17	15	22.80678904816145	22.96293196684605	-0.15614291868460128	-0.1399279497137233	0.05861058006874228	0.016967190640136763	ok	proteomics	0.09257741582551465	True
EEF1D	32	20	17	15	22.938743876995154	22.801414579176143	0.1373292978190115	0.14148300921320534	0.05934181092391319	0.01711609067388949	ok	proteomics	0.09322993909870286	True
UQCRH	32	20	17	15	24.218305312356733	24.376753754752375	-0.15844844239564182	-0.15633974649503984	0.06566635323028083	0.01727416511957248	ok	proteomics	0.09393011836813686	True
GRB2	32	20	17	15	22.85398510497513	22.749809344469483	0.10417576050564747	0.09235930783777757	0.03880751191239832	0.01731575026602726	ok	proteomics	0.09399556586387836	True
LRRC59	32	20	17	15	21.525165830730437	21.378770783195293	0.14639504753514387	0.11641601832400343	0.049015917678352304	0.017545833118835827	ok	proteomics	0.09508227453324833	True
GTPBP1	21	17	8	13	21.445338974715987	21.53811727839583	-0.09277830367984308	-0.260862158921467	0.11007508772379947	0.017794991787569246	ok	proteomics	0.09614512368920937	True
STOM	32	20	17	15	23.132736892271204	23.3215429553235	-0.1888060630522972	-0.2080001630886574	0.08777931222087199	0.01780826884499208	ok	proteomics	0.09614512368920937	True
OGFRL1	32	20	17	15	21.777568351753043	22.056948869687528	-0.2793805179344844	-0.27838612211859465	0.11750860634515034	0.017832874650622083	ok	proteomics	0.09614512368920937	True
FA2H	10	9	3	7	20.4491731723086	19.859879473159186	0.5892936991494153	0.5023651175485017	0.21211170783349673	0.017865266412688464	ok	proteomics	0.09614512368920937	False
DCTD	32	20	17	15	21.31825227336455	21.559119844099932	-0.24086757073538223	-0.24417048892714935	0.1031602809508243	0.01793758151430713	ok	proteomics	0.09614512368920937	True
RAB8B	32	20	17	15	22.021932294629764	21.863230370357282	0.15870192427248142	0.15457168852466055	0.06530620537179872	0.01793894321997561	ok	proteomics	0.09614512368920937	True
GFAP	32	20	17	15	32.8447838093534	33.09886940661826	-0.25408559726486146	-0.2922233046047069	0.12347942001435329	0.017953537714992255	ok	proteomics	0.09614512368920937	True
VAC14	32	20	17	15	22.147119974456157	21.990418656025938	0.15670131843021906	0.15018782774922643	0.06351623261114563	0.01805159147748371	ok	proteomics	0.09650775208382469	True
MAT2B	32	20	17	15	23.11523760625319	23.264496289885173	-0.14925868363198447	-0.16326989153828136	0.06911491412574837	0.01816212974896035	ok	proteomics	0.09693579652926658	True
NAXE	32	20	17	15	24.20971572064627	24.381378887587022	-0.17166316694075334	-0.17250423739536952	0.07314959229220575	0.018361856032108468	ok	proteomics	0.09768789157405865	True
AGL	32	20	17	15	22.441752746149216	22.650479657594012	-0.2087269114447956	-0.26079199885308785	0.11059006491096895	0.018364463741366573	ok	proteomics	0.09768789157405865	True
GSPT1	32	20	17	15	22.07773828991714	21.94065578674655	0.13708250317058912	0.1446943988642176	0.06138432548864191	0.018413919032576602	ok	proteomics	0.09778743980405037	True
EML4	26	16	16	10	19.775816342462207	19.50273121691377	0.27308512554843745	0.27862458712350513	0.11824898678474922	0.018460315844085775	ok	proteomics	0.09787044116672809	True
RPL17	32	20	17	15	24.012934913040645	23.858017119270478	0.15491779377016712	0.12217999676988156	0.05188968622551803	0.0185421330092333	ok	proteomics	0.09814064076933632	True
PDCD5	32	20	17	15	22.83409360616896	22.720116810164765	0.11397679600419508	0.15096698363466665	0.064159694031439	0.01862324015905625	ok	proteomics	0.09840619094012945	True
ABHD12	32	20	17	15	20.372420448717875	20.018503482296463	0.3539169664214121	0.37275412602684177	0.15848180448828292	0.018671215969082087	ok	proteomics	0.09849608291484264	True
TTR	32	20	17	15	22.030653047806624	22.531726940164596	-0.5010738923579723	-0.6653996206817898	0.2830032266170696	0.018712540010663865	ok	proteomics	0.0985506453210625	True
HSD17B11	25	17	15	10	20.33261070264781	19.907205235403268	0.4254054672445413	0.33858172889073457	0.14406913881580094	0.01876667205630065	ok	proteomics	0.09867236993568987	True
FGFR2	23	18	10	13	18.97626211462579	19.006407382514286	-0.030145267888496363	-0.17952314204821412	0.07656392598783675	0.01903992362640789	ok	proteomics	0.09971925251981753	True
EPB41L2	32	20	17	15	24.738660573214496	24.550766383493844	0.18789418972065164	0.15701226131693843	0.06696424727275781	0.019041486510146997	ok	proteomics	0.09971925251981753	True
CD9	32	20	17	15	24.57197072126048	24.493153747832373	0.07881697342810767	-0.7322407664473337	0.31234159434490005	0.0190598256938224	ok	proteomics	0.09971925251981753	True
DOCK5	17	13	11	6	20.17872272107419	20.330581391537518	-0.15185867046332646	-0.4037169945713476	0.17240646366714205	0.019198292148994878	ok	proteomics	0.09988967911874017	False
MYH10	32	20	17	15	22.80412155092673	22.910329506291006	-0.10620795536427607	-0.11647972393578283	0.049758202077061435	0.019236543702679833	ok	proteomics	0.09988967911874017	True
FTL	32	20	17	15	21.937328946516907	21.333605084263638	0.6037238622532684	0.5688635988244019	0.2430129900248434	0.01923848714017182	ok	proteomics	0.09988967911874017	True
HEXA	30	20	17	13	22.977594260693635	22.654037436010892	0.3235568246827434	0.27677335967013844	0.11823735353330667	0.019241006427750198	ok	proteomics	0.09988967911874017	True
EHD4	28	17	17	11	21.861511981457507	21.69243211536089	0.16907986609661663	0.18950004808393942	0.08095990492330514	0.019249410028226256	ok	proteomics	0.09988967911874017	True
PCK2	32	20	17	15	21.67185865060587	21.20380427222172	0.4680543783841493	0.49548006982942794	0.21176020482392086	0.019293204768044383	ok	proteomics	0.09995388333411918	True
IVD	32	20	17	15	22.3212328136739	22.19702427589782	0.12420853777608087	0.11351466454203642	0.048641113642245104	0.019610469134052767	ok	proteomics	0.10143236148849082	True
CHMP4A	29	19	15	14	21.113414991900626	20.834603793680905	0.2788111982197208	0.6136281438591078	0.2630678833223085	0.01966994790014079	ok	proteomics	0.10157484459472053	True
DGLUCY	30	19	16	14	22.241707966164807	22.553884669562706	-0.31217670339789905	0.20103618113736862	0.08630930687127895	0.019845685568936827	ok	proteomics	0.10231624926221726	True
PPM1H	18	16	10	8	20.99881016016297	21.091087225758038	-0.09227706559506643	-0.2671992509424073	0.11479845358146407	0.01993595999114522	ok	proteomics	0.10261535393500477	False
STX2	30	20	15	15	19.214063050061796	19.407956396928352	-0.19389334686655602	-0.19584420258124421	0.08418864846272472	0.02000499028711757	ok	proteomics	0.10280432003767526	True
NUMA1	32	20	17	15	21.489777604859313	21.31170395113892	0.17807365372039285	0.16180344164660557	0.06964909009283514	0.02017251602531538	ok	proteomics	0.10339085742960197	True
RPS13	32	20	17	15	22.23051986294574	22.121294195891373	0.10922566705436765	0.10145625860801775	0.04367641253722562	0.02018413155101629	ok	proteomics	0.10339085742960197	True
MAP1LC3A	32	20	17	15	24.33622547492857	24.135251785522666	0.20097368940590243	0.20595319440776394	0.08869562529076884	0.02023175033969504	ok	proteomics	0.10346816371474263	True
DPYSL5	32	20	17	15	24.337353161888224	24.408343138470887	-0.0709899765826627	-0.39101819372856045	0.16860192542712968	0.02038528476417429	ok	proteomics	0.1040860206016668	True
P2RX7	31	19	17	14	22.055717463554146	21.70706147344227	0.348655990111876	0.25743808166200055	0.11109609227002663	0.02048979293172874	ok	proteomics	0.10442002082440022	True
PYGM	32	20	17	15	24.06801469764213	24.657617198937867	-0.5896025012957367	-0.5160466821669812	0.222826066418953	0.020562799243978924	ok	proteomics	0.10442002082440022	True
PSMD2	32	20	17	15	22.628534895582625	22.56679654535775	0.06173835022487495	0.06535877328279092	0.028223419354793933	0.02057116793567489	ok	proteomics	0.10442002082440022	True
FCER1G	32	20	17	15	21.548438567242716	21.231090211907485	0.31734835533523054	0.2513496836935338	0.10855598867977514	0.02059148090592098	ok	proteomics	0.10442002082440022	True
ALDH9A1	32	20	17	15	25.848857004476265	26.0293982273086	-0.18054122283233554	-0.20418008370452037	0.0882000612487352	0.02061482963776276	ok	proteomics	0.10442002082440022	True
RDH11	32	20	17	15	22.264165968205024	22.093948869309678	0.1702170988953462	0.14611973660023322	0.06314153467506724	0.020658840636200076	ok	proteomics	0.1044765851569991	True
MOXD1	29	19	14	15	22.272523633299432	22.80027395402483	-0.5277503207253993	-0.46589618162463997	0.2014058146082382	0.020710485611263606	ok	proteomics	0.10457151544353895	True
GMDS	27	19	13	14	21.387734108924608	21.251492701144947	0.13624140777966076	0.15183606085708953	0.0656686354126916	0.020769145524288695	ok	proteomics	0.10470150857807027	True
MAN2C1	32	20	17	15	21.025922130009604	21.087000222239354	-0.06107809222974936	-0.18020458423308688	0.07796022847332378	0.020805595603408857	ok	proteomics	0.10471930318741073	True
CAND1	32	20	17	15	23.57258818907441	23.67365872137753	-0.10107053230312246	-0.10199753057493602	0.04415036803196183	0.02087539160433658	ok	proteomics	0.10490461404959663	True
NDUFA2	31	19	16	15	22.047898499839526	22.31033586522615	-0.2624373653866243	-0.2494872556376245	0.10846845622856131	0.021443098648636912	ok	proteomics	0.10758753438693064	True
PITPNC1	31	20	16	15	21.371481102155276	21.570631708071904	-0.19915060591662836	-0.17732064548463833	0.07715476281859501	0.02154777687095275	ok	proteomics	0.10794248539606409	True
CLDND1	24	16	14	10	20.6103340629833	20.37534521784952	0.2349888451337776	0.31387546481614326	0.13665002009770524	0.021622790774055024	ok	proteomics	0.10813452229312873	True
MPI	32	20	17	15	27.74097015934976	27.939231170450736	-0.19826101110097483	-0.17048434533894163	0.07426231974134978	0.02169278011073792	ok	proteomics	0.10813452229312873	True
BUB3	32	20	17	15	20.975502701887095	20.81776585871158	0.15773684317551329	0.14637759278887658	0.0637705593967591	0.02171142280589873	ok	proteomics	0.10813452229312873	True
STK38L	26	19	13	13	20.63589370018753	20.86190179909294	-0.2260080989054103	0.3561581884981873	0.1551757284695376	0.021722087313835035	ok	proteomics	0.10813452229312873	True
INPP4A	32	20	17	15	21.020568574876336	21.120949754541314	-0.1003811796649785	-0.11576425993903354	0.05046078435151972	0.021782280727853466	ok	proteomics	0.10826474218015918	True
PCBD2	31	19	16	15	20.36098282124884	20.536901655756576	-0.17591883450773693	-0.2183583394000129	0.0952333016586775	0.021855031458757168	ok	proteomics	0.10830866648627506	True
PAK3	29	19	16	13	18.664061585698498	18.939804861344115	-0.27574327564561685	-0.3991080572576543	0.1740772281647234	0.021864886647502423	ok	proteomics	0.10830866648627506	True
FBXO2	32	20	17	15	26.562197751399967	26.78055775562676	-0.21836000422679192	-0.2152911296457671	0.09392276419250359	0.02189326392665038	ok	proteomics	0.10830866648627506	True
AGO1	25	18	14	11	20.459113282509495	20.154838797007667	0.30427448550182845	0.3068337578447032	0.1339432783158718	0.021976497468780876	ok	proteomics	0.10855161249719249	True
NPEPL1	14	10	7	7	20.58065852424873	20.10125008892726	0.4794084353214707	0.46044642400165753	0.2012697297772275	0.02215451615723302	ok	proteomics	0.10926126495528408	False
NPLOC4	21	14	13	8	20.322323447142942	20.481157540236374	-0.15883409309343222	-0.16441610244125557	0.07201395924913719	0.02242363457717182	ok	proteomics	0.11038217342150129	False
