feature	n_samples	n_donors	n_foamy	n_non_foamy	mean_foamy	mean_non_foamy	raw_mean_delta	gee_coef_foamy	gee_se	gee_p	model_status	modality	fdr_bh	adequate_reporting_coverage
CE(22:3)	29	20	15	14	-0.26218301642867003	-5.41641665164587	5.154233635217199	6.519017716836323	0.4860971438354208	5.217608020656358e-41	ok	lipidomics	3.683631262583389e-38	True
CE(20:1)	29	20	15	14	-0.5699669113364688	-5.854503371336028	5.2845364599995595	6.445374828218684	0.49824662023955196	2.815145926933907e-38	ok	lipidomics	9.93746512207669e-36	True
CE(20:4)	29	20	15	14	1.609011794675417	-2.3695029792711746	3.978514773946592	4.279476449242569	0.35931749979483835	1.0495964987912461e-32	ok	lipidomics	2.470050427155399e-30	True
CE(18:0)	29	20	15	14	-2.511750145103679	-6.124843106683947	3.6130929615802683	4.6994374485382	0.4122682904147709	4.2305288501505766e-30	ok	lipidomics	7.466883420515768e-28	True
CE(22:6)	29	20	15	14	0.811058336163325	-3.803012929002364	4.614071265165689	4.9007688606585535	0.43150269243886635	6.810609339481263e-30	ok	lipidomics	9.616580387347543e-28	True
CE(20:2)	29	20	15	14	-0.4351951059623946	-5.575060840182259	5.139865734219864	5.394942845946531	0.48542922960803264	1.0753688617132452e-28	ok	lipidomics	1.265350693949252e-26	True
CE(20:3)	29	20	15	14	1.421035852301263	-3.657143717568334	5.078179569869597	4.972427121069774	0.5135348241536536	3.569970345843839e-22	ok	lipidomics	3.600570091665358e-20	True
5_HEPE	27	19	15	12	-8.815346628114154	-10.528791295228684	1.7134446671145298	1.4265197350837653	0.14980797465865275	1.6935237722281008e-21	ok	lipidomics	1.494534728991299e-19	True
CE(18:1)	29	20	15	14	1.5523194871626866	-2.9833601183354617	4.5356796054981485	4.352458045304372	0.4916553256752758	8.545674500831179e-19	ok	lipidomics	6.703606886207569e-17	True
CE(24:6)	29	20	15	14	-2.4093538080152896	-7.890823996889166	5.481470188873876	5.729088890161013	0.6825023399038368	4.6891481628792457e-17	ok	lipidomics	3.310538602992747e-15	True
CE(22:4)	29	20	15	14	0.7005877018604294	-4.503702472929302	5.204290174789731	5.6727167980381825	0.6819798920605371	8.945109995184917e-17	ok	lipidomics	5.741134233273229e-15	True
CE(16:0)	29	20	15	14	-2.527094638426364	-5.2503948244208605	2.7233001859944963	3.1781357719533974	0.3999382888146032	1.917536519351546e-15	ok	lipidomics	1.1281506522184927e-13	True
BMP(20:4_22:6)	29	20	15	14	-6.438887711753044	-7.5781216813570955	1.1392339696040512	1.2906773756060834	0.16372271554816156	3.1881370369610146e-15	ok	lipidomics	1.7314036523803663e-13	True
CE(18:2)	29	20	15	14	0.10842684916313657	-2.990179221120193	3.0986060702833296	3.879206707193224	0.521200704492505	9.855307192375526e-14	ok	lipidomics	4.96989062701223e-12	True
11_HDoHE	28	19	15	13	-5.6896592949645735	-6.665896120834073	0.9762368258694991	1.1713158218934268	0.16915001340844343	4.368506949683092e-12	ok	lipidomics	2.0561106043175087e-10	True
CE(20:5)	29	20	15	14	-0.6297841849568758	-6.634493663531001	6.004709478574125	6.326216806869845	0.9264672001047163	8.591329507689962e-12	ok	lipidomics	3.7909241452681954e-10	True
CE(24:5)	29	20	15	14	-1.4494187731640444	-6.799559277285401	5.350140504121357	5.649725411688783	0.8404863483827099	1.792818331325472e-11	ok	lipidomics	7.445469070092843e-10	True
FA20.5_w3	29	20	15	14	-1.7578091591715321	-3.929498997444017	2.171689838272485	2.1994682423642646	0.34825320368721857	2.689139359402882e-10	ok	lipidomics	1.0547402154102416e-08	True
BMP(18:0_20:3)	29	20	15	14	-7.271931274690959	-8.701346943975041	1.429415669284082	1.8160290332993823	0.2931311451924286	5.818212146962725e-10	ok	lipidomics	2.085351575057925e-08	True
