gene	n_paired_donors	mean_delta	median_delta	sd_delta	dz	positive_fraction	wilcoxon_p	wilcoxon_fdr_bh	n_samples	n_donors	n_foamy	n_non_foamy	mean_foamy	mean_non_foamy	raw_mean_delta	gee_coef_foamy	gee_se	gee_p	model_status	modality	fdr_bh	adequate_reporting_coverage	passes_convergence_gate
IFIT1	10	0.0137576510257956	0.00828161855678753	0.0344710532915158	0.399107358555292	0.6	0.358951435852626	0.853658649396203	32	20	17	15	21.7065273049199	21.8796659946494	-0.173138689729534	-0.360542083696386	1.39565364054483	0.79615064341339	ok	proteomics	0.924969856989894	TRUE	FALSE
CLDN11	10	0.00602646880730412	0.0191341303657345	0.0676414022791848	0.0890943801317176	0.6	0.759765825978067	1	32	20	17	15	25.4573942937449	25.0301606183535	0.42723367539141	0.379562259328227	1.4714551248955	0.79644528082217	ok	proteomics	0.924969856989894	TRUE	FALSE
EHD2	10	0.00619919342845837	0.000565495428485621	0.0144293425905799	0.429624107234483	0.5	0.441208519505878	0.896224567930836	32	20	17	15	21.7182804940517	21.7083310428735	0.00994945117818347	0.0293527146905549	0.114151987251497	0.797072913292896	ok	proteomics	0.925360925979818	TRUE	FALSE
ATXN10	10	-0.0784632311935909	-0.0718701564387507	0.092024173911669	-0.852637169760471	0.2	0.0249324556028631	0.363845543463064	32	20	17	15	21.7058655518396	21.6176029991325	0.0882625527071283	0.0209708494940405	0.0817083095086248	0.797445081514139	ok	proteomics	0.925455236883063	TRUE	FALSE
CARMIL2	10	-0.00357618384865826	-0.00304488593486591	0.0129211010693134	-0.276770828544279	0.3	0.192517572436471	0.722939902146614	31	20	16	15	19.6923645371213	19.7778751764204	-0.0855106392990876	-0.0364303482908438	0.14258639715171	0.798339522655417	ok	proteomics	0.926155368915712	TRUE	FALSE
TUBA8	10	-0.00590823268885292	-0.00232833535569284	0.0108999023128399	-0.542044554095969	0.4	0.155131568727114	0.678424684837983	32	20	17	15	23.5617781900724	23.5987664768884	-0.0369882868159941	-0.0211153637278291	0.0831091400620396	0.799443110834681	ok	proteomics	0.927097533928225	TRUE	FALSE
THY1	10	0.00420661994841375	-0.0117945341741752	0.04625967220088	0.090934927730286	0.3	0.475532659596901	0.905849723120519	32	20	17	15	25.91865570524	25.9579832087562	-0.039327503516212	-0.0517766292799303	0.205054111054535	0.800652856849325	ok	proteomics	0.92816207639858	TRUE	FALSE
NUDT5	10	-0.0383509197441978	-0.0207105716154756	0.0746426216316785	-0.513793847346883	0.2	0.0831311427008039	0.550231530657708	32	20	17	15	23.8000148254893	23.7591733572303	0.0408414682589964	0.0285608500318112	0.113611738381326	0.801512631569127	ok	proteomics	0.928820284525098	TRUE	FALSE
SP9	10	-0.000571240928637862	0	0.00128597135150887	-0.444209684739561	0	0.371093369522698	0.853658649396203	31	20	16	15	20.2655274678255	20.2136536485879	0.0518738192376702	0.0633767251508974	0.253866933724721	0.802861546407572	ok	proteomics	0.93004463915604	TRUE	FALSE
CTNND1	10	-0.203369247735358	-0.21575801689731	0.112964362254005	-1.80029563021011	0	0.00592153702414871	0.272182974860348	32	20	17	15	21.4863135921323	21.4956804169363	-0.00936682480405437	-0.0142501642014443	0.0582569675308497	0.806759385740876	ok	proteomics	0.932025214004375	TRUE	FALSE
KIF13B	10	-0.027942890945607	-0.0431187799937309	0.0511623945890633	-0.54616073328945	0.3	0.102917539402853	0.588505606955251	20	14	10	10	19.6953728236781	19.7338439429828	-0.0384711193046599	-0.029724309997889	0.123335484607552	0.809552237124831	ok	proteomics	0.932025214004375	FALSE	FALSE
OSBPL3	10	0.0685333912109804	0.0746216179065444	0.132268981412238	0.518136531174946	0.7	0.185143724157873	0.704059519908048	27	18	13	14	19.7660547003414	19.7765724016861	-0.0105177013447033	-0.0500993291494949	0.206358882262746	0.808177632889223	ok	proteomics	0.932025214004375	TRUE	FALSE
KYAT3	10	-0.0236099268931777	-0.0278562879473426	0.0519819512739993	-0.454194702479111	0.3	0.185143724157873	0.704059519908048	32	20	17	15	23.1691903561146	23.1322009726566	0.0369893834580886	-0.0331750536248172	0.137062058217425	0.808746042418514	ok	proteomics	0.932025214004375	TRUE	FALSE
ACTN2	10	-0.00657700628902357	-0.0169396914095306	0.0269742958069736	-0.243824948613607	0.4	0.262192602406773	0.806593233815048	27	18	14	13	21.0654620019004	21.2391976768935	-0.173735674993065	0.0547912878287351	0.225765261251889	0.808244468391821	ok	proteomics	0.932025214004375	TRUE	FALSE
LARS2	10	-0.0464290224128527	-0.0245998064206536	0.130686708532163	-0.355269659281581	0.4	0.308063229907199	0.837780909563191	31	20	16	15	19.9216088643665	19.9476664342358	-0.0260575698692662	-0.018948309317906	0.0770724937047575	0.805797981177933	ok	proteomics	0.932025214004375	TRUE	FALSE
PLEKHA5	10	0.0212331188333635	0.0233120016916518	0.0613656307431997	0.34600995013347	0.6	0.358951435852626	0.853658649396203	31	20	16	15	21.4426730814741	21.4076136444799	0.0350594369941604	0.021872237136608	0.0905861241031704	0.809204503915322	ok	proteomics	0.932025214004375	TRUE	FALSE
TYRO3	10	0.0131506321339141	0.00137086300335748	0.0332007576661747	0.39609433815157	0.6	0.40694121691803	0.867355401336879	17	15	9	8	17.010310577874	16.8313681227978	0.17894245507615	0.0831203447262142	0.339328590749379	0.806491024271934	ok	proteomics	0.932025214004375	FALSE	FALSE
CLIC6	10	0.000698143618416648	0	0.00366927148911292	0.190267637728118	0.3	0.583882420770365	0.991220451757667	22	16	11	11	19.9734125319403	19.9490346433485	0.0243778885918466	0.0281645925672905	0.115352801562668	0.80710655230407	ok	proteomics	0.932025214004375	TRUE	FALSE
AIF1L	10	0.0166530713137856	0.00408847277874177	0.0531328787556368	0.313423095149327	0.5	0.610298655976554	0.991220451757667	20	16	11	9	18.660896467285	18.7446922521845	-0.0837957848995572	-0.0518700313123237	0.214768168310627	0.809154920020394	ok	proteomics	0.932025214004375	TRUE	FALSE
HSPH1	10	0.133968383941016	-0.0415763978375413	0.521155159757308	0.257060457778836	0.4	0.610298655976554	0.991220451757667	32	20	17	15	23.3481060374816	23.2974071735697	0.0506988639119115	-0.0239626758072343	0.0985864119801577	0.807956854754115	ok	proteomics	0.932025214004375	TRUE	FALSE
HOPX	10	-0.00243176936326751	-0.00120770716194023	0.0265867844276439	-0.0914653432379377	0.4	0.683480902201426	1	32	20	17	15	21.5783758997269	21.4381499451891	0.140225954537826	-0.0355532502288389	0.146071494815706	0.807698468915076	ok	proteomics	0.932025214004375	TRUE	FALSE
XPO7	10	0.0147581159258662	0.00918977199955194	0.0704968745795529	0.209344258364423	0.5	0.683480902201426	1	32	20	17	15	21.1376703731986	21.1250470251719	0.0126233480266329	0.0114226569265892	0.0469891843726376	0.807934752942079	ok	proteomics	0.932025214004375	TRUE	FALSE
HNRNPU	10	0.0532672514715096	0.0292648624176255	0.192956249492104	0.276058700413792	0.6	0.838463781922464	1	32	20	17	15	23.9896749142146	23.796192389727	0.193482524487614	0.0415257404372034	0.171735733437423	0.80893495800931	ok	proteomics	0.932025214004375	TRUE	FALSE
LRRC40	10	-0.00136178142953371	0.0134895708531866	0.0403315881796918	-0.0337646368763482	0.6	0.838463781922464	1	32	20	17	15	21.8495942518954	21.8596438914137	-0.0100496395183107	-0.00954965356116569	0.0387310687670204	0.80524634131066	ok	proteomics	0.932025214004375	TRUE	FALSE
NTPCR	10	-0.00030729172537098	0.000632003467368004	0.0319837705912728	-0.00960773916552629	0.5	0.918812683274642	1	32	20	17	15	21.1532673605977	21.160800145961	-0.0075327853632281	-0.0182712045247121	0.0757438005419692	0.809381695077019	ok	proteomics	0.932025214004375	TRUE	FALSE
COL1A1	10	0.000588605648743622	0	0.00260175498368175	0.226234081393277	0.1	1	1	32	20	17	15	25.395494332858	25.6794226859907	-0.283928353132605	-0.128126413916685	0.523661009464204	0.806708594922658	ok	proteomics	0.932025214004375	TRUE	FALSE
EPS15L1	10	-0.0169295117017187	-0.00690580503907515	0.0699920352250522	-0.241877688615334	0.5	0.540817904242618	0.964263921110291	32	20	17	15	20.1209405262837	20.0854561190315	0.0354844072521807	0.015312449259172	0.0636925609983075	0.810010958043187	ok	proteomics	0.932179668831433	TRUE	FALSE
NIPSNAP3A	10	0.00729676712515632	-0.00130971052021038	0.036647643316789	0.199106039700335	0.5	0.918812683274642	1	32	20	17	15	23.0838447581143	23.0577365231686	0.0261082349457524	-0.0215811074469698	0.0898933697447768	0.810272487997143	ok	proteomics	0.932179668831433	TRUE	FALSE
HDDC2	10	8.71983504559082e-05	-0.0115858666619566	0.0437878923463217	0.00199138039726256	0.1	0.0831311427008039	0.550231530657708	12	10	8	4	20.6360934806019	20.7364005019053	-0.100307021303312	0.0431642429826139	0.183096566174006	0.813629942851233	ok	proteomics	0.933759710911628	FALSE	FALSE
FAM3C	10	-0.0212420354478761	-0.0228462998937976	0.0547818343616577	-0.387756921530609	0.3	0.126278928554698	0.629396089976903	28	20	14	14	20.3858857587535	20.3712315540562	0.0146542046972833	0.0320077060126184	0.135620581101852	0.81342552458794	ok	proteomics	0.933759710911628	TRUE	FALSE
CCDC6	10	-0.0271825552579418	-0.0189750637947234	0.0925090071122467	-0.293836850123789	0.3	0.475532659596901	0.905849723120519	31	20	17	14	22.4002478045419	22.4219688724948	-0.0217210679528606	0.0170551493163634	0.072030700122431	0.812830482393277	ok	proteomics	0.933759710911628	TRUE	FALSE
NIBAN2	10	0.00435247968893552	0.00201013160002637	0.0130665814579653	0.333100107548198	0.5	0.475532659596901	0.905849723120519	32	20	17	15	21.4000745100693	21.3142609833812	0.0858135266880744	0.0179719513745821	0.0757173781715337	0.812380853280483	ok	proteomics	0.933759710911628	TRUE	FALSE
THYN1	10	0.00493214001935352	0.00341555974807233	0.0212897061930972	0.231667829260729	0.7	0.475532659596901	0.905849723120519	23	15	14	9	21.0362981402337	20.9843270530076	0.0519710872260184	-0.0133804456564408	0.0567799030781214	0.813700697468417	ok	proteomics	0.933759710911628	TRUE	FALSE
ETF1	10	0.012706952102685	0.0158176854825936	0.0470813517309634	0.269893527596577	0.7	0.540817904242618	0.964263921110291	21	13	13	8	22.4798433104709	22.4455996947797	0.0342436156912171	0.0190315123510208	0.0800568789930185	0.812094481457377	ok	proteomics	0.933759710911628	FALSE	FALSE
FAH	10	0.00669497558453694	0.00331863803137528	0.0531399187989407	0.125987689402913	0.5	0.759765825978067	1	32	20	17	15	22.8234748059996	22.8319361438016	-0.00846133780201441	-0.026080793846954	0.11040579786166	0.813256786314924	ok	proteomics	0.933759710911628	TRUE	FALSE
STARD10	10	0.00603684360238225	0.00732954006375982	0.0198358913401508	0.304339416810717	0.7	0.22127181567247	0.742589494275625	32	20	17	15	19.9673159743246	19.9992304002029	-0.0319144258782345	-0.0226740488346629	0.0965657307748132	0.814360629992732	ok	proteomics	0.933843245856842	TRUE	FALSE
GOSR2	10	0.00420751365024205	-0.00300620462124064	0.0395155144733011	0.106477511588135	0.5	0.918812683274642	1	32	20	17	15	20.7102903821832	20.7073300027946	0.0029603793886146	-0.0163516572115998	0.0696193947779962	0.814307962943161	ok	proteomics	0.933843245856842	TRUE	FALSE
PDIA6	10	-0.025490180112599	-0.016966926760838	0.0804500469899842	-0.316844813226429	0.3	0.22127181567247	0.742589494275625	32	20	17	15	24.1275620418974	23.7657888730398	0.361773168857638	0.0964705502980934	0.41812311002667	0.817530130523636	ok	proteomics	0.937139944214662	TRUE	FALSE
FABP7	10	-0.00778587581224933	-0.00482600181474136	0.0148363016480581	-0.524785488792514	0.3	0.286320596793059	0.837780909563191	32	20	17	15	26.850672894596	26.7657481210324	0.0849247735636176	0.0424010232951751	0.184170490796876	0.81791536668985	ok	proteomics	0.937243797348852	TRUE	FALSE
PRODH	10	-0.000893374383768598	-0.000875306123671337	0.00794118665068891	-0.112498852257943	0.3	0.47719661998877	0.905849723120519	32	20	17	15	21.6601735890071	21.3920577258552	0.268115863151849	0.011605762974281	0.0507815697855821	0.819224274138308	ok	proteomics	0.938067824346277	TRUE	FALSE
OCIAD2	10	-0.00373774015194741	0	0.0127032524539841	-0.294234894999285	0.3	0.554113130069446	0.968938294141862	16	12	8	8	17.3889621631924	17.6904135620873	-0.301451398894876	-0.0715452216405331	0.312662147283493	0.819004174888619	ok	proteomics	0.938067824346277	FALSE	FALSE
EIF2S3	10	-0.0218319750420233	-0.0120455752400955	0.0501417121502591	-0.435405455972457	0.4	0.262192602406773	0.806593233815048	32	20	17	15	21.2283563187815	21.2330979367642	-0.00474161798274864	-0.0114795153957899	0.0503808595656983	0.819759204323114	ok	proteomics	0.938342579687594	TRUE	FALSE
HNRNPDL	10	-0.0320918398367871	-0.0370306596273365	0.0898474214098865	-0.357181534352368	0.4	0.358951435852626	0.853658649396203	32	20	17	15	23.2883485971263	23.311298614077	-0.0229500169506416	-0.016501444260763	0.0726765603923128	0.82038238897981	ok	proteomics	0.938541232310143	TRUE	FALSE
PSMA4	10	0.00491460323475881	0.00661182135122374	0.0304826806132178	0.161226084317131	0.5	0.683480902201426	1	29	17	16	13	23.1178397267548	23.1000697473805	0.0177699793743678	0.0181139465128484	0.0799756941728016	0.820817890061873	ok	proteomics	0.938541232310143	TRUE	FALSE
CA14	10	0.00358118372666758	-0.00255418265175425	0.0160682305170482	0.222873559280096	0.3	1	1	21	16	11	10	21.0224175886202	20.7676860483928	0.254731540227343	0.246737635953617	1.08852703395767	0.820679489792744	ok	proteomics	0.938541232310143	TRUE	FALSE
MOB4	10	0.0352364143531841	0.0066544771334005	0.140152794767671	0.251414282616303	0.6	0.838463781922464	1	32	20	17	15	21.4656043285566	21.4516530442558	0.0139512843008305	0.0140207626891179	0.0621541809344655	0.821527815358448	ok	proteomics	0.939015444001158	TRUE	FALSE
FUBP3	10	-0.0109082484419623	-0.0191668492679407	0.0602763119413249	-0.180970734450056	0.4	0.918812683274642	1	32	20	17	15	20.1520365039499	20.1133038486954	0.0387326552545559	0.0244303277587534	0.109106067409765	0.82282456576911	ok	proteomics	0.940159821735467	TRUE	FALSE
DYNLT1	10	0.0236631082921208	0.0156994230125482	0.037018373957512	0.639226031896491	0.7	0.102917539402853	0.588505606955251	32	20	17	15	20.7362023423248	20.7751883733902	-0.0389860310654804	-0.016317915472393	0.0730258988721414	0.823182327023729	ok	proteomics	0.9402308733438	TRUE	FALSE
ACSS3	10	0.00351954674977798	0.0014210300481908	0.00760789513238929	0.462617673946913	0.6	0.23395283347059	0.773746688938233	32	20	17	15	21.1659361358543	21.0516899535403	0.114246182314002	0.0285746141071507	0.128811476100598	0.824444022509463	ok	proteomics	0.940321418287057	TRUE	FALSE
PPP2R5B	10	-0.00688709455240537	-0.000321217179159247	0.0163743751374249	-0.420601976845174	0.5	0.414823067184775	0.867355401336879	32	20	17	15	20.8012736254253	20.7855141660182	0.0157594594071	0.0229957215932992	0.103493933170988	0.824162935347064	ok	proteomics	0.940321418287057	TRUE	FALSE
PSMB2	10	0.0109347927118978	0.0155645070404637	0.0374625475587989	0.291885988125479	0.7	0.540817904242618	0.964263921110291	32	20	17	15	23.3271953353252	23.299421842622	0.0277734927032043	0.0157010390083884	0.0707685435327255	0.824419240398128	ok	proteomics	0.940321418287057	TRUE	FALSE
PGRMC1	10	0.00587841061355041	-0.00169798277614247	0.0576522481722138	0.101963250348728	0.5	1	1	32	20	17	15	22.6794054858384	22.6940616405445	-0.0146561547061168	0.0158369432719417	0.0713529096214318	0.824351006740901	ok	proteomics	0.940321418287057	TRUE	FALSE
CC2D1A	10	0.0077555451202159	0.00965227245907508	0.0253275546465706	0.306209787262902	0.6	0.308063229907199	0.837780909563191	32	20	17	15	21.2675936200895	21.2517322420025	0.0158613780870276	-0.765181458274426	3.47415041773542	0.825676496563661	ok	proteomics	0.941228370672158	TRUE	FALSE
NUMBL	10	0.00123199970039579	0.00292428646844043	0.0192862357377326	0.0638797387499233	0.6	0.918812683274642	1	26	19	14	12	20.3335563603089	20.3040836485125	0.0294727117963518	0.2517581549227	1.14408706008113	0.825830991055012	ok	proteomics	0.941228370672158	TRUE	FALSE
NUMB	10	-0.127938707525787	-0.116717518158234	0.125526073685109	-1.01922018087437	0.2	0.0249324556028631	0.363845543463064	26	18	12	14	18.8498915374288	18.8062810501643	0.0436104872644982	0.0243040227516627	0.11208542798101	0.828337080929755	ok	proteomics	0.943746509469036	TRUE	FALSE
ISOC2	10	0.00276087087187278	-0.00106688223100156	0.0209049869136053	0.132067572358822	0.4	0.838463781922464	1	32	20	17	15	22.952977225791	22.9437740661498	0.00920315964125606	0.0141591916563607	0.0654761368601944	0.828793154174454	ok	proteomics	0.943928042760092	TRUE	FALSE
NEDD4L	10	-0.121334667695088	-0.11974847440206	0.155340690829683	-0.781087473263015	0.1	0.0527870006322246	0.482286389372285	19	15	8	11	17.0833495731077	17.1092360427958	-0.0258864696881318	-0.0311359845037571	0.144303692456829	0.829169320225525	ok	proteomics	0.944018470879526	FALSE	FALSE
EIF3L	10	-0.00259161975275237	-0.000931972367427106	0.0474562796972836	-0.0546106810159566	0.5	0.918812683274642	1	32	20	17	15	20.4477855976534	20.330178313271	0.117607284382338	-0.502643413164019	2.33632371860278	0.829655923263962	ok	proteomics	0.94410184904611	TRUE	FALSE
RAB1B	10	-0.000187172492850694	-0.00470428369229467	0.0383470159227495	-0.00488101846641093	0.5	0.918812683274642	1	32	20	17	15	22.7767743344996	22.7775253556078	-0.000751021108190031	-0.0156090970108104	0.0726302716128634	0.829836142701328	ok	proteomics	0.94410184904611	TRUE	FALSE
EPN2	10	-0.0555272981774985	-0.00636405771298981	0.134099487662009	-0.414075393915392	0.5	0.414823067184775	0.867355401336879	32	20	17	15	21.2795674801875	21.1842796926166	0.0952877875709284	0.114692258433069	0.53653685623426	0.830731108732323	ok	proteomics	0.944444480656726	TRUE	FALSE
RASGRF2	10	0.00499398892449827	-0.00990852270048499	0.0502895445895394	0.0993047156274517	0.4	0.475532659596901	0.905849723120519	31	20	16	15	20.995234060566	20.9383629783511	0.0568710822148653	0.0279963629214278	0.13080907489641	0.830527855777845	ok	proteomics	0.944444480656726	TRUE	FALSE
ASPA	10	0.0138075747121478	0.00619366844628635	0.028024793104097	0.492691405815563	0.6	0.262192602406773	0.806593233815048	32	20	17	15	22.6784140091274	22.6947416431024	-0.0163276339749849	-0.0327957240271556	0.154337313391135	0.8317218050159	ok	proteomics	0.944951442108101	TRUE	FALSE
BCAS3	10	-0.0910397232581501	-0.0411286406599131	0.18082409695008	-0.503471189922677	0.5	0.308063229907199	0.837780909563191	32	20	17	15	20.9196302720212	20.9127783953255	0.00685187669563447	0.0253996666195355	0.119781633531116	0.832068214192013	ok	proteomics	0.944951442108101	TRUE	FALSE
GJB1	10	-0.00589254843195396	-0.0072093560494425	0.0275840061169448	-0.21362192304381	0.3	0.635586122278767	1	12	12	5	7	19.70976841181	19.5355241316944	0.174244280115573	0.0556684449034007	0.262469293074696	0.832032860388098	ok	proteomics	0.944951442108101	FALSE	FALSE
EIF4B	10	0.0300938775534941	0.0364232882919976	0.0617617050258221	0.487257881577461	0.7	0.22127181567247	0.742589494275625	32	20	17	15	22.004899090789	21.9808360553948	0.0240630353941924	0.016784866920793	0.0793826555851503	0.832541998403071	ok	proteomics	0.945152068850881	TRUE	FALSE
MAPK3	10	-0.00708010396981097	-0.00281144234222457	0.0283818829802693	-0.24945857097406	0.5	0.414823067184775	0.867355401336879	32	20	17	15	24.1220085975976	24.1153517261571	0.00665687144053351	0.0115238163672307	0.0547803022338442	0.833383404487694	ok	proteomics	0.94576975015175	TRUE	FALSE
IMPACT	10	-0.00885446169887097	-0.00508755702023814	0.0344124701037307	-0.257303868980654	0.4	0.540817904242618	0.964263921110291	32	20	17	15	21.4646503045291	21.4424543505687	0.022195953960356	-0.0140348175256183	0.0674469236234316	0.8351611587027	ok	proteomics	0.947449231752242	TRUE	FALSE
GSN	10	-0.176031508182737	-0.133218753286613	0.101623354309977	-1.73219541293428	0	0.00592153702414871	0.272182974860348	32	20	17	15	27.1149729651	27.0941984278906	0.020774537209391	0.0141346293337569	0.0695307396621291	0.838911459339869	ok	proteomics	0.947881783976244	TRUE	FALSE
ITSN1	10	0.0632139197626188	0.0406635368661158	0.080002797831873	0.790146363324239	0.8	0.0414910873877314	0.44582820057862	32	20	17	15	21.3731900254548	21.359090713974	0.0140993114808268	0.00977622835054624	0.0477575980043847	0.837802462347112	ok	proteomics	0.947881783976244	TRUE	FALSE
RPL10	10	0.106078819067201	0.0682790777412916	0.159125494422002	0.666636226033521	0.6	0.0831311427008039	0.550231530657708	30	18	17	13	22.4265846405013	22.478941660405	-0.052357019903674	-0.112673018720434	0.557072772405874	0.839714199071064	ok	proteomics	0.947881783976244	TRUE	FALSE
RABEP1	10	0.0474998605726237	0.0279305252465871	0.0873236986042637	0.54395154272937	0.8	0.153576396549984	0.678424684837983	32	20	17	15	22.0899499960012	22.077471703491	0.0124782925102878	0.00865928357222068	0.0425207148129166	0.83862812023015	ok	proteomics	0.947881783976244	TRUE	FALSE
MYH14	10	0.016414171517712	0.00380745332104193	0.0378606205304735	0.433542062642647	0.6	0.262192602406773	0.806593233815048	32	20	17	15	22.4438257613935	22.4177091758002	0.0261165855933072	0.00821046064742386	0.0403587901466473	0.838793686772704	ok	proteomics	0.947881783976244	TRUE	FALSE
PPP2R1A	10	0.0119844882713847	0.00555579450776777	0.0340936990822119	0.351516221296079	0.5	0.308063229907199	0.837780909563191	32	20	17	15	24.5666096601001	24.5696180648346	-0.00300840473452268	0.00780838292668566	0.0379646027776439	0.837044515501065	ok	proteomics	0.947881783976244	TRUE	FALSE
CNTN1	10	0.0182100553470604	0.00627974438686228	0.0746978169188326	0.243782965797349	0.7	0.358951435852626	0.853658649396203	32	20	17	15	25.7959057573719	25.842523041831	-0.0466172844591277	-0.0252970723099478	0.122564957858022	0.836480605632892	ok	proteomics	0.947881783976244	TRUE	FALSE
TARDBP	10	-0.00896999652437009	-0.00743303662631413	0.0294748731144369	-0.304326891910404	0.4	0.414823067184775	0.867355401336879	32	20	17	15	21.2024502774662	21.1176343446971	0.0848159327691285	0.0100721323487956	0.049506361362633	0.838782325939785	ok	proteomics	0.947881783976244	TRUE	FALSE
NAA10	10	-0.0135559737680981	-0.00469631141098816	0.0505494081813062	-0.268172749312448	0.5	0.759765825978067	1	32	20	17	15	17.0330902406549	16.9844259511978	0.048664289457161	0.0279139282732121	0.135200534902232	0.83642914690406	ok	proteomics	0.947881783976244	TRUE	FALSE
GNG5	10	0.00623347662184547	0.00500261834421922	0.0471568206100024	0.132186108843039	0.6	0.838463781922464	1	30	19	15	15	19.324969635473	19.3299280445618	-0.00495840908884659	0.0478403247307743	0.232892900559273	0.837245790011998	ok	proteomics	0.947881783976244	TRUE	FALSE
MT1F	10	0.00146174320416055	-0.000257698000429008	0.0100939464097727	0.144813846321328	0.3	0.944182513250483	1	32	20	17	15	18.7997390711438	18.8948344210181	-0.0950953498743168	-0.0425497585497256	0.210140273267911	0.839539423963881	ok	proteomics	0.947881783976244	TRUE	FALSE
BCAP29	10	0.00206746460012267	-0.00934569445841155	0.0454464628121111	0.0454923105604538	0.4	1	1	28	18	15	13	21.3451881007865	21.3355935699672	0.00959453081930661	-0.0148254520895632	0.0732746507342827	0.839660967282584	ok	proteomics	0.947881783976244	TRUE	FALSE
CPT1A	10	0.000950983536752095	-0.00370101241166564	0.0222249692298686	0.0427889697806217	0.4	1	1	32	20	17	15	22.7307850859091	22.7024321015266	0.0283529843825683	-0.0112791495730216	0.0554431233120212	0.838793949243442	ok	proteomics	0.947881783976244	TRUE	FALSE
PSMC4	10	-0.0214318658777586	-0.0187151180765098	0.033125411691995	-0.646991683515823	0.3	0.0831311427008039	0.550231530657708	32	20	17	15	22.002641237327	21.9996024112538	0.00303882607328987	0.00714036838566817	0.0354426164542018	0.840336722398513	ok	proteomics	0.948248000691617	TRUE	FALSE
PSMA6	10	-0.025143262297834	-0.0201844517877841	0.067857695487414	-0.370529268894748	0.2	0.153576396549984	0.678424684837983	32	20	17	15	23.8092317921645	23.8195408466057	-0.0103090544412119	-0.0142966364407809	0.0712748973494306	0.841023514138043	ok	proteomics	0.94868645335926	TRUE	FALSE
PSMD12	10	0.00516395011295248	0.00807407479263313	0.0458612486518646	0.112599422491793	0.6	0.475532659596901	0.905849723120519	32	20	17	15	22.4121495178702	22.4150537062531	-0.00290418838292794	-0.00654770947305536	0.0328207946903742	0.841872574387383	ok	proteomics	0.949307571473331	TRUE	FALSE
PMP2	10	0.00972386514827788	0.0129327562714922	0.0376024574409887	0.258596533578637	0.7	0.185143724157873	0.704059519908048	32	20	17	15	24.5365636345995	24.8906398084953	-0.35407617389583	-0.0573988331382044	0.290243421868765	0.843232050762971	ok	proteomics	0.950503597972009	TRUE	FALSE
PIWIL4	10	-0.0471139917338514	-0.0317694948079032	0.0934944996346711	-0.503922604195422	0.3	0.185143724157873	0.704059519908048	31	20	16	15	21.0223122251874	21.1174004868366	-0.0950882616492166	-0.0469874262424996	0.238358296056787	0.843726282338334	ok	proteomics	0.950723805922154	TRUE	FALSE
ATP6V0A1	10	0.0925285582325972	0.0693856107312729	0.129571316744984	0.714112973125894	0.7	0.0665457213437162	0.514554351548001	32	20	17	15	22.5746398505739	22.4395577971558	0.135082053418081	-0.0559107027901819	0.285293253541342	0.844628753060238	ok	proteomics	0.950730383398662	TRUE	FALSE
RTN4	10	0.0216852475027188	-0.000549196167499266	0.1313382990435	0.165109854936804	0.5	0.759765825978067	1	32	20	17	15	24.8592901273277	24.7844911860214	0.0747989413062875	0.0197518409424907	0.100698994218813	0.844494835461684	ok	proteomics	0.950730383398662	TRUE	FALSE
PSMA5	10	0.00629609315785377	-0.00208347452955329	0.0373457460316132	0.168589299368237	0.5	1	1	32	20	17	15	23.1262769505616	23.1307361058722	-0.00445915531056684	-0.0111574152309342	0.0567560124828734	0.844151833862282	ok	proteomics	0.950730383398662	TRUE	FALSE
SPECC1	10	-0.245629999692967	-0.232997006924213	0.177934889634837	-1.38044877087937	0.1	0.00804523748656169	0.272182974860348	32	20	17	15	20.6290916660176	20.6271392233998	0.00195244261779592	0.0164826615353075	0.0859394114220757	0.847903588696856	ok	proteomics	0.953973844272044	TRUE	FALSE
CA1	10	0.00136498783774692	0	0.00726322818859816	0.187931289270201	0.3	0.554113130069446	0.968938294141862	31	20	17	14	24.6772918374125	24.6131486029665	0.0641432344459645	0.0656629644019821	0.342833056340485	0.848110038227394	ok	proteomics	0.953973844272044	TRUE	FALSE
ADRM1	10	0.00779857378816276	0.00966621112508856	0.0276776814346933	0.281763983972568	0.6	0.610298655976554	0.991220451757667	32	20	17	15	20.0951269079869	20.2180889959904	-0.122962088003526	0.0563220795345153	0.295327211852303	0.848752201490326	ok	proteomics	0.954021467470222	TRUE	FALSE
ASPN	10	0.01477565607506	0.00138964939128411	0.0363333085521838	0.406669710627604	0.6	0.635586122278767	1	9	8	2	7	20.3661169322904	20.0564257609467	0.309691171343655	0.0847577556423643	0.44367905438012	0.84849900642477	ok	proteomics	0.954021467470222	FALSE	FALSE
FKBP8	10	0.0195455024781378	0.015431486078644	0.0457479088930862	0.427243626016131	0.7	0.153576396549984	0.678424684837983	32	20	17	15	21.1256241504548	21.2646079008995	-0.138983750444677	0.0329237275928137	0.173143763644133	0.849189594889571	ok	proteomics	0.954142034020502	TRUE	FALSE
PRPF19	10	-0.0174556262014207	-0.00619701805337308	0.0312279719881049	-0.558974057235281	0.3	0.22127181567247	0.742589494275625	32	20	17	15	22.3572234453114	22.3294958922366	0.027727553074758	0.0130152375914468	0.0685704406244883	0.849459365088357	ok	proteomics	0.954142034020502	TRUE	FALSE
