gene	n_paired_donors	mean_delta	median_delta	sd_delta	dz	positive_fraction	wilcoxon_p	wilcoxon_fdr_bh
ADORA3	10	-0.0176502784746128	-0.0142545681639634	0.053567444684493	-0.329496368149931	0.4	0.308063229907199	0.837780909563191
FRMD5	10	-0.0176831180415399	-0.0135984077317769	0.0652158923976434	-0.271147375147762	0.3	0.308063229907199	0.837780909563191
TMEM192	10	-0.0177998309955082	-0.0109483131922209	0.0434016697681385	-0.410118575865834	0.5	0.308063229907199	0.837780909563191
CASC3	10	-0.0179995013829402	-0.0116139330087748	0.0464956775412553	-0.38712203660156	0.4	0.308063229907199	0.837780909563191
LARGE1	10	-0.0181615219767563	-0.0187426097139596	0.0613751126888931	-0.295910201726487	0.4	0.308063229907199	0.837780909563191
ABRAXAS2	10	-0.0181695788106565	-0.0272919322199394	0.0500116970413677	-0.363306583970294	0.4	0.308063229907199	0.837780909563191
TMED8	10	-0.0183571922061247	-0.0214899673787457	0.0489497314289899	-0.375021305944343	0.3	0.308063229907199	0.837780909563191
SLC35D2	10	-0.0187815024114401	-0.0204383214416124	0.0498951204691902	-0.376419622496703	0.3	0.308063229907199	0.837780909563191
ZBTB7A	10	-0.0188990649139224	-0.0234803592166904	0.0493841339076434	-0.382695076707568	0.5	0.308063229907199	0.837780909563191
OXNAD1	10	-0.0189283923469259	-0.0146378232633915	0.0523913517367999	-0.361288489787725	0.4	0.308063229907199	0.837780909563191
PCCB	10	-0.0190950971724761	-0.00817109182998104	0.0407430017118757	-0.468671830011736	0.4	0.308063229907199	0.837780909563191
PEX26	10	-0.0192819921088781	-0.0161555820588824	0.0567080192446105	-0.340022317226512	0.3	0.308063229907199	0.837780909563191
PUS7	10	-0.0193059579667855	-0.0223194050535851	0.0542427001567425	-0.355918085032603	0.3	0.308063229907199	0.837780909563191
KTN1	10	-0.0194140677653032	-0.0439530467304584	0.102045991230239	-0.190248215841235	0.3	0.308063229907199	0.837780909563191
SERPINI1	10	-0.0197737765745234	-0.0160443595387315	0.0606675290566603	-0.325936738845185	0.4	0.308063229907199	0.837780909563191
HNRNPA1	10	-0.0198000453022425	-0.0270167056923819	0.0680817138209762	-0.29082765681116	0.4	0.308063229907199	0.837780909563191
UIMC1	10	-0.0200411068056368	-0.0363684976453514	0.0630427344251372	-0.317897169093061	0.3	0.308063229907199	0.837780909563191
STARD3NL	10	-0.0202439115515484	-0.0104436214611715	0.062573964211457	-0.323519722725858	0.3	0.308063229907199	0.837780909563191
RALGAPB	10	-0.0203263251635758	-0.0258490889014257	0.0541045345058401	-0.375686166588897	0.2	0.308063229907199	0.837780909563191
VHL	10	-0.0203436118035075	-0.0124196743284146	0.0511550323728311	-0.397685444810942	0.4	0.308063229907199	0.837780909563191
ZUP1	10	-0.0205877233481135	-0.0134288364625922	0.0454691814317857	-0.452784121020516	0.4	0.308063229907199	0.837780909563191
GRK2	10	-0.0206415016566401	-0.0089595641595466	0.0405751539888042	-0.508722694246229	0.4	0.308063229907199	0.837780909563191
MTMR3	10	-0.0207435032672434	-0.0239366252679373	0.0631709767466402	-0.328370785692287	0.3	0.308063229907199	0.837780909563191
XBP1	10	-0.0208153953270326	-0.0136742725347457	0.0564197409148862	-0.368938158692261	0.3	0.308063229907199	0.837780909563191
LDHA	10	-0.0208364426315341	-0.00619177085493576	0.0441915028398169	-0.471503372652	0.5	0.308063229907199	0.837780909563191
AKAP8L	10	-0.0209461463123365	-0.0108148768688208	0.0457835685634709	-0.457503575399508	0.5	0.308063229907199	0.837780909563191
SLC35B3	10	-0.0211911906949145	-0.0135460979838956	0.0459647429650493	-0.461031419473572	0.3	0.308063229907199	0.837780909563191
MCM5	10	-0.0214713085791263	-0.0100780218018792	0.0375662445694882	-0.571558558093549	0.4	0.308063229907199	0.837780909563191
RABGAP1	10	-0.0215805322952864	-0.0332696607744172	0.0690907957694372	-0.312350321847541	0.4	0.308063229907199	0.837780909563191
PRPF39	10	-0.0216652458531687	-0.01236658314275	0.0511985840604288	-0.423161035617656	0.5	0.308063229907199	0.837780909563191
ANK3	10	-0.0217065034898868	-0.0289306453570304	0.0728983099686305	-0.297764152546575	0.3	0.308063229907199	0.837780909563191
NOTCH1	10	-0.0217961494080561	-0.0155029723088138	0.0620265827103032	-0.351400132905202	0.3	0.308063229907199	0.837780909563191
MAP4K5	10	-0.0220142066034621	-0.0293358604907463	0.0591399094238751	-0.372239437258503	0.3	0.308063229907199	0.837780909563191
PLK3	10	-0.022051698148735	-0.00839244698958302	0.045988738870204	-0.479502127922501	0.5	0.308063229907199	0.837780909563191
RALY	10	-0.0221405181048042	-0.0520101485570191	0.0801392862509842	-0.276275459148256	0.4	0.308063229907199	0.837780909563191
FBXO3	10	-0.0221627315730798	-0.00957749335913338	0.0681666124447697	-0.325125905164154	0.5	0.308063229907199	0.837780909563191
MCMBP	10	-0.0221772373341705	-0.0193195238014829	0.0748369899013087	-0.296340584561415	0.3	0.308063229907199	0.837780909563191
ZDHHC5	10	-0.022415203915949	-0.0157757422537068	0.0703128024903099	-0.318792639776207	0.3	0.308063229907199	0.837780909563191
GABPB1	10	-0.0226342078019251	-0.0183672788187968	0.0634912908216609	-0.356493111244214	0.3	0.308063229907199	0.837780909563191
TRAP1	10	-0.0226372815218255	-0.0185966206149238	0.0549908093028404	-0.411655725907933	0.4	0.308063229907199	0.837780909563191
PREPL	10	-0.022639060807531	-0.0154264076793705	0.0617512489914863	-0.36661705110859	0.4	0.308063229907199	0.837780909563191
RAD18	10	-0.0227403097192058	-0.0116232572441899	0.0580410122632826	-0.391797262529681	0.4	0.308063229907199	0.837780909563191
FIG4	10	-0.0228000921663258	-0.0257863564718127	0.106864876979336	-0.213354404279477	0.4	0.308063229907199	0.837780909563191
PHF6	10	-0.0229897037536239	-0.00523888185958085	0.0616733978023063	-0.372765318157389	0.4	0.308063229907199	0.837780909563191
PPA1	10	-0.0230183127501621	-0.0125434928682737	0.0511932426050062	-0.449635763996538	0.4	0.308063229907199	0.837780909563191
PIK3C2A	10	-0.0232873244952263	-0.0228301682914502	0.0617934265742367	-0.376857633347936	0.3	0.308063229907199	0.837780909563191
SBNO1	10	-0.0242883819442219	-0.0416279474397282	0.0680082561502746	-0.357138725782838	0.2	0.308063229907199	0.837780909563191
TTC21B	10	-0.0243934277698917	-0.0136732195270946	0.0621118166049777	-0.392734089956351	0.4	0.308063229907199	0.837780909563191
CIAO1	10	-0.0249883125267123	-0.00632007573058399	0.0531001068838492	-0.470588742530624	0.4	0.308063229907199	0.837780909563191
CSNK1D	10	-0.0252045452035711	-0.0306658764296646	0.058013875963106	-0.434457184339829	0.4	0.308063229907199	0.837780909563191
NUS1	10	-0.0252639802965728	-0.0150640427549788	0.061156644125798	-0.413102789692078	0.4	0.308063229907199	0.837780909563191
ACSL3	10	-0.0254581030976495	-0.00982271479193958	0.0698876953118089	-0.364271607241681	0.4	0.308063229907199	0.837780909563191
PIBF1	10	-0.0257771290595521	-0.0372826836924263	0.0717798081730356	-0.359113930722866	0.3	0.308063229907199	0.837780909563191
AC007038.1	10	-0.025903843609554	-0.0329313077540267	0.0728149858405501	-0.355748796906699	0.4	0.308063229907199	0.837780909563191
SYNRG	10	-0.0259554873272548	-0.0361938189297924	0.0673765667055786	-0.385230186047841	0.4	0.308063229907199	0.837780909563191
FOXJ3	10	-0.0263336952920144	-0.00937005882240274	0.109430381672636	-0.240643365119501	0.2	0.308063229907199	0.837780909563191
XRN2	10	-0.0264187366049924	-0.0446829502307254	0.0745839218704805	-0.354214902387006	0.4	0.308063229907199	0.837780909563191
DNAJB11	10	-0.0265783019139551	-0.0229634632491235	0.069444240018267	-0.382728674213496	0.4	0.308063229907199	0.837780909563191
MIGA1	10	-0.0269152241579868	-0.00914145365561897	0.0587731132218229	-0.457951309409163	0.4	0.308063229907199	0.837780909563191
SPG11	10	-0.027073428827385	-0.0047237911090196	0.0681513389273815	-0.397254540460798	0.4	0.308063229907199	0.837780909563191
LRRC37A2	10	-0.0274667870305977	-0.0221079217143812	0.06899413741173	-0.398103202112473	0.3	0.308063229907199	0.837780909563191
RORA	10	-0.0277928875592484	-0.038401444619648	0.0638693865131669	-0.435151941744717	0.3	0.308063229907199	0.837780909563191
NFKB1	10	-0.027858316379478	-0.0723127209993075	0.112256977698414	-0.248165565746135	0.4	0.308063229907199	0.837780909563191
CTBS	10	-0.028827197478258	-0.0155078570780371	0.0798576363342869	-0.360982353116317	0.3	0.308063229907199	0.837780909563191
HDAC5	10	-0.0301413453372442	-0.0130537561176435	0.073997863875662	-0.407327235660348	0.5	0.308063229907199	0.837780909563191
TRIM36	10	-0.0303833858113178	-0.0465788170256043	0.0738381378287307	-0.411486349801951	0.3	0.308063229907199	0.837780909563191
CYREN	10	-0.0312276863449349	-0.0142856178448948	0.0777129654970856	-0.401833672736449	0.4	0.308063229907199	0.837780909563191
PRELID2	10	-0.0322836643132721	-0.023025795548041	0.0826845078937621	-0.390443931222908	0.4	0.308063229907199	0.837780909563191
IKBKB	10	-0.0325502873551128	-0.0197384641699098	0.0836835712525632	-0.388968669332642	0.4	0.308063229907199	0.837780909563191
FAM228B	10	-0.0325601484830717	-0.0293306227140053	0.0827865410452621	-0.393302438681066	0.3	0.308063229907199	0.837780909563191
CCDC47	10	-0.0326787334717415	-0.0084327488817504	0.0666430060777779	-0.490355033408948	0.5	0.308063229907199	0.837780909563191
RNF149	10	-0.0327274514778774	-0.0322982099564791	0.113702458183881	-0.287834159442272	0.2	0.308063229907199	0.837780909563191
CSDE1	10	-0.0329337297923513	-0.0287738345927362	0.105307158609196	-0.312739705707672	0.3	0.308063229907199	0.837780909563191
SPAST	10	-0.0333925478382634	-0.0176982427102869	0.0824836364478676	-0.404838453738258	0.5	0.308063229907199	0.837780909563191
NEK10	10	-0.0337594899650971	-0.026434164375314	0.101822044431104	-0.331553841348568	0.3	0.308063229907199	0.837780909563191
CUL3	10	-0.0340078153437656	-0.018588401656395	0.102549577228043	-0.331623164746368	0.4	0.308063229907199	0.837780909563191
EVI2A	10	-0.0341847214950489	-0.0227525227340602	0.0968843761341831	-0.352840394489445	0.5	0.308063229907199	0.837780909563191
KDM7A	10	-0.0347135897675217	-0.0507536370898776	0.08643157115166	-0.401630900664878	0.4	0.308063229907199	0.837780909563191
DIS3	10	-0.0350527746710365	-0.0208366129895392	0.0854982408720352	-0.409982407983105	0.4	0.308063229907199	0.837780909563191
PHKB	10	-0.0367738573535858	-0.0265648019417423	0.089079334595811	-0.412821419473368	0.4	0.308063229907199	0.837780909563191
AL035530.2	10	-0.0370290818762836	-0.00881001326538566	0.0908983764881788	-0.407367912463202	0.4	0.308063229907199	0.837780909563191
FBXO11	10	-0.0376241415271949	-0.0284821520832162	0.145636731330437	-0.258342391946639	0.4	0.308063229907199	0.837780909563191
VPS13D	10	-0.0379615749183876	-0.0425694661139276	0.0987958171472685	-0.384242734303222	0.3	0.308063229907199	0.837780909563191
TOP1	10	-0.0395478449636074	-0.0375633572849439	0.120061435312162	-0.32939673643566	0.4	0.308063229907199	0.837780909563191
PSD3	10	-0.0400282019075476	-0.0397225303526623	0.0886338431649646	-0.45161306875803	0.3	0.308063229907199	0.837780909563191
RNF10	10	-0.0402514285476125	-0.0165415737436808	0.0785302592940802	-0.512559475919708	0.5	0.308063229907199	0.837780909563191
FOXK2	10	-0.0403383614667351	-0.0106591626947762	0.0848927722223066	-0.475168384902098	0.5	0.308063229907199	0.837780909563191
AC092821.3	10	-0.0404038177801841	-0.0191270598909817	0.097729532154935	-0.413424856225958	0.3	0.308063229907199	0.837780909563191
RYK	10	-0.04042674319375	-0.0295457174699401	0.110375461577857	-0.366265677314822	0.4	0.308063229907199	0.837780909563191
IFNGR2	10	-0.0408705770068268	-0.0347253419132495	0.108493034000616	-0.37671153160483	0.4	0.308063229907199	0.837780909563191
GNB1	10	-0.0411092483767405	-0.0254003925060435	0.105146480277957	-0.390971226693154	0.4	0.308063229907199	0.837780909563191
SIL1	10	-0.0424465551527216	-0.0256513072428007	0.105845627062912	-0.401023229117366	0.3	0.308063229907199	0.837780909563191
PRDM2	10	-0.04284063376041	-0.0171068300568591	0.114467294014423	-0.374260911199771	0.3	0.308063229907199	0.837780909563191
MGAT5	10	-0.0440746387834175	-0.0132797007851662	0.169719214338945	-0.259691508442858	0.3	0.308063229907199	0.837780909563191
LARS2	10	-0.0464290224128527	-0.0245998064206536	0.130686708532163	-0.355269659281581	0.4	0.308063229907199	0.837780909563191
VSIG4	10	-0.0467236448185071	-0.0514536387077964	0.107153147780067	-0.43604547123905	0.4	0.308063229907199	0.837780909563191
GNG2	10	-0.0561814305705185	-0.0228528155185772	0.149318973745455	-0.376251116393898	0.3	0.308063229907199	0.837780909563191
DST	10	-0.0562009140681182	-0.0424548095825134	0.15024841796006	-0.374053283429966	0.4	0.308063229907199	0.837780909563191
MAP2K5	10	-0.0569059088247349	-0.0558477385197597	0.143970772550274	-0.395260147714104	0.2	0.308063229907199	0.837780909563191
PDS5A	10	-0.0619350292307922	-0.048119786104977	0.149299209723276	-0.41483829248385	0.3	0.308063229907199	0.837780909563191
BCAS3	10	-0.0910397232581501	-0.0411286406599131	0.18082409695008	-0.503471189922677	0.5	0.308063229907199	0.837780909563191
VPS8	10	0.0671729445237649	0.0528650004307393	0.200290628657334	0.335377371243302	0.7	0.308063229907199	0.837780909563191
SERF2	10	0.0554166786459858	0.075712001079847	0.125275390577481	0.442358857478169	0.7	0.308063229907199	0.837780909563191
DUSP16	10	0.053023184899383	0.0208532005654108	0.132568866596249	0.399967098314797	0.6	0.308063229907199	0.837780909563191
RPL15	10	0.0516404203090306	0.0521124447426196	0.133172586202537	0.387770649963143	0.7	0.308063229907199	0.837780909563191
FAM110B	10	0.0440671417396782	0.0104892830442846	0.108681311362931	0.405471200034751	0.7	0.308063229907199	0.837780909563191
EFR3A	10	0.0434612073468588	0.0338261704557375	0.100763202294571	0.431320227594638	0.6	0.308063229907199	0.837780909563191
REPS2	10	0.0407455993493204	0.0171394466711001	0.107120088441108	0.38037309287437	0.7	0.308063229907199	0.837780909563191
MORF4L2	10	0.0376430485049705	0.00458988987524478	0.0743409620666739	0.506356757546529	0.6	0.308063229907199	0.837780909563191
MTFR1	10	0.0374710342278924	0.0195225401667956	0.0894193192153568	0.419048529520198	0.6	0.308063229907199	0.837780909563191
GTDC1	10	0.0368346585088189	0.0399026845995147	0.114038141954657	0.323002969685921	0.7	0.308063229907199	0.837780909563191
CALCOCO2	10	0.0357068146996232	0.0322023429760528	0.0880006894915069	0.40575607879833	0.6	0.308063229907199	0.837780909563191
NT5C2	10	0.0351641876582448	0.00897689346063063	0.079274246781698	0.443576433530532	0.5	0.308063229907199	0.837780909563191
UBE2R2	10	0.0339473186977666	0.0379629406364004	0.0736948070879002	0.460647364980217	0.7	0.308063229907199	0.837780909563191
CCNH	10	0.031181365613093	0.0151383823972071	0.0758344386119054	0.411176850305025	0.5	0.308063229907199	0.837780909563191
MALT1	10	0.0298785476770433	0.0188813660764039	0.0699101422744048	0.427385021757884	0.7	0.308063229907199	0.837780909563191
IFI27L2	10	0.0276346501643074	0.0254271043830274	0.0690983105094046	0.399932356675295	0.6	0.308063229907199	0.837780909563191
KDM3A	10	0.0271927428563076	0.030753036845949	0.0969184783453804	0.280573357326175	0.6	0.308063229907199	0.837780909563191
STX18	10	0.0263655980913556	0.011995209471668	0.0683489636945327	0.385749785603035	0.7	0.308063229907199	0.837780909563191
COLGALT1	10	0.0263237449848658	0.00247258423817248	0.0591834469467312	0.444782221092308	0.6	0.308063229907199	0.837780909563191
PTN	10	0.0263061050918125	0.0184840072594931	0.0689910057652314	0.381297602492261	0.5	0.308063229907199	0.837780909563191
ITGB1	10	0.0257902162106759	0.0249657851858042	0.0943277759503566	0.273410625352271	0.6	0.308063229907199	0.837780909563191
LRIF1	10	0.0254192345217024	0.0214188548462419	0.0739440106740436	0.343763264799825	0.7	0.308063229907199	0.837780909563191
UQCRH	10	0.0252715414673771	0.00827761275891348	0.087746528010604	0.288006170048382	0.7	0.308063229907199	0.837780909563191
COX6B1	10	0.0250954375694599	0.0088161394182149	0.0573311324917263	0.437727923359643	0.6	0.308063229907199	0.837780909563191
AP001011.1	10	0.0243038523154497	0.0127078794952364	0.065343710386571	0.371938663593925	0.6	0.308063229907199	0.837780909563191
ZDHHC7	10	0.0235812694173193	0.0277695632457805	0.0678354233480982	0.347624710710681	0.6	0.308063229907199	0.837780909563191
PFDN1	10	0.0233084114166931	0.00559089861282999	0.0506078264891746	0.460569303873955	0.6	0.308063229907199	0.837780909563191
DNAJC21	10	0.0231925087912431	0.0118540241755933	0.079027735637229	0.293473026959885	0.7	0.308063229907199	0.837780909563191
ZNF318	10	0.0228267582588576	0.00934249708229768	0.0580934449017565	0.392931737779719	0.6	0.308063229907199	0.837780909563191
AL139317.5	10	0.022776150511133	0.0161029637036429	0.0598490728729083	0.380559788444827	0.7	0.308063229907199	0.837780909563191
EI24	10	0.0224704062062327	0.00628454290546054	0.0483585249100812	0.464662771414444	0.5	0.308063229907199	0.837780909563191
DOCK7	10	0.0223482204498666	0.0539161878406945	0.116117196883845	0.192462624396817	0.8	0.308063229907199	0.837780909563191
ADAR	10	0.0216975770133858	0.0140741939034507	0.0530769830703349	0.408794467172961	0.7	0.308063229907199	0.837780909563191
IGHMBP2	10	0.0216484484049978	0.00883577507468165	0.0525422633006285	0.412019716035697	0.6	0.308063229907199	0.837780909563191
DDX54	10	0.0215809578471208	0.00737671672817238	0.0629956067009638	0.342578776160762	0.6	0.308063229907199	0.837780909563191
ARMC2	10	0.0210815650681488	0.00918537846034301	0.0571775239171395	0.368703707748866	0.5	0.308063229907199	0.837780909563191
PTP4A2	10	0.0204363471531108	0.034373772054381	0.0875162221688028	0.233514960388633	0.8	0.308063229907199	0.837780909563191
SGCB	10	0.020101968055479	0.00150683760143146	0.0494987146348449	0.406110910228125	0.7	0.308063229907199	0.837780909563191
SLC25A6	10	0.0194357833638688	0.0113733289664307	0.0525483045472265	0.369865089489259	0.5	0.308063229907199	0.837780909563191
ERBB4	10	0.0194242581649924	0.0231685981118519	0.0563256163120539	0.344856557935889	0.6	0.308063229907199	0.837780909563191
NFE2L2	10	0.0188812809498387	0.011827208901189	0.0419367851041115	0.450231959912147	0.5	0.308063229907199	0.837780909563191
AC066613.1	10	0.0188292203682429	0.0040667089118839	0.0433204109043772	0.434650086994913	0.6	0.308063229907199	0.837780909563191
HPSE	10	0.0188102147931	0.0113536123268634	0.0514736683901316	0.365433733040605	0.7	0.308063229907199	0.837780909563191
IER5L	10	0.018678129591421	0.0129950555630718	0.0484474539640902	0.385533770366249	0.6	0.308063229907199	0.837780909563191
PTGDS	10	0.0186345455582383	0.0484473608117754	0.135036529181691	0.137996330853303	0.8	0.308063229907199	0.837780909563191
ZNF322	10	0.0181420877180554	0.017877058471291	0.0541919394197894	0.334774653062711	0.6	0.308063229907199	0.837780909563191
BRCC3	10	0.01808170146479	0.00766689406119384	0.0455641456493256	0.396840568545975	0.6	0.308063229907199	0.837780909563191
ARL8A	10	0.0180561924354615	0.0150649520401564	0.0544477432617111	0.331624257568798	0.6	0.308063229907199	0.837780909563191
RNF208	10	0.0179019093922003	0.00205408785623984	0.0404812879174308	0.44222677471909	0.6	0.308063229907199	0.837780909563191
UBAP2	10	0.0178885414203895	0.0210840674367377	0.0516895229468839	0.346076736648774	0.8	0.308063229907199	0.837780909563191
RABL6	10	0.0178845298641454	0.0306572875034526	0.0571350144259384	0.31302223415605	0.7	0.308063229907199	0.837780909563191
LATS2	10	0.017844991844029	0.0310483852829878	0.049562584535261	0.360049662691284	0.6	0.308063229907199	0.837780909563191
ARL3	10	0.0176681578964443	0.0129774416817299	0.0470324714755465	0.375658717097836	0.6	0.308063229907199	0.837780909563191
ANXA5	10	0.0175794813508465	0.0256610475673888	0.0583661763478083	0.301192958848103	0.7	0.308063229907199	0.837780909563191
CDC5L	10	0.017056779708238	0.0284435746123055	0.0683948061362539	0.249387061266875	0.7	0.308063229907199	0.837780909563191
LRRC37B	10	0.0164694436453674	0.0148868534899942	0.0379656870658129	0.433798119254839	0.6	0.308063229907199	0.837780909563191
ELMOD2	10	0.0162567637137528	0.0317899140409164	0.0464875219293383	0.349701662705604	0.7	0.308063229907199	0.837780909563191
ACTL6A	10	0.0161380760637781	0.0103644684607699	0.0379873973793043	0.424827105227541	0.6	0.308063229907199	0.837780909563191
ANKRD42	10	0.0160575524457093	0.00915511566003245	0.0346233162861208	0.463778579527525	0.6	0.308063229907199	0.837780909563191
NDUFS7	10	0.0159636838079336	0.0177053589086788	0.0370330485689423	0.431065883712353	0.7	0.308063229907199	0.837780909563191
NFASC	10	0.0158893349619405	0.0152397069802533	0.0398783944265323	0.398444701458914	0.6	0.308063229907199	0.837780909563191
FAM174B	10	0.0158719719007461	0.0209674245483258	0.0477400453810879	0.332466627839314	0.6	0.308063229907199	0.837780909563191
GPS1	10	0.0157175250065202	0.00435194579725613	0.03689426229614	0.426015429726174	0.7	0.308063229907199	0.837780909563191
GTF3C6	10	0.0154959716642722	0.00534458507219069	0.0390246362233958	0.39708177100142	0.7	0.308063229907199	0.837780909563191
MDN1	10	0.0150897443411231	0.00552403840405605	0.0651140752599238	0.231743202692929	0.7	0.308063229907199	0.837780909563191
OSCP1	10	0.0150466271269148	0.00697057833672595	0.034652963642287	0.434208954888737	0.6	0.308063229907199	0.837780909563191
SV2B	10	0.0149907868552977	0.00234999801312371	0.037408501376143	0.400732087729608	0.7	0.308063229907199	0.837780909563191
EDDM13	10	0.0147002966438524	0.00730565087057734	0.0357681684193276	0.410988241598329	0.6	0.308063229907199	0.837780909563191
NUDT21	10	0.0146991401130765	0.0218262343246842	0.0464222579549401	0.316639921464921	0.7	0.308063229907199	0.837780909563191
RESF1	10	0.0146820784159388	0.0188674885999663	0.0573474028583326	0.256019936111292	0.7	0.308063229907199	0.837780909563191
TLR7	10	0.0146368079146772	0.00742270303943308	0.039407096957922	0.371425683305372	0.7	0.308063229907199	0.837780909563191
YARS	10	0.0141547100445957	0.0203053704469857	0.0440442089990319	0.321375053980577	0.6	0.308063229907199	0.837780909563191
CLECL1	10	0.0139861056127975	0.0121053806112336	0.043658679504748	0.320351091041966	0.7	0.308063229907199	0.837780909563191
AP002807.1	10	0.0139257640589842	0.00474239408658791	0.0347112095179451	0.40118924844105	0.6	0.308063229907199	0.837780909563191
MARF1	10	0.0138690396338984	0.0218493865265964	0.0855018408134151	0.162207497545741	0.7	0.308063229907199	0.837780909563191
MAP3K11	10	0.0137552864900432	0.0213410310265696	0.0374893961383185	0.366911391138244	0.6	0.308063229907199	0.837780909563191
TOLLIP	10	0.0137448462276825	0.0122978092808851	0.0345185536208466	0.398187200386683	0.6	0.308063229907199	0.837780909563191
FBXO32	10	0.0135051251876825	0.0114111502759184	0.041006510909	0.329340997034654	0.6	0.308063229907199	0.837780909563191
ZNF175	10	0.0128527370225078	0.0073419426858117	0.031807695555151	0.404076334301632	0.6	0.308063229907199	0.837780909563191
TMEM132D	10	0.0127797014826741	0.00416445565445662	0.0274052972082382	0.466322309353842	0.6	0.308063229907199	0.837780909563191
ZNF414	10	0.012737902633744	0.00567179761682562	0.0276898789377952	0.460020163409145	0.6	0.308063229907199	0.837780909563191
AC010618.3	10	0.0126998097494763	0.0109692770868191	0.0308026209022099	0.412296401328796	0.7	0.308063229907199	0.837780909563191
UBXN8	10	0.0126411780625425	0.00627919788139092	0.0332398166062119	0.38030228061427	0.7	0.308063229907199	0.837780909563191
COX14	10	0.0124600535774722	0.0162219312640556	0.0319206983661953	0.39034401548895	0.7	0.308063229907199	0.837780909563191
EMD	10	0.0121424632026312	0.00922926131236625	0.0273581073563935	0.443834182111048	0.6	0.308063229907199	0.837780909563191
TPR	10	0.0120929749710866	0.0108708188503127	0.0341730102704876	0.353875028139686	0.6	0.308063229907199	0.837780909563191
ATG12	10	0.0120327358279738	0.01246097146469	0.0328357975743005	0.366451760483241	0.7	0.308063229907199	0.837780909563191
SAR1B	10	0.0119860020707926	0.0109352694512527	0.0309605125373445	0.3871383607211	0.6	0.308063229907199	0.837780909563191
PPP2R1A	10	0.0119844882713847	0.00555579450776777	0.0340936990822119	0.351516221296079	0.5	0.308063229907199	0.837780909563191
VSIG10	10	0.0119809384044179	0.00666273847461335	0.0320622080028898	0.373677895275896	0.6	0.308063229907199	0.837780909563191
BCOR	10	0.011778643284149	0.00573082397964014	0.0333214667383731	0.353485138473351	0.6	0.308063229907199	0.837780909563191
CC2D1B	10	0.0117054974165658	0.00315927886500227	0.039897382588116	0.293390108754965	0.7	0.308063229907199	0.837780909563191
SCAMP3	10	0.0116475772206588	0.00484924973782583	0.024238663972545	0.480537097005508	0.6	0.308063229907199	0.837780909563191
ATAD5	10	0.0116288865651992	0.00913579939976138	0.0326850604694522	0.355785989016839	0.7	0.308063229907199	0.837780909563191
VAMP8	10	0.0115325036121056	0.00106033633535773	0.0254836055033262	0.452545995134022	0.6	0.308063229907199	0.837780909563191
NDFIP2	10	0.0113497231138498	0.00711518086329649	0.02627883775102	0.431895931676403	0.7	0.308063229907199	0.837780909563191
AC027117.2	10	0.0113209227072809	0.00683841941882801	0.0298767219465482	0.378921179088353	0.6	0.308063229907199	0.837780909563191
FEM1B	10	0.0112353118863203	0.0213499114317517	0.0783397659796165	0.143417736137273	0.7	0.308063229907199	0.837780909563191
POLE4	10	0.0111195165194295	0.00905315769307249	0.0295159053222418	0.376729644509681	0.6	0.308063229907199	0.837780909563191
KYAT1	10	0.0110827964495569	0.0095816058424637	0.036714609953217	0.301863385275751	0.7	0.308063229907199	0.837780909563191
CEP112	10	0.0107428918918485	0.0157950863185244	0.0452482372595579	0.23742122439431	0.7	0.308063229907199	0.837780909563191
ANAPC4	10	0.0106077974315709	0.0286247230636948	0.078660611350219	0.134855263002496	0.6	0.308063229907199	0.837780909563191
ANKRD9	10	0.0103747394606477	0.00563203016817696	0.0242804218724345	0.427288270160829	0.7	0.308063229907199	0.837780909563191
KIFC3	10	0.0103132506638795	0.00751177267882647	0.0473823460471127	0.217660194656148	0.7	0.308063229907199	0.837780909563191
LRRC47	10	0.010272366824924	0.0068342584541855	0.0251513399018792	0.408422249669349	0.7	0.308063229907199	0.837780909563191
TSPYL1	10	0.0101874520083391	0.0174521462944077	0.0311863277007764	0.326664046696509	0.7	0.308063229907199	0.837780909563191
GNAL	10	0.0101086507968057	0.00500524248979956	0.02196952588542	0.460121481434166	0.6	0.308063229907199	0.837780909563191
ZFYVE19	10	0.00999498236953109	0.00223785846564616	0.0240770757759063	0.415124430498032	0.6	0.308063229907199	0.837780909563191
ENAH	10	0.00994198566618842	0.00688815202724356	0.0249519495559127	0.398445245487143	0.6	0.308063229907199	0.837780909563191
TMEM150C	10	0.00993436775745866	0.00324773394911079	0.0234298279226881	0.424005152331435	0.6	0.308063229907199	0.837780909563191
TRAPPC1	10	0.00990275567093641	0.0155002681456876	0.0341899817731506	0.28963910354328	0.7	0.308063229907199	0.837780909563191
CCDC77	10	0.00990231596379757	0.0139408052363415	0.0291339276014024	0.339889495823451	0.6	0.308063229907199	0.837780909563191
FIBP	10	0.00981276828501373	0.0111663446030389	0.0237272076071319	0.413566081921255	0.7	0.308063229907199	0.837780909563191
MFAP3L	10	0.00979241083972645	0.00372220731068672	0.023408938272543	0.41831930716876	0.6	0.308063229907199	0.837780909563191
GAMT	10	0.00969757792493826	0.00658004894348195	0.0239954237947235	0.404142806890983	0.7	0.308063229907199	0.837780909563191
UNC119	10	0.00934428284227158	0.00667433710630112	0.0263896286539771	0.354089213031171	0.6	0.308063229907199	0.837780909563191
POLE	10	0.00914808237824688	0.00695577265806109	0.029336953687036	0.311827958548042	0.7	0.308063229907199	0.837780909563191
