gene	paired_donors	mean_delta_active_minus_inactive	paired_dz	positive_fraction	wilcoxon_p
ALOX5AP	3	0.5520813565051487	1.012389713437968	0.6666666666666666	0.5
APOE	3	0.7939234610955008	14.465807656075876	1.0	0.25
C1QA	3	-0.22982939362134522	-0.35411736629286156	0.3333333333333333	0.5
GPNMB	3	1.7406784310086232	1.401125076066889	1.0	0.25
PTGS1	3	-0.009310871862882783	-0.025189253609745273	0.6666666666666666	1.0
PTGS2	3	1.487148928431887	1.1032603435245472	0.6666666666666666	0.5
TBXA2R	3	-1.1857900234004974	-1.0310495517305647	0.0	0.5
TBXAS1	3	0.3591310185666871	0.3832868164435696	0.3333333333333333	1.0
TREM2	3	0.39465593677398303	2.1077127855519473	1.0	0.25
