row	hla_ii_apc	ifn_apc	lysosomal_apc	mif_cd74_receptor_state
GSE198520_RA_synovium_antiTNF|bulk_synovium|baseline_pre|good_vs_moderate_none	-0.1721101177801253	0.5592652214368048	1.0922302901235912	1.1478183616129582
GSE198520_RA_synovium_antiTNF|bulk_synovium|baseline_pre|moderate_good_vs_none	-0.37246878520278837	0.5196542553057462	0.827110487716423	1.0956381089577278
GSE198520_RA_synovium_antiTNF|bulk_synovium|baseline_pre|spearman_vs_delta_das28	-0.005187591853864765	-0.24566952850802426	-0.38894587494809874	-0.4455153289735765
GSE198520_RA_synovium_antiTNF|bulk_synovium|delta_post_minus_pre|good_vs_moderate_none	-0.06509215278664972	-0.5661554169837202	-0.5011557052508248	-0.6581921167610983
GSE198520_RA_synovium_antiTNF|bulk_synovium|delta_post_minus_pre|moderate_good_vs_none	0.34302696970060836	-0.48347408226410454	-0.6646601838857754	-0.6561014283949941
GSE198520_RA_synovium_antiTNF|bulk_synovium|delta_post_minus_pre|spearman_vs_delta_das28	-0.11184201008748919	0.10838361551824599	0.1908292717671682	0.20534217754881365
GSE198520_RA_synovium_antiTNF|bulk_synovium|paired_change|all_patients	-0.27376459947510506	-0.3344406438835528	-0.26801712466702116	-0.4656106333111705
GSE198520_RA_synovium_antiTNF|bulk_synovium|paired_change|good_responders	-0.31669642081863386	-0.6586654394037627	-0.4978943373417608	-0.8284695746230462
GSE198520_RA_synovium_antiTNF|bulk_synovium|paired_change|moderate_good_responders	-0.15793823847320948	-0.4800714678093733	-0.42354456569176485	-0.6544407762588333
GSE198520_RA_synovium_antiTNF|bulk_synovium|paired_change|nonresponders	-0.5385105674794379	-0.001570189195963174	0.0874741691038217	-0.033998878002227124
GSE282122_IBD_myeloid_antiTNF|DC|baseline_pre|remission_vs_nonremission	-0.03975191453532301	0.8923146372558781	0.8180677938360897	-0.2906125120030701
GSE282122_IBD_myeloid_antiTNF|DC|delta_post_minus_pre|remission_vs_nonremission	0.09933640063934747	-0.9426418680088068	-1.1223091530902474	-0.5733951733823452
GSE282122_IBD_myeloid_antiTNF|DC|paired_change|all_patients	0.058646844051337105	-0.21483105049218465	-0.10552575012316276	-0.10622790788813759
GSE282122_IBD_myeloid_antiTNF|DC|paired_change|nonremission	0.03388488606523849	0.20356168970111985	0.10515533627720039	0.013140837554007953
GSE282122_IBD_myeloid_antiTNF|DC|paired_change|remission	0.08912310003422771	-0.7297759614993288	-0.3648255487697636	-0.25314328689385507
GSE282122_IBD_myeloid_antiTNF|Mono_macro|baseline_pre|remission_vs_nonremission	0.24542381508697053	0.795703842354137	0.2335539605523533	-0.19118575462962165
GSE282122_IBD_myeloid_antiTNF|Mono_macro|delta_post_minus_pre|remission_vs_nonremission	0.007393227582881281	-1.0381602472333902	-0.884505228067076	-0.7290805804338304
GSE282122_IBD_myeloid_antiTNF|Mono_macro|paired_change|all_patients	0.15670059568215539	-0.2544795995370075	-0.07136354889157336	-0.030888393428657433
GSE282122_IBD_myeloid_antiTNF|Mono_macro|paired_change|nonremission	0.1544374891418691	0.24734336875865873	0.09122142209320457	0.1768546578931953
GSE282122_IBD_myeloid_antiTNF|Mono_macro|paired_change|remission	0.15948595757789236	-0.8721078682085968	-0.27146812856514624	-0.2865721489017069
