omitted_cohort	effect	se	ci_low	ci_high	normal_two_sided_p	q	q_df	q_p	i2_percent	tau2
GSE111972	1.0354955225610656	0.6039498859053352	-0.1482462538133913	2.2192372989355222	0.0864298145365383	5.439093229986259	1	0.01969088928430319	81.61458247328983	0.595420541314197
Macnair_validation	0.8698246017000427	0.44475301908589476	-0.0018913157083110255	1.7415405191083964	0.050494907103892615	2.7995349692559524	1	0.0942916512769735	64.27978178583797	0.2543024453099536
Macnair_discovery	1.4841590215997698	0.2602734760623144	0.9740230085176336	1.994295034681906	1.1819735142969486e-08	0.3731313859382904	1	0.5413023226708713	0.0	0.0
