source	analysis	dataset	disease_name	compartment	unit_id	group_label	group	axis_family	module	n_cells	mean_score	high_fraction	cell_types
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3560	Sjogren syndrome	case	COVARIATE	hif_nampt_metabolic	21.0	0.3287259934401381	0.6666666666666666	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3560	Sjogren syndrome	case	COVARIATE	lipid_loader_repair	21.0	0.15468955579927485	0.3333333333333333	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3560	Sjogren syndrome	case	COVARIATE	lysosomal_apc	21.0	0.3343593304256376	0.6190476190476191	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	OSM_OSMR	osm_ligand_inflammatory	147.0	0.22408133015880274	0.42857142857142855	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	OSM_OSMR	osmr_receptor_response	147.0	0.13567716628284882	0.3673469387755102	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	OSM_OSMR	osm_osmr_core	147.0	-0.06075417218252368	0.19047619047619047	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	C1Q_COMPLEMENT	c1q_core	147.0	0.1430641631045002	0.5238095238095238	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	C1Q_COMPLEMENT	c1q_phagolysosomal	147.0	0.04044482571197047	0.29931972789115646	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	COVARIATE	ifn_apc	147.0	0.06106671646705682	0.2857142857142857	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	COVARIATE	inflammatory_nfkb	147.0	0.20709189617767082	0.40816326530612246	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	COVARIATE	hif_nampt_metabolic	147.0	0.11450627390341372	0.32653061224489793	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	COVARIATE	lipid_loader_repair	147.0	-0.1609018466309163	0.09523809523809523	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3561	Sjogren syndrome	case	COVARIATE	lysosomal_apc	147.0	0.026152553980728233	0.2108843537414966	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	OSM_OSMR	osm_ligand_inflammatory	31.0	0.20963415950299166	0.3548387096774194	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	OSM_OSMR	osmr_receptor_response	31.0	0.23232647016216731	0.41935483870967744	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	OSM_OSMR	osm_osmr_core	31.0	0.16778300519135095	0.4838709677419355	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	C1Q_COMPLEMENT	c1q_core	31.0	0.09160017055328273	0.22580645161290322	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	C1Q_COMPLEMENT	c1q_phagolysosomal	31.0	0.1635872912113551	0.25806451612903225	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	COVARIATE	ifn_apc	31.0	0.17943882572366987	0.3548387096774194	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	COVARIATE	inflammatory_nfkb	31.0	0.12438662148013861	0.3548387096774194	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	COVARIATE	hif_nampt_metabolic	31.0	0.43375009546182797	0.6451612903225806	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	COVARIATE	lipid_loader_repair	31.0	0.2223779140417194	0.3870967741935484	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3564	normal	control	COVARIATE	lysosomal_apc	31.0	0.3687975293277493	0.5161290322580645	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	OSM_OSMR	osm_ligand_inflammatory	25.0	0.40156499466319523	0.68	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	OSM_OSMR	osmr_receptor_response	25.0	0.21760232365375132	0.56	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	OSM_OSMR	osm_osmr_core	25.0	0.15034054704082628	0.48	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	C1Q_COMPLEMENT	c1q_core	25.0	0.37268364575770335	0.16	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	C1Q_COMPLEMENT	c1q_phagolysosomal	25.0	0.26287368397010896	0.4	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	COVARIATE	ifn_apc	25.0	0.04463646849465398	0.2	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	COVARIATE	inflammatory_nfkb	25.0	0.36607918062271105	0.6	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	COVARIATE	hif_nampt_metabolic	25.0	0.23715394354623082	0.4	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	COVARIATE	lipid_loader_repair	25.0	0.018556923726633964	0.2	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3592	normal	control	COVARIATE	lysosomal_apc	25.0	0.3380263765248232	0.44	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	OSM_OSMR	osm_ligand_inflammatory	53.0	0.2518068244641987	0.4339622641509434	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	OSM_OSMR	osmr_receptor_response	53.0	0.24256430214308425	0.39622641509433965	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	OSM_OSMR	osm_osmr_core	53.0	0.13426556228127598	0.3018867924528302	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	C1Q_COMPLEMENT	c1q_core	53.0	0.15456682062595056	0.3018867924528302	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	C1Q_COMPLEMENT	c1q_phagolysosomal	53.0	0.0662688873540997	0.22641509433962265	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	COVARIATE	ifn_apc	53.0	-0.08010543398470135	0.1509433962264151	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	COVARIATE	inflammatory_nfkb	53.0	0.16301035341431733	0.33962264150943394	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	COVARIATE	hif_nampt_metabolic	53.0	0.1871649875521684	0.32075471698113206	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	COVARIATE	lipid_loader_repair	53.0	0.08716001718389234	0.3018867924528302	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3596	normal	control	COVARIATE	lysosomal_apc	53.0	0.12135312307302228	0.2641509433962264	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	OSM_OSMR	osm_ligand_inflammatory	120.0	-0.06002290147208484	0.14166666666666666	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	OSM_OSMR	osmr_receptor_response	120.0	0.13122872735620772	0.35	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	OSM_OSMR	osm_osmr_core	120.0	0.19169840840639005	0.38333333333333336	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	C1Q_COMPLEMENT	c1q_core	120.0	-0.1447132750733903	0.15	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	C1Q_COMPLEMENT	c1q_phagolysosomal	120.0	-0.095170050183147	0.08333333333333333	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	COVARIATE	ifn_apc	120.0	0.07381211432827209	0.3	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	COVARIATE	inflammatory_nfkb	120.0	-0.13157836469490958	0.08333333333333333	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	COVARIATE	hif_nampt_metabolic	120.0	0.23669638349946928	0.4	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	COVARIATE	lipid_loader_repair	120.0	0.03174601450691437	0.26666666666666666	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3598	Sjogren syndrome	case	COVARIATE	lysosomal_apc	120.0	0.348008909140659	0.4583333333333333	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	OSM_OSMR	osm_ligand_inflammatory	140.0	-0.03029456440933081	0.24285714285714285	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	OSM_OSMR	osmr_receptor_response	140.0	0.020750903508664934	0.3	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	OSM_OSMR	osm_osmr_core	140.0	-0.0022297605517537203	0.25	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	C1Q_COMPLEMENT	c1q_core	140.0	0.1657945130417951	0.32857142857142857	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	C1Q_COMPLEMENT	c1q_phagolysosomal	140.0	0.005771752664479325	0.14285714285714285	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	COVARIATE	ifn_apc	140.0	0.07005498197901042	0.2571428571428571	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	COVARIATE	inflammatory_nfkb	140.0	-0.11891531445783932	0.19285714285714287	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	COVARIATE	hif_nampt_metabolic	140.0	0.09178634979638711	0.34285714285714286	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	COVARIATE	lipid_loader_repair	140.0	-0.04835122105149427	0.2	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3604	Sjogren syndrome	case	COVARIATE	lysosomal_apc	140.0	0.15194751433998366	0.30714285714285716	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	OSM_OSMR	osm_ligand_inflammatory	81.0	0.047476941870712004	0.2962962962962963	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	OSM_OSMR	osmr_receptor_response	81.0	-0.06108442988028921	0.2839506172839506	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	OSM_OSMR	osm_osmr_core	81.0	0.0005284067601757054	0.25925925925925924	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	C1Q_COMPLEMENT	c1q_core	81.0	0.379767236225058	0.3333333333333333	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	C1Q_COMPLEMENT	c1q_phagolysosomal	81.0	0.1998890458771555	0.3333333333333333	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	COVARIATE	ifn_apc	81.0	0.05744298107875391	0.18518518518518517	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	COVARIATE	inflammatory_nfkb	81.0	-0.015150788554553282	0.2839506172839506	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	COVARIATE	hif_nampt_metabolic	81.0	-0.01896462524833321	0.24691358024691357	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	COVARIATE	lipid_loader_repair	81.0	-0.013927904528485274	0.18518518518518517	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3606	normal	control	COVARIATE	lysosomal_apc	81.0	0.15007114778001274	0.32098765432098764	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	OSM_OSMR	osm_ligand_inflammatory	77.0	0.05007480445715778	0.24675324675324675	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	OSM_OSMR	osmr_receptor_response	77.0	0.16276719621701388	0.3116883116883117	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	OSM_OSMR	osm_osmr_core	77.0	0.06441234531511983	0.2077922077922078	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	C1Q_COMPLEMENT	c1q_core	77.0	0.41833912441158805	0.4675324675324675	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	C1Q_COMPLEMENT	c1q_phagolysosomal	77.0	0.3285933658730661	0.38961038961038963	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	COVARIATE	ifn_apc	77.0	-0.15777879459192665	0.1038961038961039	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	COVARIATE	inflammatory_nfkb	77.0	0.09548062225174134	0.3116883116883117	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	COVARIATE	hif_nampt_metabolic	77.0	0.09359951816554712	0.22077922077922077	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	COVARIATE	lipid_loader_repair	77.0	0.5483082719849943	0.6753246753246753	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3607	normal	control	COVARIATE	lysosomal_apc	77.0	0.3634013805458714	0.45454545454545453	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	OSM_OSMR	osm_ligand_inflammatory	21.0	0.08233894252534239	0.23809523809523808	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	OSM_OSMR	osmr_receptor_response	21.0	0.17351387017429798	0.3333333333333333	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	OSM_OSMR	osm_osmr_core	21.0	0.27906947656108894	0.42857142857142855	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	C1Q_COMPLEMENT	c1q_core	21.0	-0.21874390612827696	0.09523809523809523	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	C1Q_COMPLEMENT	c1q_phagolysosomal	21.0	0.04935985942486276	0.2857142857142857	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	COVARIATE	ifn_apc	21.0	0.1808022428442102	0.42857142857142855	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	COVARIATE	inflammatory_nfkb	21.0	-0.013152109316513096	0.14285714285714285	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	COVARIATE	hif_nampt_metabolic	21.0	0.46757934222135683	0.5238095238095238	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	COVARIATE	lipid_loader_repair	21.0	0.034065648226734226	0.19047619047619047	alternatively activated macrophage,dendritic cell,inflammatory macrophage
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	NIDCRDC3614	normal	control	COVARIATE	lysosomal_apc	21.0	0.2860636614969489	0.38095238095238093	alternatively activated macrophage,dendritic cell,inflammatory macrophage
