source	analysis	dataset	disease_name	compartment	axis_family	module	metric	compartment_plausible	n_case	n_control	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	OSM_OSMR	osm_ligand_inflammatory	mean_score	True	9	13	0.07721750634785395	0.07736467312206939	-0.00014716677421544588	-0.000860911492174638	-0.002162224709557092	0.998296617424732	0.998296617424732
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	OSM_OSMR	osm_osmr_core	high_fraction	True	9	13	0.27356242483631016	0.33316526146311526	-0.0596028366268051	-0.4573693890891401	-1.1659547388771063	0.25738491637482674	0.5012074660852259
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	OSM_OSMR	osm_osmr_core	mean_score	True	9	13	0.023755096551505275	0.09318721537263601	-0.06943211882113073	-0.5098934071874426	-1.2599468735646255	0.22293566431231324	0.5463268283726327
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	OSM_OSMR	osmr_receptor_response	high_fraction	True	9	13	0.29599247263032524	0.3188240524664375	-0.02283157983611228	-0.16249613004882157	-0.4306606984665764	0.6714769480289825	0.7742967797065495
direct_h5ad	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	OSM_OSMR	osmr_receptor_response	mean_score	True	9	13	0.06522314664241503	0.09320168291458414	-0.027978536272169105	-0.17279171113735683	-0.4641101944990797	0.6479445928441723	0.8722331057517704
direct_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	C1Q_COMPLEMENT	c1q_core	high_fraction	False	11	14	0.00583564686711526	0.004259922063023559	0.001575724804091701	0.442721468164703	1.081554909095274	0.29497730343131146	0.5214073913144132
direct_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	C1Q_COMPLEMENT	c1q_core	mean_score	False	11	14	0.02964375765125427	0.0012266126515896533	0.028417144999664617	0.8343527591709502	1.9572008063723814	0.0727958520991198	0.25478548234691933
direct_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	C1Q_COMPLEMENT	c1q_phagolysosomal	high_fraction	False	11	14	0.09255897617907034	0.09185925683648984	0.000699719342580507	0.008536035053823096	0.022395987277730182	0.9823262965951214	0.9823262965951214
direct_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	C1Q_COMPLEMENT	c1q_phagolysosomal	mean_score	False	11	14	0.040861322501040735	0.020781531318230018	0.020079791182810718	0.3792680087210124	0.9614040432568611	0.3475574880575934	0.6334416057282953
direct_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	OSM_OSMR	osm_ligand_inflammatory	high_fraction	False	11	14	0.2707009168039476	0.3580078462207655	-0.08730692941681789	-0.4709752384670492	-1.2422499196826078	0.22667300384476474	0.5012074660852259
direct_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	OSM_OSMR	osm_ligand_inflammatory	mean_score	False	11	14	0.025693264226172994	0.04790323742847097	-0.022209973202297974	-0.24430884382279122	-0.646454039177609	0.5243843606438479	0.7705963490887286
direct_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	OSM_OSMR	osm_osmr_core	high_fraction	True	11	14	0.31391554015181955	0.4101619239172659	-0.09624638376544636	-0.4800644024859852	-1.2750360588290417	0.21503692797784477	0.5012074660852259
direct_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	OSM_OSMR	osm_osmr_core	mean_score	True	11	14	0.059694005627100456	0.15089700360259073	-0.09120299797549028	-0.4864714324959118	-1.2999954362957054	0.20656441366249637	0.5463268283726327
direct_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	OSM_OSMR	osmr_receptor_response	high_fraction	True	11	14	0.2696187902566878	0.34590921795900176	-0.07629042770231398	-0.4268424927652374	-1.144645496523412	0.26427302757221	0.5012074660852259
direct_h5ad	sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	OSM_OSMR	osmr_receptor_response	mean_score	True	11	14	0.007898026928278366	0.10446205383237826	-0.0965640269040999	-0.47169207828673626	-1.2652885320283307	0.21859959869853016	0.5463268283726327
direct_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	C1Q_COMPLEMENT	c1q_core	high_fraction	False	5	18	0.006109228029223911	0.0032217505838863987	0.0028874774453375124	0.6916840154488129	1.1003166768262547	0.32177656901597856	0.5214073913144132
direct_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	C1Q_COMPLEMENT	c1q_core	mean_score	False	5	18	-0.010254502991358235	-0.004082806604218608	-0.006171696387139628	-0.15219606590448176	-0.3938272686735949	0.7022026732142592	0.9034762746509679
direct_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	C1Q_COMPLEMENT	c1q_phagolysosomal	high_fraction	False	5	18	0.407650357036273	0.22074192306952634	0.18690843396674667	0.9701135176095789	2.2222252878434	0.05871551817573943	0.2152902333110446
direct_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	C1Q_COMPLEMENT	c1q_phagolysosomal	mean_score	False	5	18	0.08204566931901694	-0.016391526353512497	0.09843719567252944	1.2015838826396934	2.4508585147672663	0.047456872315432275	0.2076238163800162
direct_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	OSM_OSMR	osm_ligand_inflammatory	high_fraction	False	5	18	0.7327676918965811	0.2052802504437145	0.5274874414528665	3.835677488148139	5.834338255206852	0.0024002763792718125	0.04484362281525638
direct_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	OSM_OSMR	osm_ligand_inflammatory	mean_score	False	5	18	0.5787205932094597	-0.0381145785277301	0.6168351717371898	3.699681073591412	4.361588919350038	0.010774993520664137	0.08495960720487966
direct_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	OSM_OSMR	osm_osmr_core	high_fraction	True	5	18	0.2764244361926888	0.2586767269596853	0.017747709233003506	0.12966257313540427	0.20518395755510507	0.8456252379476227	0.8775356242852689
direct_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	OSM_OSMR	osm_osmr_core	mean_score	True	5	18	0.031172444032110426	0.0018515704250770483	0.02932087360703338	0.19653243350831992	0.31471496846692015	0.7657429059764137	0.9085085325143891
direct_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	OSM_OSMR	osmr_receptor_response	high_fraction	True	5	18	0.655045954853908	0.26282635443077196	0.3922196004231361	2.303085221042922	3.357643369478766	0.02239348428069233	0.09474166426446755
direct_h5ad	t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	OSM_OSMR	osmr_receptor_response	mean_score	True	5	18	0.614554775575583	0.016051074652089086	0.5985037009234939	2.2564595021938016	2.5458553049568367	0.061542891532644396	0.23933346707139488
direct_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	C1Q_COMPLEMENT	c1q_core	high_fraction	False	3	19	0.01717289446811582	0.008268459682106788	0.008904434786009033	0.3667515756445476	0.5134298756699176	0.6508692434017631	0.7742967797065495
direct_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	C1Q_COMPLEMENT	c1q_core	mean_score	False	3	19	0.0166464015705987	-0.07489225144574167	0.09153865301634037	1.0012874118291497	0.7939675169902755	0.508047558381373	0.7705963490887286
direct_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	C1Q_COMPLEMENT	c1q_phagolysosomal	high_fraction	False	3	19	0.3534161442333481	0.189030196372205	0.1643859478611431	1.360516810023467	1.715415366158621	0.21136274447369316	0.5012074660852259
direct_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	C1Q_COMPLEMENT	c1q_phagolysosomal	mean_score	False	3	19	0.17901594042003896	-0.04609105208174088	0.22510699250177985	1.9720424506491396	1.2398652887459385	0.3399284093391051	0.6334416057282953
direct_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	OSM_OSMR	osm_ligand_inflammatory	high_fraction	False	3	19	0.6248915012717124	0.27018161899630944	0.354709882275403	1.8637391976041087	1.6142289469110715	0.2421196215649914	0.5012074660852259
direct_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	OSM_OSMR	osm_ligand_inflammatory	mean_score	False	3	19	0.7751824346205214	0.018415542245118193	0.7567668923754032	2.9097661299579665	1.8348447247053354	0.20693723342853662	0.5463268283726327
direct_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	OSM_OSMR	osm_osmr_core	high_fraction	False	3	19	0.313321603401067	0.2000394488201935	0.11328215458087351	1.3322632962771217	1.5569716404733542	0.2461155627017393	0.5012074660852259
direct_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	OSM_OSMR	osm_osmr_core	mean_score	False	3	19	0.14130750131396605	-0.03294072089819287	0.1742482222121589	1.6888391507531924	1.1713194745149569	0.3603615489607334	0.6334416057282953
direct_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	OSM_OSMR	osmr_receptor_response	high_fraction	False	3	19	0.6655892867771865	0.24926521945160104	0.41632406732558547	2.32748257990607	1.8408921408283279	0.20280945609128329	0.5012074660852259
direct_h5ad	t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	OSM_OSMR	osmr_receptor_response	mean_score	False	3	19	0.8376796818377891	0.0010641794576946248	0.8366155023800944	2.6933146555246252	1.7103823594915293	0.22823882003678647	0.5463268283726327
direct_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	C1Q_COMPLEMENT	c1q_core	high_fraction	False	5	19	0.005099608308230727	0.0068302096732015	-0.0017306013649707732	-0.09832668866922914	-0.3651393782660139	0.7184943606117985	0.7760741795021279
direct_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	C1Q_COMPLEMENT	c1q_core	mean_score	False	5	19	0.04730547071834813	0.06942041826666163	-0.0221149475483135	-0.09424508923199587	-0.34552237202219327	0.7329965490566954	0.9034762746509679
direct_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	C1Q_COMPLEMENT	c1q_phagolysosomal	high_fraction	False	5	19	0.23532638279651624	0.2107378392043823	0.024588543592133943	0.2192548591056937	0.5397453504095509	0.6035061621704273	0.7719264864970581
direct_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	C1Q_COMPLEMENT	c1q_phagolysosomal	mean_score	False	5	19	0.024294098159263637	0.007444590963628549	0.016849507195635088	0.21168222155443647	0.5198352197488454	0.6167772613956216	0.8465570254449709
direct_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	OSM_OSMR	osm_ligand_inflammatory	high_fraction	False	5	19	0.6684124207602495	0.2769953917508451	0.39141702900940445	2.1686986676871833	3.9759854126784364	0.00865395002748876	0.07553941225577261
direct_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	OSM_OSMR	osm_ligand_inflammatory	mean_score	False	5	19	0.5048060700173567	0.02533933844263655	0.47946673157472014	2.3052720217987517	3.1833419072710796	0.028184987338593235	0.14178517233108084
direct_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	OSM_OSMR	osm_osmr_core	high_fraction	True	5	19	0.2783136390847355	0.2404803400433655	0.037833299041370005	0.5089944126451138	0.9028521323099818	0.40537526387826944	0.5867273556132847
direct_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	OSM_OSMR	osm_osmr_core	mean_score	True	5	19	0.036947455836561074	-0.006198076679887581	0.043145532516448655	0.4527050578061275	0.8730758145160472	0.41720697454532274	0.6637383685948316
direct_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	OSM_OSMR	osmr_receptor_response	high_fraction	True	5	19	0.6312411901106223	0.3072733064487104	0.32396788366191187	1.9650083173834971	3.462308035742836	0.016264708375454386	0.08132354187727192
direct_h5ad	t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	OSM_OSMR	osmr_receptor_response	mean_score	True	5	19	0.4225205328742835	0.054772076750890644	0.36774845612339285	1.895173186091173	3.066906739945209	0.02806514168721159	0.14178517233108084
