stack	route	n_null_cells	median_null_probability	maximum_null_probability	maximum_ci_low	maximum_ci_high	maximum_family_tail_probability	strict_cell_flag	strict_cell_flag_but_family_compatible	invalid_null_family
clean	guarded_within_site_stratified	10	0.04888888888888889	0.05722222222222222	0.047405217303181764	0.06892510529505985	0.6113434964106613	False	False	False
