n_simulated_cohorts	n_valid_fits	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_call_probability	negative_call_probability	median_z	median_one_step_log_hr	median_events	median_usable_n	stack	attendance_mode	death_mode	switch_mode	site_mode	route	n_requested	event_probability_before_ascertainment	molecular_progression_hr	seed
600	600	35	0.058333333333333334	0.04223947455645403	0.08004669467231493	0.03	0.028333333333333332	0.014652872302870249	0.0009522707653241565	242.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.0	55301
600	600	373	0.6216666666666667	0.5822034687931601	0.6595818506268394	0.6216666666666667	0.0	2.2102528055397204	0.14400192531736644	243.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.2	55301
600	600	537	0.895	0.8679075557284016	0.917066700470775	0.895	0.0	3.251503386679775	0.20903203935775733	243.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.3	55301
600	600	598	0.9966666666666667	0.9879286403465287	0.9990854033131954	0.9966666666666667	0.0	4.75973684223732	0.3081588133717601	244.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.5	55301
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	5.9945605819783605	0.39034905590873537	243.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.7	55301
600	600	31	0.051666666666666666	0.036634743907307504	0.0724029146683108	0.028333333333333332	0.023333333333333334	0.033757780413226884	0.0026296440228643484	162.0	1080.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.0	55301
600	600	286	0.4766666666666667	0.43697814242908756	0.5166520702848852	0.4766666666666667	0.0	1.9084471813871302	0.14990806667272621	162.0	1081.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.2	55301
600	600	444	0.74	0.7034543051603652	0.7734920783530586	0.74	0.0	2.638336264977796	0.2076698310213251	162.0	1080.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.3	55301
600	600	591	0.985	0.9717403929844038	0.9920887570323066	0.985	0.0	3.975077181761585	0.31445326425015374	162.0	1080.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.5	55301
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	5.214874629745383	0.4138751077279911	162.0	1080.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.7	55301
600	600	41	0.06833333333333333	0.05076809443760846	0.09139084077088647	0.041666666666666664	0.02666666666666667	0.01806720841661187	0.0009745456804858253	324.0	1080.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.0	55301
600	600	439	0.7316666666666667	0.6948210142467807	0.7655647309502048	0.7316666666666667	0.0	2.571926489094264	0.14298307001671623	323.5	1081.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.2	55301
600	600	573	0.955	0.9353193407452607	0.9688915113322716	0.955	0.0	3.5782044053340503	0.20163299818946448	324.0	1081.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.3	55301
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	5.5254536153000124	0.31060319637721046	323.0	1081.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.5	55301
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	7.031888832708953	0.3953288217826644	322.0	1080.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.7	55301
600	600	26	0.043333333333333335	0.02974099813478266	0.06273602212439733	0.021666666666666667	0.021666666666666667	-0.016547957904234675	-0.0011519097994113776	203.0	1349.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	55301
600	600	303	0.505	0.46509003678986993	0.5448463461999932	0.505	0.0	1.9723600265184587	0.1396546070286896	204.0	1351.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.2	55301
600	600	492	0.82	0.7872538124261853	0.8486746989250461	0.82	0.0	2.884499510952865	0.20501730345914987	202.0	1350.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.3	55301
600	600	596	0.9933333333333333	0.9829852895846635	0.9974044987484852	0.9933333333333333	0.0	4.48141330161441	0.3158627854135033	202.0	1350.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	55301
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	5.8977531836807	0.4169099793647427	203.0	1351.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.7	55301
600	600	26	0.043333333333333335	0.02974099813478266	0.06273602212439733	0.02	0.023333333333333334	-0.035089257303353175	-0.001724837551991237	406.0	1350.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.0	55301
600	600	468	0.78	0.7451303445000342	0.8113071029322935	0.78	0.0	2.778687724653101	0.13840015749828616	404.0	1351.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.2	55301
600	600	585	0.975	0.959164223636837	0.9847921604001473	0.975	0.0	4.002879948853223	0.19913376952287	405.0	1351.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.3	55301
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	6.074448269957189	0.3040233901696557	406.0	1350.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.5	55301
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	7.846641519708443	0.39560901515613645	406.0	1350.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.7	55301
600	600	32	0.05333333333333334	0.038029103590111496	0.07432068264879449	0.02	0.03333333333333333	0.07802794864077639	0.009908305959995402	61.0	406.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.0	55303
600	600	117	0.195	0.165279730474359	0.22860090714399844	0.19166666666666668	0.0033333333333333335	1.0813834771062352	0.13864381139327125	61.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.2	55303
600	600	210	0.35	0.3128990638700219	0.38900944643408836	0.35	0.0	1.5253327633543132	0.19679445283844482	61.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.3	55303
600	600	427	0.7116666666666667	0.6741646561225789	0.7464755571149544	0.7116666666666667	0.0	2.519411834861369	0.32476383782299356	61.0	406.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.5	55303
600	600	538	0.8966666666666666	0.869733872677243	0.9185525111852211	0.8966666666666666	0.0	3.186391979363875	0.4161465871591754	60.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.7	55303
600	600	20	0.03333333333333333	0.021680161456561077	0.05092409282289293	0.013333333333333334	0.02	-0.04966790373255686	-0.004355538947567867	121.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.0	55303
600	600	196	0.32666666666666666	0.290346007615219	0.365192715402864	0.32666666666666666	0.0	1.5963282444861482	0.1434810744150927	121.0	404.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.2	55303
600	600	341	0.5683333333333334	0.5283902809874657	0.6074069532073287	0.5683333333333334	0.0	2.132319737563689	0.19353037026167025	121.5	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.3	55303
600	600	541	0.9016666666666666	0.8752245120474691	0.9229982548048579	0.9016666666666666	0.0	3.2694917871230866	0.2974516966895544	122.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.5	55303
600	600	596	0.9933333333333333	0.9829852895846635	0.9974044987484852	0.9933333333333333	0.0	4.2507011490420865	0.3896332293096071	122.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.7	55303
600	600	30	0.05	0.03524526778459468	0.07048026312773596	0.028333333333333332	0.021666666666666667	0.006330143533165984	0.0006976224015180798	80.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.15	1.0	55303
600	600	154	0.25666666666666665	0.22334150729560967	0.2930878538643914	0.25666666666666665	0.0	1.3044730159573836	0.14463083293283213	81.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.15	1.2	55303
600	600	289	0.4816666666666667	0.44192980844556506	0.5216367872582708	0.4816666666666667	0.0	1.9123445598986353	0.21218175116175336	81.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.15	1.3	55303
600	600	495	0.825	0.7925557232103237	0.8533091711307708	0.825	0.0	2.8956240991240563	0.3198910776445806	81.0	541.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.15	1.5	55303
600	600	575	0.9583333333333334	0.9392148370590464	0.9716202703450615	0.9583333333333334	0.0	3.7638704447197693	0.4204175640489781	82.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.15	1.7	55303
600	600	31	0.051666666666666666	0.036634743907307504	0.0724029146683108	0.03	0.021666666666666667	0.09424461727277023	0.007221089134580084	163.0	541.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.3	1.0	55303
600	600	265	0.44166666666666665	0.40242822773279685	0.48164730405213496	0.44166666666666665	0.0	1.7744373420756707	0.14011896608105068	162.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.3	1.2	55303
600	600	415	0.6916666666666667	0.6535934690094297	0.7273012122686516	0.6916666666666667	0.0	2.4749762256279313	0.1977675568978404	162.0	541.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.3	1.3	55303
600	600	579	0.965	0.9470879685332634	0.9769956495239949	0.965	0.0	3.853332834100665	0.30697701246238496	161.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.3	1.5	55303
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	4.9882858522424005	0.39925326638130154	162.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.3	1.7	55303
600	600	23	0.03833333333333333	0.025677277815960083	0.0568633594533569	0.021666666666666667	0.016666666666666666	0.007408982754237814	0.0006490284119255624	121.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.15	1.0	55303
600	600	208	0.3466666666666667	0.3096710053318988	0.3856132496456362	0.345	0.0016666666666666668	1.5727274461413	0.1447922905832103	122.0	811.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.15	1.2	55303
600	600	370	0.6166666666666667	0.5771380492953796	0.654710887134757	0.6166666666666667	0.0	2.2749426392680996	0.20693432994382266	121.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.15	1.3	55303
600	600	569	0.9483333333333334	0.9275970853316893	0.9633652560926926	0.9483333333333334	0.0	3.558811542281682	0.32096122138684413	122.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.15	1.5	55303
600	600	597	0.995	0.9854037936547144	0.998298122341722	0.995	0.0	4.550991576850839	0.419181568228157	121.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.15	1.7	55303
600	600	27	0.045	0.03110848866772835	0.0646806592547393	0.02	0.025	0.09961234867857449	0.006434041374855539	244.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.0	55303
600	600	355	0.5916666666666667	0.55187497385936	0.6302920476214615	0.5916666666666667	0.0	2.1809446195285758	0.13955729945577644	243.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.2	55303
600	600	523	0.8716666666666667	0.8425209881260345	0.8960834807871148	0.8716666666666667	0.0	3.1655115011041914	0.20322045417101228	243.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.3	55303
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	4.6684441116737485	0.3017200294032454	243.0	811.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.5	55303
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	6.008924299115188	0.3910578367804146	243.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.7	55303
600	600	23	0.03833333333333333	0.025677277815960083	0.0568633594533569	0.023333333333333334	0.015	0.01190497488400671	0.0009205027372200828	162.0	1080.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.0	55303
600	600	269	0.4483333333333333	0.4089940104077698	0.4883300320303127	0.4483333333333333	0.0	1.8460138457210449	0.14489388716624946	162.0	1079.5	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.2	55303
600	600	465	0.775	0.7398981372281735	0.806602927214291	0.775	0.0	2.640106808682768	0.20851837337394075	163.0	1080.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.3	55303
600	600	588	0.98	0.9653699456538909	0.9885228213729564	0.98	0.0	4.0770866090237945	0.32280506263956754	161.0	1079.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.5	55303
600	600	599	0.9983333333333333	0.9906204395238613	0.9997057317991506	0.9983333333333333	0.0	5.30614282793359	0.4181631853035058	162.0	1081.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.15	1.7	55303
600	600	30	0.05	0.03524526778459468	0.07048026312773596	0.02666666666666667	0.023333333333333334	0.027334099885233894	0.0014847791288470186	324.0	1081.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.0	55303
600	600	403	0.6716666666666666	0.6331026902153442	0.7080464591032852	0.6716666666666666	0.0	2.386087148530189	0.13211218813174475	324.0	1079.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.2	55303
600	600	560	0.9333333333333333	0.9104908108641832	0.9506623815906097	0.9333333333333333	0.0	3.502372563798764	0.19590420299046019	325.0	1080.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.3	55303
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	5.409561433630939	0.3028632276700297	324.0	1080.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.5	55303
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	6.987401204978328	0.39400689827221125	322.5	1081.0	clean	none	none	none	balanced	guarded_within_site_stratified	1200	0.3	1.7	55303
600	600	34	0.056666666666666664	0.04083165535330541	0.0781423862121759	0.023333333333333334	0.03333333333333333	-0.01778177424364481	-0.0012577781708437955	201.0	1350.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	55303
600	600	307	0.5116666666666667	0.4717230993999969	0.5514617942430168	0.5116666666666667	0.0	1.9785680496864224	0.13944336029774043	202.0	1349.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.2	55303
600	600	492	0.82	0.7872538124261853	0.8486746989250461	0.82	0.0	2.899652217598864	0.20436011224952305	202.0	1350.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.3	55303
600	600	597	0.995	0.9854037936547144	0.998298122341722	0.995	0.0	4.55861000551267	0.3230190249438433	202.0	1350.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	55303
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	5.8749431761306585	0.4132455787448807	203.0	1350.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.7	55303
600	600	22	0.03666666666666667	0.024336895975690734	0.05489161363033859	0.018333333333333333	0.018333333333333333	0.0798636307448694	0.004006330568759437	405.0	1351.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.0	55303
600	600	480	0.8	0.7661303480740234	0.8300526313177563	0.8	0.0	2.8525321581714795	0.14144984699131158	404.0	1349.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.2	55303
600	600	588	0.98	0.9653699456538909	0.9885228213729564	0.98	0.0	3.900737605498258	0.19381049496431113	403.5	1351.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.3	55303
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	6.115248699087065	0.3064184266700114	405.0	1351.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.5	55303
600	600	600	1.0	0.9936382989862994	1.0000000000000002	1.0	0.0	7.815023917007178	0.39352908815480614	403.0	1350.0	clean	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.7	55303
600	600	26	0.043333333333333335	0.02974099813478266	0.06273602212439733	0.018333333333333333	0.025	0.030947728590823932	0.003815576776621925	60.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.0	55309
600	600	119	0.19833333333333333	0.1683906231563487	0.2321142697885841	0.19833333333333333	0.0	1.1509775982870267	0.14793807025600111	61.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.2	55309
600	600	237	0.395	0.35667139292040984	0.43466456429246747	0.395	0.0	1.6664303619357805	0.2104902931755111	61.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.3	55309
600	600	392	0.6533333333333333	0.6143867503543639	0.6903289946681013	0.6533333333333333	0.0	2.400788919372152	0.30894400039458125	61.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.5	55309
600	600	540	0.9	0.8733923087771034	0.9215183304119361	0.9	0.0	3.1194571911864695	0.41118845961606604	61.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.7	55309
600	600	35	0.058333333333333334	0.04223947455645403	0.08004669467231493	0.02666666666666667	0.03166666666666667	-0.037488781408406675	-0.0032278029565263617	120.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.0	55309
600	600	205	0.3416666666666667	0.3048327476564238	0.3805151243312482	0.34	0.0016666666666666668	1.4858614871794753	0.1356186950467113	122.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.2	55309
600	600	348	0.58	0.5401214133886778	0.61886071444913	0.58	0.0	2.204195723057932	0.20137523187963233	122.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.3	55309
600	600	553	0.9216666666666666	0.8973856994464167	0.9405825993653625	0.9216666666666666	0.0	3.2753499083931072	0.304823097953297	122.0	405.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.5	55309
600	600	592	0.9866666666666667	0.9739126318293848	0.9932286458506133	0.9866666666666667	0.0	4.2861656892503355	0.3947111552273051	122.0	406.0	clean	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.7	55309
600	600	27	0.045	0.03110848866772835	0.0646806592547393	0.025	0.02	0.1264435700407205	0.014377946027663058	81.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.15	1.0	55309
600	600	135	0.225	0.193397072785709	0.2601018627718264	0.225	0.0	1.215101856027232	0.13460238886584236	80.0	540.5	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.15	1.2	55309
600	600	268	0.44666666666666666	0.40735189244428327	0.48666002233051153	0.44666666666666666	0.0	1.84488456535578	0.20487315578570314	80.0	541.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.15	1.3	55309
600	600	482	0.8033333333333333	0.7696419757400986	0.8331652589782564	0.8033333333333333	0.0	2.8498356328111543	0.320563681186486	82.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.15	1.5	55309
600	600	576	0.96	0.9411722643439472	0.9729749707234482	0.96	0.0	3.678897430173091	0.4117753810703225	81.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.15	1.7	55309
600	600	30	0.05	0.03524526778459468	0.07048026312773596	0.028333333333333332	0.021666666666666667	0.07001235175185425	0.005540238749760616	162.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.3	1.0	55309
600	600	243	0.405	0.3664460144054968	0.4447627087871065	0.405	0.0	1.7593313877834564	0.13838357771640775	162.0	541.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.3	1.2	55309
600	600	438	0.73	0.6930962642114221	0.7639773533222755	0.73	0.0	2.534779558293595	0.1984282338611335	162.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.3	1.3	55309
600	600	578	0.9633333333333334	0.9451083863696614	0.9756631040243093	0.9633333333333334	0.0	3.881874059868669	0.3063578840543554	163.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.3	1.5	55309
600	600	598	0.9966666666666667	0.9879286403465287	0.9990854033131954	0.9966666666666667	0.0	4.949901389874453	0.39698788119640727	162.0	540.0	clean	none	none	none	balanced	guarded_within_site_stratified	600	0.3	1.7	55309
600	600	26	0.043333333333333335	0.02974099813478266	0.06273602212439733	0.02666666666666667	0.016666666666666666	0.12168125834164732	0.011090077276595285	121.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.15	1.0	55309
600	600	214	0.3566666666666667	0.3193612486783071	0.39579577227895385	0.3566666666666667	0.0	1.5763424579929646	0.143833856382993	121.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.15	1.2	55309
600	600	353	0.5883333333333334	0.5485145097653442	0.6270282563889021	0.5883333333333334	0.0	2.196586676496082	0.19832684480888296	121.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.15	1.3	55309
600	600	556	0.9266666666666666	0.902983781316827	0.944920900484815	0.9266666666666666	0.0	3.5198597255752606	0.32130124885691513	121.0	811.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.15	1.5	55309
600	600	596	0.9933333333333333	0.9829852895846635	0.9974044987484852	0.9933333333333333	0.0	4.557611328931476	0.41995942135675457	121.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.15	1.7	55309
600	600	30	0.05	0.03524526778459468	0.07048026312773596	0.021666666666666667	0.028333333333333332	-0.02562255691720059	-0.0017124654272889848	244.0	811.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.0	55309
600	600	341	0.5683333333333334	0.5283902809874657	0.6074069532073287	0.5683333333333334	0.0	2.149658062826729	0.1378445884196623	243.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.2	55309
600	600	507	0.845	0.813856277425705	0.8717541488748415	0.845	0.0	3.0435655039427782	0.19630568459136066	243.0	810.0	clean	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.3	55309
