seed	mode	effect	n_sequences	crossing_by_6	crossing_by_12	final_e_q50	final_e_q90	maximum_e_q95
57131	exact_tied	0.0	50000	0.00148	0.0022	0.16196219529026634	0.5933837814550571	3.022261437998504
57131	exact_tied	0.5	50000	0.10054	0.28652	4.815103289156486	87.4306553534919	316.1488168800131
57131	exact_tied	0.9	50000	0.55536	0.9291	897.042356761094	104761.19369487806	533612.3834026955
57131	v42_plus_one_mc_tied	0.0	50000	0.00104	0.00146	0.16129561126855818	0.5976206289988777	2.930878372705028
57131	v42_plus_one_mc_tied	0.5	50000	0.09954	0.2866	4.822453746868597	87.0465165890876	312.949600926988
57131	v42_plus_one_mc_tied	0.9	50000	0.55646	0.92926	867.3327167784569	89090.2558064254	432282.7600867817
57132	exact_tied	0.0	50000	0.00126	0.00192	0.16309381030344272	0.5947711261484894	2.993536548746675
57132	exact_tied	0.5	50000	0.09808	0.28764	4.8256068242650825	87.04309544943378	308.5516308837332
57132	exact_tied	0.9	50000	0.5586	0.92938	902.6483586511417	104386.68264118831	501047.97609636275
57132	v42_plus_one_mc_tied	0.0	50000	0.00112	0.0017	0.16281477070809997	0.5920916130746537	2.969072789520527
57132	v42_plus_one_mc_tied	0.5	50000	0.09772	0.28786	4.897042790092019	86.06874834802734	299.51313791794024
57132	v42_plus_one_mc_tied	0.9	50000	0.55306	0.92848	852.7836043067998	89014.13566267479	430934.7401928605
57133	exact_tied	0.0	50000	0.0012	0.00178	0.16123942378572226	0.5860332363176158	2.863952731635173
57133	exact_tied	0.5	50000	0.09992	0.28956	4.851105745276287	90.0913836976884	324.16873383996534
57133	exact_tied	0.9	50000	0.5575	0.93014	917.3766321020041	103303.20622811579	544991.3855611323
57133	v42_plus_one_mc_tied	0.0	50000	0.00126	0.0019	0.16259341326742438	0.5945819055026289	2.987878409405412
57133	v42_plus_one_mc_tied	0.5	50000	0.10118	0.289	4.807779715636073	87.65220422622288	311.5718625791822
57133	v42_plus_one_mc_tied	0.9	50000	0.55362	0.92666	868.2552028277798	93699.09949978664	448019.7564557787
