sample_id	ifng_input	tnf_input	disease_ptpn2_activity	intervention	S_ifn_jak_stat	N_tnf_nfkb	A_apc_antigen_processing	L_lipid_lysosomal_state	B_barrier_injury	host_defense_signal	apc_lipid_composite
1	0.75	0.75	0.3	disease_baseline_ptpn2_50pct	0.6506465457154156	0.8206123382392122	1.2998409715143722	1.0463486670656879	0.6356052711916325	0.7271311523511241	1.1984440497348985
1	0.75	0.75	0.3	ptpn2_restore_to_75pct	0.4542082515158178	0.6333404879022478	1.1678201463842426	0.9969197776884906	0.15946130020282334	0.5348177578897113	1.0994599989059417
1	0.75	0.75	0.3	ptpn2_restore_to_100pct	0.3931742426838802	0.5645488371808055	1.1099972005960002	0.9733416202114686	0.0	0.47029281020749664	1.0553349684421875
1	0.75	0.75	0.3	ptpn2_restore_to_125pct	0.3484206262909658	0.5104295238929798	1.059888108823289	0.9519129313679668	0.0	0.42132463021187216	1.0166980378411603
1	0.75	0.75	0.3	jak_50pct_inhibition	0.32476392957074535	0.6836750218971208	1.1029021212353922	0.9992657611447636	0.26536911549625375	0.4862739211176143	1.0614475771991407
1	0.75	0.75	0.3	jak_70pct_inhibition	0.23692150286561922	0.6589856726682668	1.0211070002094598	0.9828119600487041	0.20439080232403647	0.4268503792768107	1.0057889841451575
1	0.75	0.75	0.3	tnf_70pct_inhibition	0.5142938207580904	0.34842469277780946	1.0693354747273764	0.8957722869387779	0.19327022255391635	0.43965271316696397	0.9999101996119371
1	0.75	0.75	0.3	jak_plus_tnf_50pct_inhibition	0.30508984852333537	0.41341736357087866	0.9826702603135894	0.9090419490072378	0.11293861110611772	0.35383723029472985	0.9532189357910488
2	0.75	0.75	0.3	disease_baseline_ptpn2_50pct	0.6888073910998408	0.6837166819218434	1.3304200680732627	1.2420200291587877	0.7105722930844016	0.686516571969742	1.2950600525074727
2	0.75	0.75	0.3	ptpn2_restore_to_75pct	0.4427270556997976	0.4760600532562767	1.141838200664074	1.1770458949390554	0.25305986302078043	0.45772690460021326	1.1559212783740667
2	0.75	0.75	0.3	ptpn2_restore_to_100pct	0.3735496368164412	0.410505952459488	1.064392857437421	1.1471783145572803	0.06803903708407329	0.3901799788558123	1.0975070402853646
2	0.75	0.75	0.3	ptpn2_restore_to_125pct	0.3246951553586212	0.36212899277681676	0.9995417824903714	1.1204692770483242	0.0	0.3415403821968092	1.0479127803135526
2	0.75	0.75	0.3	jak_50pct_inhibition	0.3245410445538859	0.5395640142417131	1.0596238844229744	1.1692798192468457	0.3253789856167842	0.42130138091340813	1.103486258352523
2	0.75	0.75	0.3	jak_70pct_inhibition	0.2340874110421112	0.5203338432615278	0.9495779330026529	1.1382965038634771	0.2603649344433852	0.3628983055408487	1.0250653613469827
2	0.75	0.75	0.3	tnf_70pct_inhibition	0.518259573631154	0.27017402050448464	1.1054573006875033	1.1202881941533709	0.28404833129295126	0.4066210747241529	1.1113896580738505
2	0.75	0.75	0.3	jak_plus_tnf_50pct_inhibition	0.3032771457372604	0.32331152297032234	0.959969889346343	1.1002102614453273	0.18699507678122712	0.31229261549213827	1.0160660381859368
3	0.75	0.75	0.3	disease_baseline_ptpn2_50pct	0.6103982033213093	1.0668800275650245	1.8759998094923835	1.0419301627382118	0.8494097287553377	0.8158150242309812	1.5423719507907148
3	0.75	0.75	0.3	ptpn2_restore_to_75pct	0.4233619251095305	0.8275713822506181	1.6592883278858002	1.004178625374611	0.4096198623359453	0.6052561808230199	1.3972444468813245
3	0.75	0.75	0.3	ptpn2_restore_to_100pct	0.3664421252172252	0.7379749949757703	1.568291243478766	0.985801039027831	0.21437601645311258	0.5336319166085706	1.335295161698392
3	0.75	0.75	0.3	ptpn2_restore_to_125pct	0.32502944661450267	0.6669495930825263	1.4911029227984154	0.9688913960941443	0.038011906171323724	0.47889351252511336	1.282218312116707
3	0.75	0.75	0.3	jak_50pct_inhibition	0.3056367735621748	0.9054328736148923	1.5014035367130607	1.0001990613110359	0.5163806155709277	0.5755450185858977	1.300921746552251
3	0.75	0.75	0.3	jak_70pct_inhibition	0.2247277891309447	0.8821569052618174	1.340937070284041	0.9826548738585157	0.4641700851257672	0.5205708913898375	1.1976241917138308
3	0.75	0.75	0.3	tnf_70pct_inhibition	0.479217016705961	0.40730702492006365	1.6161493750677705	0.9242079241642709	0.2837432063726524	0.4468575204023072	1.3393727947063705
3	0.75	0.75	0.3	jak_plus_tnf_50pct_inhibition	0.2876219479761927	0.5202357320424629	1.3899462297943406	0.9325923140628382	0.26578336628379734	0.3922981508060143	1.2070046635017395
4	0.75	0.75	0.3	disease_baseline_ptpn2_50pct	0.645688865254376	0.9461709460591479	1.4411314376296198	0.7783388166069327	0.7844616917959679	0.7809058016165233	1.176014389220545
4	0.75	0.75	0.3	ptpn2_restore_to_75pct	0.4503093652339256	0.6901024378054662	1.2804410243844766	0.7395338890841077	0.30751113996879764	0.5582162478911189	1.0640781702643292
4	0.75	0.75	0.3	ptpn2_restore_to_100pct	0.39067638685450556	0.604652618381202	1.212425142464729	0.721609997983693	0.10170524509247685	0.486965691041519	1.0160990846723146
4	0.75	0.75	0.3	ptpn2_restore_to_125pct	0.34717754325801653	0.540179119006589	1.1544953304074816	0.7055943315549777	0.0	0.4340282523448742	0.9749349308664801
4	0.75	0.75	0.3	jak_50pct_inhibition	0.3350919538823536	0.7672385809486767	1.2015126845952653	0.742745863220806	0.4226596484320585	0.5295579360621989	1.0180059560454815
4	0.75	0.75	0.3	jak_70pct_inhibition	0.25343916790947474	0.7422553557781769	1.1060703030041499	0.7311580575078122	0.36723116218551616	0.47340645245039076	0.9561054048056148
4	0.75	0.75	0.3	tnf_70pct_inhibition	0.5045099358024288	0.39051620865338676	1.216842862206376	0.6781499669430696	0.2717526656188214	0.4532127585853599	1.0013657041010533
4	0.75	0.75	0.3	jak_plus_tnf_50pct_inhibition	0.31241412718339434	0.4656830050600269	1.0938009155132298	0.6850515091363643	0.22446070608127092	0.381385122227879	0.9303011529624836
5	0.75	0.75	0.3	disease_baseline_ptpn2_50pct	0.7969457989193092	0.6656719203678698	1.5560674512629151	0.9666426096089277	0.4152468738049138	0.7378725535711614	1.32029751460132
5	0.75	0.75	0.3	ptpn2_restore_to_75pct	0.5504083527010706	0.5065501107007315	1.3862560478163177	0.9313354910630427	0.0	0.530672143800918	1.2042878251150078
5	0.75	0.75	0.3	ptpn2_restore_to_100pct	0.4747490428332772	0.4499426762244648	1.3126969733906357	0.914608809794629	0.0	0.46358617785931167	1.1534617079522331
5	0.75	0.75	0.3	ptpn2_restore_to_125pct	0.41952796581335305	0.4060030349277388	1.2493756487459868	0.8994257648950571	0.0	0.41344174691482666	1.109395695205615
5	0.75	0.75	0.3	jak_50pct_inhibition	0.39788628146093336	0.5515011279754221	1.2804603052736332	0.9236924759650177	0.018584399172589878	0.46701296239245327	1.1377531735501871
5	0.75	0.75	0.3	jak_70pct_inhibition	0.2917246218825175	0.5317509224359952	1.1576376517473628	0.9038849853708015	0.0	0.39973645713158246	1.0561365851967384
5	0.75	0.75	0.3	tnf_70pct_inhibition	0.6224082557885251	0.28801957597246497	1.334266130091776	0.8874544399484089	0.0013748345939844193	0.4719333498712981	1.155541454034429
5	0.75	0.75	0.3	jak_plus_tnf_50pct_inhibition	0.3710267021731457	0.3391631745427126	1.1725612617822914	0.8763266255077635	0.0	0.35668811473945083	1.0540674072724803
6	0.75	0.75	0.3	disease_baseline_ptpn2_50pct	0.602767891905131	0.6703930187435388	1.1228159679020653	0.9187127764660006	0.6947741777815757	0.6331991989824146	1.0411746913276394
6	0.75	0.75	0.3	ptpn2_restore_to_75pct	0.39634300093932384	0.44502673423714695	0.9557022324731242	0.8610092977715584	0.20991860559644382	0.4182506809233443	0.9178250585924979
6	0.75	0.75	0.3	ptpn2_restore_to_100pct	0.3358851982303617	0.37974297365514953	0.8877883029871448	0.8353787288756415	0.012779587040415461	0.35562119717151625	0.8668244733425434
6	0.75	0.75	0.3	ptpn2_restore_to_125pct	0.2926042332237527	0.3329256613557905	0.8312631266055579	0.8128089938377024	0.0	0.3107488758831697	0.8238814734984157
6	0.75	0.75	0.3	jak_50pct_inhibition	0.2861943600095651	0.5061641563377031	0.8692474894924912	0.8514420958520034	0.31544371535903615	0.3851807683572272	0.862125332036296
6	0.75	0.75	0.3	jak_70pct_inhibition	0.20507425392665554	0.48333790423613626	0.7653741335266426	0.8223023042370619	0.25654209104464926	0.33029289656592187	0.7881454018108103
6	0.75	0.75	0.3	tnf_70pct_inhibition	0.46247998552040015	0.27514066481391747	0.9511061964400099	0.8258692777068277	0.23701248589588766	0.378177291202483	0.901011428946737
6	0.75	0.75	0.3	jak_plus_tnf_50pct_inhibition	0.268496318086429	0.31247143969794566	0.7982832287597446	0.8000276742014748	0.16377416280155477	0.2882851228116115	0.7989810069364367
7	0.75	0.75	0.3	disease_baseline_ptpn2_50pct	0.5726588001130458	0.818772160924747	1.3215020314770811	0.5905781603899661	0.3919225376167682	0.6834098124783115	1.029132483042235
7	0.75	0.75	0.3	ptpn2_restore_to_75pct	0.38741921091268694	0.5752939514695851	1.1493420834149326	0.5544091212875905	0.02860764422458027	0.4719628441632911	0.9113688985639957
7	0.75	0.75	0.3	ptpn2_restore_to_100pct	0.3336033196925256	0.4972154979518076	1.0788709407149324	0.5380498645158683	0.0	0.4072287999092025	0.8625425102353068
7	0.75	0.75	0.3	ptpn2_restore_to_125pct	0.2949404075618813	0.43933741673926796	1.0197432493831031	0.5236006546482753	0.0	0.3599190616917053	0.8212862114891719
7	0.75	0.75	0.3	jak_50pct_inhibition	0.3004447825026033	0.6577107400723571	1.0971024310999467	0.5608164199391581	0.12419755585519453	0.4612144634089925	0.8825880266356312
7	0.75	0.75	0.3	jak_70pct_inhibition	0.23278870679897992	0.6411864088514169	1.0185649665768661	0.5529099641620508	0.08696855151519069	0.41656767272257655	0.83230296561094
7	0.75	0.75	0.3	tnf_70pct_inhibition	0.42833349643833507	0.30623216577092793	1.0629239564566972	0.4976981170965134	0.09025868479450988	0.3733878976380019	0.8368336207126237
7	0.75	0.75	0.3	jak_plus_tnf_50pct_inhibition	0.2737795464521718	0.38386409276120087	0.9727926193014664	0.5087639061314745	0.03666037798450904	0.3233175922912349	0.7871811340334696
8	0.75	0.75	0.3	disease_baseline_ptpn2_50pct	0.7110121776009355	0.6207825736865179	1.1990191266332033	0.8965889334925988	0.39198350557953343	0.6704088558394476	1.0780470493769614
8	0.75	0.75	0.3	ptpn2_restore_to_75pct	0.45047827342895946	0.4186684949878865	1.022008527928931	0.8456339531660727	0.015879482718394698	0.43616387313047666	0.9514586980237877
8	0.75	0.75	0.3	ptpn2_restore_to_100pct	0.37653079531229633	0.3577394045470931	0.9487053155080866	0.8223165609362403	0.0	0.36807466946795486	0.8981498136793481
8	0.75	0.75	0.3	ptpn2_restore_to_125pct	0.3243298148415687	0.3134863464239544	0.8871815723582895	0.8014746236898289	0.0	0.31945025405364225	0.8528987928909053
