disease_ptpn2_activity	target_restored_activity	intervention	selective_window_fraction	median_module_drop	median_host_defense_drop	median_barrier_injury_drop
0.3	1.0	ptpn2_restore_to_100pct	0.0	0.13612494821262722	0.3993420736125909	0.8930302763472693
0.3	1.25	ptpn2_restore_to_125pct	0.0	0.1716703704857272	0.4693618270088087	1.0
0.3	0.75	ptpn2_restore_to_75pct	0.0	0.09475360512636355	0.3040917444273106	0.6264323627155733
0.5	1.0	ptpn2_restore_to_100pct	0.0	0.09438112452649361	0.28073740776305445	0.8544627320137064
0.5	1.25	ptpn2_restore_to_125pct	0.0	0.13215226947992909	0.36527610056881665	1.0
0.5	0.75	ptpn2_restore_to_75pct	0.0	0.05117918041860703	0.16627251729628534	0.46181907142367584
0.7	1.0	ptpn2_restore_to_100pct	0.0	0.054868822379313786	0.1645084606087568	0.7362829109748869
0.7	1.25	ptpn2_restore_to_125pct	0.0	0.09385196494117098	0.26215149633345136	1.0
0.7	0.75	ptpn2_restore_to_75pct	0.0	0.009875653080765878	0.03240316536051602	0.13167870125530268
