analysis	disease_name	compartment	role	gene	metric	n_case	n_control	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr	positive_nominal	negative_nominal	residual_layer	residual_model	covariate_set	covariate_count	n_complete_for_model	covariate_slope	covariate_r2	raw_n_case	raw_n_control	raw_mean_case	raw_mean_control	raw_delta_case_minus_control	raw_hedges_g	raw_welch_t	raw_p	residual_n_case	residual_n_control	residual_mean_case	residual_mean_control	residual_delta_case_minus_control	residual_hedges_g	residual_welch_t	residual_p	residual_fdr	retains_nominal_positive	retains_direction_only
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	SP140													residual	univariate	complement_phagocytosis	1.0	12.0	-0.1389579961833749	0.0249541545644148	6.0	6.0	0.2826887982554745	-0.0047924306562632	0.2874812289117378	1.807305793183574	3.391207580158146	0.0144148874238971	6.0	6.0	0.1312455819971666	-0.1312455819971667	0.2624911639943333	1.5471867674216309	2.9031232641368927	0.0251063395474922	0.4773149498247848	True	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	SP140													residual	univariate	mif_cd74_receptor_state	1.0	12.0	0.4165822224230006	0.2045135851195267	6.0	6.0	0.2826887982554745	-0.0047924306562632	0.2874812289117378	1.807305793183574	3.391207580158146	0.0144148874238971	6.0	6.0	0.1044299286124307	-0.1044299286124307	0.2088598572248615	1.2500565341911232	2.34559154868186	0.0462907058971262	0.5304765570952931	True	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	SP140													residual	univariate	mixscale_validated_ifng_readout	1.0	12.0	0.4540470370022264	0.3702608865622895	6.0	6.0	0.2826887982554745	-0.0047924306562632	0.2874812289117378	1.807305793183574	3.391207580158146	0.0144148874238971	6.0	6.0	0.0502141869309017	-0.0502141869309018	0.1004283738618035	0.5731112389293024	1.075379266232156	0.3181440233011512	0.7890550975073554	False	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	SP140													residual	multivariable	core_inflammation_stress	3.0	12.0		0.6453880104562455	6.0	6.0	0.2826887982554745	-0.0047924306562632	0.2874812289117378	1.807305793183574	3.391207580158146	0.0144148874238971	6.0	6.0	0.0051403725648866	-0.0051403725648866	0.0102807451297732	0.0740912933671031	0.1390240415528398	0.892760093206271	0.976244262877055	False	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	SP140													residual	multivariable	core_lysosomal_lipid	2.0	12.0		0.1831846201892414	6.0	6.0	0.2826887982554745	-0.0047924306562632	0.2874812289117378	1.807305793183574	3.391207580158146	0.0144148874238971	6.0	6.0	0.1032823063833033	-0.1032823063833037	0.2065646127666071	1.2044666405801183	2.2600472022987796	0.0540921660357388	0.544253401337574	False	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	SP140													residual	multivariable	core_all	5.0	12.0		0.7935415696519398	6.0	6.0	0.2826887982554745	-0.0047924306562632	0.2874812289117378	1.807305793183574	3.391207580158146	0.0144148874238971	6.0	6.0	-0.0042647967785076	0.0042647967785079	-0.0085295935570156	-0.0805763966755457	-0.1511926140106083	0.8830296963071856	0.9738769373286352	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	univariate	ifn_apc	1.0	12.0	0.218397833911644	0.2987344908546442	6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	6.0	6.0	0.0068834826659357	-0.0068834826659357	0.0137669653318715	0.1239634794977306	0.2326036318375166	0.8224958216788354	0.9604605214203152	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	univariate	inflammatory_nfkb	1.0	12.0	-0.0002125954898721	4.772704976709503e-06	6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	6.0	6.0	0.0284649923468278	-0.0284649923468278	0.0569299846936557	0.4426422658624864	0.8305688018888402	0.4285602333559614	0.8353146826324127	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	univariate	hif_nampt_metabolic	1.0	12.0	0.0268741120098653	0.0231958705406837	6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	6.0	6.0	0.0228247383182485	-0.0228247383182485	0.0456494766364971	0.354962656140582	0.666047801493846	0.5236081929069851	0.8715879884976382	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	univariate	hla_ii_apc	1.0	12.0	0.1598197851509959	0.1613593815053331	6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	6.0	6.0	0.0085277225790743	-0.0085277225790743	0.0170554451581486	0.1405416613606358	0.2637107395614911	0.7985036595366586	0.9544898741995684	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	univariate	lysosomal_apc	1.0	12.0	0.8576632997438056	0.2575508401206128	6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	6.0	6.0	0.0341507438132547	-0.0341507438132546	0.0683014876265094	0.6373015277111752	1.195825177881772	0.260202697449591	0.7602256237931855	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	univariate	lipid_loader_repair	1.0	12.0	-0.0020879440833835	2.903056388199653e-06	6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	6.0	6.0	0.0284723821091686	-0.0284723821091686	0.0569447642183373	0.4427646677770588	0.8307984754184056	0.4284423333132144	0.8352496557219986	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	univariate	c1q_phagocytic_myeloid	1.0	12.0	0.1685865050548758	0.0049012927093059	6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	6.0	6.0	0.0306486380310673	-0.0306486380310673	0.0612972760621346	0.4805127950877477	0.9016286226771544	0.3915419855109966	0.8213079557122905	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	univariate	complement_effector	1.0	12.0	0.4194662054318304	0.1837318843385408	6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	6.0	6.0	0.0218735071461011	-0.021873507146101	0.0437470142922021	0.3729395449861225	0.6997794267398819	0.5058414508783252	0.8658423846756408	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	univariate	complement_phagocytosis	1.0	0.0			6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	0.0	0.0								False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	univariate	mif_cd74_receptor_state	1.0	0.0			6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	0.0	0.0								False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	univariate	mixscale_validated_ifng_readout	1.0	0.0			6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	0.0	0.0								False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	multivariable	core_inflammation_stress	3.0	12.0		0.5204854260645464	6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	6.0	6.0	0.007799785355968	-0.0077997853559676	0.0155995707119356	0.1702715818234071	0.3194956167035344	0.7591652446492337	0.9450736753108888	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	multivariable	core_lysosomal_lipid	2.0	12.0		0.2764133934547046	6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	6.0	6.0	0.0416094845155204	-0.0416094845155204	0.0832189690310409	0.8177337924581182	1.5343861819037312	0.1564097205116671	0.6775824067941735	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30													residual	multivariable	core_all	5.0	12.0		0.6777699521223342	6.0	6.0	0.0511072693729637	-0.0056686878532475	0.0567759572262113	0.4413612878759061	0.8281651896863613	0.4298549201270262	6.0	6.0	0.0215606806931295	-0.0215606806931294	0.043121361386259	0.6072087206316004	1.1393593845105638	0.291032375405483	0.7755810900502739	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	univariate	ifn_apc	1.0	12.0	-2.462129758940097	0.0794322024250738	6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	6.0	6.0	1.3486391841689516	-1.3486391841689511	2.697278368337903	1.180657029698587	2.2153711252305848	0.0719255981658471	0.5717033980907218	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	univariate	inflammatory_nfkb	1.0	12.0	2.0584707768189587	0.936120859889786	6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	6.0	6.0	0.3605152136362113	-0.3605152136362109	0.7210304272724223	1.206977387181802	2.2647583380344143	0.0589114320326545	0.5508875142640153	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	univariate	hif_nampt_metabolic	1.0	12.0	3.669172651235389	0.9046169924530164	6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	6.0	6.0	0.3466465280189503	-0.3466465280189499	0.6932930560379003	0.8686856364576984	1.6299916296625436	0.148529431490977	0.6688638140327994	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	univariate	hla_ii_apc	1.0	12.0	-1.183128780537151	0.0185004882075628	6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	6.0	6.0	1.2532294565457904	-1.25322945654579	2.5064589130915804	1.0161849141147907	1.9067575595594868	0.1134458872144819	0.6309621298838565	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	univariate	lysosomal_apc	1.0	12.0	2.57145037112478	0.0048436374333922	6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	6.0	6.0	1.1234840559950674	-1.1234840559950672	2.2469681119901344	0.8724182796341006	1.636995517926269	0.1618860880967593	0.6846941920842177	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	univariate	lipid_loader_repair	1.0	12.0	7.522041967565918	0.0788270481471034	6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	6.0	6.0	0.8021334790830351	-0.8021334790830349	1.60426695816607	0.6116350788134066	1.1476649515458994	0.3013489294391522	0.7806927582572252	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	univariate	c1q_phagocytic_myeloid	1.0	12.0	-7.767457128623314	0.0217675108752976	6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	6.0	6.0	1.0020484492330652	-1.002048449233065	2.0040968984661305	0.7655029041969056	1.436380750361452	0.2076343375382605	0.7242016380924764	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	univariate	complement_effector	1.0	12.0	-5.230271817521606	0.0597619981079393	6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	6.0	6.0	1.1874342372231328	-1.1874342372231326	2.3748684744462656	0.9726844207402388	1.8251337394905292	0.1243399244978588	0.6444084379272046	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	univariate	complement_phagocytosis	1.0	0.0			6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	0.0	0.0								False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	univariate	mif_cd74_receptor_state	1.0	0.0			6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	0.0	0.0								False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	univariate	mixscale_validated_ifng_readout	1.0	0.0			6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	0.0	0.0								False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	multivariable	core_inflammation_stress	3.0	12.0		0.9501282875609344	6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	6.0	6.0	0.1889599264843813	-0.1889599264843799	0.3779198529687612	0.620262796783843	1.1638539012472513	0.2728990752014562	0.7671440765591163	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	multivariable	core_lysosomal_lipid	2.0	12.0		0.0788358607498646	6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	6.0	6.0	0.8005117383910205	-0.8005117383910211	1.6010234767820417	0.610239468744818	1.1450462450373533	0.3023524374279628	0.7811889227014034	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL7R													residual	multivariable	core_all	5.0	12.0		0.9596543904260412	6.0	6.0	2.2440447672753674	0.0316325578569176	2.2124122094184497	0.8529034639707042	1.6003781446778136	0.1700721738084828	6.0	6.0	0.1674412629377336	-0.1674412629377334	0.334882525875467	0.6098663594027256	1.1443461470052974	0.2841720832180708	0.7727486116946154	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	univariate	ifn_apc	1.0	12.0	-0.0062905157728387	0.0016377133439288	6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	6.0	6.0	-0.0264771399139398	0.0264771399139398	-0.0529542798278796	-1.290324361471233	-2.421149631671382	0.0588764345517589	0.5508875142640153	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	univariate	inflammatory_nfkb	1.0	12.0	-0.0075520257367052	0.0397978930285271	6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	6.0	6.0	-0.0243607767341015	0.0243607767341015	-0.048721553468203	-1.1701461375535431	-2.195648609400152	0.073893541155344	0.5741418850330955	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	univariate	hif_nampt_metabolic	1.0	12.0	-0.0116215909814448	0.0286648890680585	6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	6.0	6.0	-0.0246907355209816	0.0246907355209816	-0.0493814710419632	-1.183609210941728	-2.220910563795713	0.0731556598451684	0.5736194931162054	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	univariate	hla_ii_apc	1.0	12.0	-0.021577149995798	0.0194356002913858	6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	6.0	6.0	-0.0244152158475278	0.0244152158475278	-0.0488304316950556	-1.1559641385030872	-2.1690376712495114	0.0800378807909694	0.5824183533084081	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	univariate	lysosomal_apc	1.0	12.0	0.1749650832618912	0.0708286159361737	6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	6.0	6.0	-0.0259209182079395	0.0259209182079395	-0.0518418364158791	-1.3209931964940909	-2.478696277178964	0.0508808540147767	0.5379590294270669	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	univariate	lipid_loader_repair	1.0	12.0	0.0141552360331987	0.0008817158278819	6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	6.0	6.0	-0.0276687484768919	0.0276687484768919	-0.0553374969537838	-1.38543139908543	-2.5996073714186316	0.0470936210942302	0.531044285231627	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	univariate	c1q_phagocytic_myeloid	1.0	12.0	0.4840881294920157	0.2670487524441324	6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	6.0	6.0	-0.020605158224833	0.020605158224833	-0.0412103164496661	-1.1160857871425995	-2.0942103963478593	0.0693626528852701	0.5680642602550025	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	univariate	complement_effector	1.0	12.0	0.0470499917889688	0.0152751801358001	6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	6.0	6.0	-0.0278272386669644	0.0278272386669644	-0.0556544773339288	-1.416142227312804	-2.657232812486992	0.0434643216379332	0.5233026989832928	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	univariate	complement_phagocytosis	1.0	0.0			6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	0.0	0.0								False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	univariate	mif_cd74_receptor_state	1.0	0.0			6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	0.0	0.0								False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	univariate	mixscale_validated_ifng_readout	1.0	0.0			6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	0.0	0.0								False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	multivariable	core_inflammation_stress	3.0	12.0		0.1179296661884057	6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	6.0	6.0	-0.0181598728961094	0.0181598728961094	-0.0363197457922188	-0.8341307466487323	-1.5651532361302145	0.1736800811415461	0.6969216613260855	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	multivariable	core_lysosomal_lipid	2.0	12.0		0.0724578217108972	6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	6.0	6.0	-0.0250681815983788	0.0250681815983788	-0.0501363631967577	-1.2545807241777231	-2.3540806861784036	0.0604298099735732	0.5525610960845508	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SP140													residual	multivariable	core_all	5.0	12.0		0.2473771283877158	6.0	6.0	-0.0538942085000461	0.0002988599048058	-0.0541930684048519	-1.3374317042926234	-2.50954130211228	0.0529047297734011	6.0	6.0	-0.0155593922802598	0.0155593922802598	-0.0311187845605197	-0.7608052724784108	-1.4275661688154655	0.1973310247762316	0.7170169052151766	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	univariate	ifn_apc	1.0	12.0	0.0357908738983857	0.0088142413988152	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	-0.0279397797785909	0.0279397797785909	-0.0558795595571819	-0.6246538268454304	-1.172093179008502	0.2720469438653919	0.7665901211033397	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	univariate	inflammatory_nfkb	1.0	12.0	-0.1047058045469116	0.018210912231863	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	-0.0130347713923578	0.0130347713923578	-0.0260695427847156	-0.2782765345043935	-0.5221548543421203	0.6144083501625069	0.9046383813539972	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	univariate	hif_nampt_metabolic	1.0	12.0	-0.0564660125524264	0.0304057568457581	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	-0.0115717240636725	0.0115717240636725	-0.0231434481273451	-0.2479093094765377	-0.4651741463229034	0.6529793821316364	0.9173832826339277	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	univariate	hla_ii_apc	1.0	12.0	-0.0128264686064026	0.0019706412269829	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	-0.0203122735545837	0.0203122735545837	-0.0406245471091674	-0.4384815531243813	-0.8227616888759017	0.4313929734618213	0.8363444252257912	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	univariate	lysosomal_apc	1.0	12.0	-0.2962611772967841	0.0598881778255656	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	-0.0210694273171109	0.0210694273171109	-0.0421388546342219	-0.4708994779751971	-0.8835903062032614	0.3994611468769028	0.8241526015225139	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	univariate	lipid_loader_repair	1.0	12.0	-0.2228451828842208	0.0113896441933955	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	-0.0196290934159344	0.0196290934159344	-0.0392581868318689	-0.4249250689145051	-0.7973244595004317	0.4459847661768384	0.8414579581617353	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	univariate	c1q_phagocytic_myeloid	1.0	12.0	-0.6762301765386682	0.1817840234478648	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	0.0006222838230315	-0.0006222838230315	0.0012445676460631	0.014358577232323	0.0269422673983506	0.9790513485693146	0.9956028096758516	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	univariate	complement_effector	1.0	12.0	-0.2302881971707316	0.3080408914389415	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	0.0060438007557987	-0.0060438007557987	0.0120876015115974	0.1522566267233822	0.2856925643801095	0.7810270739786123	0.949696842120961	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	univariate	complement_phagocytosis	1.0	12.0	-0.5439092426588583	0.0544412263404376	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	-0.0214560574266343	0.0214560574266343	-0.0429121148532687	-0.4787382878962041	-0.8982989580118256	0.3905825624613145	0.8212027207473868	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	univariate	mif_cd74_receptor_state	1.0	12.0	-0.0267256682815621	0.0095392382026086	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	-0.0168847161721774	0.0168847161721774	-0.0337694323443549	-0.3621764017004319	-0.6795835898015917	0.5132376718932837	0.8685950949608389	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	univariate	mixscale_validated_ifng_readout	1.0	12.0	-0.0613622097476767	0.0080555669285121	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	-0.0186240554639622	0.0186240554639622	-0.0372481109279245	-0.4011812973328408	-0.7527719225291166	0.469883337785918	0.8519595055547169	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	multivariable	core_inflammation_stress	3.0	12.0		0.0851041779869246	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	-0.016007334419692	0.016007334419692	-0.0320146688393841	-0.3570324492153977	-0.669931537157809	0.5221940719314482	0.8714070180194955	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	multivariable	core_lysosomal_lipid	2.0	12.0		0.1279760017599718	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	-0.0112659683289962	0.0112659683289962	-0.0225319366579924	-0.2546522606657546	-0.4778265415466405	0.6438499423004936	0.9146665324478256	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30													residual	multivariable	core_all	5.0	12.0		0.135209264650713	6.0	6.0	-0.0642028880679874	-0.0186882479827698	-0.0455146400852175	-0.4950319047840366	-0.9288721113246792	0.3770099523526453	6.0	6.0	-0.0138534313152454	0.0138534313152455	-0.027706862630491	-0.3163460080507406	-0.5935879719417653	0.5677017902153865	0.8877227882200067	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL7R													residual	univariate	ifn_apc	1.0	12.0	-0.0958318676537563	0.0093188297737907	6.0	6.0	0.0819758490107941	0.0148682890286375	0.0671075599821566	0.2724168691367977	0.5111598463657568	0.629734101221291	6.0	6.0	0.0474300769753205	-0.0474300769753205	0.0948601539506411	0.3921274400847729	0.735783370041143	0.4925469978339267	0.8605551207303983	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL7R													residual	univariate	inflammatory_nfkb	1.0	12.0	0.8848549501384656	0.1917942105186444	6.0	6.0	0.0819758490107941	0.0148682890286375	0.0671075599821566	0.2724168691367977	0.5111598463657568	0.629734101221291	6.0	6.0	-0.04861019686163	0.04861019686163	-0.09722039372326	-0.4484495224875341	-0.841465470709945	0.4367097720718672	0.8386291241111162	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL7R													residual	univariate	hif_nampt_metabolic	1.0	12.0	-0.0123620660876063	0.0002149140648641	6.0	6.0	0.0819758490107941	0.0148682890286375	0.0671075599821566	0.2724168691367977	0.5111598463657568	0.629734101221291	6.0	6.0	0.0360026349831407	-0.0360026349831408	0.0720052699662816	0.2929105449919375	0.5496139414986192	0.6048530222481348	0.9015538465393071	False	False
