n_simulated_cohorts	n_valid_fits	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_call_probability	negative_call_probability	median_z	median_one_step_log_hr	median_events	median_usable_n	stack	attendance_mode	death_mode	switch_mode	site_mode	route	n_requested	event_probability_before_ascertainment	molecular_progression_hr	median_latent_events	median_confirmable_events	median_missed_confirmations	median_false_confirmations	seed
800	800	43	0.05375	0.040147072441390756	0.07161807457217512	0.02625	0.0275	0.05235161977052258	0.004244381866540404	157.0	1350.0	complete	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	224.0	175.0	0.0	0.0	55403
800	800	779	0.97375	0.9602042425304217	0.9827677722647005	0.97375	0.0	4.00311509761519	0.32102869298082337	157.0	1350.0	complete	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	225.0	175.0	0.0	0.0	55403
800	800	40	0.05	0.036931386385980994	0.06736960219912745	0.02875	0.02125	0.060487429122335776	0.0033438252082500486	324.0	1349.5	complete	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.0	450.0	361.0	0.0	0.0	55403
800	800	799	0.99875	0.992953760767665	0.9997793102171734	0.99875	0.0	5.511837076217303	0.30887488033154936	326.0	1350.0	complete	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.5	450.0	362.0	0.0	0.0	55403
800	800	32	0.04	0.02847453376055327	0.05592203234866869	0.015	0.025	0.020246790010053018	0.0030650587397181243	43.0	405.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	450	0.15	1.0	67.0	52.0	5.0	0.0	55403
800	800	469	0.58625	0.5517887605098166	0.6198868833447044	0.58625	0.0	2.145994648552815	0.3298261494882828	43.0	405.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	450	0.15	1.5	68.0	53.0	5.0	0.0	55403
800	800	38	0.0475	0.03480005831285475	0.06452482465328206	0.02375	0.02375	0.041330938554619084	0.004584460102719907	88.0	406.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	450	0.3	1.0	135.0	108.0	11.0	0.0	55403
800	800	655	0.81875	0.7905528114197324	0.843900654999149	0.81875	0.0	2.8131655504482778	0.30338009270386485	88.0	405.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	450	0.3	1.5	135.0	109.0	11.0	0.0	55403
800	800	48	0.06	0.04555127089333948	0.07865414016765543	0.0225	0.0375	0.007291792408833882	0.0008120448988117636	85.0	810.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	900	0.15	1.0	135.0	104.0	10.0	0.0	55403
800	800	655	0.81875	0.7905528114197324	0.843900654999149	0.81875	0.0	2.955829691714788	0.3248898816309301	85.0	810.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	900	0.15	1.5	135.0	105.0	11.0	0.0	55403
800	800	42	0.0525	0.03907279601307098	0.07020429819100907	0.025	0.0275	0.0732486776972158	0.005593851606899377	175.0	810.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	900	0.3	1.0	271.0	216.0	22.0	0.0	55403
800	800	786	0.9825	0.970840927975432	0.9895474564860909	0.9825	0.0	3.9872969029643905	0.30458673247745194	176.0	809.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	900	0.3	1.5	270.0	217.0	22.0	0.0	55403
800	800	44	0.055	0.04122362792595932	0.07302957189709236	0.0225	0.0325	0.030713217012734925	0.00255803895960156	141.0	1350.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	225.0	175.0	17.0	0.0	55403
800	800	773	0.96625	0.9513408281001033	0.9767028698381041	0.96625	0.0	3.751308816883128	0.316055150818386	141.0	1351.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	224.0	174.0	17.0	0.0	55403
800	800	47	0.05875	0.04446627494469538	0.07725108330681373	0.02625	0.0325	-0.04507806267621709	-0.0025981737961787168	292.0	1350.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.0	450.0	361.0	36.0	0.0	55403
800	800	800	1.0	0.995221123794324	1.0	1.0	0.0	5.174326241323308	0.30275821383472423	293.0	1350.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.5	451.0	362.5	36.0	0.0	55403
800	800	59	0.07375	0.05760461807328737	0.09396937389205146	0.00625	0.0675	-0.5305942426408671	-0.08251991563190116	42.0	406.0	score_miss_10pct	score	none	none	balanced	guarded_within_site_stratified	450	0.15	1.0	68.0	53.0	5.0	0.0	55403
800	800	309	0.38625	0.3531308526071527	0.42045634172963864	0.385	0.00125	1.6366445930623892	0.2541417320174847	43.0	406.0	score_miss_10pct	score	none	none	balanced	guarded_within_site_stratified	450	0.15	1.5	67.0	52.0	5.0	0.0	55403
800	800	108	0.135	0.11305682866203172	0.16043175096811185	0.00375	0.13125	-0.7287963403382173	-0.07974371616648354	87.0	405.0	score_miss_10pct	score	none	none	balanced	guarded_within_site_stratified	450	0.3	1.0	134.0	108.0	11.0	0.0	55403
800	800	426	0.5325	0.4978527238986285	0.5668366491480025	0.5325	0.0	2.055778860559495	0.21958321477126147	88.0	405.0	score_miss_10pct	score	none	none	balanced	guarded_within_site_stratified	450	0.3	1.5	135.0	109.0	11.0	0.0	55403
800	800	71	0.08875	0.07095812172603243	0.11047250395313614	0.00125	0.0875	-0.63761822430774	-0.06900711056277589	84.0	810.0	score_miss_10pct	score	none	none	balanced	guarded_within_site_stratified	900	0.15	1.0	135.5	105.0	10.0	0.0	55403
800	800	480	0.6	0.565652381557648	0.6333918432012169	0.6	0.0	2.2018201746588755	0.2389651160377813	86.0	809.0	score_miss_10pct	score	none	none	balanced	guarded_within_site_stratified	900	0.15	1.5	136.0	105.0	10.0	0.0	55403
800	800	173	0.21625	0.18911405872550735	0.24609795352121383	0.0	0.21625	-1.1523558032531303	-0.08568983429120713	175.0	810.0	score_miss_10pct	score	none	none	balanced	guarded_within_site_stratified	900	0.3	1.0	270.0	217.0	21.0	0.0	55403
800	800	635	0.79375	0.7643404031459192	0.8203520070832461	0.79375	0.0	2.825442671646627	0.21319731453048968	175.0	810.0	score_miss_10pct	score	none	none	balanced	guarded_within_site_stratified	900	0.3	1.5	270.0	218.0	22.0	0.0	55403
800	800	119	0.14875	0.12577223495283762	0.17508492558164984	0.00375	0.145	-0.8523822846740645	-0.07042211440715473	141.0	1350.0	score_miss_10pct	score	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	225.0	174.0	17.0	0.0	55403
800	800	643	0.80375	0.7748046422648461	0.8297921904402056	0.80375	0.0	2.8754880084692473	0.24187133463848395	141.0	1350.0	score_miss_10pct	score	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	225.0	175.0	18.0	0.0	55403
800	800	276	0.345	0.31287044705878697	0.37861100456497265	0.0	0.345	-1.4906560059381047	-0.0872997186337306	292.0	1350.0	score_miss_10pct	score	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.0	450.0	360.0	36.0	0.0	55403
800	800	767	0.95875	0.9426363648959388	0.9704790161853536	0.95875	0.0	3.7585997605873587	0.2196058508452446	294.0	1350.0	score_miss_10pct	score	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.5	451.0	364.0	36.0	0.0	55403
800	800	27	0.03375	0.02329713016189607	0.04865917189989684	0.02	0.01375	0.029358565982171396	0.004719944942945441	42.0	405.0	risk_miss_10pct	risk	none	none	balanced	guarded_within_site_stratified	450	0.15	1.0	67.0	53.0	5.0	0.0	55403
800	800	445	0.55625	0.5216348543741244	0.5903275220527372	0.55625	0.0	2.1145386468771195	0.32628140673810024	42.0	405.0	risk_miss_10pct	risk	none	none	balanced	guarded_within_site_stratified	450	0.15	1.5	67.0	52.0	5.0	0.0	55403
800	800	31	0.03875	0.027431519536182523	0.05447699376355362	0.015	0.02375	0.004819967022738009	0.0005016458968931502	88.0	405.0	risk_miss_10pct	risk	none	none	balanced	guarded_within_site_stratified	450	0.3	1.0	135.0	108.0	11.0	0.0	55403
800	800	653	0.81625	0.7879236041397941	0.8415537566601159	0.81625	0.0	2.840324011458713	0.3052984092675962	87.0	405.0	risk_miss_10pct	risk	none	none	balanced	guarded_within_site_stratified	450	0.3	1.5	134.0	108.0	11.0	0.0	55403
800	800	46	0.0575	0.04338329484491769	0.0758460105971056	0.03375	0.02375	-0.001664447666587607	-0.00018463004320426013	85.0	810.0	risk_miss_10pct	risk	none	none	balanced	guarded_within_site_stratified	900	0.15	1.0	135.0	104.0	10.0	0.0	55403
800	800	677	0.84625	0.8196048749680035	0.8695857532595658	0.84625	0.0	3.008578401132241	0.32906989470834924	85.0	810.0	risk_miss_10pct	risk	none	none	balanced	guarded_within_site_stratified	900	0.15	1.5	135.0	105.0	11.0	0.0	55403
800	800	31	0.03875	0.027431519536182523	0.05447699376355362	0.0175	0.02125	0.010061514843962475	0.0007723820731845149	175.0	810.0	risk_miss_10pct	risk	none	none	balanced	guarded_within_site_stratified	900	0.3	1.0	269.0	216.0	22.0	0.0	55403
800	800	791	0.98875	0.9787584172551516	0.9940702312538003	0.98875	0.0	4.072159240840597	0.307763547482542	176.0	810.0	risk_miss_10pct	risk	none	none	balanced	guarded_within_site_stratified	900	0.3	1.5	270.0	218.0	21.0	0.0	55403
800	800	41	0.05125	0.038000874036155985	0.06878816735843825	0.0275	0.02375	0.015528965132004646	0.0013259978038007913	141.0	1350.0	risk_miss_10pct	risk	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	225.0	175.0	17.0	0.0	55403
800	800	777	0.97125	0.9572287422275642	0.9807671669485861	0.97125	0.0	3.8101553941015514	0.32224985330230743	142.0	1350.0	risk_miss_10pct	risk	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	224.0	175.0	17.0	0.0	55403
800	800	43	0.05375	0.040147072441390756	0.07161807457217512	0.02875	0.025	0.058751966177141346	0.0034110293089881084	292.0	1350.0	risk_miss_10pct	risk	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.0	449.0	360.0	36.0	0.0	55403
800	800	800	1.0	0.995221123794324	1.0	1.0	0.0	5.36669553720599	0.3159791814755381	294.0	1351.0	risk_miss_10pct	risk	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.5	450.0	362.0	36.0	0.0	55403
800	800	85	0.10625	0.08674600286420671	0.12951736214776322	0.0	0.10625	-0.7008623237476554	-0.10951472056307895	42.0	406.0	joint_miss_10pct	joint	none	none	balanced	guarded_within_site_stratified	450	0.15	1.0	67.0	52.0	5.0	0.0	55403
800	800	236	0.295	0.2644384817649496	0.3275208574793776	0.295	0.0	1.4879269688738825	0.226604757839808	42.0	405.0	joint_miss_10pct	joint	none	none	balanced	guarded_within_site_stratified	450	0.15	1.5	68.0	52.0	5.0	0.0	55403
800	800	145	0.18125	0.156099345000851	0.2094471885802675	0.0	0.18125	-0.9532395249101024	-0.10135242087091846	88.0	405.0	joint_miss_10pct	joint	none	none	balanced	guarded_within_site_stratified	450	0.3	1.0	136.0	108.0	11.0	0.0	55403
800	800	380	0.475	0.440597789916476	0.5096411538938078	0.475	0.0	1.8957196526309041	0.2053382918948632	88.0	405.0	joint_miss_10pct	joint	none	none	balanced	guarded_within_site_stratified	450	0.3	1.5	135.0	110.0	11.0	0.0	55403
800	800	120	0.15	0.1269318643770823	0.17641334896689095	0.00125	0.14875	-0.9055482007550507	-0.09868904776218126	85.0	811.0	joint_miss_10pct	joint	none	none	balanced	guarded_within_site_stratified	900	0.15	1.0	135.0	105.0	10.0	0.0	55403
800	800	448	0.56	0.5253971296402188	0.5940294052151002	0.56	0.0	2.1135547952175386	0.22887583699446934	85.0	810.0	joint_miss_10pct	joint	none	none	balanced	guarded_within_site_stratified	900	0.15	1.5	134.0	105.0	10.0	0.0	55403
800	800	197	0.24625	0.21765522149700675	0.27727005817737393	0.0	0.24625	-1.2715610997209428	-0.0968054089630195	174.0	810.0	joint_miss_10pct	joint	none	none	balanced	guarded_within_site_stratified	900	0.3	1.0	270.0	216.0	22.0	0.0	55403
800	800	633	0.79125	0.7617284411390669	0.817987863471127	0.79125	0.0	2.6680861112703806	0.20204915340057977	177.0	810.0	joint_miss_10pct	joint	none	none	balanced	guarded_within_site_stratified	900	0.3	1.5	270.0	218.0	22.0	0.0	55403
800	800	168	0.21	0.1831948079697225	0.23957694022956963	0.0	0.21	-1.0592676140650654	-0.0890429450719845	142.0	1351.0	joint_miss_10pct	joint	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	226.0	176.0	18.0	0.0	55403
800	800	610	0.7625	0.7318007106404107	0.7906903793516094	0.7625	0.0	2.6643023831984527	0.2229636573783333	142.0	1350.0	joint_miss_10pct	joint	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	224.0	175.0	17.0	0.0	55403
800	800	314	0.3925	0.35925344067216436	0.42677401771205614	0.0	0.3925	-1.717114126850634	-0.09997580682487989	291.0	1351.0	joint_miss_10pct	joint	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.0	448.0	359.0	36.0	0.0	55403
800	800	757	0.94625	0.928381925427825	0.9598529275586093	0.94625	0.0	3.477823036272941	0.2038019827909587	293.0	1351.0	joint_miss_10pct	joint	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.5	449.0	362.0	36.0	0.0	55403
800	800	40	0.05	0.036931386385980994	0.06736960219912745	0.02	0.03	0.058930624652780726	0.0077940233725500565	54.0	405.5	independent_false_2pct	none	independent	none	balanced	guarded_within_site_stratified	450	0.15	1.0	68.0	52.0	0.0	8.0	55403
800	800	442	0.5525	0.5178745512540993	0.5866236667443047	0.5525	0.0	2.0626579538588223	0.2812356386774889	55.0	405.0	independent_false_2pct	none	independent	none	balanced	guarded_within_site_stratified	450	0.15	1.5	67.0	52.0	0.0	8.0	55403
800	800	47	0.05875	0.04446627494469538	0.07725108330681373	0.025	0.03375	-0.018945050946934383	-0.0018488805173976714	103.0	405.0	independent_false_2pct	none	independent	none	balanced	guarded_within_site_stratified	450	0.3	1.0	135.0	108.0	0.0	6.0	55403
800	800	656	0.82	0.7918681149314573	0.8450734042969101	0.82	0.0	2.8971598714111653	0.28552548972853475	104.0	405.0	independent_false_2pct	none	independent	none	balanced	guarded_within_site_stratified	450	0.3	1.5	135.0	109.0	0.0	7.0	55403
800	800	42	0.0525	0.03907279601307098	0.07020429819100907	0.02625	0.02625	0.009826449318810942	0.0009327592692065218	108.0	810.0	independent_false_2pct	none	independent	none	balanced	guarded_within_site_stratified	900	0.15	1.0	134.0	104.0	0.0	16.0	55403
800	800	675	0.84375	0.8169532116264817	0.8672613109821161	0.84375	0.0	2.9295585833955684	0.27946486585663805	109.0	810.0	independent_false_2pct	none	independent	none	balanced	guarded_within_site_stratified	900	0.15	1.5	135.0	105.0	0.0	16.0	55403
800	800	36	0.045	0.032679556110122895	0.0616692212370423	0.02375	0.02125	-0.043726727510076974	-0.0030508531954767486	207.0	810.0	independent_false_2pct	none	independent	none	balanced	guarded_within_site_stratified	900	0.3	1.0	270.0	216.0	0.0	13.0	55403
800	800	784	0.98	0.9677598954072832	0.9876523834352677	0.98	0.0	4.17620257293565	0.29064942519102227	208.0	809.0	independent_false_2pct	none	independent	none	balanced	guarded_within_site_stratified	900	0.3	1.5	270.0	218.0	0.0	13.0	55403
800	800	52	0.065	0.049910303433446775	0.08424731886549142	0.03	0.035	0.052279913943420964	0.003895080225263837	181.0	1350.0	independent_false_2pct	none	independent	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	225.0	175.0	0.0	26.0	55403
800	800	769	0.96125	0.9455230062364465	0.9725684804638176	0.96125	0.0	3.7412915973867786	0.27748429921159856	181.0	1350.0	independent_false_2pct	none	independent	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	225.0	175.0	0.0	26.0	55403
800	800	34	0.0425	0.03057072542368845	0.05880194630450512	0.02875	0.01375	0.05565357332154772	0.00311779080660339	346.0	1351.0	independent_false_2pct	none	independent	none	balanced	guarded_within_site_stratified	1500	0.3	1.0	451.0	361.5	0.0	22.0	55403
800	800	800	1.0	0.995221123794324	1.0	1.0	0.0	5.45476195236242	0.29631357998822394	347.0	1350.0	independent_false_2pct	none	independent	none	balanced	guarded_within_site_stratified	1500	0.3	1.5	450.0	363.0	0.0	22.0	55403
800	800	114	0.1425	0.11998309788985745	0.16843379859720092	0.14125	0.00125	0.8604316379529557	0.11712614147738568	54.0	405.0	score_false_2pct	none	score	none	balanced	guarded_within_site_stratified	450	0.15	1.0	67.0	52.0	0.0	8.0	55403
800	800	629	0.78625	0.7565092831338857	0.8132548102383649	0.78625	0.0	2.7949357043410914	0.3793597915121786	54.0	405.0	score_false_2pct	none	score	none	balanced	guarded_within_site_stratified	450	0.15	1.5	67.5	53.0	0.0	8.0	55403
800	800	54	0.0675	0.052100544489878206	0.08703318342803158	0.06125	0.00625	0.5695736980837587	0.05590917261935283	104.0	406.0	score_false_2pct	none	score	none	balanced	guarded_within_site_stratified	450	0.3	1.0	136.0	108.5	0.0	7.0	55403
800	800	756	0.945	0.9269704281029076	0.9587763720740408	0.945	0.0	3.4895764948781904	0.34680594244596347	104.0	406.0	score_false_2pct	none	score	none	balanced	guarded_within_site_stratified	450	0.3	1.5	135.0	109.0	0.0	7.0	55403
800	800	181	0.22625	0.1986047032148914	0.25651173150771633	0.22625	0.0	1.233907649184046	0.1184575973617081	108.0	810.0	score_false_2pct	none	score	none	balanced	guarded_within_site_stratified	900	0.15	1.0	135.0	105.0	0.0	16.0	55403
800	800	783	0.97875	0.9662333503869127	0.9866908756461525	0.97875	0.0	4.039812385300131	0.3890090326033912	110.0	810.0	score_false_2pct	none	score	none	balanced	guarded_within_site_stratified	900	0.15	1.5	136.0	106.0	0.0	16.0	55403
800	800	112	0.14	0.11767176853742264	0.16576902233066418	0.13625	0.00375	0.8041731149073674	0.056221045668487374	207.0	810.0	score_false_2pct	none	score	none	balanced	guarded_within_site_stratified	900	0.3	1.0	268.0	215.0	0.0	14.0	55403
800	800	798	0.9975	0.9909308762821831	0.9993141418931695	0.9975	0.0	4.877442960816869	0.3431999559117004	208.0	810.0	score_false_2pct	none	score	none	balanced	guarded_within_site_stratified	900	0.3	1.5	271.0	218.0	0.0	13.0	55403
800	800	274	0.3425	0.3104389629075192	0.37606638309726886	0.3425	0.0	1.5377180305565488	0.11465547706112447	181.0	1351.0	score_false_2pct	none	score	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	225.0	175.0	0.0	27.0	55403
800	800	800	1.0	0.995221123794324	1.0	1.0	0.0	5.295092376645522	0.39666785606270627	181.0	1351.0	score_false_2pct	none	score	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	225.0	175.0	0.0	26.0	55403
800	800	130	0.1625	0.1385594651621564	0.18966627627667498	0.15875	0.00375	0.9916435597713655	0.05387405483660636	344.0	1350.0	score_false_2pct	none	score	none	balanced	guarded_within_site_stratified	1500	0.3	1.0	449.0	359.0	0.0	22.0	55403
800	800	800	1.0	0.995221123794324	1.0	1.0	0.0	6.2699991050586945	0.3413331442751144	348.0	1350.0	score_false_2pct	none	score	none	balanced	guarded_within_site_stratified	1500	0.3	1.5	451.0	364.0	0.0	23.0	55403
800	800	59	0.07375	0.05760461807328737	0.09396937389205146	0.0625	0.01125	0.26739869129206384	0.03897209377624094	49.0	405.0	mixed_joint_miss_score_false	joint	score	none	balanced	guarded_within_site_stratified	450	0.15	1.0	67.0	52.0	5.0	8.0	55403
800	800	475	0.59375	0.559347335145243	0.6272566255661928	0.59375	0.0	2.174690088348035	0.3066650146722778	50.0	405.0	mixed_joint_miss_score_false	joint	score	none	balanced	guarded_within_site_stratified	450	0.15	1.5	68.0	53.0	5.0	8.0	55403
800	800	39	0.04875	0.03586441780162572	0.06594851797399691	0.00625	0.0425	-0.2837935027871322	-0.02839485912110442	94.0	405.0	mixed_joint_miss_score_false	joint	score	none	balanced	guarded_within_site_stratified	450	0.3	1.0	136.0	108.0	11.0	7.0	55403
800	800	523	0.65375	0.6201170600075575	0.6859134355591973	0.65375	0.0	2.3854023234192248	0.24512273381798672	94.0	405.0	mixed_joint_miss_score_false	joint	score	none	balanced	guarded_within_site_stratified	450	0.3	1.5	134.0	109.0	11.0	7.0	55403
800	800	70	0.0875	0.06983842196591744	0.1091041509037653	0.07375	0.01375	0.3667733198673193	0.036294672847631916	99.0	810.0	mixed_joint_miss_score_false	joint	score	none	balanced	guarded_within_site_stratified	900	0.15	1.0	135.0	104.0	10.0	16.0	55403
800	800	694	0.8675	0.8422408627417652	0.889246663247063	0.8675	0.0	3.043584445954364	0.3044481363820615	99.0	809.0	mixed_joint_miss_score_false	joint	score	none	balanced	guarded_within_site_stratified	900	0.15	1.5	135.0	105.0	10.0	16.0	55403
800	800	59	0.07375	0.05760461807328737	0.09396937389205146	0.00625	0.0675	-0.4836948873893602	-0.03513439078897736	187.0	810.0	mixed_joint_miss_score_false	joint	score	none	balanced	guarded_within_site_stratified	900	0.3	1.0	271.0	217.0	22.0	14.0	55403
800	800	724	0.905	0.8827025849814862	0.9234265252919163	0.905	0.0	3.3009893320293506	0.24123615348084998	189.0	810.0	mixed_joint_miss_score_false	joint	score	none	balanced	guarded_within_site_stratified	900	0.3	1.5	270.0	218.0	21.0	13.0	55403
800	800	81	0.10125	0.0822151496947432	0.12409600407928348	0.09375	0.0075	0.5058455795740818	0.039448042706784814	166.0	1350.0	mixed_joint_miss_score_false	joint	score	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	225.0	174.0	17.0	26.0	55403
800	800	777	0.97125	0.9572287422275642	0.9807671669485861	0.97125	0.0	3.9034242321508463	0.303999872485904	165.0	1351.0	mixed_joint_miss_score_false	joint	score	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	225.0	175.0	17.0	27.0	55403
800	800	91	0.11375	0.09356926336901233	0.13762241849987245	0.01125	0.1025	-0.6216725343959582	-0.0349143582309053	312.0	1349.0	mixed_joint_miss_score_false	joint	score	none	balanced	guarded_within_site_stratified	1500	0.3	1.0	450.0	361.0	36.0	22.0	55403
800	800	789	0.98625	0.9755473839327495	0.9923051589572305	0.98625	0.0	4.296201698538043	0.24139603378365448	314.0	1350.0	mixed_joint_miss_score_false	joint	score	none	balanced	guarded_within_site_stratified	1500	0.3	1.5	449.0	362.0	36.0	23.0	55403
800	800	43	0.05375	0.040147072441390756	0.07161807457217512	0.03125	0.0225	0.0158737761994984	0.0021954536513226542	47.0	405.0	complete	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.0	67.0	52.0	0.0	0.0	55409
800	800	458	0.5725	0.5379523600945396	0.6063547028556374	0.5725	0.0	2.1445085942765547	0.31148464235684015	48.0	405.0	complete	none	none	none	balanced	guarded_within_site_stratified	450	0.15	1.5	67.0	53.0	0.0	0.0	55409
800	800	31	0.03875	0.027431519536182523	0.05447699376355362	0.02125	0.0175	-0.016608434854929438	-0.0017147205098103674	97.5	405.0	complete	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.0	135.0	108.0	0.0	0.0	55409
800	800	673	0.84125	0.8143037797761967	0.8649346372134297	0.84125	0.0	3.072954393417162	0.3157385214356234	98.0	405.0	complete	none	none	none	balanced	guarded_within_site_stratified	450	0.3	1.5	135.0	109.0	0.0	0.0	55409
800	800	36	0.045	0.032679556110122895	0.0616692212370423	0.01375	0.03125	-0.03210431401536393	-0.0033093649776022444	94.0	810.0	complete	none	none	none	balanced	guarded_within_site_stratified	900	0.15	1.0	135.0	105.0	0.0	0.0	55409
800	800	709	0.88625	0.8623775815001277	0.9064307366309877	0.88625	0.0	3.1034745420599217	0.32265006784859124	95.0	809.0	complete	none	none	none	balanced	guarded_within_site_stratified	900	0.15	1.5	136.0	106.0	0.0	0.0	55409
800	800	35	0.04375	0.03162362448958758	0.060237100048091796	0.01875	0.025	-0.0224681642296913	-0.0015979626557497296	194.0	810.0	complete	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.0	269.0	216.0	0.0	0.0	55409
800	800	796	0.995	0.9872149815598222	0.9980539309965585	0.995	0.0	4.31482906527755	0.31067573650365415	196.0	809.5	complete	none	none	none	balanced	guarded_within_site_stratified	900	0.3	1.5	270.0	218.0	0.0	0.0	55409
800	800	39	0.04875	0.03586441780162572	0.06594851797399691	0.02125	0.0275	-0.018570481417058433	-0.0015012168766164108	157.0	1350.0	complete	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	225.5	174.0	0.0	0.0	55409
800	800	784	0.98	0.9677598954072832	0.9876523834352677	0.98	0.0	4.060853014737463	0.32482954838370615	158.0	1350.0	complete	none	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	225.0	175.0	0.0	0.0	55409
800	800	30	0.0375	0.026392096712790934	0.05302836377745939	0.0175	0.02	-0.04478659141630319	-0.002481288802662192	324.0	1350.0	complete	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.0	450.0	360.0	0.0	0.0	55409
800	800	800	1.0	0.995221123794324	1.0	1.0	0.0	5.558239174581367	0.308852769802451	327.0	1349.5	complete	none	none	none	balanced	guarded_within_site_stratified	1500	0.3	1.5	450.0	363.0	0.0	0.0	55409
800	800	36	0.045	0.032679556110122895	0.0616692212370423	0.01875	0.02625	0.009470116274208034	0.0014177417341520349	42.0	405.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	450	0.15	1.0	67.0	52.0	5.0	0.0	55409
800	800	399	0.49875	0.4641913729161118	0.5333205742744025	0.49875	0.0	1.9576474093401357	0.3012333631185762	43.0	405.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	450	0.15	1.5	68.0	53.0	5.0	0.0	55409
800	800	37	0.04625	0.033738403716588684	0.06309842644006232	0.0225	0.02375	0.01482115813664275	0.0015960599496076073	88.0	405.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	450	0.3	1.0	135.0	108.0	11.0	0.0	55409
800	800	654	0.8175	0.7892379757245189	0.8427274378848768	0.8175	0.0	2.8797606386296524	0.30892676503697614	88.0	405.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	450	0.3	1.5	135.0	109.0	11.0	0.0	55409
800	800	39	0.04875	0.03586441780162572	0.06594851797399691	0.03	0.01875	-0.01806574739772223	-0.0018984996449947847	85.0	810.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	900	0.15	1.0	135.0	105.0	10.0	0.0	55409
800	800	657	0.82125	0.7931838900301581	0.8462456820076952	0.82125	0.0	2.9290547601136128	0.3171560249043658	85.0	810.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	900	0.15	1.5	135.0	105.0	10.0	0.0	55409
800	800	45	0.05625	0.042302391206338136	0.07443886142619935	0.02	0.03625	-0.012816784884509765	-0.001001839010307873	176.0	811.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	900	0.3	1.0	270.0	216.0	21.0	0.0	55409
800	800	783	0.97875	0.9662333503869127	0.9866908756461525	0.97875	0.0	4.002576066755413	0.30508984379170934	177.0	810.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	900	0.3	1.5	269.0	218.0	22.0	0.0	55409
800	800	31	0.03875	0.027431519536182523	0.05447699376355362	0.0225	0.01625	0.03562167597924283	0.002877512368732021	141.0	1351.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.0	224.0	174.0	17.0	0.0	55409
800	800	765	0.95625	0.9397628999519083	0.9683763755104124	0.95625	0.0	3.806391784839118	0.3193447923313879	142.0	1350.0	independent_miss_10pct	independent	none	none	balanced	guarded_within_site_stratified	1500	0.15	1.5	225.0	175.0	17.0	0.0	55409
