stack	route	n_null_cells	median_null_probability	maximum_null_probability	maximum_ci_low	maximum_ci_high	maximum_family_tail_probability	strict_cell_flag	strict_cell_flag_but_family_compatible	invalid_null_family
complete	guarded_within_site_stratified	6	0.04729166666666666	0.05458333333333333	0.046186211785358755	0.06440405108127549	0.6549806790095747	False	False	False
independent_false_2pct	guarded_within_site_stratified	6	0.05229166666666667	0.06041666666666667	0.05156879378731482	0.07066949182942898	0.07295572792728	True	True	False
independent_miss_10pct	guarded_within_site_stratified	6	0.04833333333333334	0.059583333333333335	0.050798245786234916	0.06977603658049325	0.1117432431246076	True	True	False
joint_miss_10pct	guarded_within_site_stratified	6	0.184375	0.4066666666666667	0.38717876239643867	0.4264528736018084	0.0	True	False	True
mixed_joint_miss_score_false	guarded_within_site_stratified	6	0.08541666666666667	0.10416666666666667	0.09257123881284512	0.11702721742972041	0.0	True	False	True
risk_miss_10pct	guarded_within_site_stratified	6	0.04645833333333334	0.05291666666666667	0.04465342711256278	0.06260882925404015	0.8466834419679116	False	False	False
score_false_2pct	guarded_within_site_stratified	6	0.16020833333333334	0.33458333333333334	0.31598354599160017	0.3537118088802931	0.0	True	False	True
score_miss_10pct	guarded_within_site_stratified	6	0.144375	0.32916666666666666	0.3106527168428843	0.3482266169039071	0.0	True	False	True
