predictor	analysis	disease_name	compartment	role	n_case	rho	p
gene:PSMA1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.3142857142857143	0.5440932944606415
gene:PSMA1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.2	0.7040000000000001
gene:PSMA1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.8857142857142858	0.01884548104956266
gene:PSMA1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	1.0	0.0
gene:PSMA1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:PSMA1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:PSMA1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.16666666666666669	0.668231040071504
gene:PSMA1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.8090909090909091	0.002558580199713916
gene:PSMA1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.22424242424242422	0.5334005612725946
gene:PSMA1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.09999999999999999	0.8728885715695384
gene:PSMA1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:PSMA1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.7999999999999999	0.10408803866182788
gene:PSMA1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:PSMA1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:PSMA3	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.4285714285714286	0.3965014577259473
gene:PSMA3	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.6	0.208
gene:PSMA3	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.028571428571428574	0.9571545189504373
gene:PSMA3	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.028571428571428574	0.9571545189504373
gene:PSMA3	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.5428571428571429	0.26570262390670546
gene:PSMA3	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:PSMA3	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:PSMA3	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:PSMA3	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:PSMA3	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.6	0.08762282904140249
gene:PSMA3	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.36363636363636365	0.2716375409938225
gene:PSMA3	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.309090909090909	0.3848412302612833
gene:PSMA3	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.6	0.28475697986529386
gene:PSMA3	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:PSMA3	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:PSMA3	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.8999999999999998	0.03738607346849874
gene:PSMA3	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	1.0	0.0
gene:PSMA4	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6	0.208
gene:PSMA4	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.3714285714285715	0.4684781341107872
gene:PSMA4	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:PSMA4	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.3142857142857143	0.5440932944606415
gene:PSMA4	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.7142857142857143	0.11078717201166179
gene:PSMA4	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:PSMA4	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	1.0	0.0
gene:PSMA4	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:PSMA4	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:PSMA4	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.31666666666666665	0.406397014486386
gene:PSMA4	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.6000000000000001	0.05100326070695072
gene:PSMA4	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.22424242424242422	0.5334005612725946
gene:PSMA4	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.6	0.28475697986529386
gene:PSMA4	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:PSMA4	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.8999999999999998	0.03738607346849874
gene:PSMA4	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.8999999999999998	0.03738607346849874
gene:PSMA4	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.6000000000000001	0.4
gene:PSMA5	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.4285714285714286	0.3965014577259473
gene:PSMA5	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.48571428571428577	0.3287230320699708
gene:PSMA5	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.48571428571428577	0.3287230320699708
gene:PSMA5	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.08571428571428573	0.8717434402332361
gene:PSMA5	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.5428571428571429	0.26570262390670546
gene:PSMA5	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.08571428571428573	0.8717434402332361
gene:PSMA5	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	1.0	0.0
gene:PSMA5	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:PSMA5	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:PSMA5	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.5833333333333334	0.09918581647988327
gene:PSMA5	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.6363636363636364	0.0352869812200623
gene:PSMA5	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.38181818181818183	0.27625533338543623
gene:PSMA5	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.09999999999999999	0.8728885715695384
gene:PSMA5	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:PSMA5	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:PSMA5	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.8999999999999998	0.03738607346849874
gene:PSMA5	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:PSMB8	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:PSMB8	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.2	0.7040000000000001
gene:PSMB8	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.2	0.7040000000000001
gene:PSMB8	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.3714285714285715	0.4684781341107872
gene:PSMB8	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.3142857142857143	0.5440932944606415
gene:PSMB8	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.8857142857142858	0.01884548104956266
gene:PSMB8	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.5333333333333333	0.13922686754397814
gene:PSMB8	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.20909090909090913	0.5372209352113229
gene:PSMB8	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.22424242424242422	0.5334005612725946
gene:PSMB8	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:PSMB8	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:PSMB8	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.3	0.623837664781073
gene:PSMB8	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.0	1.0
gene:PSMB8	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.6000000000000001	0.4
gene:PSME1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.48571428571428577	0.3287230320699708
gene:PSME1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.5428571428571429	0.26570262390670546
gene:PSME1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.3142857142857143	0.5440932944606415
gene:PSME1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.3142857142857143	0.5440932944606415
gene:PSME1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.7714285714285715	0.07239650145772594
gene:PSME1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6	0.208
gene:PSME1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:PSME1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	1.0	0.0
gene:PSME1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:PSME1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.4666666666666666	0.2053863511058121
gene:PSME1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.4727272727272727	0.14199852020631987
gene:PSME1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.04242424242424241	0.9073638178128159
gene:PSME1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:PSME1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:PSME1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:PSME1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.7999999999999999	0.10408803866182788
gene:PSME1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:PSME2	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.028571428571428574	0.9571545189504373
gene:PSME2	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.08571428571428573	0.8717434402332361
gene:PSME2	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.6	0.208
gene:PSME2	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.2571428571428572	0.6227871720116619
gene:PSME2	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.7142857142857143	0.11078717201166179
gene:PSME2	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.3142857142857143	0.5440932944606415
gene:PSME2	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:PSME2	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:PSME2	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:PSME2	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.45	0.22421610749233675
gene:PSME2	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.48181818181818187	0.13343383825682875
gene:PSME2	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.10303030303030303	0.7769984634438898
gene:PSME2	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:PSME2	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:PSME2	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:PSME2	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.7999999999999999	0.10408803866182788
gene:PSME2	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:PTGS2	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.5797710356524485	0.22778395671501586
gene:PTGS2	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.14285714285714288	0.7871720116618076
gene:PTGS2	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.08571428571428573	0.8717434402332361
gene:PTGS2	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.5768179036829705	0.23073225195460048
gene:PTGS2	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.14285714285714288	0.7871720116618076
gene:PTGS2	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6	0.208
gene:PTGS2	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:PTGS2	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:PTGS2	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:PTGS2	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.016666666666666666	0.9660548039946862
gene:PTGS2	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.8545454545454546	0.0008066741521648988
gene:PTGS2	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.5151515151515151	0.12755286970323432
gene:PTGS2	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.3	0.623837664781073
gene:PTGS2	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	-0.5	0.6666666666666666
gene:PTGS2	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.09999999999999999	0.8728885715695384
gene:PTGS2	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.7999999999999999	0.10408803866182788
gene:PTGS2	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.39999999999999997	0.6
gene:PTPN2	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6	0.208
gene:PTPN2	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.14285714285714288	0.7871720116618076
gene:PTPN2	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.14285714285714288	0.7871720116618076
gene:PTPN2	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.6	0.208
gene:PTPN2	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.3714285714285715	0.4684781341107872
gene:PTPN2	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.5428571428571429	0.26570262390670546
gene:PTPN2	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:PTPN2	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	1.0	0.0
gene:PTPN2	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:PTPN2	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.5	0.1704706607870538
gene:PTPN2	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.8272727272727273	0.0016769738964523804
gene:PTPN2	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.28484848484848485	0.4250381548921453
gene:PTPN2	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.7999999999999999	0.10408803866182788
gene:PTPN2	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	-0.5	0.6666666666666666
gene:PTPN2	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.8999999999999998	0.03738607346849874
gene:PTPN2	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:PTPN2	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.6000000000000001	0.4
gene:PTPRE	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:PTPRE	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.3142857142857143	0.5440932944606415
gene:PTPRE	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:PTPRE	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.48571428571428577	0.3287230320699708
gene:PTPRE	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.2	0.7040000000000001
gene:PTPRE	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:PTPRE	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:PTPRE	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-1.0	0.0
gene:PTPRE	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:PTPRE	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.8666666666666667	0.002495398285990204
gene:PTPRE	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.6545454545454547	0.028864598957001896
gene:PTPRE	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.01818181818181818	0.9602404181286242
gene:PTPRE	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.3	0.623837664781073
gene:PTPRE	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.5	0.6666666666666666
gene:PTPRE	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:PTPRE	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:PTPRE	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.6000000000000001	0.4
gene:RAB10	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6	0.208
gene:RAB10	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.2571428571428572	0.6227871720116619
gene:RAB10	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.2	0.7040000000000001
gene:RAB10	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.08571428571428573	0.8717434402332361
gene:RAB10	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.6	0.208
gene:RAB10	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:RAB10	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:RAB10	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:RAB10	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:RAB10	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.5833333333333334	0.09918581647988327
gene:RAB10	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.8454545454545455	0.0010451821458586869
gene:RAB10	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.5030303030303029	0.13833369839449194
gene:RAB10	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.09999999999999999	0.8728885715695384
gene:RAB10	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:RAB10	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:RAB10	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.7	0.1881204043741873
gene:RAB10	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:RAB11A	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:RAB11A	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.48571428571428577	0.3287230320699708
gene:RAB11A	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.14285714285714288	0.7871720116618076
gene:RAB11A	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.4285714285714286	0.3965014577259473
gene:RAB11A	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.028571428571428574	0.9571545189504373
gene:RAB11A	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.8285714285714287	0.04156268221574335
gene:RAB11A	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	1.0	0.0
gene:RAB11A	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:RAB11A	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:RAB11A	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	-0.21666666666666667	0.5755148957119259
gene:RAB11A	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.7818181818181819	0.004473162252783042
gene:RAB11A	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.5515151515151515	0.098401176669635
gene:RAB11A	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:RAB11A	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:RAB11A	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:RAB11A	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.8999999999999998	0.03738607346849874
gene:RAB11A	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:RAB11FIP4	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.3714285714285715	0.4684781341107872
gene:RAB11FIP4	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.3714285714285715	0.4684781341107872
gene:RAB11FIP4	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.6087595874350709	0.19966018946036276
gene:RAB11FIP4	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.8285714285714287	0.04156268221574335
gene:RAB11FIP4	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.2571428571428572	0.6227871720116619
gene:RAB11FIP4	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.2704493615131253	0.6042166772370778
gene:RAB11FIP4	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:RAB11FIP4	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:RAB11FIP4	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:RAB11FIP4	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.45	0.22421610749233675
gene:RAB11FIP4	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.41818181818181827	0.20057021703405048
gene:RAB11FIP4	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.41818181818181815	0.22911284098281895
gene:RAB11FIP4	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.3	0.623837664781073
gene:RAB11FIP4	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	-0.5	0.6666666666666666
gene:RAB11FIP4	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	-0.3	0.623837664781073
gene:RAB11FIP4	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	-0.8999999999999998	0.03738607346849874
gene:RAB11FIP4	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	-1.0	0.0
gene:RAB24	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.3714285714285715	0.4684781341107872
gene:RAB24	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.7142857142857143	0.11078717201166179
gene:RAB24	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.2571428571428572	0.6227871720116619
gene:RAB24	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.4058397249567139	0.42466250756136437
