predictor	analysis	disease_name	compartment	role	n_case	rho	p
gene:DBI	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.7	0.1881204043741873
gene:DBI	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.5	0.6666666666666666
gene:DBI	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.7	0.1881204043741873
gene:DBI	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:DBI	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.6000000000000001	0.4
gene:DDAH1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.8285714285714287	0.04156268221574335
gene:DDAH1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.101418510567422	0.8483938150603566
gene:DDAH1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.4928053803045812	0.32063258286582746
gene:DDAH1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.028571428571428574	0.9571545189504373
gene:DDAH1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.13093073414159545	0.8047261622231062
gene:DDAH1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.3142857142857143	0.5440932944606415
gene:DDAH1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-1.0	0.0
gene:DDAH1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	1.0	0.0
gene:DDAH1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:DDAH1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.4107919181288746	0.27207082745361105
gene:DDAH1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.7363636363636363	0.009759535959916903
gene:DDAH1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.09090909090909088	0.8027717312071619
gene:DDAH1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:DDAH1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.5	0.6666666666666666
gene:DDAH1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.7	0.1881204043741873
gene:DDAH1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	-0.19999999999999998	0.7470600781046621
gene:DDAH1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	-0.39999999999999997	0.6
gene:DDIT4	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.7714285714285715	0.07239650145772594
gene:DDIT4	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.14285714285714288	0.7871720116618076
gene:DDIT4	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.7142857142857143	0.11078717201166179
gene:DDIT4	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.3142857142857143	0.5440932944606415
gene:DDIT4	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.6571428571428573	0.1561749271137024
gene:DDIT4	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	-0.14285714285714288	0.7871720116618076
gene:DDIT4	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	1.0	0.0
gene:DDIT4	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:DDIT4	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:DDIT4	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.26666666666666666	0.48792227483870076
gene:DDIT4	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.6272727272727273	0.03884525362035333
gene:DDIT4	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.04242424242424241	0.9073638178128159
gene:DDIT4	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:DDIT4	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:DDIT4	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:DDIT4	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.7999999999999999	0.10408803866182788
gene:DDIT4	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:DDX39A	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.6	0.208
gene:DDX39A	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.14285714285714288	0.7871720116618076
gene:DDX39A	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.08571428571428573	0.8717434402332361
gene:DDX39A	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.3142857142857143	0.5440932944606415
gene:DDX39A	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.08571428571428573	0.8717434402332361
gene:DDX39A	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6	0.208
gene:DDX39A	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:DDX39A	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:DDX39A	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:DDX39A	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.7666666666666667	0.01594401657897403
gene:DDX39A	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.45454545454545453	0.16014543725525887
gene:DDX39A	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.24848484848484845	0.4887763045192432
gene:DDX39A	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.3	0.623837664781073
gene:DDX39A	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:DDX39A	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:DDX39A	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	-0.09999999999999999	0.8728885715695384
gene:DDX39A	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	-0.19999999999999998	0.8
gene:DENND2D	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.8285714285714287	0.04156268221574335
gene:DENND2D	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.7714285714285715	0.07239650145772594
gene:DENND2D	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.2	0.7040000000000001
gene:DENND2D	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:DENND2D	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.5428571428571429	0.26570262390670546
gene:DENND2D	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:DENND2D	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-1.0	0.0
gene:DENND2D	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	1.0	0.0
gene:DENND2D	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:DENND2D	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.08475793795260131	0.8283628971177416
gene:DENND2D	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.6636363636363638	0.02598413391876549
gene:DENND2D	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.07878787878787878	0.8287173946974605
gene:DENND2D	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.3	0.623837664781073
gene:DENND2D	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:DENND2D	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:DENND2D	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.10259783520851543	0.8695979205185651
gene:DENND2D	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7378647873726218	0.26213521262737816
gene:DNAJB11	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.3714285714285715	0.4684781341107872
gene:DNAJB11	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.028571428571428574	0.9571545189504373
gene:DNAJB11	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.2571428571428572	0.6227871720116619
gene:DNAJB11	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.4285714285714286	0.3965014577259473
gene:DNAJB11	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.14285714285714288	0.7871720116618076
gene:DNAJB11	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.8857142857142858	0.01884548104956266
gene:DNAJB11	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-1.0	0.0
gene:DNAJB11	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:DNAJB11	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:DNAJB11	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	-0.08333333333333334	0.831214097710308
gene:DNAJB11	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.5636363636363637	0.07095173447637548
gene:DNAJB11	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.24848484848484845	0.4887763045192432
gene:DNAJB11	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.09999999999999999	0.8728885715695384
gene:DNAJB11	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:DNAJB11	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	-0.39999999999999997	0.5046315754686912
gene:DNAJB11	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	-0.39999999999999997	0.5046315754686912
gene:DNAJB11	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.0	1.0
gene:DUSP6	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:DUSP6	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.4285714285714286	0.3965014577259473
gene:DUSP6	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.4285714285714286	0.3965014577259473
gene:DUSP6	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.4285714285714286	0.3965014577259473
gene:DUSP6	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.6	0.208
gene:DUSP6	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.5428571428571429	0.26570262390670546
gene:DUSP6	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:DUSP6	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:DUSP6	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:DUSP6	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.7	0.03576957497026173
gene:DUSP6	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.8272727272727273	0.0016769738964523804
gene:DUSP6	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.2606060606060606	0.46708905438634013
gene:DUSP6	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.0	1.0
gene:DUSP6	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:DUSP6	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:DUSP6	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:DUSP6	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.0	1.0
gene:DYNLT1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6	0.208
gene:DYNLT1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.14285714285714288	0.7871720116618076
gene:DYNLT1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.14285714285714288	0.7871720116618076
gene:DYNLT1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.2571428571428572	0.6227871720116619
gene:DYNLT1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.2571428571428572	0.6227871720116619
gene:DYNLT1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6	0.208
gene:DYNLT1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:DYNLT1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:DYNLT1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:DYNLT1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.65	0.058073058017148654
gene:DYNLT1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.5727272727272729	0.0655430526010185
gene:DYNLT1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.1515151515151515	0.6760651759978539
gene:DYNLT1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.09999999999999999	0.8728885715695384
gene:DYNLT1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:DYNLT1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:DYNLT1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:DYNLT1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:EEF1E1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.2571428571428572	0.6227871720116619
gene:EEF1E1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.3714285714285715	0.4684781341107872
gene:EEF1E1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.14285714285714288	0.7871720116618076
gene:EEF1E1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.2571428571428572	0.6227871720116619
gene:EEF1E1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.3142857142857143	0.5440932944606415
gene:EEF1E1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.7142857142857143	0.11078717201166179
gene:EEF1E1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:EEF1E1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-1.0	0.0
gene:EEF1E1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:EEF1E1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.31666666666666665	0.406397014486386
gene:EEF1E1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.48181818181818187	0.13343383825682875
gene:EEF1E1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.406060606060606	0.24428229408662652
gene:EEF1E1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.3	0.623837664781073
gene:EEF1E1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.5	0.6666666666666666
gene:EEF1E1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.7	0.1881204043741873
gene:EEF1E1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.0	1.0
gene:EEF1E1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.0	1.0
gene:ENO1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.48571428571428577	0.3287230320699708
gene:ENO1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.14285714285714288	0.7871720116618076
gene:ENO1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:ENO1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.08571428571428573	0.8717434402332361
gene:ENO1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.3714285714285715	0.4684781341107872
gene:ENO1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:ENO1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	1.0	0.0
gene:ENO1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:ENO1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:ENO1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.3	0.43284532670948234
gene:ENO1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.6272727272727273	0.03884525362035333
gene:ENO1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.19999999999999998	0.5795840000000001
gene:ENO1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.09999999999999999	0.8728885715695384
gene:ENO1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:ENO1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:ENO1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.8999999999999998	0.03738607346849874
gene:ENO1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:EPS8L1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.2571428571428572	0.6227871720116619
gene:EPS8L1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.08571428571428573	0.8717434402332361
gene:EPS8L1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.48571428571428577	0.3287230320699708
gene:EPS8L1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.3714285714285715	0.4684781341107872
gene:EPS8L1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.3188740696088466	0.537900560470205
gene:EPS8L1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.8857142857142858	0.01884548104956266
gene:EPS8L1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:EPS8L1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:EPS8L1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-1.0	0.0
gene:EPS8L1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.04371858854891681	0.911078956620555
gene:EPS8L1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.6727272727272727	0.02331303983318598
gene:EPS8L1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.16363636363636364	0.6514773427962428
gene:EPS8L1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:EPS8L1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	-0.5	0.6666666666666666
gene:EPS8L1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.3	0.623837664781073
gene:EPS8L1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:EPS8L1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.6000000000000001	0.4
gene:EPSTI1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:EPSTI1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.2571428571428572	0.6227871720116619
gene:EPSTI1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.48571428571428577	0.3287230320699708
gene:EPSTI1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.6	0.208
gene:EPSTI1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.028571428571428574	0.9571545189504373
gene:EPSTI1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.48571428571428577	0.3287230320699708
gene:EPSTI1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:EPSTI1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:EPSTI1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:EPSTI1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.7666666666666667	0.01594401657897403
gene:EPSTI1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.02727272727272728	0.9365584481926121
gene:EPSTI1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.11515151515151514	0.7514196523258484
gene:EPSTI1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.09999999999999999	0.8728885715695384
gene:EPSTI1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:EPSTI1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:EPSTI1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.39999999999999997	0.5046315754686912
gene:EPSTI1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.6000000000000001	0.4
gene:ESCO2	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.7714285714285715	0.07239650145772594
gene:ESCO2	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.5428571428571429	0.26570262390670546
gene:ESCO2	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.550782483869826	0.2573693316225746
gene:ESCO2	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.08571428571428573	0.8717434402332361
gene:ESCO2	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.030358837035945815	0.9544757346935634
gene:ESCO2	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.33394720739540396	0.5177002083054396
gene:ESCO2	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:ESCO2	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:ESCO2	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:ESCO2	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.2008316044185609	0.60437217167933
gene:ESCO2	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.06833730713673078	0.841760251396407
gene:ESCO2	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.22532028485964323	0.5313823859607762
gene:ESCO2	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.8999999999999998	0.03738607346849874
gene:ESCO2	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.0	1.0
gene:ESCO2	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	-0.9999999999999999	1.4042654220543602e-24
gene:ESCO2	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	-0.6708203932499368	0.21516994256955022
gene:ESCO2	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	-0.19999999999999998	0.8
gene:FABP5	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.48571428571428577	0.3287230320699708
gene:FABP5	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.6571428571428573	0.1561749271137024
gene:FABP5	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.3142857142857143	0.5440932944606415
gene:FABP5	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.2571428571428572	0.6227871720116619
gene:FABP5	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.48571428571428577	0.3287230320699708
gene:FABP5	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	-0.2	0.7040000000000001
gene:FABP5	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:FABP5	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:FABP5	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
