predictor	gate	passed
hif_nampt_metabolic	circuit_coupling	False
hif_nampt_metabolic	disease_up_recurrence	True
hif_nampt_metabolic	ms_anchor_nominal	False
hif_nampt_metabolic	perturbation_or_model_hint	False
gene:ACSL3	circuit_coupling	False
gene:ACSL3	disease_up_recurrence	True
gene:ACSL3	ms_anchor_nominal	False
gene:ACSL3	perturbation_or_model_hint	False
osmr_signal_response	circuit_coupling	False
osmr_signal_response	disease_up_recurrence	True
osmr_signal_response	ms_anchor_nominal	False
osmr_signal_response	perturbation_or_model_hint	False
gene:FAM136A	circuit_coupling	False
gene:FAM136A	disease_up_recurrence	True
gene:FAM136A	ms_anchor_nominal	False
gene:FAM136A	perturbation_or_model_hint	False
gene:TBXAS1	circuit_coupling	False
gene:TBXAS1	disease_up_recurrence	True
gene:TBXAS1	ms_anchor_nominal	False
gene:TBXAS1	perturbation_or_model_hint	False
gene:SMCO4	circuit_coupling	False
gene:SMCO4	disease_up_recurrence	True
gene:SMCO4	ms_anchor_nominal	False
gene:SMCO4	perturbation_or_model_hint	False
gene:TNFAIP6	circuit_coupling	False
gene:TNFAIP6	disease_up_recurrence	True
gene:TNFAIP6	ms_anchor_nominal	False
gene:TNFAIP6	perturbation_or_model_hint	False
gene:CD44	circuit_coupling	False
gene:CD44	disease_up_recurrence	True
gene:CD44	ms_anchor_nominal	True
gene:CD44	perturbation_or_model_hint	False
gene:CARD10	circuit_coupling	False
gene:CARD10	disease_up_recurrence	True
gene:CARD10	ms_anchor_nominal	False
gene:CARD10	perturbation_or_model_hint	False
gene:IFITM2	circuit_coupling	False
gene:IFITM2	disease_up_recurrence	True
gene:IFITM2	ms_anchor_nominal	False
gene:IFITM2	perturbation_or_model_hint	False
gene:PPP3CA	circuit_coupling	False
gene:PPP3CA	disease_up_recurrence	True
gene:PPP3CA	ms_anchor_nominal	True
gene:PPP3CA	perturbation_or_model_hint	False
gene:SAA2	circuit_coupling	False
gene:SAA2	disease_up_recurrence	True
gene:SAA2	ms_anchor_nominal	False
gene:SAA2	perturbation_or_model_hint	False
gene:OSM	circuit_coupling	False
gene:OSM	disease_up_recurrence	True
gene:OSM	ms_anchor_nominal	False
gene:OSM	perturbation_or_model_hint	False
gene:PDLIM7	circuit_coupling	False
gene:PDLIM7	disease_up_recurrence	True
gene:PDLIM7	ms_anchor_nominal	False
gene:PDLIM7	perturbation_or_model_hint	False
gene:TIMM17A	circuit_coupling	False
gene:TIMM17A	disease_up_recurrence	True
gene:TIMM17A	ms_anchor_nominal	False
gene:TIMM17A	perturbation_or_model_hint	False
gene:CARD16	circuit_coupling	False
gene:CARD16	disease_up_recurrence	True
gene:CARD16	ms_anchor_nominal	False
gene:CARD16	perturbation_or_model_hint	False
gene:PRSS22	circuit_coupling	False
gene:PRSS22	disease_up_recurrence	True
gene:PRSS22	ms_anchor_nominal	False
gene:PRSS22	perturbation_or_model_hint	False
gene:MSRB1	circuit_coupling	False
gene:MSRB1	disease_up_recurrence	True
gene:MSRB1	ms_anchor_nominal	False
gene:MSRB1	perturbation_or_model_hint	False
gene:SP140	circuit_coupling	False
gene:SP140	disease_up_recurrence	True
gene:SP140	ms_anchor_nominal	False
gene:SP140	perturbation_or_model_hint	False
gene:LYZ	circuit_coupling	False
gene:LYZ	disease_up_recurrence	True
gene:LYZ	ms_anchor_nominal	False
gene:LYZ	perturbation_or_model_hint	False
gene:RAB11FIP4	circuit_coupling	False
gene:RAB11FIP4	disease_up_recurrence	True
gene:RAB11FIP4	ms_anchor_nominal	False
gene:RAB11FIP4	perturbation_or_model_hint	False
gene:HLA-DMB	circuit_coupling	False
gene:HLA-DMB	disease_up_recurrence	True
gene:HLA-DMB	ms_anchor_nominal	False
gene:HLA-DMB	perturbation_or_model_hint	False
gene:MTF1	circuit_coupling	False
gene:MTF1	disease_up_recurrence	True
gene:MTF1	ms_anchor_nominal	False
gene:MTF1	perturbation_or_model_hint	False
gene:LRRC61	circuit_coupling	False
gene:LRRC61	disease_up_recurrence	True
gene:LRRC61	ms_anchor_nominal	False
gene:LRRC61	perturbation_or_model_hint	False
gene:CNN2	circuit_coupling	False
gene:CNN2	disease_up_recurrence	True
gene:CNN2	ms_anchor_nominal	False
gene:CNN2	perturbation_or_model_hint	False
gene:TMEM165	circuit_coupling	False
gene:TMEM165	disease_up_recurrence	True
gene:TMEM165	ms_anchor_nominal	False
gene:TMEM165	perturbation_or_model_hint	False
gene:KCNJ2	circuit_coupling	False
gene:KCNJ2	disease_up_recurrence	True
gene:KCNJ2	ms_anchor_nominal	False
gene:KCNJ2	perturbation_or_model_hint	False
gene:CKLF	circuit_coupling	False
gene:CKLF	disease_up_recurrence	True
gene:CKLF	ms_anchor_nominal	False
gene:CKLF	perturbation_or_model_hint	False
gene:DAP	circuit_coupling	False
gene:DAP	disease_up_recurrence	True
gene:DAP	ms_anchor_nominal	True
gene:DAP	perturbation_or_model_hint	False
gene:LIMS1	circuit_coupling	False
gene:LIMS1	disease_up_recurrence	True
gene:LIMS1	ms_anchor_nominal	True
gene:LIMS1	perturbation_or_model_hint	False
gene:PGGHG	circuit_coupling	False
gene:PGGHG	disease_up_recurrence	True
gene:PGGHG	ms_anchor_nominal	False
gene:PGGHG	perturbation_or_model_hint	False
gene:ANKRD22	circuit_coupling	False
gene:ANKRD22	disease_up_recurrence	True
gene:ANKRD22	ms_anchor_nominal	False
gene:ANKRD22	perturbation_or_model_hint	False
gene:TNFAIP8	circuit_coupling	False
gene:TNFAIP8	disease_up_recurrence	True
gene:TNFAIP8	ms_anchor_nominal	False
gene:TNFAIP8	perturbation_or_model_hint	False
gene:METAP1	circuit_coupling	False
gene:METAP1	disease_up_recurrence	True
gene:METAP1	ms_anchor_nominal	False
gene:METAP1	perturbation_or_model_hint	False
gene:CXCL2	circuit_coupling	False
gene:CXCL2	disease_up_recurrence	True
gene:CXCL2	ms_anchor_nominal	False
gene:CXCL2	perturbation_or_model_hint	False
gene:CXCL8	circuit_coupling	False
gene:CXCL8	disease_up_recurrence	True
gene:CXCL8	ms_anchor_nominal	False
gene:CXCL8	perturbation_or_model_hint	False
gene:BTF3	circuit_coupling	False
gene:BTF3	disease_up_recurrence	False
gene:BTF3	ms_anchor_nominal	True
gene:BTF3	perturbation_or_model_hint	False
gene:CXCL9	circuit_coupling	False
gene:CXCL9	disease_up_recurrence	True
gene:CXCL9	ms_anchor_nominal	True
gene:CXCL9	perturbation_or_model_hint	False
gene:TNFRSF11B	circuit_coupling	False
gene:TNFRSF11B	disease_up_recurrence	True
gene:TNFRSF11B	ms_anchor_nominal	False
gene:TNFRSF11B	perturbation_or_model_hint	False
gene:HLA-DMA	circuit_coupling	False
gene:HLA-DMA	disease_up_recurrence	True
gene:HLA-DMA	ms_anchor_nominal	False
gene:HLA-DMA	perturbation_or_model_hint	False
gene:LDLRAD3	circuit_coupling	False
gene:LDLRAD3	disease_up_recurrence	True
gene:LDLRAD3	ms_anchor_nominal	False
gene:LDLRAD3	perturbation_or_model_hint	False
gene:CD82	circuit_coupling	False
gene:CD82	disease_up_recurrence	True
gene:CD82	ms_anchor_nominal	False
gene:CD82	perturbation_or_model_hint	False
gene:GBP1	circuit_coupling	False
gene:GBP1	disease_up_recurrence	True
gene:GBP1	ms_anchor_nominal	False
gene:GBP1	perturbation_or_model_hint	False
gene:PTPRE	circuit_coupling	False
gene:PTPRE	disease_up_recurrence	True
gene:PTPRE	ms_anchor_nominal	False
gene:PTPRE	perturbation_or_model_hint	False
gene:CXCL1	circuit_coupling	False
gene:CXCL1	disease_up_recurrence	True
gene:CXCL1	ms_anchor_nominal	False
gene:CXCL1	perturbation_or_model_hint	False
gene:NR1H3	circuit_coupling	False
gene:NR1H3	disease_up_recurrence	False
gene:NR1H3	ms_anchor_nominal	False
gene:NR1H3	perturbation_or_model_hint	False
gene:CCL19	circuit_coupling	False
gene:CCL19	disease_up_recurrence	True
gene:CCL19	ms_anchor_nominal	False
gene:CCL19	perturbation_or_model_hint	False
gene:IL2RG	circuit_coupling	False
gene:IL2RG	disease_up_recurrence	True
gene:IL2RG	ms_anchor_nominal	True
gene:IL2RG	perturbation_or_model_hint	False
gene:CTSC	circuit_coupling	False
gene:CTSC	disease_up_recurrence	True
gene:CTSC	ms_anchor_nominal	False
gene:CTSC	perturbation_or_model_hint	False
gene:NLRC5	circuit_coupling	False
gene:NLRC5	disease_up_recurrence	True
gene:NLRC5	ms_anchor_nominal	False
gene:NLRC5	perturbation_or_model_hint	False
gene:PIK3R2	circuit_coupling	False
gene:PIK3R2	disease_up_recurrence	True
gene:PIK3R2	ms_anchor_nominal	False
gene:PIK3R2	perturbation_or_model_hint	False
gene:LCN2	circuit_coupling	False
gene:LCN2	disease_up_recurrence	True
gene:LCN2	ms_anchor_nominal	False
gene:LCN2	perturbation_or_model_hint	False
gene:IFI30	circuit_coupling	False
gene:IFI30	disease_up_recurrence	True
gene:IFI30	ms_anchor_nominal	False
gene:IFI30	perturbation_or_model_hint	False
gene:HLA-DRB1	circuit_coupling	False
gene:HLA-DRB1	disease_up_recurrence	True
gene:HLA-DRB1	ms_anchor_nominal	False
gene:HLA-DRB1	perturbation_or_model_hint	False
gene:PDE4B	circuit_coupling	False
gene:PDE4B	disease_up_recurrence	True
gene:PDE4B	ms_anchor_nominal	False
gene:PDE4B	perturbation_or_model_hint	False
gene:GBP4	circuit_coupling	False
gene:GBP4	disease_up_recurrence	True
gene:GBP4	ms_anchor_nominal	False
gene:GBP4	perturbation_or_model_hint	False
gene:DNAJB11	circuit_coupling	False
gene:DNAJB11	disease_up_recurrence	True
gene:DNAJB11	ms_anchor_nominal	False
gene:DNAJB11	perturbation_or_model_hint	False
gene:S100A8	circuit_coupling	False
gene:S100A8	disease_up_recurrence	True
gene:S100A8	ms_anchor_nominal	False
gene:S100A8	perturbation_or_model_hint	False
gene:SEC14L2	circuit_coupling	False
gene:SEC14L2	disease_up_recurrence	True
gene:SEC14L2	ms_anchor_nominal	False
gene:SEC14L2	perturbation_or_model_hint	False
gene:MSR1	circuit_coupling	False
gene:MSR1	disease_up_recurrence	False
gene:MSR1	ms_anchor_nominal	True
gene:MSR1	perturbation_or_model_hint	False
gene:C1QTNF1	circuit_coupling	False
gene:C1QTNF1	disease_up_recurrence	True
gene:C1QTNF1	ms_anchor_nominal	False
gene:C1QTNF1	perturbation_or_model_hint	False
gene:MOB3B	circuit_coupling	False
gene:MOB3B	disease_up_recurrence	True
gene:MOB3B	ms_anchor_nominal	False
gene:MOB3B	perturbation_or_model_hint	False
gene:LRG1	circuit_coupling	False
gene:LRG1	disease_up_recurrence	True
gene:LRG1	ms_anchor_nominal	False
gene:LRG1	perturbation_or_model_hint	False
gene:LTF	circuit_coupling	False
gene:LTF	disease_up_recurrence	True
gene:LTF	ms_anchor_nominal	True
gene:LTF	perturbation_or_model_hint	False
gene:SEL1L3	circuit_coupling	False
gene:SEL1L3	disease_up_recurrence	True
gene:SEL1L3	ms_anchor_nominal	True
gene:SEL1L3	perturbation_or_model_hint	False
gene:HLA-B	circuit_coupling	False
gene:HLA-B	disease_up_recurrence	True
gene:HLA-B	ms_anchor_nominal	True
gene:HLA-B	perturbation_or_model_hint	False
gene:LAMP3	circuit_coupling	False
gene:LAMP3	disease_up_recurrence	True
gene:LAMP3	ms_anchor_nominal	False
gene:LAMP3	perturbation_or_model_hint	False
gene:CDC42EP1	circuit_coupling	False
gene:CDC42EP1	disease_up_recurrence	True
gene:CDC42EP1	ms_anchor_nominal	False
gene:CDC42EP1	perturbation_or_model_hint	False
gene:REG3A	circuit_coupling	False
gene:REG3A	disease_up_recurrence	True
gene:REG3A	ms_anchor_nominal	False
gene:REG3A	perturbation_or_model_hint	False
gene:TREM2	circuit_coupling	False
gene:TREM2	disease_up_recurrence	False
gene:TREM2	ms_anchor_nominal	False
gene:TREM2	perturbation_or_model_hint	False
gene:CYTOR	circuit_coupling	False
gene:CYTOR	disease_up_recurrence	True
gene:CYTOR	ms_anchor_nominal	False
gene:CYTOR	perturbation_or_model_hint	False
gene:NPTX2	circuit_coupling	False
gene:NPTX2	disease_up_recurrence	True
gene:NPTX2	ms_anchor_nominal	False
gene:NPTX2	perturbation_or_model_hint	False
gene:OLFM4	circuit_coupling	False
gene:OLFM4	disease_up_recurrence	True
gene:OLFM4	ms_anchor_nominal	False
gene:OLFM4	perturbation_or_model_hint	False
gene:TYROBP	circuit_coupling	False
gene:TYROBP	disease_up_recurrence	True
gene:TYROBP	ms_anchor_nominal	False
gene:TYROBP	perturbation_or_model_hint	False
gene:ARHGEF28	circuit_coupling	False
gene:ARHGEF28	disease_up_recurrence	True
gene:ARHGEF28	ms_anchor_nominal	False
gene:ARHGEF28	perturbation_or_model_hint	False
gene:SQLE	circuit_coupling	False
gene:SQLE	disease_up_recurrence	True
gene:SQLE	ms_anchor_nominal	False
gene:SQLE	perturbation_or_model_hint	False
gene:NLRP3	circuit_coupling	False
gene:NLRP3	disease_up_recurrence	True
gene:NLRP3	ms_anchor_nominal	False
gene:NLRP3	perturbation_or_model_hint	False
gene:SDC4	circuit_coupling	False
gene:SDC4	disease_up_recurrence	True
gene:SDC4	ms_anchor_nominal	True
gene:SDC4	perturbation_or_model_hint	False
gene:BATF2	circuit_coupling	False
gene:BATF2	disease_up_recurrence	True
gene:BATF2	ms_anchor_nominal	True
gene:BATF2	perturbation_or_model_hint	False
gene:KRTCAP3	circuit_coupling	False
gene:KRTCAP3	disease_up_recurrence	True
gene:KRTCAP3	ms_anchor_nominal	True
gene:KRTCAP3	perturbation_or_model_hint	False
gene:IDO1	circuit_coupling	False
gene:IDO1	disease_up_recurrence	True
gene:IDO1	ms_anchor_nominal	False
gene:IDO1	perturbation_or_model_hint	False
gene:HAPLN3	circuit_coupling	False
gene:HAPLN3	disease_up_recurrence	True
gene:HAPLN3	ms_anchor_nominal	False
gene:HAPLN3	perturbation_or_model_hint	False
gene:PI15	circuit_coupling	False
gene:PI15	disease_up_recurrence	True
gene:PI15	ms_anchor_nominal	False
gene:PI15	perturbation_or_model_hint	False
gene:IL15	circuit_coupling	False
gene:IL15	disease_up_recurrence	True
gene:IL15	ms_anchor_nominal	False
gene:IL15	perturbation_or_model_hint	False
gene:RREB1	circuit_coupling	False
gene:RREB1	disease_up_recurrence	True
gene:RREB1	ms_anchor_nominal	False
gene:RREB1	perturbation_or_model_hint	False
gene:COL4A1	circuit_coupling	False
gene:COL4A1	disease_up_recurrence	True
gene:COL4A1	ms_anchor_nominal	False
gene:COL4A1	perturbation_or_model_hint	False
gene:BCL2L14	circuit_coupling	False
gene:BCL2L14	disease_up_recurrence	True
gene:BCL2L14	ms_anchor_nominal	False
gene:BCL2L14	perturbation_or_model_hint	False
gene:CTNNB1	circuit_coupling	False
gene:CTNNB1	disease_up_recurrence	True
gene:CTNNB1	ms_anchor_nominal	False
gene:CTNNB1	perturbation_or_model_hint	False
gene:JAK2	circuit_coupling	False
gene:JAK2	disease_up_recurrence	False
gene:JAK2	ms_anchor_nominal	False
gene:JAK2	perturbation_or_model_hint	False
gene:LAMB3	circuit_coupling	False
gene:LAMB3	disease_up_recurrence	True
gene:LAMB3	ms_anchor_nominal	False
gene:LAMB3	perturbation_or_model_hint	False
gene:SIGLEC10	circuit_coupling	False
gene:SIGLEC10	disease_up_recurrence	False
gene:SIGLEC10	ms_anchor_nominal	False
gene:SIGLEC10	perturbation_or_model_hint	False
gene:CD200R1	circuit_coupling	False
gene:CD200R1	disease_up_recurrence	False
gene:CD200R1	ms_anchor_nominal	False
gene:CD200R1	perturbation_or_model_hint	False
gene:MIF	circuit_coupling	False
gene:MIF	disease_up_recurrence	True
gene:MIF	ms_anchor_nominal	False
gene:MIF	perturbation_or_model_hint	False
gene:SEC61B	circuit_coupling	False
gene:SEC61B	disease_up_recurrence	True
gene:SEC61B	ms_anchor_nominal	False
gene:SEC61B	perturbation_or_model_hint	False
gene:KYNU	circuit_coupling	False
gene:KYNU	disease_up_recurrence	True
gene:KYNU	ms_anchor_nominal	False
gene:KYNU	perturbation_or_model_hint	False
gene:MMP7	circuit_coupling	False
gene:MMP7	disease_up_recurrence	True
gene:MMP7	ms_anchor_nominal	False
gene:MMP7	perturbation_or_model_hint	False
gene:EEF1E1	circuit_coupling	False
gene:EEF1E1	disease_up_recurrence	True
gene:EEF1E1	ms_anchor_nominal	False
gene:EEF1E1	perturbation_or_model_hint	False
gene:IFITM3	circuit_coupling	False
gene:IFITM3	disease_up_recurrence	True
gene:IFITM3	ms_anchor_nominal	False
gene:IFITM3	perturbation_or_model_hint	False
gene:CD300E	circuit_coupling	False
gene:CD300E	disease_up_recurrence	True
gene:CD300E	ms_anchor_nominal	False
gene:CD300E	perturbation_or_model_hint	False
gene:KRT7	circuit_coupling	False
gene:KRT7	disease_up_recurrence	True
gene:KRT7	ms_anchor_nominal	False
gene:KRT7	perturbation_or_model_hint	False
gene:SNX10	circuit_coupling	False
gene:SNX10	disease_up_recurrence	True
gene:SNX10	ms_anchor_nominal	True
gene:SNX10	perturbation_or_model_hint	False
gene:IGHG1	circuit_coupling	False
gene:IGHG1	disease_up_recurrence	True
gene:IGHG1	ms_anchor_nominal	False
gene:IGHG1	perturbation_or_model_hint	False
gene:RPL17	circuit_coupling	False
gene:RPL17	disease_up_recurrence	False
gene:RPL17	ms_anchor_nominal	True
gene:RPL17	perturbation_or_model_hint	False
osm_ligand_inflammatory_myeloid	circuit_coupling	False
osm_ligand_inflammatory_myeloid	disease_up_recurrence	True
osm_ligand_inflammatory_myeloid	ms_anchor_nominal	False
osm_ligand_inflammatory_myeloid	perturbation_or_model_hint	False
gene:MMP15	circuit_coupling	False
gene:MMP15	disease_up_recurrence	True
gene:MMP15	ms_anchor_nominal	False
gene:MMP15	perturbation_or_model_hint	False
gene:IRF1	circuit_coupling	False
gene:IRF1	disease_up_recurrence	True
gene:IRF1	ms_anchor_nominal	False
gene:IRF1	perturbation_or_model_hint	False
gene:CXCL3	circuit_coupling	False
gene:CXCL3	disease_up_recurrence	True
gene:CXCL3	ms_anchor_nominal	False
gene:CXCL3	perturbation_or_model_hint	False
gene:EPS8L1	circuit_coupling	False
gene:EPS8L1	disease_up_recurrence	True
gene:EPS8L1	ms_anchor_nominal	False
gene:EPS8L1	perturbation_or_model_hint	False
gene:FMNL2	circuit_coupling	False
gene:FMNL2	disease_up_recurrence	True
gene:FMNL2	ms_anchor_nominal	True
gene:FMNL2	perturbation_or_model_hint	False
